OrthoGroups	Sce_genes	Kma_genes	Yli_genes
OG0001649	YGR055W	KLMA_30073	YALI1_F33189g
OG0001650	YLR359W	KLMA_30075	YALI1_B22614g
OG0001651	YGR057C	KLMA_30076	YALI1_E01885g
OG0001652	YLR361C	KLMA_30078	YALI1_E27532g
OG0001653	YLR362W	KLMA_30080	YALI1_F18202g
OG0001654	YMR231W	KLMA_30081	YALI1_E27556g
OG0001655	YMR232W	KLMA_30082	YALI1_F18276g
OG0001656	YOR294W	KLMA_30083	YALI1_A12302g
OG0001657	YOR296W	KLMA_30085	YALI1_C01433g
OG0001658	YGR110W	KLMA_30089	YALI1_D22083g
OG0001659	YMR100W	KLMA_30090	YALI1_E04909g
OG0001660	YKL119C	KLMA_30091	YALI1_A01298g
OG0001661	YKL120W	KLMA_30093	YALI1_E04823g
OG0001662	YKL122C	KLMA_30095	YALI1_A19885g
OG0001663	YKL125W	KLMA_30097	YALI1_D35575g
OG0001664	YMR106C	KLMA_30100	YALI1_E02574g
OG0001665	YKL128C	KLMA_30102	YALI1_F05459g
OG0001666	YMR108W	KLMA_30105	YALI1_C00293g
OG0001667	YMR112C	KLMA_30110	YALI1_E23945g
OG0001668	YMR113W	KLMA_30111	YALI1_A09911g
OG0001669	YKL134C	KLMA_30114	YALI1_A09856g
OG0001671	YKL135C	KLMA_30117	YALI1_F28807g
OG0001672	YKL137W	KLMA_30119	YALI1_E02468g
OG0001673	YKL138C	KLMA_30120	YALI1_E02415g
OG0001674	YMR117C	KLMA_30121	YALI1_E02454g
OG0001675	YKL139W	KLMA_30123	YALI1_B29446g
OG0001676	YFL005W	KLMA_30127	YALI1_E27207g
OG0001677	YFL007W	KLMA_30128	YALI1_D28646g
OG0001678	YLR115W	KLMA_30130	YALI1_C32049g
OG0001679	YER140W	KLMA_30135	YALI1_B00273g
OG0001680	YBL023C	KLMA_30138	YALI1_F07181g
OG0001681	YBL024W	KLMA_30139	YALI1_E08114g
OG0001682	YGL200C	KLMA_30141	YALI1_E41399g
OG0001683	YGL198W	KLMA_30143	YALI1_F20600g
OG0001685	YGL195W	KLMA_30145	YALI1_D21702g
OG0001686	YCL010C	KLMA_30146	YALI1_E17141g
OG0001687	YNL005C	KLMA_30147	YALI1_D15333g
OG0001688	YCL009C	KLMA_30148	YALI1_C13355g
OG0001689	YNL010W	KLMA_30150	YALI1_D36122g
OG0001691	YJL101C	KLMA_30154	YALI1_E35520g
OG0001692	YJL100W	KLMA_30155	YALI1_A02974g
OG0001694	YJL097W	KLMA_30158	YALI1_F15781g
OG0001695	YJL096W	KLMA_30159	YALI1_F12422g
OG0001696	YJL095W	KLMA_30160	YALI1_F12365g
OG0001697	YJL091C	KLMA_30164	YALI1_C32810g
OG0001698	YJL090C	KLMA_30165	YALI1_E25964g
OG0001699	YJL088W	KLMA_30168	YALI1_D18130g
OG0001700	YJL087C	KLMA_30170	YALI1_D18167g
OG0001701	YJL085W	KLMA_30171	YALI1_C16653g
OG0001702	YER162C	KLMA_30173	YALI1_D11242g
OG0001703	YER161C	KLMA_30174	YALI1_D11203g
OG0001704	YDR089W	KLMA_30175	YALI1_D16370g
OG0001705	YDR088C	KLMA_30176	YALI1_D11087g
OG0001706	YGR169C	KLMA_30177	YALI1_B02177g
OG0001707	YGR167W	KLMA_30180	YALI1_E39385g
OG0001708	YGR166W	KLMA_30181	YALI1_B15988g
OG0001709	YOL067C	KLMA_30183	YALI1_F15817g
OG0001710	YDL007W	KLMA_30184	YALI1_F03855g
OG0001711	YDL006W	KLMA_30185	YALI1_D27867g
OG0001712	YDL004W	KLMA_30187	YALI1_D27826g
OG0001713	YDL003W	KLMA_30188	YALI1_B11484g
OG0001714	YDR333C	KLMA_30189	YALI1_C06041g
OG0001715	YHR085W	KLMA_30190	YALI1_A10143g
OG0001717	YGR170W	KLMA_30194	YALI1_D04432g
OG0001718	YJR006W	KLMA_30195	YALI1_D06665g
OG0001719	YGR171C	KLMA_30196	YALI1_D04566g
OG0001720	YGR173W	KLMA_30197	YALI1_B17112g
OG0001721	YGR172C	KLMA_30198	YALI1_D06061g
OG0001722	YJL026W	KLMA_30199	YALI1_B05072g
OG0001723	YGR178C	KLMA_30201	YALI1_B30146g
OG0001724	YJL025W	KLMA_30202	YALI1_B30123g
OG0001726	YGR175C	KLMA_30204	YALI1_E18961g
OG0001727	YGR174C	KLMA_30205	YALI1_E18903g
OG0001728	YJL024C	KLMA_30206	YALI1_E35181g
OG0001729	YGR181W	KLMA_30207	YALI1_D08850g
OG0001731	YGR184C	KLMA_30209	YALI1_B05185g
OG0001732	YGR185C	KLMA_30211	YALI1_C21487g
OG0001733	YGR186W	KLMA_30212	YALI1_F17203g
OG0001734	YGR187C	KLMA_30214	YALI1_F10671g
OG0001735	YLL014W	KLMA_30216	YALI1_A22027g
OG0001736	YLL013C	KLMA_30217	YALI1_E14805g
OG0001737	YLR023C	KLMA_30218	YALI1_B14924g
OG0001738	YLR022C	KLMA_30219	YALI1_F32565g
OG0001739	YLL011W	KLMA_30222	YALI1_D17370g
OG0001740	YLR018C	KLMA_30224	YALI1_D23730g
OG0001741	YLR017W	KLMA_30225	YALI1_B17871g
OG0001743	YJL005W	KLMA_30227	YALI1_B24424g
OG0001744	YJL004C	KLMA_30228	YALI1_B24264g
OG0001745	YLL008W	KLMA_30229	YALI1_B22015g
OG0001746	YLL007C	KLMA_30230	YALI1_B21966g
OG0001747	YLL006W	KLMA_30231	YALI1_D00995g
OG0001748	YAL022C	KLMA_30234	YALI1_C32156g
OG0001749	YAL021C	KLMA_30235	YALI1_B19962g
OG0001750	YAL020C	KLMA_30236	YALI1_E38656g
OG0001751	YOR046C	KLMA_30238	YALI1_E37026g
OG0001753	YOR043W	KLMA_30241	YALI1_A06073g
OG0001754	YOR042W	KLMA_30242	YALI1_D00406g
OG0001755	YKL162C	KLMA_30245	YALI1_F27758g
OG0001756	YKR068C	KLMA_30248	YALI1_C12007g
OG0001757	YOR051C	KLMA_30249	YALI1_D27995g
OG0001758	YKR069W	KLMA_30250	YALI1_A01602g
OG0001759	YKR070W	KLMA_30251	YALI1_A01468g
OG0001760	YOR052C	KLMA_30252	YALI1_A01505g
OG0001761	YKR071C	KLMA_30253	YALI1_C08065g
OG0001762	YOR056C	KLMA_30255	YALI1_F21315g
OG0001763	YOR057W	KLMA_30257	YALI1_F21322g
OG0001764	YOR058C	KLMA_30258	YALI1_F21224g
OG0001765	YKR074W	KLMA_30259	YALI1_F10928g
OG0001766	YOR059C	KLMA_30260	YALI1_B18687g
OG0001768	YOR063W	KLMA_30264	YALI1_C29810g
OG0001769	YOR065W	KLMA_30267	YALI1_A17570g
OG0001770	YOR067C	KLMA_30269	YALI1_A17622g
OG0001771	YOR069W	KLMA_30270	YALI1_A16770g
OG0001772	YKR079C	KLMA_30271	YALI1_A13046g
OG0001774	YEL044W	KLMA_30278	YALI1_E30479g
OG0001775	YEL043W	KLMA_30279	YALI1_A12502g
OG0001776	YJR050W	KLMA_30280	YALI1_D13679g
OG0001777	YEL042W	KLMA_30281	YALI1_C25093g
OG0001778	YER173W	KLMA_30288	YALI1_B17805g
OG0001779	YER172C	KLMA_30289	YALI1_F27574g
OG0001780	YER171W	KLMA_30290	YALI1_F27663g
OG0001781	YER170W	KLMA_30292	YALI1_F33951g
OG0001782	YDR097C	KLMA_30293	YALI1_F33925g
OG0001783	YER169W	KLMA_30294	YALI1_F19268g
OG0001784	YER168C	KLMA_30295	YALI1_D04186g
OG0001785	YDR092W	KLMA_30298	YALI1_C00772g
OG0001786	YER165W	KLMA_30299	YALI1_C00739g
OG0001787	YER164W	KLMA_30300	YALI1_C00422g
OG0001788	YDR091C	KLMA_30301	YALI1_A18166g
OG0001789	YLL031C	KLMA_30302	YALI1_E14925g
OG0001790	YPR019W	KLMA_30303	YALI1_F07429g
OG0001791	YPR020W	KLMA_30306	YALI1_B28025g
OG0001792	YGL171W	KLMA_30307	YALI1_B28053g
OG0001793	YLR312W-A	KLMA_30308	YALI1_F09896g
OG0001794	YLL021W	KLMA_30309	YALI1_F22241g
OG0001795	YLR305C	KLMA_30314	YALI1_E33150g
OG0001796	YLR306W	KLMA_30316	YALI1_D10135g
OG0001797	YLR309C	KLMA_30319	YALI1_F38522g
OG0001798	YGL180W	KLMA_30321	YALI1_D33696g
OG0001799	YGL184C	KLMA_30325	YALI1_D00614g
OG0001800	YGL023C	KLMA_30326	YALI1_A02263g
OG0001801	YPL178W	KLMA_30329	YALI1_E34621g
OG0001803	YPL254W	KLMA_30333	YALI1_C19840g
OG0001804	YPL252C	KLMA_30335	YALI1_B03314g
OG0001805	YMR197C	KLMA_30336	YALI1_B03335g
OG0001806	YMR196W	KLMA_30337	YALI1_B03644g
OG0001807	YHR072W	KLMA_30341	YALI1_F06787g
OG0001808	YDR319C	KLMA_30342	YALI1_C33214g
OG0001809	YDR318W	KLMA_30343	YALI1_C33193g
OG0001810	YDR482C	KLMA_30346	YALI1_F30559g
OG0001811	YBR155W	KLMA_30350	YALI1_F13719g
OG0001812	YBR156C	KLMA_30351	YALI1_F18550g
OG0001814	YPL054W	KLMA_30354	YALI1_B16504g
OG0001815	YBR158W	KLMA_30355	YALI1_E05285g
OG0001816	YBR159W	KLMA_30357	YALI1_A06453g
OG0001817	YBR160W	KLMA_30358	YALI1_B14418g
OG0001819	YBR162C	KLMA_30360	YALI1_A18133g
OG0001820	YBR162W-A	KLMA_30361	YALI1_D32494g
OG0001821	YPR127W	KLMA_30365	YALI1_F03136g
OG0001822	YPL059W	KLMA_30366	YALI1_F28092g
OG0001823	YFR016C	KLMA_30368	YALI1_B28268g
OG0001824	YDR080W	KLMA_30373	YALI1_F23484g
OG0001826	YER157W	KLMA_30374	YALI1_F23446g
OG0001827	YDR079W	KLMA_30375	YALI1_D33119g
OG0001828	YER156C	KLMA_30376	YALI1_D33105g
OG0001829	YER163C	KLMA_30377	YALI1_F33572g
OG0001830	YGL022W	KLMA_30378	YALI1_B21423g
OG0001831	YGR159C	KLMA_30382	YALI1_F17988g
OG0001832	YGL045W	KLMA_30383	YALI1_D24308g
OG0001833	YIL142W	KLMA_30384	YALI1_F15186g
OG0001834	YNL084C	KLMA_30385	YALI1_F03389g
OG0001835	YIL140W	KLMA_30386	YALI1_D06988g
OG0001836	YNL083W	KLMA_30388	YALI1_E13708g
OG0001837	YNL082W	KLMA_30390	YALI1_E13677g
OG0001838	YNL081C	KLMA_30391	YALI1_B08627g
OG0001839	YBR141C	KLMA_30392	YALI1_F37685g
OG0001840	YBR142W	KLMA_30393	YALI1_A05052g
OG0001841	YBR143C	KLMA_30394	YALI1_F03765g
OG0001843	YDR282C	KLMA_30397	YALI1_D25289g
OG0001845	YDR280W	KLMA_30400	YALI1_B11519g
OG0001846	YHR045W	KLMA_30402	YALI1_C15084g
OG0001847	YJL035C	KLMA_30405	YALI1_E16750g
OG0001848	YJL036W	KLMA_30406	YALI1_E16919g
OG0001849	YLR015W	KLMA_30407	YALI1_D06043g
OG0001850	YLR014C	KLMA_30408	YALI1_B13069g
OG0001851	YDR283C	KLMA_30413	YALI1_B19602g
OG0001853	YDR289C	KLMA_30415	YALI1_E39378g
OG0001854	YDR291W	KLMA_30416	YALI1_E18749g
OG0001855	YDR292C	KLMA_30417	YALI1_F30641g
OG0001856	YHR040W	KLMA_30419	YALI1_E14132g
OG0001857	YHR039C-A	KLMA_30420	YALI1_E14125g
OG0001858	YHR039C	KLMA_30421	YALI1_E14118g
OG0001859	YHR038W	KLMA_30422	YALI1_A10907g
OG0001860	YDR293C	KLMA_30423	YALI1_F18381g
OG0001861	YHR037W	KLMA_30424	YALI1_B12993g
OG0001862	YDR294C	KLMA_30426	YALI1_E33285g
OG0001863	YDR296W	KLMA_30429	YALI1_E20635g
OG0001864	YDR297W	KLMA_30430	YALI1_E20626g
OG0001865	YDR298C	KLMA_30431	YALI1_D15734g
OG0001866	YDR299W	KLMA_30432	YALI1_D14329g
OG0001867	YHR034C	KLMA_30434	YALI1_A20149g
OG0001868	YDR301W	KLMA_30436	YALI1_E04790g
OG0001869	YDR302W	KLMA_30437	YALI1_E04744g
OG0001870	YHR058C	KLMA_30440	YALI1_E38329g
OG0001871	YHR059W	KLMA_30441	YALI1_E38766g
OG0001873	YDR306C	KLMA_30442	YALI1_E18143g
OG0001874	YPL162C	KLMA_30444	YALI1_D08151g
OG0001875	YPL164C	KLMA_30446	YALI1_C09642g
OG0001876	YOR249C	KLMA_30447	YALI1_F08183g
OG0001877	YOR250C	KLMA_30448	YALI1_F38684g
OG0001878	YOR251C	KLMA_30449	YALI1_F30877g
OG0001879	YPL167C	KLMA_30452	YALI1_C29926g
OG0001880	YOR252W	KLMA_30453	YALI1_D25250g
OG0001881	YOR253W	KLMA_30455	YALI1_A10529g
OG0001882	YOR254C	KLMA_30456	YALI1_A18273g
OG0001883	YPL169C	KLMA_30457	YALI1_A18286g
OG0001884	YPL170W	KLMA_30459	YALI1_A21420g
OG0001885	YPL175W	KLMA_30461	YALI1_A21509g
OG0001886	YPL174C	KLMA_30462	YALI1_A21550g
OG0001887	YOR257W	KLMA_30463	YALI1_A21554g
OG0001888	YPL173W	KLMA_30464	YALI1_A21565g
OG0001889	YOR258W	KLMA_30465	YALI1_E25889g
OG0001890	YOR259C	KLMA_30466	YALI1_E25866g
OG0001891	YOR260W	KLMA_30467	YALI1_E25859g
OG0001892	YPL172C	KLMA_30468	YALI1_F31135g
OG0001893	YOR261C	KLMA_30469	YALI1_D25216g
OG0001894	YOR262W	KLMA_30470	YALI1_D25208g
OG0001895	YOR265W	KLMA_30472	YALI1_D25151g
OG0001896	YIL075C	KLMA_30478	YALI1_F13395g
OG0001897	YER082C	KLMA_30479	YALI1_F13446g
OG0001898	YIL076W	KLMA_30484	YALI1_E19138g
OG0001899	YNR020C	KLMA_30486	YALI1_F14409g
OG0001900	YCR051W	KLMA_30487	YALI1_F14403g
OG0001901	YNR021W	KLMA_30488	YALI1_F14368g
OG0001902	YCR053W	KLMA_30491	YALI1_F30459g
OG0001903	YCR054C	KLMA_30492	YALI1_D15362g
OG0001904	YCR057C	KLMA_30493	YALI1_B01839g
OG0001905	YCR059C	KLMA_30495	YALI1_C01826g
OG0001906	YCR060W	KLMA_30496	YALI1_C01876g
OG0001907	YCR061W	KLMA_30498	YALI1_E23472g
OG0001908	YCR063W	KLMA_30499	YALI1_B23609g
OG0001909	YCR065W	KLMA_30500	YALI1_C02053g
OG0001910	YCR066W	KLMA_30501	YALI1_A08468g
OG0001911	YCR068W	KLMA_30505	YALI1_F09433g
OG0001913	YGR081C	KLMA_30507	YALI1_B04466g
OG0001914	YPR097W	KLMA_30508	YALI1_B01813g
OG0001915	YGL077C	KLMA_30509	YALI1_A18514g
OG0001916	YGL078C	KLMA_30511	YALI1_D12056g
OG0001917	YDR245W	KLMA_30512	YALI1_E30725g
OG0001918	YDR244W	KLMA_30513	YALI1_F36178g
OG0001919	YDR243C	KLMA_30514	YALI1_F36127g
OG0001920	YDL209C	KLMA_30515	YALI1_F36706g
OG0001921	YDL208W	KLMA_30516	YALI1_F27667g
OG0001922	YDR238C	KLMA_30519	YALI1_F25485g
OG0001923	YDR237W	KLMA_30520	YALI1_B02881g
OG0001924	YDL207W	KLMA_30521	YALI1_B02874g
OG0001925	YDR236C	KLMA_30523	YALI1_B02806g
OG0001926	YDL206W	KLMA_30524	YALI1_F23988g
OG0001927	YDL205C	KLMA_30526	YALI1_F34051g
OG0001928	YDR234W	KLMA_30527	YALI1_E03387g
OG0001929	YDR232W	KLMA_30530	YALI1_C07816g
OG0001930	YDL203C	KLMA_30531	YALI1_F20233g
OG0001931	YDR231C	KLMA_30532	YALI1_C13007g
OG0001933	YDR229W	KLMA_30534	YALI1_C04328g
OG0001935	YDR462W	KLMA_30535	YALI1_C23548g
OG0001936	YML036W	KLMA_30536	YALI1_E02372g
OG0001937	YDR460W	KLMA_30537	YALI1_E02355g
OG0001938	YDR308C	KLMA_30540	YALI1_E18081g
OG0001939	YHR062C	KLMA_30543	YALI1_E31529g
OG0001940	YHR063C	KLMA_30545	YALI1_F27761g
OG0001941	YHR064C	KLMA_30546	YALI1_B16419g
OG0001942	YDR311W	KLMA_30547	YALI1_B16410g
OG0001943	YHR065C	KLMA_30548	YALI1_A12403g
OG0001945	YDR313C	KLMA_30550	YALI1_D19018g
OG0001946	YBR080C	KLMA_30551	YALI1_E34525g
OG0001947	YBR079C	KLMA_30552	YALI1_F25254g
OG0001948	YMR250W	KLMA_30556	YALI1_F11827g
OG0001949	YOL052C	KLMA_30557	YALI1_E24149g
OG0001950	YOR319W	KLMA_30558	YALI1_E18411g
OG0001952	YMR247C	KLMA_30560	YALI1_E31982g
OG0001953	YKL117W	KLMA_30561	YALI1_D00449g
OG0001954	YMR099C	KLMA_30562	YALI1_D09055g
OG0001955	YKL116C	KLMA_30563	YALI1_D09140g
OG0001956	YKL114C	KLMA_30564	YALI1_C17050g
OG0001957	YKL113C	KLMA_30565	YALI1_F26692g
OG0001958	YMR098C	KLMA_30567	YALI1_E02239g
OG0001959	YKL110C	KLMA_30568	YALI1_E02287g
OG0001960	YMR097C	KLMA_30569	YALI1_E02290g
OG0001961	YKR029C	KLMA_30570	YALI1_F04264g
OG0001962	YJL106W	KLMA_30572	YALI1_F04314g
OG0001963	YJL108C	KLMA_30573	YALI1_E29433g
OG0001964	YBR151W	KLMA_30575	YALI1_C21544g
OG0001965	YOL090W	KLMA_30578	YALI1_F00184g
OG0001967	YDR476C	KLMA_30581	YALI1_D20329g
OG0001968	YDR477W	KLMA_30582	YALI1_D02362g
OG0001969	YOR357C	KLMA_30584	YALI1_F08170g
OG0001970	YOR358W	KLMA_30585	YALI1_B04803g
OG0001971	YAL043C	KLMA_30586	YALI1_F05781g
OG0001972	YOR359W	KLMA_30587	YALI1_A07624g
OG0001973	YOR360C	KLMA_30588	YALI1_A07575g
OG0001974	YAL044C	KLMA_30589	YALI1_E00574g
OG0001975	YAL044W-A	KLMA_30590	YALI1_E00948g
OG0001976	YAL046C	KLMA_30591	YALI1_F21547g
OG0001977	YOR361C	KLMA_30592	YALI1_F21583g
OG0001978	YOR362C	KLMA_30594	YALI1_F10774g
OG0001979	YAL048C	KLMA_30595	YALI1_F10786g
OG0001980	YAL049C	KLMA_30599	YALI1_F38191g
OG0001981	YAL053W	KLMA_30600	YALI1_C03378g
OG0001982	YJR149W	KLMA_30604	YALI1_B13483g
OG0001983	YDL202W	KLMA_30605	YALI1_C15186g
OG0001984	YDL201W	KLMA_30606	YALI1_B25593g
OG0001986	YGL167C	KLMA_30610	YALI1_E11674g
OG0001987	YGL169W	KLMA_30612	YALI1_E11630g
OG0001988	YGL161C	KLMA_30613	YALI1_E28957g
OG0001990	YGL163C	KLMA_30615	YALI1_B09708g
OG0001991	YPR007C	KLMA_30619	YALI1_A02365g
OG0001992	YKR008W	KLMA_30620	YALI1_E38243g
OG0001993	YKR006C	KLMA_30622	YALI1_D27748g
OG0001994	YKR004C	KLMA_30625	YALI1_A02947g
OG0001995	YGR054W	KLMA_30627	YALI1_C12140g
OG0001996	YGR053C	KLMA_30628	YALI1_F11020g
OG0001997	YLR355C	KLMA_30631	YALI1_D03952g
OG0001998	YLR354C	KLMA_30634	YALI1_F20914g
OG0001999	YGR042W	KLMA_30636	YALI1_B12677g
OG0002001	YLR352W	KLMA_30638	YALI1_C08791g
OG0002002	YLR351C	KLMA_30641	YALI1_B09367g
OG0002003	YOR155C	KLMA_30643	YALI1_E14709g
OG0002004	YOR161C	KLMA_30644	YALI1_D17666g
OG0002005	YOR160W	KLMA_30645	YALI1_D01298g
OG0002006	YOR159C	KLMA_30646	YALI1_D01305g
OG0002007	YOR158W	KLMA_30647	YALI1_E10455g
OG0002008	YDR407C	KLMA_30648	YALI1_D18198g
OG0002009	YOR157C	KLMA_30649	YALI1_D17355g
OG0002010	YDR408C	KLMA_30650	YALI1_D03865g
OG0002011	YDR410C	KLMA_30652	YALI1_E27077g
OG0002012	YML041C	KLMA_30653	YALI1_F39242g
OG0002013	YML042W	KLMA_30654	YALI1_B13948g
OG0002014	YDR411C	KLMA_30655	YALI1_F25650g
OG0002015	YDR412W	KLMA_30656	YALI1_C05813g
OG0002016	YDR414C	KLMA_30657	YALI1_C11501g
OG0002017	YEL050C	KLMA_30658	YALI1_D15744g
OG0002018	YDR415C	KLMA_30659	YALI1_B07076g
OG0002019	YEL051W	KLMA_30660	YALI1_D00581g
OG0002020	YDR416W	KLMA_30661	YALI1_D00577g
OG0002021	YEL052W	KLMA_30662	YALI1_D00703g
OG0002022	YEL053C	KLMA_30663	YALI1_F11956g
OG0002023	YDR419W	KLMA_30666	YALI1_C02152g
OG0002024	YDR421W	KLMA_30668	YALI1_C25877g
OG0002025	YML007W	KLMA_30670	YALI1_F04763g
OG0002026	YML008C	KLMA_30671	YALI1_F12138g
OG0002027	YGL212W	KLMA_30673	YALI1_C23504g
OG0002028	YGL213C	KLMA_30674	YALI1_C28434g
OG0002029	YGL215W	KLMA_30675	YALI1_E09539g
OG0002032	YGL220W	KLMA_30676	YALI1_D26036g
OG0002034	YER036C	KLMA_30677	YALI1_D29335g
OG0002035	YGL224C	KLMA_30679	YALI1_F34187g
OG0002036	YGL225W	KLMA_30681	YALI1_F28833g
OG0002037	YER041W	KLMA_30683	YALI1_E26860g
OG0002038	YGL227W	KLMA_30686	YALI1_F15449g
OG0002039	YER043C	KLMA_30687	YALI1_F15517g
OG0002040	YFR041C	KLMA_30690	YALI1_F15745g
OG0002042	YGL231C	KLMA_30692	YALI1_A10146g
OG0002043	YGL232W	KLMA_30693	YALI1_F21612g
OG0002044	YGL233W	KLMA_30694	YALI1_F17383g
OG0002045	YFR044C	KLMA_30695	YALI1_F23706g
OG0002046	YFR045W	KLMA_30696	YALI1_F27834g
OG0002047	YGL234W	KLMA_30697	YALI1_F27904g
OG0002048	YGL236C	KLMA_30698	YALI1_E08334g
OG0002049	YGL237C	KLMA_30699	YALI1_F30340g
OG0002050	YGL238W	KLMA_30700	YALI1_E08472g
OG0002051	YGL240W	KLMA_30701	YALI1_E08452g
OG0002052	YGL241W	KLMA_30703	YALI1_B23981g
OG0002053	YGL242C	KLMA_30704	YALI1_B23966g
OG0002054	YGL243W	KLMA_30705	YALI1_B23939g
OG0002055	YGL244W	KLMA_30706	YALI1_D02137g
OG0002056	YFR048W	KLMA_30707	YALI1_D02150g
OG0002057	YGL245W	KLMA_30709	YALI1_E33633g
OG0002058	YIL147C	KLMA_30711	YALI1_F12254g
OG0002059	YKR095W	KLMA_30713	YALI1_F27237g
OG0002060	YKR095W-A	KLMA_30716	YALI1_F28212g
OG0002061	YKR097W	KLMA_30719	YALI1_C24367g
OG0002062	YIL153W	KLMA_30720	YALI1_B04212g
OG0002063	YIL155C	KLMA_30722	YALI1_B18499g
OG0002064	YJL074C	KLMA_30727	YALI1_A00789g
OG0002065	YMR315W	KLMA_40010	YALI1_D13298g
OG0002068	YNR052C	KLMA_40013	YALI1_B16446g
OG0002069	YNR051C	KLMA_40014	YALI1_F01020g
OG0002070	YCR095C	KLMA_40015	YALI1_E32357g
OG0002071	YNR050C	KLMA_40016	YALI1_D29481g
OG0002072	YDR177W	KLMA_40020	YALI1_F03842g
OG0002073	YCR093W	KLMA_40022	YALI1_F30254g
OG0002074	YCR092C	KLMA_40023	YALI1_A09522g
OG0002075	YNR046W	KLMA_40025	YALI1_E29586g
OG0002076	YGL001C	KLMA_40026	YALI1_C30514g
OG0002077	YAL002W	KLMA_40027	YALI1_C31684g
OG0002079	YLR321C	KLMA_40029	YALI1_D12355g
OG0002080	YLR316C	KLMA_40030	YALI1_E31483g
OG0002081	YLR318W	KLMA_40031	YALI1_D15181g
OG0002082	YLR319C	KLMA_40032	YALI1_E33002g
OG0002083	YGR002C	KLMA_40035	YALI1_D12543g
OG0002084	YGR003W	KLMA_40036	YALI1_B04974g
OG0002085	YLR323C	KLMA_40037	YALI1_C30901g
OG0002086	YLR324W	KLMA_40038	YALI1_D35945g
OG0002087	YLR325C	KLMA_40039	YALI1_B14993g
OG0002088	YGR005C	KLMA_40040	YALI1_F21261g
OG0002089	YGR006W	KLMA_40041	YALI1_F21279g
OG0002090	YLR326W	KLMA_40042	YALI1_C08040g
OG0002091	YGR007W	KLMA_40044	YALI1_C08197g
OG0002092	YGR012W	KLMA_40047	YALI1_E10364g
OG0002093	YGR013W	KLMA_40048	YALI1_D00537g
OG0002094	YGR016W	KLMA_40051	YALI1_A11231g
OG0002096	YMR138W	KLMA_40056	YALI1_E28156g
OG0002097	YMR137C	KLMA_40057	YALI1_D15149g
OG0002098	YMR135C	KLMA_40059	YALI1_D13496g
OG0002099	YMR132C	KLMA_40063	YALI1_E19883g
OG0002100	YMR131C	KLMA_40064	YALI1_C23193g
OG0002101	YLR039C	KLMA_40065	YALI1_A01794g
OG0002102	YLR038C	KLMA_40066	YALI1_E19902g
OG0002103	YLR033W	KLMA_40071	YALI1_D35394g
OG0002104	YMR128W	KLMA_40072	YALI1_D35148g
OG0002105	YMR127C	KLMA_40073	YALI1_D35143g
OG0002106	YLR032W	KLMA_40074	YALI1_F08454g
OG0002107	YMR126C	KLMA_40075	YALI1_D35096g
OG0002108	YMR125W	KLMA_40076	YALI1_A13100g
OG0002110	YLR027C	KLMA_40083	YALI1_F36966g
OG0002111	YLR026C	KLMA_40085	YALI1_C23989g
OG0002112	YLR025W	KLMA_40086	YALI1_C23050g
OG0002114	YLR118C	KLMA_40090	YALI1_A18847g
OG0002117	YLR117C	KLMA_40091	YALI1_F24401g
OG0002118	YLR116W	KLMA_40093	YALI1_F24359g
OG0002119	YDR064W	KLMA_40094	YALI1_F14712g
OG0002120	YDR063W	KLMA_40095	YALI1_E39955g
OG0002121	YLL028W	KLMA_40096	YALI1_F10342g
OG0002122	YLL029W	KLMA_40097	YALI1_E22921g
OG0002123	YLL027W	KLMA_40098	YALI1_E22961g
OG0002124	YLL026W	KLMA_40099	YALI1_E33056g
OG0002125	YHL024W	KLMA_40100	YALI1_E20125g
OG0002126	YHL023C	KLMA_40101	YALI1_E15774g
OG0002127	YGR157W	KLMA_40103	YALI1_E07347g
OG0002128	YGR158C	KLMA_40104	YALI1_E07306g
OG0002129	YBR056W	KLMA_40105	YALI1_E40502g
OG0002130	YDR035W	KLMA_40107	YALI1_B26153g
OG0002131	YBR058C	KLMA_40109	YALI1_B22276g
OG0002132	YDR036C	KLMA_40110	YALI1_D07981g
OG0002133	YBR060C	KLMA_40113	YALI1_D28221g
OG0002134	YDR045C	KLMA_40114	YALI1_D28213g
OG0002135	YDR044W	KLMA_40115	YALI1_E35410g
OG0002136	YBR065C	KLMA_40118	YALI1_E40144g
OG0002138	YDR041W	KLMA_40120	YALI1_F30106g
OG0002139	YBR061C	KLMA_40121	YALI1_F21540g
OG0002140	YDR037W	KLMA_40122	YALI1_F21769g
OG0002141	YDR051C	KLMA_40124	YALI1_F15533g
OG0002142	YDR050C	KLMA_40125	YALI1_F07847g
OG0002143	YBR070C	KLMA_40126	YALI1_B15180g
OG0002144	YDR108W	KLMA_40130	YALI1_E15074g
OG0002145	YLR084C	KLMA_40131	YALI1_A04742g
OG0002146	YDR109C	KLMA_40133	YALI1_D18408g
OG0002147	YLR085C	KLMA_40134	YALI1_D16431g
OG0002148	YLR086W	KLMA_40135	YALI1_C26408g
OG0002149	YLR087C	KLMA_40136	YALI1_E12295g
OG0002150	YLR088W	KLMA_40137	YALI1_A08436g
OG0002151	YLR090W	KLMA_40140	YALI1_D03756g
OG0002152	YDR115W	KLMA_40143	YALI1_D15963g
OG0002153	YDR116C	KLMA_40144	YALI1_D15952g
OG0002154	YDR117C	KLMA_40145	YALI1_D15902g
OG0002155	YDR118W	KLMA_40146	YALI1_D15897g
