Orthogroup	gene	Stratum	type
OG0004789	P46965	2	Root
OG0004106	Q04438	2	Root
OG0006112	P53541	2	Root
OG0004275	Q07798	2	Root
OG0004147	P35209	2	Root
OG0003398	P32914	4	Root
OG0000496	P15019	5	Root
OG0000757	P12954	5	Root
OG0003255	P39931	4	Root
OG0002456	P24276	4	Root
OG0000008	P40150	5	Root
OG0004811	P53304	2	Root
OG0002855	P39928	4	Root
OG0000409	Q04748	4	Root
OG0005171	P38282	2	Root
OG0002389	P53540	4	Root
OG0006889	Q03029	2	Root
OG0000639	P38915	4	Root
OG0002838	P38985	4	Root
OG0004415	P36167	2	Root
OG0004428	Q99176	2	Root
OG0003221	P13856	4	Root
OG0002658	P10663	5	Root
OG0001531	P47150	5	Root
OG0003181	P53732	5	Root
OG0002164	Q03201	5	Root
OG0004168	P53850	2	Root
OG0003803	P53305	4	Root
OG0002883	Q01163	4	Root
OG0004533	P32607	3	Root
OG0002231	P32608	4	Root
OG0004425	P43612	2	Root
OG0000807	P36123	4	Root
OG0002635	P46674	4	Root
OG0005781	P53036	1	Root
OG0002770	P20134	4	Root
OG0004385	P47166	2	Root
OG0001399	P40561	4	Root
OG0004165	P53075	2	Root
OG0002922	Q08199	4	Root
OG0000802	P38717	4	Root
OG0002589	P25294	4	Root
OG0002230	P17883	4	Root
OG0005813	Q08491	1	Root
OG0004399	P38247	2	Root
OG0006559	P06701	1	Root
OG0004445	P11978	2	Root
OG0003113	Q12232	4	Root
OG0004311	Q12098	2	Root
OG0001575	P39940	4	Root
OG0001023	P40825	5	Root
OG0001337	P32902	5	Root
OG0001477	P38120	5	Root
OG0001374	Q03246	5	Root
OG0003176	P53733	5	Root
OG0000048	Q03919	5	Root
OG0002620	Q12751	4	Root
OG0003737	P17558	3	Root
OG0001707	Q07458	4	Root
OG0000949	P42941	5	Root
OG0003438	Q04675	4	Root
OG0003108	Q04172	4	Root
OG0003348	P40486	4	Root
OG0002004	P38262	4	Root
OG0004255	Q07657	2	Root
OG0001171	P00958	5	Root
OG0002720	P25623	4	Root
OG0002485	P53065	4	Root
OG0001903	P53040	4	Root
OG0003028	Q06510	4	Root
OG0001133	P35691	4	Root
OG0001857	Q12297	4	Root
OG0001562	P53230	4	Root
OG0000614	P53904	4	Root
OG0002123	Q02457	4	Root
OG0003041	P39933	4	Root
OG0000601	Q12466	4	Root
OG0001281	P38129	4	Root
OG0001546	Q03761	4	Root
OG0001025	P13393	5	Root
OG0002122	P41895	4	Root
OG0001137	P47030	4	Root
OG0000039	P02557	4	Root
OG0002103	P47058	4	Root
OG0003003	P32774	4	Root
OG0002158	Q04226	4	Root
OG0003468	P40085	4	Root
OG0006558	P38085	1	Root
OG0000039	P09733	4	Root
OG0004423	P53851	2	Root
OG0002727	Q03088	3	Root
OG0002362	P36145	4	Root
OG0001880	P41896	4	Root
OG0001685	Q05027	4	Root
OG0003033	Q12030	4	Root
OG0000188	P38707	5	Root
OG0000872	P07806	5	Root
OG0001033	Q12109	5	Root
OG0003319	P50105	4	Root
OG0000863	P36421	5	Root
OG0000168	P48527	5	Root
OG0002214	P36100	4	Root
OG0003257	Q06163	4	Root
OG0002908	P29056	4	Root
OG0003106	Q05021	4	Root
OG0002749	Q04372	4	Root
OG0002634	P48606	4	Root
OG0000010	P42943	5	Root
OG0002444	P39079	4	Root
OG0003910	P40045	3	Root
OG0001115	Q99190	4	Root
OG0001573	P22438	5	Root
OG0001591	P39965	5	Root
OG0001278	P11325	5	Root
OG0003264	Q9URQ3	4	Root
OG0000469	Q05506	5	Root
OG0001554	P36104	4	Root
OG0000650	P33300	4	Root
OG0001297	Q05515	4	Root
OG0002867	P41544	4	Root
OG0001354	P32944	4	Root
OG0001714	P53873	2	Root
OG0004470	P53277	2	Root
OG0000177	P15180	5	Root
OG0001643	P38827	4	Root
OG0002881	P47008	4	Root
OG0000309	Q06236	4	Root
OG0002878	P53266	4	Root
OG0004154	P36068	2	Root
OG0000160	P40472	4	Root
OG0006569	P50263	1	Root
OG0000989	Q12505	4	Root
OG0002869	Q06677	4	Root
OG0002198	P38992	4	Root
OG0002374	Q05471	4	Root
OG0000363	P53937	5	Root
OG0001384	P26637	5	Root
OG0001964	Q06563	4	Root
OG0001656	P04803	5	Root
OG0000585	P38088	5	Root
OG0002735	Q07395	4	Root
OG0000814	P46655	5	Root
OG0002520	Q04048	4	Root
OG0000829	Q02875	4	Root
OG0002608	Q03290	4	Root
OG0000229	Q08224	5	Root
OG0001655	Q07914	4	Root
OG0002325	P42949	4	Root
OG0001644	Q01852	4	Root
OG0000746	P36101	5	Root
OG0000413	P40328	5	Root
OG0005479	P38228	2	Root
OG0003212	Q3E7C1	4	Root
OG0002031	Q06339	4	Root
OG0001045	Q12052	5	Root
OG0001887	P07273	4	Root
OG0000415	P53916	4	Root
OG0003721	P54857	4	Root
OG0001455	P53552	4	Root
OG0001947	P39076	4	Root
OG0001821	P40533	4	Root
OG0000719	P29055	5	Root
OG0000255	Q12004	4	Root
OG0001451	P33339	5	Root
OG0000229	Q08975	5	Root
OG0001474	P00927	5	Root
OG0001382	P40040	4	Root
OG0003341	P18412	4	Root
OG0002080	P32776	4	Root
OG0002161	P32318	5	Root
OG0001313	Q07904	4	Root
OG0005480	P46670	2	Root
OG0005481	P32613	2	Root
OG0000296	P32367	4	Root
OG0001814	Q02939	4	Root
OG0000648	Q05998	2	Root
OG0000157	Q07471	4	Root
OG0000010	P39078	5	Root
OG0003943	Q03640	2	Root
OG0001555	P38758	4	Root
OG0000292	Q04545	5	Root
OG0004356	P53882	2	Root
OG0005802	Q07921	1	Root
OG0001227	P42938	5	Root
OG0001121	P34163	4	Root
OG0001940	P40308	4	Root
OG0000940	P41835	5	Root
OG0002140	P53201	4	Root
OG0001408	P48525	5	Root
OG0004272	P38854	2	Root
OG0002188	P34111	4	Root
OG0000429	P43534	5	Root
OG0002422	P47153	4	Root
OG0003469	P36162	4	Root
OG0000069	P26343	4	Root
OG0001047	Q02647	4	Root
OG0003779	P69850	4	Root
OG0003121	Q12389	4	Root
OG0002874	P24783	4	Root
OG0001464	Q04792	4	Root
OG0001592	P32460	4	Root
OG0000773	P06634	4	Root
OG0002539	P35732	4	Root
OG0004294	P38307	2	Root
OG0000492	P54838	4	Root
OG0000512	P18962	4	Root
OG0004169	P21705	2	Root
OG0005482	Q04949	2	Root
OG0003752	Q12084	3	Root
OG0002295	P33750	4	Root
OG0003713	P25559	4	Root
OG0000122	P36091	4	Root
OG0003335	P40087	4	Root
OG0003141	P47089	4	Root
OG0001967	P36022	4	Root
OG0000015	P15365	4	Root
OG0001713	Q12091	4	Root
OG0004336	P47005	2	Root
OG0002459	P21182	4	Root
OG0000669	P32324	5	Root
OG0003053	Q12395	4	Root
OG0002764	Q05924	4	Root
OG0000425	Q06151	4	Root
OG0001740	P69851	4	Root
OG0000836	P22204	4	Root
OG0005175	P13483	2	Root
OG0000203	P25039	5	Root
OG0000272	P32347	5	Root
OG0003380	Q12248	4	Root
OG0002454	P20448	4	Root
OG0003899	Q12517	3	Root
OG0002148	P53550	4	Root
OG0000014	P14832	5	Root
OG0002313	Q00873	4	Root
OG0003131	P53267	4	Root
OG0000094	P47178	1	Root
OG0004183	P47103	2	Root
OG0005748	P53728	1	Root
OG0000014	P23285	5	Root
OG0001314	P32325	4	Root
OG0003094	Q06218	4	Root
OG0002569	P32898	4	Root
OG0002421	P36120	4	Root
OG0001846	P20449	4	Root
OG0002142	P53734	4	Root
OG0000054	P20447	5	Root
OG0003114	P24309	4	Root
OG0001246	P38865	4	Root
OG0000448	Q06686	4	Root
OG0003091	P14922	4	Root
OG0004780	Q06032	2	Root
OG0000818	Q01454	4	Root
OG0002380	Q06053	4	Root
OG0005483	P38818	2	Root
OG0000893	P53088	5	Root
OG0003320	P38116	4	Root
OG0000582	P38929	4	Root
OG0001290	Q12674	4	Root
OG0001904	P43601	4	Root
OG0001576	Q00684	5	Root
OG0000925	P00830	5	Root
OG0001448	Q12165	5	Root
OG0000866	P40074	4	Root
OG0000118	P38995	5	Root
OG0000016	P12630	4	Root
OG0000148	P08566	5	Root
OG0003363	Q05791	4	Root
OG0004299	P32797	2	Root
OG0002940	P27636	4	Root
OG0003596	Q12233	4	Root
OG0003289	Q12186	4	Root
OG0002784	Q06338	4	Root
OG0000542	P32839	4	Root
OG0005484	Q06071	2	Root
OG0000612	P38346	4	Root
OG0000759	P39969	4	Root
OG0000002	P50080	5	Root
OG0000377	P47082	4	Root
OG0004224	P40851	2	Root
OG0001589	P36062	4	Root
OG0002432	Q08236	4	Root
OG0000761	Q04749	4	Root
OG0004553	Q12226	4	Root
OG0001443	P47068	4	Root
OG0000025	P39713	5	Root
OG0001718	Q02948	4	Root
OG0001860	P25342	4	Root
OG0001512	P07251	5	Root
OG0002765	P41696	4	Root
OG0004253	P40501	2	Root
OG0003642	Q03630	4	Root
OG0003116	P30902	4	Root
OG0002601	P26309	4	Root
OG0002175	Q12500	4	Root
OG0002833	Q12067	4	Root
OG0002580	P39981	5	Root
OG0001895	P38772	4	Root
OG0005485	Q08347	4	Root
OG0004764	P47113	2	Root
OG0003698	Q08409	2	Root
OG0002015	P22804	4	Root
OG0003727	P39960	3	Root
OG0002461	P32873	4	Root
OG0001892	Q06631	4	Root
OG0004389	P53958	2	Root
OG0001748	Q08965	4	Root
OG0001653	P48445	4	Root
OG0002246	P25385	4	Root
OG0004237	Q12365	2	Root
OG0003736	P22035	4	Root
OG0004331	P33306	2	Root
OG0000595	P35817	4	Root
OG0000726	Q12291	4	Root
OG0004178	P35727	2	Root
OG0000445	P34730	4	Root
OG0002738	P38278	4	Root
OG0003908	Q07660	3	Root
OG0004794	P38770	2	Root
OG0004316	P53286	2	Root
OG0002305	Q12509	4	Root
OG0002077	Q05933	4	Root
OG0000192	Q05123	4	Root
OG0004708	P53244	2	Root
OG0004375	P53895	2	Root
OG0003499	P34233	3	Root
OG0002420	P06182	4	Root
OG0002845	P40987	4	Root
OG0001695	P22137	4	Root
OG0002373	Q3E846	4	Root
OG0002639	Q12309	4	Root
OG0001948	P38323	5	Root
OG0002063	P33313	4	Root
OG0002756	Q05583	4	Root
OG0001758	P17891	4	Root
OG0002933	P53951	4	Root
OG0001162	P32378	4	Root
OG0001722	Q08058	4	Root
OG0002014	P40452	4	Root
OG0001355	P53332	5	Root
OG0000531	P27680	5	Root
OG0004191	P39103	3	Root
OG0000066	P52924	2	Root
OG0000066	P53053	2	Root
OG0000066	P53822	2	Root
OG0000066	P0CX13	2	Root
OG0002731	P46946	4	Root
OG0002398	O13525	4	Root
OG0002013	P41811	4	Root
OG0002978	Q05779	4	Root
OG0002603	P41810	4	Root
OG0003112	P41735	4	Root
OG0008237	P32344	1	Root
OG0000755	P53264	4	Root
OG0000788	Q08685	4	Root
OG0001863	Q06096	4	Root
OG0001415	P32074	4	Root
OG0002446	Q08225	4	Root
OG0003423	Q05892	4	Root
OG0001139	P49017	5	Root
OG0001956	P53318	4	Root
OG0003421	P43621	4	Root
OG0001317	P13382	5	Root
OG0001885	P40094	4	Root
OG0004476	P47110	2	Root
OG0003008	Q06440	4	Root
OG0001211	P21592	5	Root
OG0003001	Q01519	4	Root
OG0003097	P32799	4	Root
OG0000066	P53344	2	Root
OG0003259	Q12287	4	Root
OG0000789	Q05029	4	Root
OG0002388	Q01389	4	Root
OG0000136	P32458	4	Root
OG0000545	P32468	4	Root
OG0003507	P41815	2	Root
OG0001797	P38111	4	Root
OG0001356	P36107	4	Root
OG0004258	P50944	2	Root
OG0003573	P36122	2	Root
OG0003103	P38636	4	Root
OG0003063	P38147	4	Root
OG0001563	P09457	5	Root
OG0003621	P31386	4	Root
OG0002618	P05626	4	Root
OG0001372	P38077	5	Root
OG0003636	Q06405	4	Root
OG0003049	P38928	4	Root
OG0001602	P81449	4	Root
OG0002170	P22516	4	Root
OG0000444	P40471	5	Root
OG0001478	Q12348	3	Root
OG0004815	P40512	2	Root
OG0002775	P53871	4	Root
OG0002318	P39009	4	Root
OG0004229	P53168	2	Root
OG0004233	Q03981	2	Root
OG0000215	P33413	4	Root
OG0000292	P53759	5	Root
OG0003067	P25355	4	Root
OG0003888	P49573	3	Root
OG0001124	P38428	4	Root
OG0001969	P53137	4	Root
OG0001792	P53008	4	Root
OG0003574	Q02770	4	Root
OG0000821	P40312	4	Root
OG0004344	P53079	2	Root
OG0000646	P18900	5	Root
OG0002368	P36152	4	Root
OG0005184	P35206	2	Root
OG0000705	P53202	4	Root
OG0003381	Q02554	4	Root
OG0003350	P53333	4	Root
OG0000514	P32623	4	Root
OG0002903	P53968	4	Root
OG0002980	Q12150	4	Root
OG0005186	Q04368	2	Root
OG0004754	Q08054	2	Root
OG0000307	P32528	5	Root
OG0002843	P53923	4	Root
OG0001011	P41817	4	Root
OG0005755	Q06469	1	Root
OG0000052	P00175	5	Root
OG0000804	P00044	4	Root
OG0002344	P06106	4	Root
OG0000293	Q07533	4	Root
OG0000319	Q06705	4	Root
OG0000478	Q08923	4	Root
OG0003219	P53830	4	Root
OG0002306	Q12046	4	Root
OG0005774	Q03220	1	Root
OG0004795	P52868	2	Root
OG0000437	P15315	4	Root
OG0003649	P00163	5	Root
OG0000172	P31373	5	Root
OG0001595	P38226	4	Root
OG0001470	P46962	4	Root
OG0002092	P89105	4	Root
OG0003700	P53899	4	Root
OG0003293	Q03375	4	Root
OG0003384	P53854	4	Root
OG0004269	Q03772	2	Root
OG0003084	P28320	4	Root
OG0002186	P46947	4	Root
OG0002792	P53769	4	Root
OG0002419	P25618	4	Root
OG0002979	P08678	4	Root
OG0000324	P38909	4	Root
OG0000449	P21657	4	Root
OG0006547	P43497	1	Root
OG0003968	P28319	2	Root
OG0001640	P07143	4	Root
OG0002751	D6W196	4	Root
OG0003104	Q07897	4	Root
OG0001826	Q06680	4	Root
OG0003518	Q3E7B2	4	Root
OG0001911	P34237	4	Root
OG0002791	P16522	4	Root
OG0000402	P04821	4	Root
OG0004314	P14724	2	Root
OG0001803	Q06697	4	Root
OG0002135	P41733	4	Root
OG0000020	P25694	5	Root
OG0000589	P07834	4	Root
OG0004390	P47112	2	Root
OG0001286	O13297	4	Root
OG0002698	P46681	4	Root
OG0001830	P39110	4	Root
OG0000107	P47001	4	Root
OG0002976	Q03690	4	Root
OG0001564	P38910	5	Root
OG0004190	P38779	2	Root
OG0003967	Q3E7A9	4	Root
OG0004774	P38265	2	Root
OG0000649	P24870	4	Root
OG0004276	P53188	2	Root
OG0003590	P32656	4	Root
OG0000253	P32891	5	Root
OG0000185	P00890	4	Root
OG0001099	P38221	5	Root
OG0003551	Q3E829	4	Root
OG0000098	P40558	5	Root
OG0002918	Q06632	4	Root
OG0003283	P20438	2	Root
OG0004108	P13365	2	Root
OG0003217	P30283	2	Root
OG0001453	P32657	4	Root
OG0000243	P14180	4	Root
OG0000077	P43634	4	Root
OG0003903	P40019	3	Root
OG0001931	P05374	4	Root
OG0000185	P43635	4	Root
OG0000958	P48562	4	Root
OG0002209	P35190	4	Root
OG0000973	P53615	5	Root
OG0002839	P53223	4	Root
OG0005842	P14066	1	Root
OG0004128	P14905	2	Root
OG0003027	Q03705	4	Root
OG0002994	P21623	4	Root
OG0000278	P47176	5	Root
OG0003383	P15703	4	Root
OG0002847	P11709	4	Root
OG0004452	P53890	2	Root
OG0000350	P48582	4	Root
OG0000018	P04817	5	Root
OG0002813	P28495	4	Root
OG0001585	P07258	5	Root
OG0000410	P07267	4	Root
OG0005146	P39976	2	Root
OG0001778	Q04199	4	Root
OG0002783	P32457	4	Root
OG0000269	P11433	4	Root
OG0003093	P38042	4	Root
OG0002283	P06704	4	Root
OG0001424	P09119	5	Root
OG0000963	P25656	4	Root
OG0002852	P32562	4	Root
OG0002020	P32796	4	Root
OG0001729	P06787	4	Root
OG0004192	P47167	2	Root
OG0004252	P53298	2	Root
OG0003581	Q3E835	4	Root
OG0000133	Q06350	5	Root
OG0005165	Q01649	2	Root
OG0004392	P32504	2	Root
OG0002748	P17106	4	Root
OG0004705	P03874	2	Root
OG0002273	Q12453	4	Root
OG0003428	Q12114	4	Root
OG0002742	P29465	4	Root
OG0004410	Q2V2P8	2	Root
OG0005486	Q12262	2	Root
OG0003302	P38907	4	Root
OG0004306	P38313	2	Root
OG0000658	P24869	4	Root
OG0000181	P39525	5	Root
OG0004782	Q02732	2	Root
OG0005187	P43618	2	Root
OG0000191	P29029	4	Root
OG0002799	P32178	4	Root
OG0002835	P38843	4	Root
OG0003503	P48237	4	Root
OG0002896	Q12102	4	Root
OG0000257	P32449	4	Root
OG0002217	P38328	4	Root
OG0004438	P18634	2	Root
OG0001670	Q06541	4	Root
OG0003252	Q03862	4	Root
OG0002383	Q06822	4	Root
OG0001666	P32447	4	Root
OG0001241	P28777	5	Root
OG0003897	Q04549	4	Root
OG0003021	P32381	4	Root
OG0001757	P53946	4	Root
OG0004282	Q12406	2	Root
OG0001706	P53731	4	Root
OG0001780	Q12386	4	Root
OG0001896	P33204	4	Root
OG0007650	Q06597	1	Root
OG0003089	Q06598	5	Root
OG0001123	P21269	5	Root
OG0001357	Q04601	4	Root
OG0002233	P53933	4	Root
OG0000854	P05085	4	Root
OG0001734	Q00381	4	Root
OG0004701	Q12107	2	Root
OG0004694	P40532	2	Root
OG0000427	P49435	5	Root
OG0000005	P38115	5	Root
OG0001043	P04076	5	Root
OG0000022	P38731	4	Root
OG0000062	P32582	5	Root
OG0002410	Q12354	4	Root
OG0001102	P38281	4	Root
OG0003301	Q08702	4	Root
OG0000128	P19146	4	Root
OG0003959	Q06408	2	Root
OG0001501	Q04371	4	Root
OG0002450	P29366	4	Root
OG0004412	P39011	2	Root
OG0000196	P47039	5	Root
OG0003079	Q3E793	4	Root
OG0001277	P25356	4	Root
OG0002427	Q07457	4	Root
OG0000525	P41695	5	Root
OG0004692	P26449	2	Root
OG0005771	P41698	1	Root
OG0003046	P27637	4	Root
OG0001955	P40013	4	Root
OG0003300	Q01532	4	Root
OG0000268	Q08280	5	Root
OG0003535	P25300	2	Root
OG0000684	P39988	4	Root
OG0002747	Q08004	4	Root
OG0003931	P53744	2	Root
OG0003305	P53630	5	Root
OG0004463	Q06333	2	Root
OG0004696	P47134	2	Root
OG0002900	P43583	4	Root
OG0003149	P26448	4	Root
OG0004113	Q99177	2	Root
OG0001503	P48558	5	Root
OG0000314	P09440	5	Root
OG0000245	P43569	4	Root
OG0002499	P32451	5	Root
OG0002434	P40493	4	Root
OG0004289	P40450	2	Root
OG0003256	P50084	4	Root
OG0002942	P53082	4	Root
OG0000297	P38356	4	Root
OG0001098	P43571	4	Root
OG0003128	P23293	4	Root
OG0000683	P53226	4	Root
OG0003913	P43573	3	Root
OG0000065	P36076	5	Root
OG0006553	Q05611	1	Root
OG0002650	P53323	5	Root
OG0002916	P33314	4	Root
OG0003127	P25296	4	Root
OG0002577	P53741	4	Root
OG0002596	P36149	4	Root
OG0000008	P16474	5	Root
OG0003373	P39724	4	Root
OG0002514	P43132	4	Root
OG0001434	P53062	4	Root
OG0003740	P25558	3	Root
OG0002257	P53838	4	Root
OG0001491	P41832	4	Root
OG0000425	Q06150	4	Root
OG0003591	P53858	4	Root
OG0005793	P53755	1	Root
OG0003215	Q03758	2	Root
OG0001560	P47040	4	Root
OG0002551	P41697	4	Root
OG0001824	P38822	4	Root
OG0002425	P17555	4	Root
OG0000250	P19073	4	Root
OG0001909	P06243	4	Root
OG0003444	Q03654	4	Root
OG0002487	P25337	4	Root
OG0001398	Q04347	4	Root
OG0002992	P36106	4	Root
OG0003606	P80235	4	Root
OG0003171	P53934	4	Root
OG0001205	P33322	5	Root
OG0001568	P47136	4	Root
OG0003936	Q12191	3	Root
OG0002154	P25627	4	Root
OG0001544	Q03941	5	Root
OG0004442	P12962	2	Root
OG0003465	P27825	4	Root
OG0000141	P15202	5	Root
OG0003453	P13517	4	Root
OG0003206	P07252	2	Root
OG0003023	P37267	4	Root
OG0004172	P07253	2	Root
OG0002583	Q08235	4	Root
OG0002541	P53894	4	Root
OG0003517	P40969	4	Root
OG0000162	P27614	5	Root
OG0000609	P47818	5	Root
OG0002276	P06101	4	Root
OG0002359	Q08032	4	Root
OG0001558	Q12018	4	Root
OG0001340	P53197	4	Root
OG0003447	Q06549	5	Root
OG0002688	P50277	5	Root
OG0000182	P32639	5	Root
OG0004411	Q05949	2	Root
OG0000263	P53836	4	Root
OG0002011	P53829	4	Root
OG0001844	P47158	4	Root
OG0000063	P00546	4	Root
OG0001359	P39113	4	Root
OG0001999	P21560	4	Root
OG0000212	P00729	4	Root
OG0003938	P25583	3	Root
OG0006113	P32526	2	Root
OG0000232	P23291	4	Root
OG0001853	Q08979	4	Root
OG0006567	O13555	1	Root
OG0003368	P40206	4	Root
OG0000349	P06245	4	Root
OG0000005	Q07551	5	Root
OG0003164	P07278	4	Root
OG0003524	P01149	2	Root
OG0001968	P28743	4	Root
OG0001696	P06242	4	Root
OG0002932	P47170	4	Root
OG0005762	P01094	1	Root
OG0003693	P40358	5	Root
OG0000714	P32767	4	Root
OG0003230	Q06346	4	Root
OG0000809	P20485	4	Root
OG0004405	P46997	2	Root
OG0003138	P13134	4	Root
OG0003435	Q04066	4	Root
OG0001110	P17423	5	Root
OG0000505	P28742	4	Root
OG0000035	P38620	5	Root
OG0000598	P39005	4	Root
OG0003393	Q06683	5	Root
OG0007629	Q03036	1	Root
OG0002147	P40015	4	Root
OG0000407	Q12280	5	Root
OG0000108	Q08773	5	Root
OG0000159	P30605	5	Root
OG0002127	Q07959	4	Root
OG0000349	P06244	4	Root
OG0000232	P39962	4	Root
OG0001510	Q6Q560	4	Root
OG0002586	P47822	4	Root
OG0000516	Q12056	5	Root
OG0000763	P22517	5	Root
OG0003411	Q12494	4	Root
OG0000266	P38991	4	Root
OG0002009	Q06554	4	Root
OG0003056	P32570	4	Root
OG0000315	P36035	5	Root
OG0003261	Q03361	2	Root
OG0002773	Q12350	4	Root
OG0001995	P15700	4	Root
OG0001218	P05694	5	Root
OG0001026	P36132	5	Root
OG0001236	Q02196	5	Root
OG0000409	Q04746	4	Root
OG0002204	P07250	4	Root
OG0003313	P40034	4	Root
OG0001208	P47156	4	Root
OG0003060	P22209	4	Root
OG0000273	P38169	4	Root
OG0004203	Q04431	2	Root
OG0004691	P53050	2	Root
OG0000900	P36066	4	Root
OG0000040	P33550	4	Root
OG0003081	P38131	4	Root
OG0005807	P54070	1	Root
OG0001979	P32807	4	Root
OG0002086	Q04437	4	Root
OG0000676	P32486	4	Root
OG0001992	P42846	4	Root
OG0001481	P25586	5	Root
OG0002179	P32787	4	Root
OG0003526	P26188	5	Root
OG0000776	P38853	4	Root
OG0001173	P15454	5	Root
OG0005182	P34165	2	Root
OG0001945	P32350	4	Root
OG0001900	Q12446	4	Root
OG0000318	P24583	4	Root
OG0000040	P27810	4	Root
OG0003715	Q06630	3	Root
OG0002585	P25045	4	Root
OG0000486	P31379	4	Root
OG0004468	P43614	2	Root
OG0000771	P13185	4	Root
OG0003780	Q8TGJ3	4	Root
OG0000942	P07277	5	Root
OG0004268	P33441	2	Root
OG0004242	P40026	2	Root
OG0000668	Q06147	4	Root
OG0000035	P38689	5	Root
OG0000522	P00549	5	Root
OG0002886	P38691	4	Root
OG0000948	P28321	5	Root
OG0002356	P32266	4	Root
OG0002308	P34253	4	Root
OG0000636	P40504	4	Root
OG0000654	P00572	5	Root
OG0000526	Q12525	5	Root
OG0001514	Q05979	5	Root
OG0001545	P39526	4	Root
OG0004783	Q92325	2	Root
OG0000574	P35844	4	Root
OG0002391	P09620	4	Root
OG0001309	P53086	4	Root
OG0004265	Q04922	2	Root
OG0002930	P40081	4	Root
OG0003945	P25573	3	Root
OG0000721	Q02889	4	Root
OG0000035	Q12265	5	Root
OG0003295	P17260	3	Root
OG0000956	P40578	4	Root
OG0000338	P30624	4	Root
OG0004323	P25587	2	Root
OG0003473	P38439	4	Root
OG0001953	P15496	4	Root
OG0000108	P43610	5	Root
OG0002195	P47026	4	Root
OG0000493	P02293	4	Root
OG0004737	Q03937	2	Root
OG0001122	P38199	2	Root
OG0001584	P54839	5	Root
OG0001541	P32191	5	Root
OG0002256	P38875	4	Root
OG0002663	P38523	5	Root
OG0001691	P32806	4	Root
OG0002041	P28817	4	Root
OG0002197	Q00582	4	Root
OG0002938	Q08484	4	Root
OG0000262	P53258	4	Root
OG0003024	Q05580	4	Root
OG0001336	P32477	4	Root
OG0001834	P48365	4	Root
OG0004250	P53834	2	Root
OG0001400	P46943	5	Root
OG0002655	P40857	4	Root
OG0003405	P06774	4	Root
OG0001087	Q96VH4	4	Root
OG0002641	P36113	4	Root
OG0000119	Q12276	4	Root
OG0005859	Q12390	4	Root
OG0000742	P53154	4	Root
OG0003130	P43570	4	Root
OG0003937	P32480	4	Root
OG0000367	P48239	4	Root
OG0000367	P36156	4	Root
OG0001884	P40531	4	Root
OG0000853	P02309	4	Root
OG0001750	P13434	4	Root
OG0001325	P25364	4	Root
OG0002111	P47171	4	Root
OG0005845	Q12373	1	Root
OG0001367	Q02516	4	Root
OG0000932	P09950	5	Root
OG0005825	P14064	1	Root
OG0001021	P47119	5	Root
OG0004380	P33417	2	Root
OG0001724	P53193	4	Root
OG0000544	Q12358	4	Root
OG0001845	Q06214	4	Root
OG0002760	P53863	4	Root
OG0003153	Q12055	5	Root
OG0002469	Q02932	4	Root
OG0000663	P19358	5	Root
OG0005487	Q12393	2	Root
OG0004309	P41913	2	Root
OG0001020	P40036	4	Root
OG0001006	P32190	5	Root
OG0003250	Q08886	2	Root
OG0001913	Q06543	4	Root
OG0000604	P40367	4	Root
OG0003614	Q08227	4	Root
OG0001730	P53877	4	Root
OG0004490	P40006	3	Root
OG0005839	P43623	1	Root
OG0001368	P17119	4	Root
OG0001908	Q08220	4	Root
OG0002561	P53290	4	Root
OG0000482	Q07729	5	Root
OG0000655	P23337	5	Root
OG0000592	P04911	4	Root
OG0000977	P00498	5	Root
OG0001569	P06633	5	Root
OG0002787	P46973	4	Root
OG0000529	P38074	5	Root
OG0003334	P53843	4	Root
OG0000935	P38250	4	Root
OG0003956	P36224	4	Root
OG0000225	P07170	5	Root
OG0000183	P50094	5	Root
OG0003019	P53125	4	Root
OG0000441	Q12442	4	Root
OG0003263	P43615	4	Root
OG0000621	P0CT04	4	Root
OG0003582	Q04934	4	Root
OG0003703	Q07532	3	Root
OG0000651	P47135	4	Root
OG0001919	P28627	4	Root
OG0000497	P53219	4	Root
OG0004219	Q07843	2	Root
OG0003139	P40565	4	Root
OG0002033	P21374	4	Root
OG0003588	Q04638	4	Root
OG0002116	Q06505	4	Root
OG0005795	Q99393	1	Root
OG0001233	P07342	5	Root
OG0000252	Q12271	4	Root
OG0005792	P47056	1	Root
OG0000183	P50095	5	Root
OG0005750	Q06098	1	Root
OG0005152	P53130	2	Root
OG0003754	Q03554	4	Root
OG0003038	P40481	4	Root
OG0000181	P41277	5	Root
OG0000594	P17629	4	Root
OG0004102	Q05926	2	Root
OG0000768	P40107	4	Root
OG0002008	P46961	4	Root
OG0000242	Q12315	4	Root
OG0000566	P40066	4	Root
OG0000969	Q03835	4	Root
OG0000981	P37303	4	Root
OG0001536	Q12096	4	Root
OG0000498	Q03786	4	Root
OG0000189	P10823	4	Root
OG0000462	Q05584	5	Root
OG0002789	Q02784	4	Root
OG0004451	Q04399	2	Root
OG0000342	P14742	5	Root
OG0000850	P39993	4	Root
OG0000359	Q12051	4	Root
OG0001682	Q03768	4	Root
OG0004444	Q04233	2	Root
OG0005757	P38785	1	Root
OG0004244	Q06648	2	Root
OG0004715	Q06201	2	Root
OG0003115	P43577	4	Root
OG0003593	P53961	4	Root
OG0002605	P53306	4	Root
OG0000489	P40581	5	Root
OG0000659	P07286	5	Root
OG0002509	P32621	4	Root
