Orthogroup	A_s288c	A.niger	F.veneatum	S.pombe
OG0005850		tr|A2QI42|A2QI42_ASPNC	tr|A0A2L2TCV9|A0A2L2TCV9_9HYPO	
OG0005851		tr|A2R3A3|A2R3A3_ASPNC	tr|A0A2L2TA76|A0A2L2TA76_9HYPO	
OG0005852		tr|A2QWV5|A2QWV5_ASPNC	tr|A0A2L2TXW9|A0A2L2TXW9_9HYPO	
OG0005853		tr|A2QD14|A2QD14_ASPNC	tr|A0A2L2T0J9|A0A2L2T0J9_9HYPO	
OG0005854		tr|A2QWH7|A2QWH7_ASPNC	tr|A0A2L2TUG0|A0A2L2TUG0_9HYPO	
OG0005855		tr|A2QRW6|A2QRW6_ASPNC	tr|A0A2L2T295|A0A2L2T295_9HYPO	
OG0005856		tr|A2R7F0|A2R7F0_ASPNC	tr|A0A2L2TJ33|A0A2L2TJ33_9HYPO	
OG0005857		tr|A2Q9K9|A2Q9K9_ASPNC	tr|A0A2L2TJR2|A0A2L2TJR2_9HYPO	
OG0005858		tr|A2R3T4|A2R3T4_ASPNC	tr|A0A2L2TJ68|A0A2L2TJ68_9HYPO	
OG0005859		tr|A2QF24|A2QF24_ASPNC	tr|A0A2L2TE01|A0A2L2TE01_9HYPO	
OG0005860		tr|A2R0T7|A2R0T7_ASPNC	tr|A0A2L2T559|A0A2L2T559_9HYPO	
OG0005861		tr|A2R7L7|A2R7L7_ASPNC	tr|A0A2L2T6C0|A0A2L2T6C0_9HYPO	
OG0005862		tr|A2R6G6|A2R6G6_ASPNC	tr|A0A2L2TNW0|A0A2L2TNW0_9HYPO	
OG0005863		tr|A2R465|A2R465_ASPNC	tr|A0A2L2SXP9|A0A2L2SXP9_9HYPO	
OG0005864		tr|A2QGS7|A2QGS7_ASPNC	tr|A0A2L2U0J0|A0A2L2U0J0_9HYPO	
OG0005865		tr|A2R1D3|A2R1D3_ASPNC	tr|A0A2L2SQ89|A0A2L2SQ89_9HYPO	
OG0005866		tr|A2R030|A2R030_ASPNC	tr|A0A2L2U3P0|A0A2L2U3P0_9HYPO	
OG0005867		tr|A2R2P7|A2R2P7_ASPNC	tr|A0A2L2TL07|A0A2L2TL07_9HYPO	
OG0005868		tr|A2QKT9|A2QKT9_ASPNC	tr|A0A2L2ST01|A0A2L2ST01_9HYPO	
OG0005869		tr|A2QUU1|A2QUU1_ASPNC	tr|A0A2L2TSB2|A0A2L2TSB2_9HYPO	
OG0005870		tr|A5ABC0|A5ABC0_ASPNC	tr|A0A2L2T1K4|A0A2L2T1K4_9HYPO	
OG0005871		tr|A2QD67|A2QD67_ASPNC	tr|A0A2L2SWP9|A0A2L2SWP9_9HYPO	
OG0005872		tr|A2Q7B8|A2Q7B8_ASPNC	tr|A0A2L2SUQ9|A0A2L2SUQ9_9HYPO	
OG0005873		tr|A2QU19|A2QU19_ASPNC	tr|A0A2L2TAG7|A0A2L2TAG7_9HYPO	
OG0005874		tr|A2QPI4|A2QPI4_ASPNC	tr|A0A2L2T0L7|A0A2L2T0L7_9HYPO	
OG0005875		tr|A2R392|A2R392_ASPNC	tr|A0A2L2T8G9|A0A2L2T8G9_9HYPO	
OG0005876		tr|A2R454|A2R454_ASPNC	tr|A0A2L2TP99|A0A2L2TP99_9HYPO	
OG0005877		tr|A2QDA5|A2QDA5_ASPNC	tr|A0A2L2TAQ3|A0A2L2TAQ3_9HYPO	
OG0005878		tr|A2QEI3|A2QEI3_ASPNC	tr|A0A2L2SZF2|A0A2L2SZF2_9HYPO	
OG0005879		tr|A2QWD1|A2QWD1_ASPNC	tr|A0A2L2TEX0|A0A2L2TEX0_9HYPO	
OG0005880		tr|A2QNB1|A2QNB1_ASPNC	tr|A0A2L2SXT1|A0A2L2SXT1_9HYPO	
OG0005881		tr|A2QSF6|A2QSF6_ASPNC	tr|A0A2L2T223|A0A2L2T223_9HYPO	
OG0005882		tr|A2QQ32|A2QQ32_ASPNC	tr|A0A2L2TR73|A0A2L2TR73_9HYPO	
OG0005883		tr|A2R8R0|A2R8R0_ASPNC	tr|A0A2L2T3G9|A0A2L2T3G9_9HYPO	
OG0005884		tr|A2QLH6|A2QLH6_ASPNC	tr|A0A2L2SQY7|A0A2L2SQY7_9HYPO	
OG0005885		tr|A2R809|A2R809_ASPNC	tr|A0A2L2TBT7|A0A2L2TBT7_9HYPO	
OG0005886		tr|A2QGI5|A2QGI5_ASPNC	tr|A0A2L2SXB0|A0A2L2SXB0_9HYPO	
OG0005887		tr|A2QBR1|A2QBR1_ASPNC	tr|A0A2L2TKZ0|A0A2L2TKZ0_9HYPO	
OG0005888		tr|A2Q978|A2Q978_ASPNC	tr|A0A2L2SY60|A0A2L2SY60_9HYPO	
OG0005889		tr|A2R6R7|A2R6R7_ASPNC	tr|A0A2L2SW74|A0A2L2SW74_9HYPO	
OG0005890		tr|A5ABE5|A5ABE5_ASPNC	tr|A0A2L2U5G0|A0A2L2U5G0_9HYPO	
OG0005891		tr|A2QRP1|A2QRP1_ASPNC	tr|A0A2L2TMI2|A0A2L2TMI2_9HYPO	
OG0005892		tr|A2R2M7|A2R2M7_ASPNC	tr|A0A2L2TA82|A0A2L2TA82_9HYPO	
OG0005893		tr|A5AAH3|A5AAH3_ASPNC	tr|A0A2L2STP5|A0A2L2STP5_9HYPO	
OG0005894		tr|A2QF04|A2QF04_ASPNC	tr|A0A2L2T4X4|A0A2L2T4X4_9HYPO	
OG0005895		tr|A2QJ53|A2QJ53_ASPNC	tr|A0A2L2TU45|A0A2L2TU45_9HYPO	
OG0005896		tr|A2QDX8|A2QDX8_ASPNC	tr|A0A2L2TEU2|A0A2L2TEU2_9HYPO	
OG0005897		tr|A2Q9P4|A2Q9P4_ASPNC	tr|A0A2L2T0R1|A0A2L2T0R1_9HYPO	
OG0005898		tr|A2RBI8|A2RBI8_ASPNC	tr|A0A2L2T3C9|A0A2L2T3C9_9HYPO	
OG0005899		tr|A2R7B6|A2R7B6_ASPNC	tr|A0A2L2TT57|A0A2L2TT57_9HYPO	
OG0005900		tr|A2R0F1|A2R0F1_ASPNC	tr|A0A2L2SUK8|A0A2L2SUK8_9HYPO	
OG0005901		tr|A2R166|A2R166_ASPNC	tr|A0A2L2THN8|A0A2L2THN8_9HYPO	
OG0005902		tr|A2Q9S1|A2Q9S1_ASPNC	tr|A0A2L2TY31|A0A2L2TY31_9HYPO	
OG0005903		tr|A2QG49|A2QG49_ASPNC	tr|A0A2L2TCE8|A0A2L2TCE8_9HYPO	
OG0005904		tr|A2R7B1|A2R7B1_ASPNC	tr|A0A2L2U131|A0A2L2U131_9HYPO	
OG0005905		tr|A2QSB6|A2QSB6_ASPNC	tr|A0A2L2TAQ7|A0A2L2TAQ7_9HYPO	
OG0005906		tr|A2Q8Y8|A2Q8Y8_ASPNC	tr|A0A2L2SNQ7|A0A2L2SNQ7_9HYPO	
OG0005907		tr|A2QLL0|A2QLL0_ASPNC	tr|A0A2L2T4G1|A0A2L2T4G1_9HYPO	
OG0005908		tr|A2QI74|A2QI74_ASPNC	tr|A0A2L2SVZ1|A0A2L2SVZ1_9HYPO	
OG0005909		tr|A2QW46|A2QW46_ASPNC	tr|A0A2L2TFD3|A0A2L2TFD3_9HYPO	
OG0005910		tr|A2QBD8|A2QBD8_ASPNC	tr|A0A2L2TUX0|A0A2L2TUX0_9HYPO	
OG0005911		tr|A2QMG8|A2QMG8_ASPNC	tr|A0A2L2THN6|A0A2L2THN6_9HYPO	
OG0005912		tr|A2Q9P6|A2Q9P6_ASPNC	tr|A0A2L2TPH5|A0A2L2TPH5_9HYPO	
OG0005913		tr|A2QSA5|A2QSA5_ASPNC	tr|A0A2L2TG81|A0A2L2TG81_9HYPO	
OG0005914		tr|A2QBI3|A2QBI3_ASPNC	tr|A0A2L2T1R7|A0A2L2T1R7_9HYPO	
OG0005915		tr|A2QR31|A2QR31_ASPNC	tr|A0A2L2SSE3|A0A2L2SSE3_9HYPO	
OG0005916		tr|A2QHF6|A2QHF6_ASPNC	tr|A0A2L2TX78|A0A2L2TX78_9HYPO	
OG0005917		tr|A5AB14|A5AB14_ASPNC	tr|A0A2L2SZ03|A0A2L2SZ03_9HYPO	
OG0005918	P38849	tr|A2QBX2|A2QBX2_ASPNC		
OG0005919		tr|A2QPU0|A2QPU0_ASPNC	tr|A0A2L2SY83|A0A2L2SY83_9HYPO	
OG0005920		tr|A2RAS2|A2RAS2_ASPNC	tr|A0A2L2TF32|A0A2L2TF32_9HYPO	
OG0005921		tr|A2Q9Z3|A2Q9Z3_ASPNC	tr|A0A2L2STZ6|A0A2L2STZ6_9HYPO	
OG0005922		tr|A2QQR4|A2QQR4_ASPNC	tr|A0A2L2TRZ5|A0A2L2TRZ5_9HYPO	
OG0005923		tr|A2QLN2|A2QLN2_ASPNC	tr|A0A2L2SX64|A0A2L2SX64_9HYPO	
OG0005924		tr|A2R9F2|A2R9F2_ASPNC	tr|A0A2L2TDL4|A0A2L2TDL4_9HYPO	
OG0005925		tr|A2QS28|A2QS28_ASPNC	tr|A0A2L2TJ35|A0A2L2TJ35_9HYPO	
OG0005926		tr|A2QKK3|A2QKK3_ASPNC	tr|A0A2L2TC96|A0A2L2TC96_9HYPO	
OG0005927		tr|A2QN45|A2QN45_ASPNC	tr|A0A2L2ST00|A0A2L2ST00_9HYPO	
OG0005928		tr|A2QWT0|A2QWT0_ASPNC	tr|A0A2L2TE24|A0A2L2TE24_9HYPO	
OG0005929		tr|A2QFD7|A2QFD7_ASPNC	tr|A0A2L2T4J0|A0A2L2T4J0_9HYPO	
OG0005930		tr|A2QZD4|A2QZD4_ASPNC	tr|A0A2L2SYP7|A0A2L2SYP7_9HYPO	
OG0005931		tr|A2QLY3|A2QLY3_ASPNC	tr|A0A2L2TSR6|A0A2L2TSR6_9HYPO	
OG0005932		tr|A5ABB2|A5ABB2_ASPNC	tr|A0A2L2TRL4|A0A2L2TRL4_9HYPO	
OG0005933		tr|A2R2Q8|A2R2Q8_ASPNC	tr|A0A2L2TI08|A0A2L2TI08_9HYPO	
OG0005934		tr|A2R564|A2R564_ASPNC	tr|A0A2L2T0V1|A0A2L2T0V1_9HYPO	
OG0005935		tr|A2R1E5|A2R1E5_ASPNC	tr|A0A2L2TQ29|A0A2L2TQ29_9HYPO	
OG0005936		tr|A2QQ98|A2QQ98_ASPNC	tr|A0A2L2T2Z7|A0A2L2T2Z7_9HYPO	
OG0005937		tr|A2R264|A2R264_ASPNC	tr|A0A2L2SXD0|A0A2L2SXD0_9HYPO	
OG0005938		tr|A2QSK6|A2QSK6_ASPNC	tr|A0A2L2SVL0|A0A2L2SVL0_9HYPO	
OG0005939		tr|A2QQG8|A2QQG8_ASPNC	tr|A0A2L2T8S7|A0A2L2T8S7_9HYPO	
OG0005940		tr|A2Q8S3|A2Q8S3_ASPNC	tr|A0A2L2T579|A0A2L2T579_9HYPO	
OG0005941		tr|A2R189|A2R189_ASPNC	tr|A0A2L2TH63|A0A2L2TH63_9HYPO	
OG0005942		tr|A2R542|A2R542_ASPNC	tr|A0A2L2U3F0|A0A2L2U3F0_9HYPO	
OG0005943		tr|A2QRU6|A2QRU6_ASPNC	tr|A0A2L2SWG6|A0A2L2SWG6_9HYPO	
OG0005944		tr|A2QGU5|A2QGU5_ASPNC	tr|A0A2L2TDM4|A0A2L2TDM4_9HYPO	
OG0005945		tr|A2QRE3|A2QRE3_ASPNC	tr|A0A2L2TMR2|A0A2L2TMR2_9HYPO	
OG0005946		tr|A2QI60|A2QI60_ASPNC	tr|A0A2L2TG72|A0A2L2TG72_9HYPO	
OG0005947		tr|A2QRD8|A2QRD8_ASPNC	tr|A0A2L2TSI8|A0A2L2TSI8_9HYPO	
OG0005948		tr|A5AB59|A5AB59_ASPNC	tr|A0A2L2TRS8|A0A2L2TRS8_9HYPO	
OG0005949		tr|A2QM77|A2QM77_ASPNC	tr|A0A2L2TUB3|A0A2L2TUB3_9HYPO	
OG0005950		tr|A2QLU1|A2QLU1_ASPNC	tr|A0A2L2SYA5|A0A2L2SYA5_9HYPO	
OG0005951		tr|A2R8Z0|A2R8Z0_ASPNC	tr|A0A2L2TU30|A0A2L2TU30_9HYPO	
OG0005952		tr|A5AAB0|A5AAB0_ASPNC	tr|A0A2L2U427|A0A2L2U427_9HYPO	
OG0005953		tr|A2R1U0|A2R1U0_ASPNC	tr|A0A2L2TBM7|A0A2L2TBM7_9HYPO	
OG0005954		tr|E2PT41|E2PT41_ASPNC	tr|A0A2L2SV89|A0A2L2SV89_9HYPO	
OG0005955		tr|A2Q991|A2Q991_ASPNC	tr|A0A2L2T0U3|A0A2L2T0U3_9HYPO	
OG0005956		tr|A2QYU0|A2QYU0_ASPNC	tr|A0A2L2SS08|A0A2L2SS08_9HYPO	
OG0005957		tr|A2QGE9|A2QGE9_ASPNC	tr|A0A2L2SNB0|A0A2L2SNB0_9HYPO	
OG0005958		tr|A2QE88|A2QE88_ASPNC	tr|A0A2L2SUE7|A0A2L2SUE7_9HYPO	
OG0005959		tr|A2QKA4|A2QKA4_ASPNC	tr|A0A2L2TNK5|A0A2L2TNK5_9HYPO	
OG0005960		tr|A2Q7M0|A2Q7M0_ASPNC	tr|A0A2L2U3H6|A0A2L2U3H6_9HYPO	
OG0005961		tr|A2QDN9|A2QDN9_ASPNC	tr|A0A2L2TQM8|A0A2L2TQM8_9HYPO	
OG0005962		tr|A2QRJ6|A2QRJ6_ASPNC	tr|A0A2L2SXS3|A0A2L2SXS3_9HYPO	
OG0005963		tr|A2RB58|A2RB58_ASPNC	tr|A0A2L2TPJ4|A0A2L2TPJ4_9HYPO	
OG0005964		tr|A5ABK1|A5ABK1_ASPNC	tr|A0A2L2SXY1|A0A2L2SXY1_9HYPO	
OG0005965		tr|A2R5G8|A2R5G8_ASPNC	tr|A0A2L2T6X3|A0A2L2T6X3_9HYPO	
OG0005966		tr|A2QJS7|A2QJS7_ASPNC	tr|A0A2L2THF8|A0A2L2THF8_9HYPO	
OG0005967		tr|A2R2X0|A2R2X0_ASPNC	tr|A0A2L2TIU4|A0A2L2TIU4_9HYPO	
OG0005968		tr|A2Q8L5|A2Q8L5_ASPNC	tr|A0A2L2T6T6|A0A2L2T6T6_9HYPO	
OG0005969		tr|A2QHD2|A2QHD2_ASPNC	tr|A0A2L2TTB1|A0A2L2TTB1_9HYPO	
OG0005970		tr|A2QRL3|A2QRL3_ASPNC	tr|A0A2L2T8B3|A0A2L2T8B3_9HYPO	
OG0005971		tr|A2QQU1|A2QQU1_ASPNC	tr|A0A2L2T294|A0A2L2T294_9HYPO	
OG0005972		tr|A2QEG4|A2QEG4_ASPNC	tr|A0A2L2SX90|A0A2L2SX90_9HYPO	
OG0005973		tr|A2QAC4|A2QAC4_ASPNC	tr|A0A2L2TGG1|A0A2L2TGG1_9HYPO	
OG0005974		tr|A2QBD0|A2QBD0_ASPNC	tr|A0A2L2TC65|A0A2L2TC65_9HYPO	
OG0005975		tr|A2QND3|A2QND3_ASPNC	tr|A0A2L2SVX0|A0A2L2SVX0_9HYPO	
OG0005976		tr|A5ABX1|A5ABX1_ASPNC	tr|A0A2L2T740|A0A2L2T740_9HYPO	
OG0005977		tr|A2QVP4|A2QVP4_ASPNC	tr|A0A2L2SX03|A0A2L2SX03_9HYPO	
OG0005978		tr|A2QUU3|A2QUU3_ASPNC	tr|A0A2L2TXH3|A0A2L2TXH3_9HYPO	
OG0005979		tr|A2QFZ9|A2QFZ9_ASPNC	tr|A0A2L2TFV0|A0A2L2TFV0_9HYPO	
OG0005980		tr|A2R509|A2R509_ASPNC	tr|A0A2L2TWB8|A0A2L2TWB8_9HYPO	
OG0005981		tr|A2R1L7|A2R1L7_ASPNC	tr|A0A2L2TTU3|A0A2L2TTU3_9HYPO	
OG0005982		tr|A2QHQ2|A2QHQ2_ASPNC	tr|A0A2L2TJ45|A0A2L2TJ45_9HYPO	
OG0005983		tr|A2QIG7|A2QIG7_ASPNC	tr|A0A2L2T4V8|A0A2L2T4V8_9HYPO	
OG0005984		tr|A2QBG7|A2QBG7_ASPNC	tr|A0A2L2TKK2|A0A2L2TKK2_9HYPO	
OG0005985		tr|A2R7B2|A2R7B2_ASPNC	tr|A0A2L2TGQ6|A0A2L2TGQ6_9HYPO	
OG0005986		tr|A2QGA4|A2QGA4_ASPNC	tr|A0A2L2TJQ4|A0A2L2TJQ4_9HYPO	
OG0005987		tr|A2QKV4|A2QKV4_ASPNC	tr|A0A2L2TW61|A0A2L2TW61_9HYPO	
OG0005988		tr|A2QSA6|A2QSA6_ASPNC	tr|A0A2L2T2Y5|A0A2L2T2Y5_9HYPO	
OG0005989		tr|A2QS61|A2QS61_ASPNC	tr|A0A2L2TV58|A0A2L2TV58_9HYPO	
OG0005990		tr|A2R468|A2R468_ASPNC	tr|A0A2L2SUW5|A0A2L2SUW5_9HYPO	
OG0005991		tr|A2QKN3|A2QKN3_ASPNC	tr|A0A2L2TPY7|A0A2L2TPY7_9HYPO	
OG0005992		tr|A2R039|A2R039_ASPNC	tr|A0A2L2TNP2|A0A2L2TNP2_9HYPO	
OG0005993		tr|A2QIA7|A2QIA7_ASPNC	tr|A0A2L2TMI4|A0A2L2TMI4_9HYPO	
OG0005994		tr|A2R934|A2R934_ASPNC	tr|A0A2L2T3H8|A0A2L2T3H8_9HYPO	
OG0005995		tr|A2QXZ7|A2QXZ7_ASPNC	tr|A0A2L2THM7|A0A2L2THM7_9HYPO	
OG0005996		tr|A2R2C6|A2R2C6_ASPNC	tr|A0A2L2ST32|A0A2L2ST32_9HYPO	
OG0005997		tr|A2QAH1|A2QAH1_ASPNC	tr|A0A2L2SVG2|A0A2L2SVG2_9HYPO	
OG0005998		tr|A2QM22|A2QM22_ASPNC	tr|A0A2L2U4W2|A0A2L2U4W2_9HYPO	
OG0005999		tr|A2QNF6|A2QNF6_ASPNC	tr|A0A2L2TU59|A0A2L2TU59_9HYPO	
OG0006000		tr|A2QYX3|A2QYX3_ASPNC	tr|A0A2L2STE4|A0A2L2STE4_9HYPO	
OG0006001		tr|A2QE24|A2QE24_ASPNC	tr|A0A2L2TQ77|A0A2L2TQ77_9HYPO	
OG0006002		tr|A2R911|A2R911_ASPNC	tr|A0A2L2TCT6|A0A2L2TCT6_9HYPO	
OG0006003		tr|A2R312|A2R312_ASPNC	tr|A0A2L2TML0|A0A2L2TML0_9HYPO	
OG0006004		tr|A2Q7U7|A2Q7U7_ASPNC	tr|A0A2L2TTM4|A0A2L2TTM4_9HYPO	
OG0006005		tr|A2R588|A2R588_ASPNC	tr|A0A2L2T2S8|A0A2L2T2S8_9HYPO	
OG0006006		tr|A2R1P3|A2R1P3_ASPNC	tr|A0A2L2TJ05|A0A2L2TJ05_9HYPO	
OG0006007		tr|A2QDK7|A2QDK7_ASPNC	tr|A0A2L2TSL0|A0A2L2TSL0_9HYPO	
OG0006008		tr|A2R4Y8|A2R4Y8_ASPNC	tr|A0A2L2T9D8|A0A2L2T9D8_9HYPO	
OG0006009		tr|A5AAL6|A5AAL6_ASPNC	tr|A0A2L2T163|A0A2L2T163_9HYPO	
OG0006010		tr|A2QQX9|A2QQX9_ASPNC	tr|A0A2L2SXQ5|A0A2L2SXQ5_9HYPO	
OG0006011		tr|A2R6T7|A2R6T7_ASPNC	tr|A0A2L2T2X4|A0A2L2T2X4_9HYPO	
OG0006012		tr|A2QVT1|A2QVT1_ASPNC	tr|A0A2L2SVI4|A0A2L2SVI4_9HYPO	
OG0006013		tr|A2R5X5|A2R5X5_ASPNC	tr|A0A2L2SQD9|A0A2L2SQD9_9HYPO	
OG0006014		tr|A2QBE1|A2QBE1_ASPNC		sp|Q9UUD8|YOD1_SCHPO
OG0006015		tr|A2QXG2|A2QXG2_ASPNC	tr|A0A2L2T603|A0A2L2T603_9HYPO	
OG0006016		tr|A2QKV0|A2QKV0_ASPNC	tr|A0A2L2TLA4|A0A2L2TLA4_9HYPO	
OG0006017		tr|A2R6D0|A2R6D0_ASPNC	tr|A0A2L2T7B0|A0A2L2T7B0_9HYPO	
OG0006018		tr|A5ABH8|A5ABH8_ASPNC	tr|A0A2L2TL39|A0A2L2TL39_9HYPO	
OG0006019		tr|A2QXM3|A2QXM3_ASPNC	tr|A0A2L2T9G7|A0A2L2T9G7_9HYPO	
OG0006020		tr|A2QWP3|A2QWP3_ASPNC	tr|A0A2L2TH80|A0A2L2TH80_9HYPO	
OG0006021		tr|A2QUP9|A2QUP9_ASPNC	tr|A0A2L2TDE6|A0A2L2TDE6_9HYPO	
OG0006022		tr|A2RB83|A2RB83_ASPNC	tr|A0A2L2TG31|A0A2L2TG31_9HYPO	
OG0006023		tr|A2QDN8|A2QDN8_ASPNC	tr|A0A2L2TU89|A0A2L2TU89_9HYPO	
OG0006024		tr|A2QG30|A2QG30_ASPNC	tr|A0A2L2TRL9|A0A2L2TRL9_9HYPO	
OG0006025		tr|E2PT27|E2PT27_ASPNC	tr|A0A2L2TK49|A0A2L2TK49_9HYPO	
OG0006026		tr|A2QBE4|A2QBE4_ASPNC	tr|A0A2L2SWD7|A0A2L2SWD7_9HYPO	
OG0006027		tr|A2QJR7|A2QJR7_ASPNC	tr|A0A2L2SXM9|A0A2L2SXM9_9HYPO	
OG0006028		tr|A2QMH0|A2QMH0_ASPNC	tr|A0A2L2TKS6|A0A2L2TKS6_9HYPO	
OG0006029		tr|A2QRX6|A2QRX6_ASPNC	tr|A0A2L2TWN3|A0A2L2TWN3_9HYPO	
OG0006030		tr|A2QNA0|A2QNA0_ASPNC	tr|A0A2L2TSU4|A0A2L2TSU4_9HYPO	
OG0006031		tr|A2QJI1|A2QJI1_ASPNC	tr|A0A2L2SQ29|A0A2L2SQ29_9HYPO	
OG0006032		tr|A2QCL2|A2QCL2_ASPNC	tr|A0A2L2TY93|A0A2L2TY93_9HYPO	
OG0006033		tr|A2R6R1|A2R6R1_ASPNC	tr|A0A2L2TDP8|A0A2L2TDP8_9HYPO	
OG0006034		tr|A2R805|A2R805_ASPNC	tr|A0A2L2TH00|A0A2L2TH00_9HYPO	
OG0006035		tr|A2QQW0|A2QQW0_ASPNC	tr|A0A2L2TSU2|A0A2L2TSU2_9HYPO	
OG0006036		tr|A2QAK1|A2QAK1_ASPNC	tr|A0A2L2U561|A0A2L2U561_9HYPO	
OG0006037		tr|A2R6M6|A2R6M6_ASPNC	tr|A0A2L2TAE7|A0A2L2TAE7_9HYPO	
OG0006038		tr|A2Q7T5|A2Q7T5_ASPNC	tr|A0A2L2U571|A0A2L2U571_9HYPO	
OG0006039		tr|A2QIU7|A2QIU7_ASPNC	tr|A0A2L2T148|A0A2L2T148_9HYPO	
OG0006040		tr|E2PSX7|E2PSX7_ASPNC	tr|A0A2L2T4Z4|A0A2L2T4Z4_9HYPO	
OG0006041		tr|A2QX88|A2QX88_ASPNC	tr|A0A2L2TME8|A0A2L2TME8_9HYPO	
OG0006042		tr|A2R2L7|A2R2L7_ASPNC	tr|A0A2L2T6F1|A0A2L2T6F1_9HYPO	
OG0006043		tr|A2R6D7|A2R6D7_ASPNC	tr|A0A2L2T251|A0A2L2T251_9HYPO	
OG0006044		tr|A2QL22|A2QL22_ASPNC	tr|A0A2L2T5G1|A0A2L2T5G1_9HYPO	
OG0006045		tr|A2QN94|A2QN94_ASPNC	tr|A0A2L2TCI8|A0A2L2TCI8_9HYPO	
OG0006046		tr|A2QJR8|A2QJR8_ASPNC	tr|A0A2L2TBF2|A0A2L2TBF2_9HYPO	
OG0006047		tr|A5ABS2|A5ABS2_ASPNC	tr|A0A2L2T1H1|A0A2L2T1H1_9HYPO	
OG0006048		tr|A2QBR4|A2QBR4_ASPNC	tr|A0A2L2T2V5|A0A2L2T2V5_9HYPO	
OG0006049		tr|A2R0G7|A2R0G7_ASPNC	tr|A0A2L2TYF9|A0A2L2TYF9_9HYPO	
OG0006050		tr|A2R469|A2R469_ASPNC	tr|A0A2L2SNZ2|A0A2L2SNZ2_9HYPO	
OG0006051		tr|A2R1W7|A2R1W7_ASPNC	tr|A0A2L2T1Z5|A0A2L2T1Z5_9HYPO	
OG0006052		tr|A2RB46|A2RB46_ASPNC	tr|A0A2L2SPC1|A0A2L2SPC1_9HYPO	
OG0006053		tr|A2QI46|A2QI46_ASPNC	tr|A0A2L2TEK5|A0A2L2TEK5_9HYPO	
OG0006054		tr|A2QIE2|A2QIE2_ASPNC	tr|A0A2L2TCZ6|A0A2L2TCZ6_9HYPO	
OG0006055		tr|A2QDP4|A2QDP4_ASPNC	tr|A0A2L2T8C6|A0A2L2T8C6_9HYPO	
OG0006056		tr|A2Q981|A2Q981_ASPNC	tr|A0A2L2SPZ8|A0A2L2SPZ8_9HYPO	
OG0006057		tr|A2QLX2|A2QLX2_ASPNC	tr|A0A2L2SPK8|A0A2L2SPK8_9HYPO	
OG0006058		tr|A2QRS0|A2QRS0_ASPNC	tr|A0A2L2TBS6|A0A2L2TBS6_9HYPO	
OG0006059		tr|A2QLY7|A2QLY7_ASPNC	tr|A0A2L2U374|A0A2L2U374_9HYPO	
OG0006060		tr|A2R6Q7|A2R6Q7_ASPNC	tr|A0A2L2TDE7|A0A2L2TDE7_9HYPO	
OG0006061		tr|A2QYL8|A2QYL8_ASPNC	tr|A0A2L2TUV0|A0A2L2TUV0_9HYPO	
OG0006062		tr|A2RAL7|A2RAL7_ASPNC	tr|A0A2L2TC21|A0A2L2TC21_9HYPO	
OG0006063		tr|A2Q8Y1|A2Q8Y1_ASPNC	tr|A0A2L2TJU4|A0A2L2TJU4_9HYPO	
OG0006064	P38828	tr|A2QVN3|A2QVN3_ASPNC		
OG0006065		tr|A2QDM0|A2QDM0_ASPNC	tr|A0A2L2TMH1|A0A2L2TMH1_9HYPO	
OG0006066		tr|A2QXF3|A2QXF3_ASPNC	tr|A0A2L2SXP5|A0A2L2SXP5_9HYPO	
OG0006067		tr|A2R386|A2R386_ASPNC	tr|A0A2L2TDK2|A0A2L2TDK2_9HYPO	
OG0006068		tr|A2R6Z8|A2R6Z8_ASPNC	tr|A0A2L2THS7|A0A2L2THS7_9HYPO	
OG0006069		tr|A2QFZ0|A2QFZ0_ASPNC	tr|A0A2L2TZ64|A0A2L2TZ64_9HYPO	
OG0006070		tr|A2R657|A2R657_ASPNC	tr|A0A2L2T6T9|A0A2L2T6T9_9HYPO	
OG0006071		tr|A2QPK0|A2QPK0_ASPNC	tr|A0A2L2T6G7|A0A2L2T6G7_9HYPO	
OG0006072		tr|A2R840|A2R840_ASPNC	tr|A0A2L2TSP3|A0A2L2TSP3_9HYPO	
OG0006073		tr|A2R062|A2R062_ASPNC	tr|A0A2L2SVW2|A0A2L2SVW2_9HYPO	
OG0006074		tr|A2QT35|A2QT35_ASPNC	tr|A0A2L2SXD1|A0A2L2SXD1_9HYPO	
OG0006075		tr|A2RAW2|A2RAW2_ASPNC	tr|A0A2L2T3I3|A0A2L2T3I3_9HYPO	
OG0006076		tr|A2QP49|A2QP49_ASPNC	tr|A0A2L2TT44|A0A2L2TT44_9HYPO	
OG0006077		tr|A2QVB4|A2QVB4_ASPNC	tr|A0A2L2T221|A0A2L2T221_9HYPO	
OG0006078		tr|A2R7L4|A2R7L4_ASPNC	tr|A0A2L2T673|A0A2L2T673_9HYPO	
OG0006079		tr|A2QPL7|A2QPL7_ASPNC	tr|A0A2L2TMG2|A0A2L2TMG2_9HYPO	
OG0006080		tr|A2QZ46|A2QZ46_ASPNC	tr|A0A2L2SPP4|A0A2L2SPP4_9HYPO	
OG0006081		tr|A2QL45|A2QL45_ASPNC	tr|A0A2L2U5P2|A0A2L2U5P2_9HYPO	
OG0006082		tr|A2QI93|A2QI93_ASPNC	tr|A0A2L2TXD7|A0A2L2TXD7_9HYPO	
OG0006083		tr|A2RB23|A2RB23_ASPNC	tr|A0A2L2TGS0|A0A2L2TGS0_9HYPO	
