Orthogroup	DMKU3-1042	W29	s288c
OG0001877	tr|W0TGK5|W0TGK5_KLUMD	tr|A0A1D8NBK8|A0A1D8NBK8_YARLL	sp|Q12748|CENPI_YEAST
OG0001878	tr|W0T3E7|W0T3E7_KLUMD	tr|A0A1D8NEK3|A0A1D8NEK3_YARLL	sp|P38889|SKN7_YEAST
OG0001879	tr|W0TDW4|W0TDW4_KLUMD	tr|A0A1H6PP37|A0A1H6PP37_YARLL	sp|P39078|TCPD_YEAST
OG0001880	tr|W0TK14|W0TK14_KLUMD	tr|A0A1D8NG00|A0A1D8NG00_YARLL	sp|P53049|YOR1_YEAST
OG0001881	tr|W0T520|W0T520_KLUMD	tr|A0A1D8NGA4|A0A1D8NGA4_YARLL	sp|P04786|TOP1_YEAST
OG0001882	tr|W0TFX9|W0TFX9_KLUMD	tr|A0A1D8NQD5|A0A1D8NQD5_YARLL	sp|P40016|RPN3_YEAST
OG0001883	tr|W0THP3|W0THP3_KLUMD	tr|A0A1H6QBD7|A0A1H6QBD7_YARLL	sp|Q12239|TM115_YEAST
OG0001884	tr|W0T728|W0T728_KLUMD	tr|A0A1D8NQ87|A0A1D8NQ87_YARLL	sp|Q07508|LUC7_YEAST
OG0001885	tr|W0T461|W0T461_KLUMD	tr|Q8J0E4|Q8J0E4_YARLL	sp|P29366|BEM1_YEAST
OG0001886	tr|W0T3R3|W0T3R3_KLUMD	tr|A0A1D8NI62|A0A1D8NI62_YARLL	sp|Q06412|TUS1_YEAST
OG0001887	tr|W0TAI0|W0TAI0_KLUMD	tr|A0A1D8N990|A0A1D8N990_YARLL	sp|P25638|TAH1_YEAST
OG0001888	tr|W0T846|W0T846_KLUMD	tr|A0A1D8ND16|A0A1D8ND16_YARLL	sp|P21269|CCA1_YEAST
OG0001889	tr|W0T407|W0T407_KLUMD	tr|A0A1D8N7W5|A0A1D8N7W5_YARLL	sp|P39538|UBP12_YEAST
OG0001890	tr|W0TEL2|W0TEL2_KLUMD	tr|A0A1D8NDZ3|A0A1D8NDZ3_YARLL	sp|Q12250|RPN5_YEAST
OG0001891	tr|W0TGD6|W0TGD6_KLUMD	tr|A0A1D8NHR3|A0A1D8NHR3_YARLL	sp|P53112|PEX14_YEAST
OG0001892	tr|W0TC97|W0TC97_KLUMD	tr|A0A1D8NJZ5|A0A1D8NJZ5_YARLL	sp|Q07729|GUAD_YEAST
OG0001893	tr|W0TAB7|W0TAB7_KLUMD	tr|A0A1D8NDI2|A0A1D8NDI2_YARLL	sp|Q12375|ORT1_YEAST
OG0001894	tr|W0T557|W0T557_KLUMD	tr|A0A1D8NLR2|A0A1D8NLR2_YARLL	sp|P32799|COX13_YEAST
OG0001895	tr|W0T904|W0T904_KLUMD	tr|A0A1D8NBA3|A0A1D8NBA3_YARLL	sp|P38281|APD1_YEAST
OG0001896	tr|W0T9P2|W0T9P2_KLUMD	tr|A0A1H6PKZ3|A0A1H6PKZ3_YARLL	sp|P38238|TRM7_YEAST
OG0001897	tr|W0TGD8|W0TGD8_KLUMD	tr|A0A1D8NQ26|A0A1D8NQ26_YARLL	sp|Q12524|PCD1_YEAST
OG0001898	tr|W0T6Y3|W0T6Y3_KLUMD	tr|A0A1H6PYT5|A0A1H6PYT5_YARLL	sp|Q06090|RM51_YEAST
OG0001899	tr|W0TBH2|W0TBH2_KLUMD	tr|A0A1H6PUW2|A0A1H6PUW2_YARLL	sp|P12612|TCPA_YEAST
OG0001900	tr|W0T4W5|W0T4W5_KLUMD	tr|A0A1D8NQQ2|A0A1D8NQQ2_YARLL	sp|Q06218|DBP9_YEAST
OG0001901	tr|W0TBP3|W0TBP3_KLUMD	tr|A0A1D8NJU4|A0A1D8NJU4_YARLL	sp|Q03687|YMP0_YEAST
OG0001902	tr|W0TGJ4|W0TGJ4_KLUMD	tr|A0A1H6PND8|A0A1H6PND8_YARLL	sp|P53946|ARP5_YEAST
OG0001903	tr|W0T582|W0T582_KLUMD	tr|A0A1D8NNH4|A0A1D8NNH4_YARLL	sp|P38624|PSB1_YEAST
OG0001904	tr|W0T8Z2|W0T8Z2_KLUMD	tr|A0A1D8NK54|A0A1D8NK54_YARLL	sp|Q04781|LTN1_YEAST
OG0001905	tr|W0T6D7|W0T6D7_KLUMD	tr|A0A1D8NEB1|A0A1D8NEB1_YARLL	sp|Q03868|SPO71_YEAST
OG0001906	tr|W0TC78|W0TC78_KLUMD	tr|A0A1D8NI17|A0A1D8NI17_YARLL	sp|P38772|BCD1_YEAST
OG0001907	tr|W0TET1|W0TET1_KLUMD	tr|A0A1D8N662|A0A1D8N662_YARLL	sp|P25042|ROX1_YEAST
OG0001908	tr|W0TE63|W0TE63_KLUMD	tr|A0A1D8NFB3|A0A1D8NFB3_YARLL	sp|Q02783|LPE10_YEAST
OG0001909	tr|W0T6A6|W0T6A6_KLUMD	tr|A0A1D8NE45|A0A1D8NE45_YARLL	sp|P47079|TCPQ_YEAST
OG0001910	tr|W0TAV3|W0TAV3_KLUMD	tr|A0A1D8NEC7|A0A1D8NEC7_YARLL	sp|Q04599|RM01_YEAST
OG0001911	tr|W0T9H5|W0T9H5_KLUMD	tr|A0A1D8NHQ0|A0A1D8NHQ0_YARLL	sp|P07273|TFS2_YEAST
OG0001912	tr|W0T7W4|W0T7W4_KLUMD	tr|Q9Y7B0|Q9Y7B0_YARLL	sp|P32916|SRPR_YEAST
OG0001913	tr|W0T9A4|W0T9A4_KLUMD	tr|A0A1H6Q596|A0A1H6Q596_YARLL	sp|P22214|SEC22_YEAST
OG0001914	tr|W0TDE9|W0TDE9_KLUMD	tr|A0A1D8NM27|A0A1D8NM27_YARLL	sp|P00942|TPIS_YEAST
OG0001915	tr|W0TCV2|W0TCV2_KLUMD	tr|A0A1H6PXM8|A0A1H6PXM8_YARLL	sp|P36077|SRX1_YEAST
OG0001916	tr|W0T865|W0T865_KLUMD	tr|A0A1D8NAS0|A0A1D8NAS0_YARLL	sp|Q12374|NCA2_YEAST
OG0001917	tr|W0TBS8|W0TBS8_KLUMD	tr|A0A1H6PYP4|A0A1H6PYP4_YARLL	sp|P36053|ELF1_YEAST
OG0001918	tr|W0TEJ6|W0TEJ6_KLUMD	tr|A0A1D8NDU6|A0A1D8NDU6_YARLL	sp|P35178|RRP1_YEAST
OG0001919	tr|W0TE97|W0TE97_KLUMD	tr|A0A1D8N5G2|A0A1D8N5G2_YARLL	sp|Q12508|RMD5_YEAST
OG0001920	tr|W0TDQ9|W0TDQ9_KLUMD	tr|A0A1D8N7J8|A0A1D8N7J8_YARLL	sp|P10622|RLA3_YEAST
OG0001921	tr|W0TCT6|W0TCT6_KLUMD		sp|P53032|SUT1_YEAST, sp|Q12286|SUT2_YEAST
OG0001922	tr|W0TDU0|W0TDU0_KLUMD	tr|A0A1D8N8X9|A0A1D8N8X9_YARLL	sp|Q12055|KAD6_YEAST
OG0001923	tr|W0T3P5|W0T3P5_KLUMD	tr|A0A1H6Q0G8|A0A1H6Q0G8_YARLL	sp|P36113|HEL1_YEAST
OG0001924	tr|W0TE68|W0TE68_KLUMD	tr|A0A1D8N843|A0A1D8N843_YARLL	sp|P47142|VPS25_YEAST
OG0001925	tr|W0T776|W0T776_KLUMD	tr|A0A1D8NL13|A0A1D8NL13_YARLL	sp|Q08650|DGAT2_YEAST
OG0001926	tr|W0T7I8|W0T7I8_KLUMD	tr|A0A1D8NH76|A0A1D8NH76_YARLL	sp|P28495|CAPZA_YEAST
OG0001927	tr|W0TCP1|W0TCP1_KLUMD	tr|A0A1D8NN70|A0A1D8NN70_YARLL	sp|P33416|HSP78_YEAST
OG0001928	tr|W0TFN0|W0TFN0_KLUMD	tr|A0A1D8NE25|A0A1D8NE25_YARLL	sp|P53972|RCM1_YEAST
OG0001929	tr|W0TA71|W0TA71_KLUMD	tr|A0A1H6PJE1|A0A1H6PJE1_YARLL	sp|Q06479|YL352_YEAST
OG0001930	tr|W0TFK0|W0TFK0_KLUMD	tr|A0A1H6PQX3|A0A1H6PQX3_YARLL	sp|P38747|OTU2_YEAST
OG0001931	tr|W0TF15|W0TF15_KLUMD	tr|A0A1D8NDT0|A0A1D8NDT0_YARLL	sp|P47150|RT07_YEAST
OG0001932	tr|W0TF94|W0TF94_KLUMD	tr|A0A1D8NHT8|A0A1D8NHT8_YARLL	sp|P36084|MUD2_YEAST
OG0001933	tr|W0T8B8|W0T8B8_KLUMD	tr|A0A1H6Q2E8|A0A1H6Q2E8_YARLL	sp|P41735|COQ7_YEAST
OG0001934	tr|W0T7U7|W0T7U7_KLUMD	tr|A0A1D8NAK1|A0A1D8NAK1_YARLL	sp|P38775|YHK5_YEAST
OG0001935	tr|W0T3Z8|W0T3Z8_KLUMD	tr|A0A1D8NEY4|A0A1D8NEY4_YARLL	sp|P40308|TGL3_YEAST
OG0001936	tr|W0TBL6|W0TBL6_KLUMD	tr|A0A1D8N8C9|A0A1D8N8C9_YARLL	sp|P32559|MSS1_YEAST
OG0001937	tr|W0T4W6|W0T4W6_KLUMD	tr|A0A1D8NMB1|A0A1D8NMB1_YARLL	sp|P32459|ALLA_YEAST
OG0001938	tr|W0TGV1|W0TGV1_KLUMD	tr|A0A1H6PYH0|A0A1H6PYH0_YARLL	sp|P43588|RPN11_YEAST
OG0001939	tr|W0TF61|W0TF61_KLUMD	tr|A0A1H6Q936|A0A1H6Q936_YARLL	sp|P38682|GLO3_YEAST
OG0001940	tr|W0T5L5|W0T5L5_KLUMD	tr|A0A1D8NET4|A0A1D8NET4_YARLL	sp|P32628|RAD23_YEAST
OG0001941	tr|W0T5M1|W0T5M1_KLUMD	tr|A0A1H6PZ08|A0A1H6PZ08_YARLL	sp|P08456|PSS_YEAST
OG0001942	tr|W0T629|W0T629_KLUMD	tr|A0A1D8NDT4|A0A1D8NDT4_YARLL	sp|Q12066|NUR1_YEAST
OG0001943	tr|W0THR5|W0THR5_KLUMD	tr|A0A1D8NHD8|A0A1D8NHD8_YARLL	sp|P23254|TKT1_YEAST
OG0001944	tr|W0TI58|W0TI58_KLUMD	tr|A0A1D8NFB5|A0A1D8NFB5_YARLL	sp|P53332|COAD_YEAST
OG0001945	tr|W0T2W9|W0T2W9_KLUMD	tr|A0A1D8NEU3|A0A1D8NEU3_YARLL	sp|Q12040|YO283_YEAST
OG0001946	tr|W0T9H0|W0T9H0_KLUMD	tr|A0A1D8ND91|A0A1D8ND91_YARLL	sp|Q05471|SWR1_YEAST
OG0001947	tr|W0T3C3|W0T3C3_KLUMD	tr|A0A1D8NNU1|A0A1D8NNU1_YARLL	sp|Q03667|MIX17_YEAST
OG0001948	tr|W0T7Z9|W0T7Z9_KLUMD	tr|A0A1H6PYI2|A0A1H6PYI2_YARLL	sp|P53212|YG1D_YEAST
OG0001949	tr|W0TG33|W0TG33_KLUMD	tr|A0A1D8N7X1|A0A1D8N7X1_YARLL	sp|Q12483|SNF8_YEAST
OG0001950	tr|W0TAK8|W0TAK8_KLUMD	tr|A0A1D8N5Y3|A0A1D8N5Y3_YARLL	sp|P39946|LIS1_YEAST
OG0001951	tr|W0TGP3|W0TGP3_KLUMD	tr|A0A1D8N7F1|A0A1D8N7F1_YARLL	sp|P32583|SRP40_YEAST
OG0001952	tr|W0TDP6|W0TDP6_KLUMD	tr|A0A1D8NFW4|A0A1D8NFW4_YARLL	sp|P11075|SEC7_YEAST
OG0001953	tr|W0T9N7|W0T9N7_KLUMD	tr|A0A1H6PKM3|A0A1H6PKM3_YARLL	sp|P53109|AIM14_YEAST
OG0001954	tr|W0T7R8|W0T7R8_KLUMD	tr|A0A1D8NMJ9|A0A1D8NMJ9_YARLL	sp|Q01389|BCK1_YEAST
OG0001955	tr|W0TAU4|W0TAU4_KLUMD	tr|A0A1D8NEY3|A0A1D8NEY3_YARLL	sp|P38843|CHS7_YEAST
OG0001956	tr|W0T6E6|W0T6E6_KLUMD	tr|A0A1D8NK13|A0A1D8NK13_YARLL	sp|Q04311|VMS1_YEAST
OG0001957	tr|W0T4Y2|W0T4Y2_KLUMD	tr|A0A1D8N9H2|A0A1D8N9H2_YARLL	sp|P26309|CDC20_YEAST
OG0001958	tr|W0T562|W0T562_KLUMD	tr|A0A1D8NIR2|A0A1D8NIR2_YARLL	sp|P43567|AGX1_YEAST
OG0001959	tr|W0TC44|W0TC44_KLUMD	tr|A0A1D8N7Z4|A0A1D8N7Z4_YARLL	sp|P34760|TSA1_YEAST
OG0001960	tr|W0T985|W0T985_KLUMD	tr|A0A1H6PMG4|A0A1H6PMG4_YARLL	sp|P19880|AP1_YEAST
OG0001961	tr|W0T3M4|W0T3M4_KLUMD	tr|A0A1D8NGT0|A0A1D8NGT0_YARLL	sp|P48510|DSK2_YEAST
OG0001962	tr|W0T927|W0T927_KLUMD	tr|A0A1D8NL47|A0A1D8NL47_YARLL	sp|P38241|SLT11_YEAST
OG0001963	tr|W0T900|W0T900_KLUMD	tr|A0A1D8NNR2|A0A1D8NNR2_YARLL	sp|Q07794|RT109_YEAST
OG0001964	tr|W0T717|W0T717_KLUMD	tr|A0A1D8NBL6|A0A1D8NBL6_YARLL	sp|Q08220|GSHB_YEAST
OG0001965	tr|W0T912|W0T912_KLUMD	tr|A0A1D8NM80|A0A1D8NM80_YARLL	sp|P32864|RAEP_YEAST
OG0001966	tr|W0TFC1|W0TFC1_KLUMD	tr|A0A1D8N9X4|A0A1D8N9X4_YARLL	sp|P46681|DLD2_YEAST
OG0001967	tr|W0TD60|W0TD60_KLUMD	tr|A0A1D8NJY6|A0A1D8NJY6_YARLL	sp|P53738|TR112_YEAST
OG0001968	tr|W0T5D4|W0T5D4_KLUMD	tr|A0A1D8ND36|A0A1D8ND36_YARLL	sp|P31376|SWC3_YEAST
OG0001969	tr|W0T899|W0T899_KLUMD	tr|A0A1H6PSE9|A0A1H6PSE9_YARLL	sp|P49367|LYS4_YEAST
OG0001970	tr|W0TE49|W0TE49_KLUMD	tr|A0A1H6PU24|A0A1H6PU24_YARLL	sp|P50623|UBC9_YEAST
OG0001971	tr|W0TBQ7|W0TBQ7_KLUMD	tr|A0A1D8NCB4|A0A1D8NCB4_YARLL	sp|P26343|DAL80_YEAST
OG0001972	tr|W0TBZ5|W0TBZ5_KLUMD	tr|A0A1D8NIP4|A0A1D8NIP4_YARLL	sp|P34233|ASH1_YEAST
OG0001973	tr|W0T711|W0T711_KLUMD	tr|A0A1H6PNB2|A0A1H6PNB2_YARLL	sp|P06104|UBC2_YEAST
OG0001974	tr|W0TBS5|W0TBS5_KLUMD	tr|A0A1D8NEF2|A0A1D8NEF2_YARLL	sp|P47160|ENT3_YEAST
OG0001975	tr|W0T7K1|W0T7K1_KLUMD	tr|A0A1D8NNE2|A0A1D8NNE2_YARLL	sp|P23561|STE11_YEAST
OG0001976	tr|W0TA74|W0TA74_KLUMD	tr|A0A1D8NI07|A0A1D8NI07_YARLL	sp|P38694|MSC7_YEAST
OG0001977	tr|W0TH60|W0TH60_KLUMD	tr|A0A1D8N6T2|A0A1D8N6T2_YARLL	sp|P34241|URB1_YEAST
OG0001978	tr|W0TDW0|W0TDW0_KLUMD	tr|A0A1D8NBH3|A0A1D8NBH3_YARLL	sp|P53691|PPID_YEAST
OG0001979	tr|W0TA61|W0TA61_KLUMD	tr|A0A1D8NIC7|A0A1D8NIC7_YARLL	sp|P47057|SNX4_YEAST
OG0001980	tr|W0TB73|W0TB73_KLUMD	tr|A0A1D8NC36|A0A1D8NC36_YARLL	sp|P39676|FHP_YEAST
OG0001981	tr|W0T4K7|W0T4K7_KLUMD	tr|A0A1D8NH68|A0A1D8NH68_YARLL	sp|Q01080|RPA49_YEAST
OG0001982	tr|W0T3Y8|W0T3Y8_KLUMD	tr|A0A1H6Q7Z5|A0A1H6Q7Z5_YARLL	sp|P04802|SYDC_YEAST
OG0001983	tr|W0T688|W0T688_KLUMD	tr|A0A1D8NFU7|A0A1D8NFU7_YARLL	sp|P23369|RM25_YEAST
OG0001984	tr|W0TBE5|W0TBE5_KLUMD	tr|A0A1D8N4A8|A0A1D8N4A8_YARLL	sp|P35999|PMIP_YEAST
OG0001985	tr|W0TDJ4|W0TDJ4_KLUMD	tr|A0A1D8NHU0|A0A1D8NHU0_YARLL	sp|P53215|THG1_YEAST
OG0001986	tr|W0THS4|W0THS4_KLUMD	tr|A0A1H6Q823|A0A1H6Q823_YARLL	sp|P20052|PHO80_YEAST
OG0001987	tr|W0T4Z5|W0T4Z5_KLUMD	tr|A0A1D8NHK3|A0A1D8NHK3_YARLL	sp|P40416|ATM1_YEAST
OG0001988	tr|W0TDA1|W0TDA1_KLUMD	tr|A0A1D8NGC8|A0A1D8NGC8_YARLL	sp|Q04216|DLT1_YEAST
OG0001989	tr|W0TJW6|W0TJW6_KLUMD	tr|A0A1D8NKJ4|A0A1D8NKJ4_YARLL	sp|P40492|FYV10_YEAST
OG0001990	tr|W0TAM0|W0TAM0_KLUMD	tr|A0A1H6PSC6|A0A1H6PSC6_YARLL	sp|Q03705|CG121_YEAST
OG0001991	tr|W0T3L8|W0T3L8_KLUMD	tr|A0A1H6PLZ0|A0A1H6PLZ0_YARLL	sp|Q03530|RCE1_YEAST
OG0001992	tr|W0TBW3|W0TBW3_KLUMD	tr|A0A1D8NH57|A0A1D8NH57_YARLL	sp|P40961|PHB1_YEAST
OG0001993	tr|W0THC2|W0THC2_KLUMD	tr|A0A1D8NMM9|A0A1D8NMM9_YARLL	sp|P12689|REV1_YEAST
OG0001994	tr|W0TIK5|W0TIK5_KLUMD	tr|A0A1D8NCD2|A0A1D8NCD2_YARLL	sp|Q12199|TIP41_YEAST
OG0001995	tr|W0TA28|W0TA28_KLUMD	tr|A0A1D8NJ71|A0A1D8NJ71_YARLL	sp|P04037|COX4_YEAST
OG0001996	tr|W0TCJ0|W0TCJ0_KLUMD	tr|A0A1D8N5D1|A0A1D8N5D1_YARLL	sp|P19807|HNM1_YEAST
OG0001997	tr|W0TGI6|W0TGI6_KLUMD	tr|A0A1D8NAP7|A0A1D8NAP7_YARLL	sp|Q03503|NAA30_YEAST
OG0001998	tr|W0TE67|W0TE67_KLUMD	tr|A0A1D8NMN9|A0A1D8NMN9_YARLL	sp|P15700|KCY_YEAST
OG0001999	tr|W0T561|W0T561_KLUMD	tr|A0A1H6PLB0|A0A1H6PLB0_YARLL	sp|P11914|MPPA_YEAST
OG0002000	tr|W0T601|W0T601_KLUMD	tr|A0A1D8N7R5|A0A1D8N7R5_YARLL	sp|P40089|LSM5_YEAST
OG0002001	tr|W0THW8|W0THW8_KLUMD	tr|A0A1D8N7T3|A0A1D8N7T3_YARLL	sp|P47156|JHD2_YEAST
OG0002002	tr|W0TGN6|W0TGN6_KLUMD	tr|A0A1D8NDA6|A0A1D8NDA6_YARLL	sp|Q12275|YO093_YEAST
OG0002003	tr|W0TCZ5|W0TCZ5_KLUMD	tr|A0A1H6PN29|A0A1H6PN29_YARLL	sp|Q12248|DAD1_YEAST
OG0002004	tr|W0T7K7|W0T7K7_KLUMD	tr|A0A1D8NH23|A0A1D8NH23_YARLL	sp|Q03162|MUB1_YEAST
OG0002005	tr|W0TE41|W0TE41_KLUMD	tr|A0A1H6Q9N3|A0A1H6Q9N3_YARLL	sp|P01123|YPT1_YEAST
OG0002006	tr|W0TG71|W0TG71_KLUMD	tr|A0A1H6Q585|A0A1H6Q585_YARLL	sp|Q08972|NEW1_YEAST
OG0002007	tr|W0TG15|W0TG15_KLUMD	tr|A0A1D8NC74|A0A1D8NC74_YARLL	sp|P34077|NIC96_YEAST
OG0002008	tr|W0TG79|W0TG79_KLUMD	tr|A0A1D8NPU9|A0A1D8NPU9_YARLL	sp|P00127|QCR6_YEAST
OG0002009	tr|W0TGC9|W0TGC9_KLUMD	tr|A0A1D8NG30|A0A1D8NG30_YARLL	sp|P42840|YN60_YEAST
OG0002010	tr|W0T8E3|W0T8E3_KLUMD	tr|A0A1H6PXT4|A0A1H6PXT4_YARLL	sp|P40985|HUL4_YEAST
OG0002011	tr|W0T5H0|W0T5H0_KLUMD	tr|A0A1D8N3J4|A0A1D8N3J4_YARLL	sp|P53731|ARPC2_YEAST
OG0002012	tr|W0TE22|W0TE22_KLUMD	tr|A0A1H6Q8P3|A0A1H6Q8P3_YARLL	sp|P07283|PMM_YEAST
OG0002013	tr|W0TBI3|W0TBI3_KLUMD	tr|A0A1H6PP71|A0A1H6PP71_YARLL	sp|P32477|GSH1_YEAST
OG0002014	tr|W0TFT9|W0TFT9_KLUMD	tr|A0A1D8NAM3|A0A1D8NAM3_YARLL	sp|P39073|SSN3_YEAST
OG0002015	tr|W0T7N0|W0T7N0_KLUMD	tr|A0A1D8ND14|A0A1D8ND14_YARLL	sp|P32839|BCS1_YEAST
OG0002016	tr|W0T4P7|W0T4P7_KLUMD	tr|A0A1H6Q734|A0A1H6Q734_YARLL	sp|P47818|CCC1_YEAST
OG0002017	tr|W0TGI8|W0TGI8_KLUMD	tr|A0A1D8N4K6|A0A1D8N4K6_YARLL	sp|P13433|RPOM_YEAST
OG0002018	tr|W0T749|W0T749_KLUMD	tr|A0A1D8NMS8|A0A1D8NMS8_YARLL	sp|P20436|RPAB3_YEAST
OG0002019	tr|W0T9W1|W0T9W1_KLUMD	tr|A0A1D8N9I5|A0A1D8N9I5_YARLL	sp|P13188|SYQ_YEAST
OG0002020	tr|W0TGC5|W0TGC5_KLUMD	tr|A0A1D8NH51|A0A1D8NH51_YARLL	sp|Q03774|TRM82_YEAST
OG0002021	tr|W0TH97|W0TH97_KLUMD	tr|S5TDY7|S5TDY7_YARLL	sp|P00420|COX3_YEAST
OG0002022	tr|W0TGB1|W0TGB1_KLUMD	tr|A0A1H6PZC5|A0A1H6PZC5_YARLL	sp|P34167|IF4B_YEAST
OG0002023	tr|W0TC90|W0TC90_KLUMD	tr|A0A1D8NN27|A0A1D8NN27_YARLL	sp|P40564|DJP1_YEAST
OG0002024	tr|W0TAP0|W0TAP0_KLUMD	tr|A0A1D8N7D9|A0A1D8N7D9_YARLL	sp|Q07458|RXT3_YEAST
OG0002025	tr|W0T9H2|W0T9H2_KLUMD	tr|A0A1D8N6B9|A0A1D8N6B9_YARLL	sp|P53202|CUL3_YEAST
OG0002026	tr|W0TCI2|W0TCI2_KLUMD	tr|A0A1D8N9I9|A0A1D8N9I9_YARLL	sp|P38336|POP4_YEAST
OG0002027	tr|W0TJN0|W0TJN0_KLUMD	tr|A0A1D8NFK0|A0A1D8NFK0_YARLL	sp|Q08387|DNLI4_YEAST
OG0002028	tr|W0T485|W0T485_KLUMD	tr|A0A1D8N7K4|A0A1D8N7K4_YARLL	sp|Q02908|ELP3_YEAST
OG0002029	tr|W0TF77|W0TF77_KLUMD	tr|A0A1H6PPU0|A0A1H6PPU0_YARLL	sp|P47155|ILM1_YEAST
OG0002030	tr|W0T6D1|W0T6D1_KLUMD	tr|A0A1D8N5W2|A0A1D8N5W2_YARLL	sp|P07170|KAD2_YEAST
OG0002031	tr|W0TJR6|W0TJR6_KLUMD	tr|A0A1D8NIK6|A0A1D8NIK6_YARLL	sp|Q07084|SSK1_YEAST
OG0002032	tr|W0T316|W0T316_KLUMD	tr|A0A1D8NNG6|A0A1D8NNG6_YARLL	sp|P36145|T2EB_YEAST
OG0002033	tr|W0TF83|W0TF83_KLUMD	tr|A0A1H6PYM6|A0A1H6PYM6_YARLL	sp|P07866|LTE1_YEAST
OG0002034	tr|W0TG27|W0TG27_KLUMD	tr|A0A1D8N882|A0A1D8N882_YARLL	sp|Q01217|ARG56_YEAST
OG0002035	tr|W0T4X0|W0T4X0_KLUMD		sp|Q05871|ECI1_YEAST, sp|Q08558|DCI1_YEAST
OG0002036	tr|W0T838|W0T838_KLUMD	tr|A0A1D8NET1|A0A1D8NET1_YARLL	sp|P53893|RIA1_YEAST
OG0002037	tr|W0TDE7|W0TDE7_KLUMD	tr|A0A1H6Q4W7|A0A1H6Q4W7_YARLL	sp|Q04636|POB3_YEAST
OG0002038	tr|W0TEE8|W0TEE8_KLUMD	tr|A0A1H6PT90|A0A1H6PT90_YARLL	sp|P05453|ERF3_YEAST
OG0002039	tr|W0T4F3|W0T4F3_KLUMD	tr|A0A1D8NE73|A0A1D8NE73_YARLL	sp|P33298|PRS6B_YEAST
OG0002040	tr|W0T8R1|W0T8R1_KLUMD	tr|A0A1H6PI43|A0A1H6PI43_YARLL	sp|P32191|GPDM_YEAST
OG0002041	tr|W0TDU1|W0TDU1_KLUMD	tr|A0A1D8NK84|A0A1D8NK84_YARLL	sp|Q12453|CEX1_YEAST
OG0002042	tr|W0T4S0|W0T4S0_KLUMD	tr|A0A1D8NM48|A0A1D8NM48_YARLL	sp|P38127|RIM2_YEAST
OG0002043	tr|W0T9U5|W0T9U5_KLUMD	tr|A0A1D8NJZ7|A0A1D8NJZ7_YARLL	sp|P39109|YCFI_YEAST
OG0002044	tr|W0TKC9|W0TKC9_KLUMD	tr|A0A1H6Q651|A0A1H6Q651_YARLL	sp|Q06819|DIB1_YEAST
OG0002045	tr|W0TFC8|W0TFC8_KLUMD	tr|A0A1D8NK97|A0A1D8NK97_YARLL	sp|P24783|DBP2_YEAST
OG0002046	tr|W0TAL8|W0TAL8_KLUMD	tr|A0A1D8NIB8|A0A1D8NIB8_YARLL	sp|P16474|BIP_YEAST
OG0002047	tr|W0TI27|W0TI27_KLUMD	tr|A0A1H6PZC4|A0A1H6PZC4_YARLL	sp|P32190|GLPK_YEAST
OG0002048	tr|W0T5H2|W0T5H2_KLUMD, tr|W0TGZ7|W0TGZ7_KLUMD	tr|A0A1D8NFT8|A0A1D8NFT8_YARLL	
OG0002049	tr|W0T9A9|W0T9A9_KLUMD	tr|A0A1D8NCK6|A0A1D8NCK6_YARLL	sp|Q12104|SWT1_YEAST
OG0002050	tr|W0TAJ5|W0TAJ5_KLUMD	tr|A0A1D8NLX0|A0A1D8NLX0_YARLL	sp|P42844|ZIM17_YEAST
OG0002051	tr|W0THJ2|W0THJ2_KLUMD	tr|A0A1D8N6A7|A0A1D8N6A7_YARLL	sp|Q12035|FCF2_YEAST
OG0002052	tr|W0TE20|W0TE20_KLUMD		sp|P33748|MSN2_YEAST, sp|P33749|MSN4_YEAST
OG0002053	tr|W0TAQ4|W0TAQ4_KLUMD	tr|A0A1H6PXG8|A0A1H6PXG8_YARLL	sp|P20795|VPS33_YEAST
OG0002054	tr|W0TGF5|W0TGF5_KLUMD	tr|A0A1D8ND46|A0A1D8ND46_YARLL	sp|P47821|SSN8_YEAST
OG0002055	tr|W0TCR7|W0TCR7_KLUMD	tr|A0A1D8NEX5|A0A1D8NEX5_YARLL	sp|Q01662|MAP1_YEAST
OG0002056	tr|W0T772|W0T772_KLUMD	tr|A0A1D8N5S9|A0A1D8N5S9_YARLL	sp|Q02932|KA120_YEAST
OG0002057	tr|W0TCJ3|W0TCJ3_KLUMD	tr|A0A1D8N6E0|A0A1D8N6E0_YARLL	sp|P40825|SYA_YEAST
OG0002058	tr|W0TF21|W0TF21_KLUMD	tr|A0A1D8NG08|A0A1D8NG08_YARLL	sp|P40335|PEP8_YEAST
OG0002059	tr|W0T649|W0T649_KLUMD	tr|A0A1D8NPI0|A0A1D8NPI0_YARLL	sp|P38912|IF1A_YEAST
OG0002060	tr|W0TGS1|W0TGS1_KLUMD	tr|A0A1D8N972|A0A1D8N972_YARLL	sp|Q12272|TPT1_YEAST
OG0002061	tr|W0T8P8|W0T8P8_KLUMD	tr|A0A1D8NCT0|A0A1D8NCT0_YARLL	sp|P43620|RMD8_YEAST
OG0002062	tr|W0T5G8|W0T5G8_KLUMD	tr|A0A1D8NMR1|A0A1D8NMR1_YARLL	sp|P40452|COA1_YEAST
OG0002063	tr|W0TFP3|W0TFP3_KLUMD	tr|A0A1H6PSB5|A0A1H6PSB5_YARLL	sp|Q03289|PFA5_YEAST
