uniprotID_CENPK	GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
N1P361	CENPK1137D_3367	P35191	YFL016C	6.333304866	6.301011533	6.297499079	6.552325728	6.51305145	6.533215674	6.325517307	6.326359134	6.319773028	6.417792055	6.457173782	6.457393197
N1NXG7	CENPK1137D_2580	P01120	YNL098C	6.656513209	6.698184452	6.689157489	6.722049434	6.813716839	6.757836372	6.474206579	6.534056585	6.596086444	6.433559454	6.485875844	6.492659426
N1P5V3	CENPK1137D_4342	Q12034	YDR515W	6.545033354	6.608765764	6.736430288	6.77046647	6.76766816	6.886317426	6.782843518	6.838657374	6.869345545	6.935606321	6.980356498	7.048894992
N1P5R9	CENPK1137D_225	P49095	YMR189W	7.020986101	7.024927027	7.010857624	6.822352453	6.80832147	6.857367108	7.065921375	7.052827501	7.00046358	6.679029579	6.698353865	6.697384511
N1P1N7	CENPK1137D_717	Q06142	YLR347C	6.775368071	6.744604705	6.649348785	7.17549713	7.075872024	7.098152067	7.091408126	7.065223755	6.926151239	7.041421913	6.999106809	6.934326898
N1NX58	CENPK1137D_44	P54781	YMR015C	7.227271143	7.284097839	7.223863884	6.878895548	6.879861714	6.86086445	7.181600442	7.201083163	7.225718196	7.093423937	7.074454644	7.07852028
N1P6E8	CENPK1137D_4572			7.071953943	7.114022345	7.104917602	7.061114392	7.138802862	7.065500836	6.844551017	6.908988443	7.074458746	6.540581772	6.519537853	6.56299283
N1P2E4	CENPK1137D_3127	P39935	YGR162W	7.391526182	7.338116636	7.421689302	7.441461886	7.390277618	7.443177371	7.479672632	7.487334018	7.492682694	7.6054521	7.61622536	7.659307715
N1NZD8	CENPK1137D_1004	P36105	YKL006W	8.526672348	8.558084608	8.56449801	8.454159757	8.476933997	8.4874224	8.604898221	8.616517159	8.60648372	8.552917499	8.566283396	8.580754107
N1P9J4	CENPK1137D_4730	P38295	YBR177C	7.062792641	6.986574947	7.08382606	6.823286562	6.86089006	6.848919631	6.975864222	7.003646002	6.999177477	6.722818161	6.819124372	6.866225662
N1P352	CENPK1137D_5391	P37299	YHR001W-A	7.650409947	7.711021647	7.780806272	7.65818236	7.689660288	7.75525806	7.774833677	7.807991166	7.799048542	7.823183221	7.839212393	7.883464424
N1PAU3	CENPK1137D_4723	P32590	YBR169C	6.897614323	6.917375838	6.929867211	7.127573637	7.143547321	7.141985305	7.002317795	7.03521245	7.017268036	6.849064203	6.880786979	6.860932155
N1PA30	CENPK1137D_3408	P38635	YFR025C	6.394777614	6.49661769	6.533743633	6.545151632	6.663218218	6.611297544	6.392917164	6.50326426	6.545454994	6.250148443	6.245142848	NA
N1NVQ8	CENPK1137D_2041	P38910	YOR020C	8.241300515	8.210888856	8.227612866	8.604993243	8.586492418	8.598234649	8.351541395	8.350631349	8.307037465	8.452056031	8.468319283	8.447177425
N1NWQ6	CENPK1137D_2200	P33330	YOR184W	7.884975993	7.928010745	7.936196081	7.948746206	7.98266693	7.968434811	7.896245719	7.902122543	7.900962173	8.032555475	8.068493504	8.048852138
N1P2G9	CENPK1137D_1857	P06780	YPR165W	7.820792548	7.885104138	7.930008715	7.893497165	7.914078506	7.970176896	7.928769436	7.965797546	7.97662055	7.756236916	7.771514135	7.81714517
N1P6H7	CENPK1137D_3310	P32451	YGR286C	6.657846424	6.688484133	6.750545417	6.587982357	6.544945417	6.622293944	6.684450364	6.696018593	6.734856621	6.84653246	6.917482714	6.970458344
N1P3M3	CENPK1137D_2929	P0C5N3	YGL041W-A	6.681103132	6.659118194	6.658947168	6.914389415	6.870606905	7.103982914	6.588539986	6.693584801	6.684416676	6.435346762	6.59287214	6.574543501
N1NZF4	CENPK1137D_1019	Q02207	YKR009C	7.791761585	7.79251629	7.72938429	7.941212368	7.873601452	7.84554585	7.739979031	7.684958029	7.691306903	7.841422081	7.78132627	7.784404957
N1PAE8	CENPK1137D_3998	Q03973	YDR174W	6.75894588	6.77492312	6.828135254	7.035124996	7.043277791	7.047968762	6.985690945	6.949252018	6.915678007	6.872546438	6.973351448	6.913097185
N1NVR2	CENPK1137D_2061	Q12320	YOR040W	6.912663235	6.997513193	7.048570359	7.071384125	7.125914617	7.165407288	7.043736197	7.126369292	7.094964643	7.208389056	7.251601209	7.206260682
N1NZH1	CENPK1137D_2604	P21965	YNL307C	7.53121703	7.564867728	7.603102025	7.68479293	7.672828085	7.673664081	7.640663535	7.666460745	7.590065983	7.412939464	7.455388796	7.457369468
N1NZT5	CENPK1137D_581	P32335	YLR203C	6.639657279	6.707774564	6.647815389	6.568401981	6.521390639	6.50017572	6.507398846	6.508096229	6.452766163	6.487957769	6.452911999	6.491435552
N1NWQ7	CENPK1137D_2661	P0CT04	YNL015W	6.360943212	6.163764149	6.392128992	7.151496871	6.954317807	7.182682651	7.251012372	7.053833309	7.282198152	6.988682835	6.791503771	7.019868615
N1P5W3	CENPK1137D_1824 CENPK1137D_3085	P0CX29 P0CX30	YGR118W YPR132W	8.317260479	8.314344986	8.286225327	8.162950407	8.190953286	8.179058812	8.315819512	8.320588154	8.294734306	8.303689682	8.262369004	8.291678781
N1P7C4	CENPK1137D_4219	P01097	YDL181W	8.614088327	8.646038979	8.541721632	8.826880152	8.766982819	8.714663718	8.635811788	8.588210208	8.511105269	8.594705138	8.518829674	8.427262518
N1P573	CENPK1137D_4127	P35176	YDR304C	6.857199556	6.846489865	6.905879344	7.151211257	7.085954215	7.15670808	7.006665396	6.976484446	6.967058965	6.970203814	6.932434735	6.925841468
N1PAL7	CENPK1137D_4343	Q04409	YDR516C	6.965973644	7.0026156	7.096372358	7.107518019	7.154670503	7.215323282	7.005292778	7.057261354	7.083265399	7.249635401	7.303175644	7.357208381
N1P106	CENPK1137D_5199	P23285	YHR057C	6.609994254	6.66199364	6.749137429	6.383259606	6.407567775	6.496813801	6.811383577	6.841234388	6.779997872	6.282832002	6.437796274	6.410087347
N1P0I1	CENPK1137D_911	P33324	YKL091C	6.582266257	6.625942506	6.610651559	6.777629157	6.776853198	6.783672535	6.833813983	6.863681609	6.761523033	6.528079339	6.556278665	6.49527421
N1NYP1	CENPK1137D_724	P06168	YLR355C	9.02964763	9.030674787	9.035748391	8.895958569	8.902554435	8.896432542	9.083863975	9.079711109	9.062041375	8.965590232	8.965743797	8.948669248
N1NZ54	CENPK1137D_919	P17505	YKL085W	6.678981138	6.665325017	6.629350354	6.644630531	6.658537978	6.514125775	6.463064317	6.457837256	6.350244224	6.849931809	6.753024851	6.685869027
N1P7X6	CENPK1137D_975	P36013	YKL029C	6.922062627	6.971146528	7.006206071	6.752053862	6.781135217	6.750391076	6.866566409	6.847018292	6.880637909	6.867305512	6.860923185	6.885115339
N1P8D0	CENPK1137D_4629	P09440	YBR084W	6.752378671	6.718384962	6.773759322	6.708031533	6.698232557	6.696769469	6.803070137	6.767650039	6.748765187	6.873286418	6.947787035	6.904138747
N1NYF5	CENPK1137D_2139	P14065	YOR120W	7.745205773	7.791015373	7.80985575	7.725913416	7.765505952	7.781714672	8.009855588	8.053868978	8.056604882	7.849660782	7.894884573	7.888024139
N1P0X7	CENPK1137D_1268	P16474	YJL034W	7.328409226	7.304829312	7.36366979	7.669151149	7.594575802	7.674461991	7.578074436	7.553614357	7.56860209	7.577384287	7.589385457	7.599036019
N1P3G9	CENPK1137D_3011	P53228	YGR043C	6.315226344	6.343887316	6.335851606	6.61000109	6.625334446	6.615331824	6.494916101	6.521729283	6.4846715	6.579965748	6.609563129	6.570416453
N1P3Q3	CENPK1137D_1432	P57744	YJR135W-A	7.426142446	7.495180397	7.551631886	7.726634001	7.696083855	7.727722576	7.521424327	7.543002486	7.557352666	7.610866429	7.616284281	7.585268508
N1NYJ3	CENPK1137D_674	P23776	YLR300W	6.882771775	6.907837551	6.90871919	6.803820364	6.803936197	6.821660667	6.733430234	6.714818196	6.709859103	7.039309263	7.049359859	7.004473401
N1P9E5	CENPK1137D_5240	P38695	YHR096C	6.963339338	7.050124803	7.070017063	7.331370327	7.369195197	7.399139353	7.193096502	7.258540132	7.237554442	7.12256556	7.184481669	7.172452455
N1P886	CENPK1137D_4574	P38221	YBR029C	6.898482917	6.961591417	7.046165104	6.736502191	6.941306334	6.877068169	6.836185976	6.984172429	7.018733694	7.083099466	7.12049667	7.204410663
N1P7D2	CENPK1137D_3630	P08067	YEL024W	7.112862235	7.146895328	7.179915979	7.193063266	7.186441459	7.212383119	7.276110678	7.302566815	7.273598226	7.355512528	7.382087807	7.375058939
N1P9A7	CENPK1137D_4525	P25623	YCR030C	6.890999074	6.912871997	6.962096276	6.990461773	6.999615388	7.027931897	6.9638459	6.98451552	6.997514197	6.819360308	6.846857772	6.865406833
N1P937	CENPK1137D_4984	P22336	YAR007C	6.292580423	6.312938215	6.255689179	6.050352906	6.138609703	6.054260171	6.061128007	6.15930713	6.05688137	6.203527638	6.183994863	6.101340725
N1NYJ2	CENPK1137D_213	Q03219	YMR178W	6.889403409	6.852394055	6.879811458	6.68073171	6.589534741	6.679647889	6.769245805	6.812936167	6.81580003	6.82591834	6.829868651	6.838648842
N1P3H4	CENPK1137D_3016	P32564	YGR049W	6.387113323	6.187549565	6.253437298	6.365370243	6.340377503	6.374403199	6.295451978	6.279255403	6.22487413	6.046840921	6.009829533	5.97705951
N1NYM2	CENPK1137D_2219	P06633	YOR202W	7.251568297	7.355267058	7.392166344	7.144736366	7.250906755	7.216912545	7.28584158	7.364843275	7.378728275	7.09372344	7.206864573	7.256757917
N1P514	CENPK1137D_4057	Q04947	YDR233C	6.823819299	6.831695247	6.690350623	6.741329263	6.678311632	6.672857632	6.731633907	6.686095525	6.660978485	6.540057746	6.487758414	6.460303076
N1P4U3	CENPK1137D_3977	P14832	YDR155C	7.573880102	7.523999799	7.512294098	7.686312697	7.630216895	7.612644221	7.602047832	7.552038043	7.530887185	7.352049699	7.296138551	7.256668116
N1P633	CENPK1137D_4427	P25659	YCR076C	6.05122086	6.132906037	6.200957444	6.516050273	6.461367549	6.557643338	6.33616506	6.380547137	6.426630742	6.23526198	6.309303629	6.325575118
N1P7H2	CENPK1137D_4259	Q01560	YDR432W	6.487455379	6.666554264	6.633477815	6.969514196	6.870498925	6.901310325	6.96165987	6.984395612	7.029746308	6.910122894	6.961248107	6.93607062
N1P798	CENPK1137D_3590	P32643	YER175C	6.693459064	6.665545987	6.604496712	6.5460479	6.513566737	6.46097187	6.572367248	6.53797063	6.478877873	6.140096168	6.088428778	5.990414578
N1P9K8	CENPK1137D_5400	P00447	YHR008C	8.233773934	8.183142341	8.248557742	8.483503689	8.440810856	8.471364405	8.371918684	8.353087091	8.336760867	8.251567956	8.23865162	8.243708888
N1PA87	CENPK1137D_3693	P01098	YDL130W-A	7.404583698	7.461922658	7.438273232	7.653603819	7.646082624	7.622593494	7.425246382	7.456172196	7.411123778	7.161689504	7.187116914	7.104243683
N1P0D9	CENPK1137D_177	P40215	YMR145C	6.994719768	7.006479431	7.032077952	6.978788176	6.97512949	7.000799193	7.150132886	7.159621592	7.153654983	7.132146253	7.136247849	7.155469374
N1P617	CENPK1137D_3150	P41895	YGR186W	6.201356733	6.204303707	6.302952971	6.423738536	6.457523402	6.408962435	6.369963075	6.359378271	6.295493976	6.434574456	6.501957666	6.497478669
N1NY73	CENPK1137D_58	Q04371	YMR027W	6.82203454	6.858529756	6.90402344	6.850810237	6.86293349	6.93893972	6.967765194	6.989962562	6.964252073	7.003449544	7.079612881	7.075452505
N1NWW2	CENPK1137D_2083	P14126	YOR063W	7.915976177	7.891136749	7.914742417	7.84434023	7.820062171	7.819219884	8.004316201	8.00836791	7.972202428	7.923878202	7.871245501	7.918580204
N1P6D5	CENPK1137D_3275	P04037	YGL187C	8.235915353	8.259380234	8.294810544	8.358401021	8.369413785	8.39519023	8.420367324	8.431800538	8.432686531	8.561070281	8.586776274	8.588890061
N1P6U1	CENPK1137D_4712	P00546	YBR160W	6.822503638	6.971120383	6.935330327	7.089926664	7.102718865	7.09894872	7.022700014	7.06070472	6.98022208	7.18272287	7.218072997	7.185929527
N1P382	CENPK1137D_3392	P43593	YFR010W	6.704423341	6.728063664	6.74399417	6.79973954	6.768975945	6.777002149	6.755144401	6.711974892	6.697491046	6.898237013	6.940585983	6.891129888
N1P5H4	CENPK1137D_4227	Q04178	YDR399W	7.363989263	7.362764044	7.366583339	7.100545297	7.191040079	7.130614291	7.239728705	7.262094576	7.259716015	7.21939354	7.223541795	7.218232063
N1NY75	CENPK1137D_2713	Q3E841	YNR034W-A	7.213634489	7.254197457	7.197000725	7.415094115	7.443324505	7.386922509	7.527815446	7.561023804	7.500814338	6.81391895	6.833383637	6.735677975
N1NWR5	CENPK1137D_1988	Q08199	YOL031C	6.214179546	6.243368766	6.323980764	6.444355926	6.371457726	6.467249812	6.427186617	6.380132688	6.402612428	6.5221577	6.562896611	6.572514018
N1P2E1	CENPK1137D_3122	P05374	YGR157W	6.558132501	6.640388245	6.618367074	6.357008921	6.412963467	6.454028921	6.581994945	6.522672257	6.65970974	6.604543853	6.599920207	6.706148391
N1P3Y5	CENPK1137D_2402	Q08911	YOR388C	8.156133118	8.143433537	8.172139902	8.485975809	8.469288029	8.487251548	8.361725891	8.347140655	8.362388649	7.990278147	7.972529478	7.986699252
N1P448	CENPK1137D_3231	P00958	YGR264C	7.061147467	6.981306402	6.862831346	6.958315283	6.818950577	6.612172065	6.846552257	6.656463323	6.577743344	6.912415925	6.809763381	6.651538266
N1P104	CENPK1137D_1303	P47085	YJR008W	6.951619851	7.048958611	6.939486238	7.21806965	7.179825387	7.042721964	6.940084237	6.880645769	6.898455299	6.784399587	6.70532171	6.622324752
N1P922	CENPK1137D_4944	P39730	YAL035W	7.514564921	7.514043786	7.546667183	7.504231497	7.542255468	7.556910648	7.476120246	7.489818473	7.570844297	7.59357362	7.62015795	7.664775508
N1P2R7	CENPK1137D_1077	P36148	YKR067W	7.181522259	7.252600056	7.248110914	7.361700935	7.371383396	7.38408745	7.303587823	7.359984785	7.326114972	7.053862003	7.128023936	7.132873966
N1NXS7	CENPK1137D_334	Q03104	YML128C	6.257677855	6.212598769	6.389344002	6.645345302	6.524867665	6.688223228	6.873304869	6.870609141	6.902991715	6.670322418	6.727874608	6.684810254
N1NYC0	CENPK1137D_123	Q04305	YMR093W	6.811715074	6.843378379	6.946447353	6.900050417	6.885074117	6.9801642	7.00555279	7.015537936	7.015223217	7.008423607	6.987515964	7.072650217
N1P014	CENPK1137D_853	Q07914	YLR008C	7.213114457	7.18987602	7.201847032	7.141009816	7.195562011	7.141847248	7.093313678	7.101666527	7.119572463	7.218090547	7.262404652	7.300706272
N1P8B5	CENPK1137D_3990	P06101	YDR168W	6.305639678	6.324759327	6.389558412	6.566223123	6.578298261	6.610265271	6.42332003	6.464653847	6.462080945	6.465790457	6.529597857	6.534641299
N1P5Z4	CENPK1137D_3821	Q07651	YDL222C	5.919322215	5.853554973	6.010385907	6.18069446	6.204472782	6.285703717	6.415082675	6.464703937	6.270433243	6.000416862	5.992691074	5.940418243
N1P7B1	CENPK1137D_4204	Q06405	YDR377W	6.864234708	6.824916201	6.999877518	7.030851336	6.984677398	7.032996284	7.080796322	7.086517533	7.104840366	7.208728884	7.226571724	7.287462726
N1P0Y7	CENPK1137D_5179	P04801	YIL078W	7.704923513	7.741001647	7.788772712	7.667756987	7.668629391	7.721903999	7.763292315	7.775264264	7.809003575	7.811220556	7.826933424	7.877005802
N1P8I8	CENPK1137D_4095	Q05584	YDR272W	6.71549359	6.716492066	6.780933848	6.559324282	6.517964189	6.649865616	6.816259409	6.826986016	6.804795054	6.95111296	6.942103381	6.870755114
N1PA26	CENPK1137D_3388	P43590	YFR006W	6.236023845	6.279277086	6.480564711	6.290441322	6.377434833	6.435386236	6.289702495	6.423223808	6.361952477	6.567110072	6.711224382	6.704273754
N1NX88	CENPK1137D_2465	P53868	YNL219C	6.631450731	6.71167466	6.661330921	6.692067581	6.763976043	6.763790005	6.691046042	6.688279557	6.719253099	6.81076387	6.809568207	6.867000131
N1NZ26	CENPK1137D_2409	Q08245	YOL109W	6.818222333	7.010383793	6.948027698	6.837374184	6.861726664	7.048506441	7.255187581	7.304141486	7.253003254	6.569438298	6.815394168	6.846983076
N1P987	CENPK1137D_5100	P38998	YIR034C	7.550211385	7.591193375	7.585245995	7.364021888	7.368658187	7.350930752	7.498818211	7.506342171	7.502836303	7.555335655	7.561783072	7.548170306
N1P8Y7	CENPK1137D_4280	P15454	YDR454C	7.729090278	7.69602678	7.676942023	7.783211381	7.761805056	7.719895629	7.696346376	7.663668346	7.647898902	7.389298633	7.318666329	7.245046853
N1P472	CENPK1137D_2502	P53879	YNL180C	6.631466932	6.670907475	6.873753398	6.827343099	6.906719863	6.888646363	6.877859901	7.030204851	7.009294884	7.067315464	7.125433592	7.127980372
N1P1F1	CENPK1137D_1542	Q12498	YPL156C	6.399660708	6.51733536	6.50053221	6.534576649	6.577984524	6.534151978	6.455082254	6.466103144	6.46805683	6.358356103	6.344277106	6.369885723
N1P673	CENPK1137D_3215	P53315	YGR248W	7.004680554	7.035784775	6.874632253	7.080069968	7.020764347	6.970738183	7.110274597	6.950284359	6.984638536	6.775898202	6.555491773	6.357067782
N1NVH4	CENPK1137D_1621	P05626	YPL078C	6.987268039	7.014806305	6.945341964	6.807019015	6.862318727	6.741506752	6.826032316	6.821959527	6.813391049	7.062173749	7.040030031	6.986101963
N1NW56	CENPK1137D_1673	P41338	YPL028W	6.503103849	6.447974216	6.387995942	6.496223055	6.392260661	6.371754176	6.400808778	6.313934457	6.286670868	6.346770686	6.234362151	6.229603023
N1P9M2	CENPK1137D_4805	P33734	YBR248C	7.803049626	7.79832162	7.694998106	7.718363216	7.661950532	7.628041965	7.649605297	7.6049865	7.617537191	7.581907853	7.522548445	7.534350253
N1P0G5	CENPK1137D_1028	P36114	YKR018C	7.454001562	7.441476081	7.324488439	7.310613288	7.408199727	7.276361709	7.241808837	7.148763551	7.173063168	7.220271494	7.227524188	7.124328945
N1NZJ4	CENPK1137D_1084	P36154	YKR074W	6.7882351	6.796231157	6.789264657	7.022594723	6.982268621	6.987086262	6.918789666	6.91515445	6.859473726	6.510317076	6.479045303	6.403281973
N1NZ10	CENPK1137D_2384	P48589	YOR369C	7.103667372	7.151733014	7.187198414	7.275883797	7.381457293	7.380791502	7.103404613	7.197516515	7.294674144	6.473640568	6.581213212	6.486827929
N1P4M8	CENPK1137D_3289	P22147	YGL173C	6.591983371	6.691554602	6.732814122	6.500732498	6.580588634	6.56990382	6.677435964	6.687127834	6.703963589	6.705918573	6.705417269	6.784353943
N1P7U8	CENPK1137D_945	P14540	YKL060C	7.61191772	7.521823724	7.593169947	7.704832849	7.606115603	7.671551153	7.78606096	7.763727714	7.737323225	7.866015422	7.825526207	7.821536337
N1NXY9	CENPK1137D_1919	Q08959	YPL206C	6.347965055	6.324458992	6.27728912	6.357003566	6.358968437	6.331784471	6.346180398	6.295344923	6.137985479	6.678909008	6.706650807	6.689105289
N1P384	CENPK1137D_2167	P08518	YOR151C	6.919602938	6.915718798	6.895394337	6.833364848	6.829176103	6.79972191	6.72137908	6.706551624	6.794151447	6.773196331	6.770149322	6.793206694
N1P925	CENPK1137D_1495	P47011	YJL137C	6.191873277	6.28709734	6.322457624	6.563664817	6.531515276	6.578887645	6.368598573	6.418285995	6.441097034	6.27978909	6.345598568	6.318103377
N1P058	CENPK1137D_908	P28321	YKL094W	7.061379129	7.127474581	7.032461481	6.989839257	7.052104637	6.978217516	6.900108635	6.882750634	6.905807114	6.949242346	6.981789039	6.956099787
N1NWF5	CENPK1137D_2491	P53871	YNL191W	7.691219926	7.668209244	7.732544472	7.886351097	7.915162021	7.944770523	7.803251533	7.84110858	7.816025024	7.988124157	8.060107619	8.095142914
N1P5Q0	CENPK1137D_3659	P40008	YER004W	6.683496661	6.773664977	6.800687865	6.554779439	6.646015669	6.642166616	6.727214355	6.76477411	6.840423877	6.779965348	6.739179673	6.796985961
N1P5W2	CENPK1137D_275	P11745	YMR235C	6.518791626	6.578533453	6.60612312	6.52802818	6.586725159	6.537376991	6.443078703	6.448131498	6.484258349	6.457185338	6.358845049	6.404531054
N1P5L4	CENPK1137D_3634	P03962	YEL021W	6.684243367	6.707444565	6.647077798	6.575896071	6.564822285	6.499222822	6.64655976	6.596585927	6.568872658	6.694475029	6.659141106	6.598104811
N1NZT2	CENPK1137D_576	P21304	YLR196W	6.1995409	6.206046773	6.273125407	6.401879291	6.297360014	6.405939728	6.460756368	6.412429515	6.426526268	6.477500316	6.464045334	6.517685048
N1NYY8	CENPK1137D_383	Q04636	YML069W	6.317126464	6.345682666	6.349281194	6.453423961	6.514194825	6.495775132	6.462613177	6.473604098	6.415063622	6.364110033	6.395499712	6.409711262
N1NYZ6	CENPK1137D_854	Q07915	YLR009W	7.066804895	7.217022171	7.117981887	6.984985229	7.028060043	7.025357866	7.14246914	7.234418494	7.227767743	7.192161266	7.22538011	7.267428634
N1P5K4	CENPK1137D_3624	P39986	YEL031W	6.360363661	6.397180804	6.32529552	6.409428056	6.344836721	6.327548292	6.320638018	6.312000582	6.269774363	6.499115906	6.535095353	6.523475655
N1NVR3	CENPK1137D_2066	P20449	YOR046C	7.114046814	7.125168686	7.122986506	7.262885701	7.23798905	7.252559484	7.185027312	7.190402807	7.116604684	7.187045487	7.218183482	7.19086161
N1P8U6	CENPK1137D_4926	P35195	YBL001C	6.72604517	6.750028445	6.756487552	6.759293891	6.814593257	6.800520006	6.607073406	6.630355599	6.674561918	6.393592703	6.383893348	6.362395466
N1NVJ4	CENPK1137D_1721	Q12233	YPR020W	8.041151156	8.031772519	8.028378745	7.965446645	7.964513141	7.956923773	8.069372436	8.07055382	8.042371992	8.200738303	8.205428607	8.21124585
N1NYN3	CENPK1137D_714	Q06137	YLR345W	6.571031485	6.603732684	6.657395987	6.774155927	6.738900379	6.801209651	6.671828048	6.654038744	6.579561411	6.512548834	6.482083317	6.523343868
N1NYB9	CENPK1137D_554	P33322	YLR175W	6.750694592	6.67982951	6.723778763	6.801363871	6.694386803	6.729231412	6.968358649	6.852589639	6.862202332	6.640810501	6.615557932	6.658562153
N1P750	CENPK1137D_700	Q06178	YLR328W	6.346184639	6.416040093	6.513940024	6.408212105	6.533231106	6.529226774	6.672566706	6.679604044	6.698606445	6.883445618	6.891574467	6.930439619
N1P6Q6	CENPK1137D_3989	Q12030	YDR167W	6.581523055	6.597178988	6.675904191	6.706837166	6.733577169	6.779139578	6.631964906	6.688159177	6.720624147	6.664100696	6.739595897	6.778968387
N1NWX4	CENPK1137D_2305	Q12012	YOR289W	6.850416776	6.901932029	6.946280528	6.932679676	6.875553705	6.908417217	6.883195546	6.886046206	6.934517419	6.580606538	6.661494703	6.680929688
N1P5C6	CENPK1137D_3554	P40086	YER141W	7.314015482	7.306301535	7.371624118	7.483003261	7.438149778	7.453619392	7.390156135	7.324230996	7.236391284	7.254006143	7.078672327	7.135692722
N1P1Z7	CENPK1137D_5163	P27796	YIL160C	6.185841696	6.202424869	6.321921176	6.443637678	6.372882866	6.508264093	6.359703338	6.407080065	6.287507178	6.355757239	6.448695783	6.458430933
N1P7I4	CENPK1137D_4346	P32472	YDR519W	7.327651808	7.411406103	7.408545358	7.336160975	7.398496461	7.401573108	7.426148007	7.496844441	7.490264101	6.917059905	6.973649156	6.947484503
N1P8C0	CENPK1137D_1165	P35719	YKL142W	7.618350582	7.584945095	7.575157057	7.845758615	7.826584757	7.820870418	7.691750891	7.683621572	7.641880155	7.609519866	7.612028793	7.583105624
N1P2I2	CENPK1137D_1877	P32867	YPL232W	6.557516799	6.642685264	6.602983284	6.375591641	6.454500177	6.512693335	6.473027226	6.551762113	6.638684477	6.294627189	6.333036297	6.438512517
N1NY50	CENPK1137D_18	P27692	YML010W	6.935432334	6.938068962	7.044385549	7.003400489	7.054338418	7.053113309	6.97205854	7.006352241	7.067264031	7.081451113	7.116033873	7.139345576
N1P5Z6	CENPK1137D_175 CENPK1137D_3744	P0CX52 P0CX51	YDL083C YMR143W	8.331032516	8.332110163	8.348598803	8.258544276	8.271913215	8.291634575	8.401955203	8.426918899	8.402699264	8.320805066	8.307050144	8.371539383
N1PA68	CENPK1137D_3598	P40098	YER182W	6.743061242	6.826888512	6.836239271	6.717571076	6.801477716	6.78938193	6.681680737	6.659909395	6.674818332	6.615523786	6.653001035	6.586715829
N1PAS9	CENPK1137D_4653	P38266	YBR108W	6.165852878	6.182911654	6.316360523	6.384025132	6.387573522	6.478923692	6.280710434	6.281225428	6.328221355	6.166926386	6.287284402	6.342216812
N1NXM1	CENPK1137D_269	Q05022	YMR229C	7.1216244	7.127783437	7.085116077	6.991991548	6.996370085	6.932157954	7.017383232	6.99735262	7.040795334	7.002377648	6.966388551	6.971434561
N1NY57	CENPK1137D_489	Q12452	YLR100W	7.665945313	7.639317424	7.64871729	7.547415275	7.482609197	7.530059262	7.699644687	7.645282488	7.614704318	7.55499179	7.55210473	7.550126648
N1P7C3	CENPK1137D_770	P35817	YLR399C	7.069617828	7.047363295	7.031050435	6.884343803	7.072167581	7.007968273	6.78261381	6.895264231	6.906206276	6.708689925	6.796631216	6.855098782
N1P101	CENPK1137D_5194	P40517	YIL063C	6.472971948	6.518380043	6.63445582	6.636976816	6.699786242	6.770416222	6.639587277	6.576550412	6.578689982	6.397841652	6.502796201	6.473606071
N1P1T8	CENPK1137D_1436	P31116	YJR139C	8.161076958	8.187179064	8.230116339	8.262153468	8.291034022	8.314185361	8.253120362	8.29315933	8.301655378	8.345745354	8.386603036	8.396185709
N1P4J6	CENPK1137D_3857			7.424859691	7.397441111	7.500462835	7.589973779	7.556971279	7.594981049	7.564069575	7.561081935	7.517988194	7.563866515	7.546424421	7.586609536
N1P192	CENPK1137D_5314	P38858	YHR163W	7.365388317	7.336503067	7.29237677	7.278325873	7.232970209	7.193637483	7.38951149	7.340591315	7.294055527	6.97174548	6.89854858	6.823004853
N1NXM0	CENPK1137D_1774	P23254	YPR074C	7.773737222	7.763427165	7.709464817	7.524756319	7.514539267	7.462816654	7.722635168	7.6930726	7.685323548	7.814431192	7.781950743	7.752086837
N1P604	CENPK1137D_320	Q03262	YMR278W	6.75485644	6.830201951	6.88559381	6.935901376	6.96323395	7.007740745	6.863986037	6.883614116	6.910130957	6.64562644	6.636692247	6.669350654
N1NZD0	CENPK1137D_553	P41939	YLR174W	7.638563592	7.658604716	7.659553838	7.839094656	7.857014458	7.853790465	7.791801922	7.811958477	7.790948267	7.630564907	7.660289981	7.641460422
N1P083	CENPK1137D_1399	P47143	YJR105W	7.616859901	7.549777491	7.516261462	7.768384005	7.678744572	7.661500361	7.632522686	7.568290282	7.495900237	7.452495421	7.33874366	7.246619474
N1P439	CENPK1137D_3221	P00924	YGR254W	8.205761748	8.173964162	8.162782858	8.359244177	8.312057842	8.303846437	8.382482234	8.381616777	8.325020122	8.289199629	8.272747864	8.204374156
N1NWH9	CENPK1137D_2085	P07143	YOR065W	8.07391925	8.112123024	8.185449014	8.14945053	8.115304703	8.161953228	8.270655343	8.260139136	8.228315919	8.298929788	8.277320447	8.371259514
N1P0Y9	CENPK1137D_1283	P47075	YJL012C	6.319385064	6.441896207	6.567612067	6.442567812	6.474730654	6.536541385	6.46066927	6.524736752	6.567553939	6.658444604	6.710774662	6.727467196
N1NXZ7	CENPK1137D_2608	P12695	YNL071W	7.894522542	7.878093365	7.898143016	8.07397666	8.042706068	8.044733245	8.004899711	8.008689951	7.956779907	7.90237853	7.915534552	7.881228
