W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_D20118g	Q6C8W8	YALI0D16291g1_1	2	1	0	1	2	5	1	1	1	1	1
YALI1_D00449g	Q6CAS1	YALI0D00429g1_1	8	9	8	10	9	4	6	0	6	9	6
YALI1_C18258g	Q6CC28	YALI0C13090g1_1	9	8	11	7	4	4	7	5	7	8	6
YALI1_F31070g	Q6C0L5	YALI0F23661g1_1	0	2	2	2	1	4	1	0	1	0	1
YALI1_C13000g	Q6CCH5	YALI0C09328g1_1	3	2	2	7	0	5	13	7	8	5	5
YALI1_F21315g	Q6C1J1	YALI0F15829g1_1	0	1	0	0	0	2	2	1	1	2	1
YALI1_B08094g	Q6CFL0	YALI0B05962g1_1	4	3	4	5	3	2	3	0	3	2	2
YALI1_D12630g	Q6C9M3	YALI0D09977g1_1	1	1	2	1	1	2	6	2	3	2	5
YALI1_A07472g	Q6CHK3	YALI0A07997g1_1	3	4	4	6	9	4	4	3	2	4	2
YALI1_F29139g	Q6C0T0	YALI0F22011g1_1	5	3	4	4	2	4	3	1	3	1	2
YALI1_B09894g	Q6CFF2	YALI0B07579g1_1	8	6	6	8	5	4	5	3	3	5	5
YALI1_E01614g	Q6C7G2	YALI0E01078g1_1	2	5	3	6	2	2	6	8	7	6	4
YALI1_D09000g	Q6CA00	YALI0D07018g1_1	2	2	3	2	4	3	6	2	1	2	3
YALI1_D35965g	Q6C7K5	YALI0D27324g1_1	2	2	2	5	1	6	10	3	5	2	6
YALI1_A11218g	Q6CH93	YALI0A11099g1_1	0	0	0	1	1	0	0	1	2	1	1
YALI1_F07429g	Q6C2V4	YALI0F04818g1_1	5	5	2	3	5	4	2	1	2	2	2
YALI1_F12089g	Q6C2E0	YALI0F08679g1_1	1	3	3	0	0	0	1	1	1	1	1
YALI1_C20314g	Q6CBX8	YALI0C14586g1_1	10	6	5	5	4	6	6	4	14	10	8
YALI1_A06672g	Q6CHN0	YALI0A07018g1_1	4	3	7	5	6	11	7	4	5	6	5
YALI1_E31754g	Q6C4H2	YALI0E26829g1_1	6	3	6	5	7	6	7	3	3	5	3
YALI1_E36900g	Q6C3Y0	YALI0E31361g1_1	0	1	3	4	3	2	2	0	0	2	1
YALI1_C07495g	Q6CCX2	YALI0C05819g1_1	1	1	0	1	2	3	2	3	2	1	2
YALI1_D11479g	Q6C9R3	YALI0D08998g1_1	3	2	0	1	1	0	0	0	0	2	0
YALI1_C19981g	Q6CBZ0	YALI0C14256g1_1	2	0	4	2	2	4	5	4	0	0	2
YALI1_F37508g	Q6BZY2	YALI0F29997g1_1	5	6	6	2	10	7	6	2	5	7	4
YALI1_E36984g	Q6C3X8	YALI0E31405g1_1	0	2	2	1	5	2	2	0	1	3	1
YALI1_D23693g	Q6C8L0	YALI0D18788g1_1	2	1	1	0	2	2	2	0	0	1	1
YALI1_B25395g	Q6CE17	YALI0B19360g1_1	1	1	0	0	1	3	2	1	2	0	1
YALI1_D10693g	Q6C9U3	YALI0D08338g1_1	13	7	10	11	12	8	10	5	7	9	6
YALI1_F17805g	Q6C1U4	YALI0F13321g1_1	0	2	2	1	2	2	2	0	0	1	1
YALI1_A07624g	Q6CHK0	YALI0A08063g1_1	0	0	2	0	0	3	3	3	0	0	2
YALI1_F23441g	Q6C1B7	YALI0F17644g1_1	0	0	3	2	2	1	3	0	0	2	0
YALI1_D09964g	Q6C9W9	YALI0D07700g1_1	2	2	1	2	1	1	0	0	2	0	0
YALI1_E07099g	Q6C6V6	YALI0E05907g1_1	11	11	12	10	8	9	7	14	16	12	8
YALI1_F16117g	Q6C1Z0	YALI0F12221g1_1	7	7	9	10	4	3	7	7	5	8	7
YALI1_F00261g	Q6C3F3	YALI0F00220g1_1	4	2	6	1	2	6	4	3	2	0	2
YALI1_B09807g	Q6CFF4	YALI0B07535g1_1	4	0	4	3	3	1	0	3	3	5	3
YALI1_F07630g	Q6C2U7	YALI0F05038g1_1	5	4	5	5	4	5	7	2	3	3	3
YALI1_D07209g	Q6CA62	YALI0D05599g1_1	0	1	1	1	0	1	1	2	4	0	2
YALI1_F24130g	Q6C196	YALI0F18172g1_1	3	2	4	2	4	3	4	0	1	2	3
YALI1_D04469g	Q6CAE5	YALI0D03531g1_1	1	0	2	0	1	2	4	2	0	1	1
YALI1_D11937g	Q6C9P7	YALI0D09339g1_1	3	4	4	3	2	3	2	2	1	2	1
YALI1_A18622g	Q6CGL9	YALI0A18227g1_1	5	5	3	5	3	5	4	1	2	3	3
YALI1_C13410g	Q6CCG1	YALI0C09658g1_1	1	2	4	5	4	4	7	7	5	6	4
YALI1_D13388g	Q6C9J5		0	1	3	1	2	4	2	4	3	1	4
YALI1_A06149g	Q6CHQ2	YALI0A06501g1_1	0	2	2	1	1	0	1	1	2	2	4
YALI1_B20577g	Q6CEH0	YALI0B15686g1_1	2	2	0	1	2	0	0	2	2	2	3
YALI1_A07538g	Q6CHK2	YALI0A08019g1_1	3	3	5	0	2	5	2	0	2	1	2
YALI1_E11341g	Q6C6I8	YALI0E09196g1_1	3	3	1	3	3	4	5	1	4	0	2
YALI1_C06973g	Q6CCY7	YALI0C05489g1_1	4	3	4	7	5	8	8	5	5	3	3
YALI1_F30647g	Q6C0M6	YALI0F23397g2_1	3	3	0	3	3	1	0	2	0	1	0
YALI1_B15346g		YALI0B11572g1_1	0	1	1	0	0	2	3	1	0	0	1
YALI1_F29944g	Q6C0P8	YALI0F22759g1_1	2	1	0	0	2	4	1	0	2	3	2
YALI1_B27588g	Q6CDU2	YALI0B21186g1_1	5	4	3	4	8	6	6	8	7	7	4
YALI1_E03623g			3	3	3	2	5	4	4	2	1	3	2
YALI1_A00829g	Q6CI86	YALI0A00660g1_1	2	2	3	2	2	4	2	1	1	1	1
YALI1_D08031g	Q6CA35	YALI0D06259g1_1	4	2	2	1	3	5	0	2	0	1	1
YALI1_C04531g		YALI0C03421g1_1	1	1	4	3	3	2	3	2	1	1	0
YALI1_E13637g	Q6C6B9	YALI0E10747g1_1	0	1	0	3	2	0	2	1	0	0	0
YALI1_F27574g	Q6C0Y6	YALI0F20724g1_1	0	1	1	2	1	2	1	0	0	0	1
YALI1_E22613g	Q6C5D9	YALI0E18876g1_1	1	1	1	1	1	0	3	1	0	0	0
YALI1_E15583g	Q6C641	YALI0E12617g1_1	1	2	4	1	3	4	6	4	3	5	1
YALI1_B22266g	B5FVB4	YALI0B17061g1_1	4	4	8	4	3	6	6	9	6	7	9
YALI1_D09356g	Q6C9Y6	YALI0D07326g1_1	9	8	9	13	10	5	10	10	11	14	15
YALI1_D30540g	Q6C815	YALI0D23617g1_1	10	8	9	9	11	11	7	5	5	9	6
YALI1_B22276g	Q6CEB0	YALI0B17072g1_1	4	3	3	4	4	2	3	7	3	4	8
YALI1_F39236g	Q6BZQ9	YALI0F31603g1_1	1	0	0	0	0	1	2	1	2	0	2
YALI1_D02399g	Q6CAJ9	YALI0D02123g1_1	0	1	0	0	3	0	0	2	2	1	0
YALI1_B21275g	Q6CEE4	YALI0B16302g1_1	1	0	0	0	2	1	1	0	0	0	2
YALI1_C26051g	Q6CBH0	YALI0C18821g1_1	0	1	0	0	0	1	3	2	0	0	0
YALI1_A10510g	Q6CHB4	YALI0A10549g1_1	0	0	0	1	1	0	3	1	0	0	1
YALI1_C14273g	Q6CCE1	YALI0C10142g1_1	0	0	1	1	1	1	2	0	1	0	0
YALI1_B21323g	Q6CEE2	YALI0B16368g1_1	1	2	0	2	3	2	2	0	1	1	1
YALI1_F37234g	Q6BZZ2	YALI0F29667g1_1	2	2	2	4	3	3	8	2	4	0	4
YALI1_A03402g	Q6CHZ8	YALI0A03003g1_1	2	2	1	1	0	2	2	4	2	3	3
YALI1_C29104g	Q6CB89	YALI0C21065g1_1	5	4	9	3	5	6	8	2	2	3	7
YALI1_B04123g	Q6CFX8	YALI0B02706g1_1	1	3	3	3	3	3	1	1	1	1	1
YALI1_E28130g	Q6C4T8	YALI0E23760g1_1	0	0	0	2	1	0	3	2	1	0	4
YALI1_E12952g	Q6C6E0	YALI0E10263g1_1	0	0	1	1	0	2	2	4	1	1	1
YALI1_F34661g	Q6C072	YALI0F27291g1_1	2	4	6	2	4	7	5	2	1	2	6
YALI1_F36178g	Q99144	YALI0F28457g1_1	6	6	7	4	10	11	7	7	5	6	10
YALI1_D15214g	Q6C9C9	YALI0D12210g1_1	2	4	4	5	2	3	7	3	0	3	2
YALI1_F03389g	Q6C370	YALI0F02145g1_1	1	2	1	2	2	1	7	3	3	2	4
YALI1_E33760g	Q6C4A1	YALI0E28534g1_1	3	1	1	3	1	2	1	2	4	5	2
YALI1_D15622g	Q6C9B4	YALI0D12518g1_1	5	6	5	4	5	4	5	2	5	2	2
YALI1_D04128g	Q6CAF5	YALI0D03245g1_1	4	6	4	6	7	3	4	1	4	2	4
YALI1_D23730g	Q6C8K9	YALI0D18810g1_1	0	0	0	2	1	1	1	2	2	2	1
YALI1_B04589g	Q6CFW1	YALI0B03124g1_1	6	6	6	9	8	9	9	5	8	6	2
YALI1_F25556g	Q6C154	YALI0F19140g1_1	4	6	7	6	6	3	6	4	3	4	2
YALI1_E08997g	Q6C6P5	YALI0E07557g1_1	0	1	0	0	0	1	1	0	2	0	3
YALI1_F03527g	Q6C363	YALI0F02299g1_1	0	0	1	0	2	0	0	1	0	0	4
YALI1_F13046g	Q6C2A3	YALI0F09471g1_1	0	0	1	0	0	0	2	2	2	0	1
YALI1_F09896g	Q6C2L9	YALI0F06732g1_1	0	0	0	1	0	0	2	1	0	1	3
YALI1_E36206g	Q6C405	YALI0E30833g1_1	7	4	8	6	6	7	8	12	11	9	6
YALI1_B22088g	Q6CEB4	YALI0B16984g1_1	2	6	0	4	6	4	7	5	4	4	4
YALI1_F09747g	Q6C2M6	YALI0F06578g1_1	4	2	2	2	3	1	0	0	1	2	1
YALI1_D18673g	Q6C907	YALI0D15312g1_1	2	0	0	1	3	0	1	0	1	0	0
YALI1_E34042g	Q6C491	YALI0E28743g1_1	0	2	1	0	2	1	1	0	0	0	1
YALI1_D14893g	Q6C9D7	YALI0D12012g1_1	0	2	0	1	1	2	1	0	0	1	0
YALI1_F24469g	Q6C184	YALI0F18436g1_1	0	0	1	2	1	1	2	0	0	0	1
YALI1_A13383g	Q6CH27	YALI0A13299g1_1	8	10	8	8	8	9	7	5	7	6	4
YALI1_C06259g	Q6CD10	YALI0C04774g1_1	6	8	10	8	4	9	6	11	8	12	9
YALI1_E05767g	Q6C703	YALI0E04829g1_1	1	2	4	1	3	2	3	1	0	2	1
YALI1_E27104g	Q6C4X6	YALI0E22935g1_1	6	5	7	3	5	4	6	3	0	6	3
YALI1_D17151g	Q6C957	YALI0D13838g1_1	7	5	4	5	3	4	3	2	4	3	3
YALI1_E29617g	Q6C4P3	YALI0E24805g1_1	2	3	2	1	0	2	4	3	4	4	4
YALI1_E39886g	Q7Z8R5	YALI0E33627g1_1	1	2	3	2	0	1	1	2	2	1	3
YALI1_B27110g			2	4	0	2	2	0	0	2	1	2	3
YALI1_E36308g	Q6C404	YALI0E30855g1_1	0	2	0	8	3	0	0	2	1	2	0
YALI1_D33350g	Q6C7V0	YALI0D25146g1_1	0	0	4	2	0	1	7	1	0	0	3
YALI1_D24836g	Q6C8H5	YALI0D19558g1_1	5	3	3	2	2	1	1	1	2	5	1
YALI1_B22533g	Q6CEA1	YALI0B17314g1_1	1	2	2	1	0	0	1	1	2	1	1
YALI1_D08285g	Q6CA26	YALI0D06457g1_1	1	1	2	2	1	0	0	0	1	1	3
YALI1_B05711g	Q6CFS5	YALI0B04268g1_1	0	1	2	2	1	0	0	0	2	2	2
YALI1_D05538g	Q6CAA7	YALI0D04444g1_1	4	4	5	3	4	3	3	0	2	4	2
YALI1_D35593g	Q6C7L9	YALI0D27016g1_1	4	3	5	5	0	6	6	4	9	7	6
YALI1_C23511g			4	3	5	4	4	7	9	2	7	6	2
YALI1_E26205g	Q6C503	YALI0E22220g1_1	2	2	4	3	1	6	6	7	4	4	5
YALI1_C03415g	Q6CDA3	YALI0C02431g1_1	6	8	4	4	11	6	6	9	10	9	6
YALI1_F30593g	Q6C0M8	YALI0F23353g1_1	7	4	5	3	5	4	3	6	7	6	8
YALI1_F19126g	Q6C1Q7	YALI0F14267g1_1	2	3	2	2	3	5	4	3	1	1	3
YALI1_C03461g	Q6CDA2	YALI0C02453g1_1	1	2	3	0	2	3	3	2	4	4	3
YALI1_E19138g	Q6C5Q9		0	0	2	3	1	2	5	3	3	0	5
YALI1_C25598g	Q6CBI6	YALI0C18425g1_1	0	0	3	1	2	2	2	4	2	2	2
YALI1_C31453g	F2Z617	YALI0C22770g1_1	0	0	2	2	2	0	0	3	1	2	2
YALI1_F19746g	Q6C1N3	YALI0F14795g1_1	0	2	1	1	2	0	0	2	0	5	1
YALI1_E00280g			1	2	1	0	0	2	0	3	1	2	2
YALI1_F13597g	Q6C280	YALI0F10054g1_1	1	1	0	2	2	0	0	1	2	4	1
YALI1_C04389g	Q6CD69	YALI0C03333g1_1	5	3	1	2	7	2	6	3	3	3	3
YALI1_D16236g	Q6C987	YALI0D13090g1_1	0	0	1	3	0	2	3	4	3	0	3
YALI1_E20751g	Q6C5J7	YALI0E17479g1_1	0	0	0	4	0	2	3	3	3	0	4
YALI1_F23784g	Q6C1A6	YALI0F17886g1_1	1	2	1	2	1	0	0	0	2	1	1
YALI1_A20855g	Q6CGF5	YALI0A19778g1_1	2	1	1	2	1	0	0	0	2	1	1
YALI1_D22906g	Q6C8N1	YALI0D18337g1_1	4	3	4	4	6	8	4	7	5	7	5
YALI1_E31827g	Q6C4G9	YALI0E26895g1_1	3	3	5	2	3	4	4	7	5	5	5
YALI1_E15144g	Q6C657	YALI0E12243g1_1	3	2	5	3	3	3	5	3	6	6	7
YALI1_E16174g	Q6C619	YALI0E13233g1_1	5	3	3	4	4	5	4	0	4	3	2
YALI1_B21423g	Q6CED9	YALI0B16434g1_1	2	1	0	1	1	0	2	1	3	3	2
YALI1_F21396g		YALI0F15917g1_1	2	1	2	3	3	2	4	1	1	1	2
YALI1_D15744g	Q6C9B0	YALI0D12606g1_1	8	9	6	7	5	2	8	12	7	6	7
YALI1_E23555g	Q6C5A6	YALI0E19657g1_1	4	6	6	6	6	6	4	11	6	8	7
YALI1_C02831g	Q6CDB3	YALI0C02057g1_1	4	5	11	5	9	3	4	2	4	8	1
YALI1_B11794g	Q6CFA9	YALI0B08756g1_1	0	0	4	0	1	4	2	0	2	1	1
YALI1_C24460g	Q6CBN0	YALI0C17083g1_1	1	1	2	0	1	4	2	3	1	2	3
YALI1_C30632g	Q6CB34	YALI0C22253g1_1	1	2	4	2	1	2	4	1	1	0	2
YALI1_B16446g	Q6CEV9	YALI0B12496g1_1	2	3	3	2	5	2	3	1	2	1	2
YALI1_F36233g	Q6C019	YALI0F28501g1_1	3	3	9	5	4	7	10	7	10	6	8
YALI1_F34675g	Q6C071	YALI0F27313g1_1	3	0	1	3	2	5	4	0	5	2	2
YALI1_F17756g	Q6C1U6	YALI0F13277g1_1	1	1	0	0	1	2	2	1	0	0	2
YALI1_E40995g	Q6C3I5	YALI0E34529g1_1	1	1	0	1	1	2	2	1	0	0	1
YALI1_F03529g	Q6C362	YALI0F02321g1_1	1	1	1	0	2	1	2	1	1	0	0
YALI1_F13202g	Q6C296	YALI0F09625g1_1	3	4	3	3	3	5	4	2	4	1	1
YALI1_C29066g	Q6CB91	YALI0C21021g1_1	0	4	2	2	0	5	7	6	0	0	7
YALI1_C19005g	Q6CC10	YALI0C13706g1_1	6	7	7	9	5	5	6	7	9	10	8
YALI1_A13566g	Q6CH22	YALI0A13541g1_1	6	4	4	4	2	4	3	6	0	0	4
YALI1_F15817g			0	0	3	3	2	5	3	2	1	3	3
YALI1_F18023g	Q6C1T6	YALI0F13497g1_1	3	2	2	1	3	1	1	0	2	1	0
YALI1_E33220g	Q6C4B8	YALI0E28182g1_1	0	2	3	3	1	1	3	2	0	1	0
YALI1_D29994g	Q6C830	YALI0D23243g1_1	0	0	0	2	0	2	3	3	1	0	1
YALI1_F09177g	Q6C2P8	YALI0F06116g1_1	10	11	10	11	8	6	7	8	11	9	10
YALI1_F28807g	Q6C0U1	YALI0F21769g1_1	5	1	3	2	4	5	6	4	4	2	3
YALI1_F36267g	Q6C017	YALI0F28545g1_1	2	2	3	3	6	4	4	2	4	3	3
YALI1_B10231g	Q6CFE4	YALI0B07755g1_1	2	2	0	1	1	4	3	0	0	3	2
YALI1_E38178g	B5FVG4	YALI0E32208g1_1	9	9	9	9	7	5	9	9	10	10	13
YALI1_B20276g	Q6CEI2	YALI0B15422g1_1	7	9	4	10	7	4	5	5	5	8	2
YALI1_E14698g	Q6C674	YALI0E11891g1_1	6	3	7	6	7	8	7	5	5	4	4
YALI1_E06355g	Q6C6X6	YALI0E05467g1_1	9	6	5	6	6	3	6	6	3	4	3
YALI1_F17265g	Q6C1W6	YALI0F12837g1_1	5	6	4	6	3	4	3	2	6	6	9
YALI1_E35410g	Q6C438	YALI0E29975g1_1	5	6	4	6	3	3	4	6	7	6	4
YALI1_F14342g	Q6C258	YALI0F10659g1_1	4	4	8	3	6	8	5	4	3	5	3
YALI1_E10755g	Q6C6K5	YALI0E08844g1_1	3	5	4	4	6	8	5	1	5	6	4
YALI1_E22592g	Q6C5E0	YALI0E18854g1_1	3	3	3	4	4	5	8	5	4	4	4
YALI1_F21690g	Q6C1H5	YALI0F16181g1_1	4	5	3	4	6	6	5	3	4	4	2
YALI1_F29038g	Q6C0T3	YALI0F21945g1_1	4	3	4	4	5	5	6	3	4	2	3
YALI1_B20589g	Q6CEG9	YALI0B15708g1_1	2	4	3	2	6	5	4	4	6	4	2
YALI1_D17854g	Q6C933	YALI0D14608g1_1	5	4	4	5	1	1	5	2	5	5	2
YALI1_E22787g	Q6C5D3	YALI0E19008g1_1	1	4	4	4	4	4	6	1	3	2	4
YALI1_F26519g	Q6C121	YALI0F19888g1_1	3	6	3	4	2	1	3	0	4	5	4
YALI1_B02881g	Q6CG08	YALI0B01892g1_1	3	4	1	4	2	1	3	7	2	3	4
YALI1_A02546g	Q6CI34	YALI0A02134g1_1	1	3	5	2	3	4	5	2	1	2	3
YALI1_B14959g		YALI0B11275g1_1	2	1	2	3	5	2	5	2	4	4	1
YALI1_D17355g	Q6C950	YALI0D14058g1_1	4	3	5	3	1	2	3	3	3	3	0
YALI1_C15186g	Q6CCB8	YALI0C10802g1_1	0	1	2	4	3	1	4	3	4	2	5
YALI1_D30653g	Q6C811	YALI0D23705g1_1	3	6	3	2	1	4	3	1	4	0	2
YALI1_C31791g	Q6CB01	YALI0C22990g1_1	4	3	1	4	1	2	2	1	1	2	2
YALI1_C14884g	Q6CCC7	YALI0C10604g1_1	4	3	1	3	4	1	2	2	1	1	1
YALI1_E13823g	Q6C6A8	YALI0E11033g1_1	1	2	0	2	2	2	2	1	5	4	1
YALI1_B02487g	Q6CG23	YALI0B01540g1_1	1	2	0	3	1	1	1	3	3	2	2
YALI1_F22794g	Q6C1E6	YALI0F16984g1_1	1	1	2	2	1	1	1	1	3	2	4
YALI1_F11313g	Q6C2G9	YALI0F07975g1_1	1	2	1	2	1	1	0	1	3	3	1
YALI1_B16705g			2	2	3	0	2	1	3	0	1	2	0
YALI1_B05762g	Q6CFS4	YALI0B04290g1_1	2	2	2	2	2	0	0	2	2	1	0
YALI1_E16974g			3	2	0	1	1	1	2	0	2	0	0
YALI1_C05423g	Q6CD36	YALI0C04114g1_1	1	2	0	0	1	1	0	1	0	2	4
YALI1_F11956g	Q6C2E4	YALI0F08591g1_1	0	0	1	1	1	2	1	3	0	1	2
YALI1_F38856g	Q6BZT0	YALI0F31141g1_1	1	2	1	3	0	1	1	0	1	0	2
YALI1_E12668g	Q6C6E9	YALI0E10087g1_1	1	1	1	1	0	3	2	0	1	1	0
YALI1_C11930g	Q6CCK1	YALI0C08723g1_1	1	2	2	1	1	0	1	0	1	1	0
YALI1_F39128g	Q6BZR4	YALI0F31493g1_1	0	1	1	0	0	1	1	1	1	3	1
YALI1_D20304g			1	2	1	1	0	0	1	0	1	0	1
YALI1_B22938g	Q6CE83	YALI0B17754g1_1	1	1	0	0	1	0	0	0	3	2	0
YALI1_C05554g	Q6CD34	YALI0C04158g1_1	1	1	0	0	0	1	0	0	0	1	4
YALI1_C09950g			0	0	1	0	0	1	2	2	1	1	0
YALI1_C16255g	Q6CC83	YALI0C11583g1_1	0	0	2	0	0	1	0	2	1	1	1
YALI1_F12176g	Q6C2D8	YALI0F08723g1_1	1	2	0	1	2	0	1	0	1	0	0
YALI1_A08512g	Q6CHH8	YALI0A08668g1_1	2	0	2	0	0	1	2	0	0	0	1
YALI1_E25211g		YALI0E21153g1_1	2	0	2	0	0	1	0	0	1	0	0
YALI1_A16509g	Q6CGS6	YALI0A16588g1_1	1	0	3	0	0	0	1	0	0	1	0
YALI1_B18902g	Q6CEN2	YALI0B14355g1_1	0	0	0	1	0	0	1	2	1	0	1
YALI1_B27500g	Q6CDU6	YALI0B21098g1_1	1	2	0	1	0	1	0	0	0	1	0
YALI1_C09285g	Q6CCS5	YALI0C06930g1_1	2	1	0	1	1	0	0	0	0	0	1
YALI1_C25367g	Q6CBJ5	YALI0C18227g1_1	0	0	0	1	1	0	2	0	1	0	0
YALI1_D18037g	Q6C926	YALI0D14850g1_1	2	3	4	3	2	2	6	6	4	5	5
YALI1_E06365g	Q6C6X5	YALI0E05489g1_1	3	6	4	7	4	4	6	4	2	4	2
YALI1_D05822g	Q6CA98	YALI0D04719g1_1	1	1	2	2	0	3	1	2	2	3	4
YALI1_B11960g	Q6CFA2	YALI0B08899g1_1	1	4	4	1	3	0	0	0	3	4	0
YALI1_A12411g	Q6CH57	YALI0A12155g1_1	1	1	2	0	1	2	3	1	1	0	1
YALI1_E02056g	Q6C7E4	YALI0E01496g1_1	0	0	3	0	2	2	2	1	0	1	2
YALI1_E24343g	Q6C573	YALI0E20493g1_1	0	0	1	2	0	1	5	0	1	0	3
YALI1_F33790g	Q6C0A8	YALI0F26367g1_1	1	1	1	1	1	2	3	1	1	0	1
YALI1_F36733g	Q6C005	YALI0F29139g1_1	1	1	1	1	2	1	3	0	1	1	1
YALI1_C07239g	F2Z5Y1	YALI0C05665g1_1	8	4	5	7	8	6	11	3	7	6	6
YALI1_F17949g	Q6C1U0	YALI0F13409g1_1	7	5	3	5	8	6	7	7	7	8	8
YALI1_C15489g	Q6CCA6	YALI0C11055g1_1	2	4	1	3	3	3	2	5	5	4	3
YALI1_B19576g	Q6CEK6	YALI0B14927g1_1	5	2	3	2	4	1	3	2	1	2	1
YALI1_F28092g	Q6C0W3	YALI0F21219g1_1	2	0	2	2	1	3	4	4	4	1	3
YALI1_B00525g	Q6CG65	YALI0B00528g1_1	2	3	1	2	2	2	3	1	1	1	1
YALI1_B05646g	Q6CFS7	YALI0B04224g1_1	3	3	2	0	3	3	3	4	4	3	4
YALI1_B26984g	Q6CDW7	YALI0B20636g1_1	3	2	4	2	2	4	3	2	2	1	1
YALI1_D21586g	Q6C8R4	YALI0D17622g1_1	0	2	3	1	1	2	3	0	1	2	0
YALI1_B23981g	Q6CE53	YALI0B18480g1_1	2	2	0	2	2	1	3	0	1	2	0
YALI1_C03246g	Q6CDA8	YALI0C02321g1_1	2	0	2	0	2	2	2	4	1	2	2
YALI1_E38243g	Q6C3T3	YALI0E32307g1_1	8	6	7	8	8	7	10	7	6	4	5
YALI1_C25307g	Q6CBJ8	YALI0C18161g1_1	3	4	7	2	4	6	8	3	4	3	5
YALI1_A18344g	Q6CGM4	YALI0A18062g1_1	2	2	1	3	3	1	1	3	4	4	2
YALI1_E03672g	Q6C778	YALI0E03102g1_1	3	4	7	3	1	4	4	4	4	4	9
YALI1_B28744g			2	0	1	1	0	2	5	0	1	2	2
YALI1_F17215g		YALI0F12826g1_1	1	0	2	1	3	1	3	0	2	1	2
YALI1_C29983g	Q6CB59	YALI0C21692g1_1	0	2	1	3	0	2	1	1	0	0	1
YALI1_B18798g	Q6CEN7	YALI0B14245g1_1	1	1	3	1	0	2	1	0	1	1	0
YALI1_E39083g	Q6C3Q7	YALI0E32879g1_1	2	1	2	1	0	2	1	1	1	0	0
YALI1_F23368g	Q6C1C1	YALI0F17556g1_1	0	0	2	0	0	1	2	2	1	1	2
YALI1_F06904g	Q6C2W7	YALI0F04532g1_1	1	1	1	2	2	1	1	2	2	3	3
YALI1_D34621g			0	1	2	2	1	2	3	0	0	2	1
YALI1_E11587g	Q6C6H9	YALI0E09405g1_1	0	3	0	0	0	0	6	5	0	0	0
YALI1_E32423g	Q6C4E1	YALI0E27511g1_1	4	4	5	2	0	2	4	5	3	1	1
YALI1_F03778g	Q6C355	YALI0F02475g1_1	3	5	5	7	5	3	6	7	6	6	9
YALI1_D01298g	Q6CAP0	YALI0D01133g1_1	4	7	7	5	8	3	6	1	6	6	2
YALI1_D11015g	Q6C9T3	YALI0D08558g1_1	6	4	2	5	3	3	1	4	3	5	0
YALI1_B29548g	F2Z6D3	YALI0B22660g1_1	2	1	1	2	0	1	7	0	2	1	2
YALI1_B18384g	Q6CEQ4	YALI0B13882g1_1	4	4	5	8	3	3	4	4	5	3	2
YALI1_C25352g	Q6CBJ6	YALI0C18205g1_1	4	3	3	2	4	7	4	4	4	4	6
YALI1_C04093g	Q6CD79	YALI0C03025g1_1	5	3	3	5	3	3	3	0	4	3	2
YALI1_D09831g	Q6C9X3	YALI0D07612g1_1	2	3	8	3	3	4	2	2	2	3	2
YALI1_C00615g	Q6CDH5	YALI0C00473g1_1	4	4	5	5	2	4	2	4	2	4	2
YALI1_D29768g	Q6C836	YALI0D23067g1_1	0	1	2	4	2	1	6	1	5	0	0
YALI1_C28497g	Q6CBB0	YALI0C20427g1_1	2	0	3	2	2	3	4	2	1	2	1
YALI1_F10688g	Q6C2J6	YALI0F07337g1_1	4	1	3	1	1	1	3	0	1	1	2
YALI1_D09667g	Q6C9X7	YALI0D07524g1_1	2	2	2	3	2	1	2	0	1	2	1
YALI1_A04576g	P41925	YALI0A04367g1_1	0	1	1	1	1	0	0	1	1	2	1
YALI1_B24471g	Q6CE39	YALI0B18788g1_1	0	1	1	1	1	0	0	1	1	2	1
YALI1_F32342g	Q6C0G1	YALI0F25025g1_1	4	4	8	10	4	6	7	10	3	2	2
YALI1_F35476g	Q6C047	YALI0F27841g1_1	2	0	7	4	2	4	6	5	4	5	7
YALI1_B15692g	Q6CEY4	YALI0B11880g1_1	2	3	3	4	5	4	5	4	5	3	7
YALI1_F33579g	Q6C0B7	YALI0F26125g1_1	5	6	4	2	2	2	3	4	3	3	3
YALI1_F24742g	Q6C178	YALI0F18568g1_1	2	2	3	2	2	3	7	3	2	2	3
YALI1_F00894g		YALI0F00572g1_1	0	5	3	5	1	4	0	2	3	4	3
YALI1_D29279g			2	4	4	3	3	0	2	4	3	3	2
YALI1_E15889g	Q6C631	YALI0E12969g1_1	2	3	4	1	1	4	4	0	0	4	2
YALI1_F00307g	Q6C3F0	YALI0F00286g1_1	0	2	2	4	1	7	2	0	1	3	3
YALI1_E21430g	Q6C5H3	YALI0E18051g1_1	2	2	0	1	1	3	3	3	2	2	3
YALI1_A10146g	Q6CHC4	YALI0A10274g1_1	1	2	1	1	1	0	0	2	1	0	1
YALI1_E23736g			2	0	1	1	0	0	1	2	0	2	1
YALI1_C01244g			1	1	1	0	1	0	0	1	1	2	1
YALI1_F08225g	Q6C2S7	YALI0F05500g1_1	1	1	2	1	0	1	0	1	0	1	1
YALI1_F17138g	Q6C1W8	YALI0F12793g1_1	2	3	0	0	0	1	0	3	0	0	0
