GeneName_CENPK	GeneName_S288C	uniprotID_S288c	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	ec_number	Protein_name
CENPK1137D_5192	YIL065C	P40515	1.511886432	2.16227766	2.981071706	2.16227766	2.16227766	4.011872336	2.16227766	2.981071706	0.995262315	0.584893192	0.995262315	2.16227766		Mitochondrial fission 1 protein - FIS1
CENPK1137D_3083	YGR116W	P23615	0.124210035	0.477377653	0.263848203	0.420830833	0.263848203	0.21547425	0.21547425	0.263848203	0.21547425	0.168951816	0.314147363	0.081180751		Transcription elongation factor SPT6 - SPT6
CENPK1137D_3156	YGL221C	P53081	0.847849797	3.641588834	2.981071706	0.847849797	1.928644565	2.414548874	0.359356391	1.511886432	2.414548874	0.847849797	0.847849797	2.414548874		NGG1-interacting factor 3 - NIF3
CENPK1137D_4790	YBR234C	P38328	1.030917621	2.455107295	1.424462017	3.124626383	1.424462017	1.894266125	3.124626383	1.424462017	0.70125428	1.424462017	1.030917621	1.424462017		Actin-related protein 2/3 complex subunit 1 - ARC40
CENPK1137D_4574	YBR029C	P38221	0.77827941	0.77827941	0.539926526	1.371373706	0.77827941	0.77827941	1.738419634	1.371373706	0.77827941	1.371373706	1.053525026	1.371373706	2.7.7.41	Phosphatidate cytidylyltransferase - CDS1
CENPK1137D_140	YMR109W	Q04439	0.435035831	0.253254336	0.311133937	0.435035831	0.253254336	0.197929811	0.253254336	0.14504757	0.197929811	0.253254336	0.197929811	0.311133937		Myosin-5 - MYO5
CENPK1137D_2184	YOR165W	Q99287	0.245197085	0.31536905	0.31536905	0.55051578	0.389495494	0.178768635	0.245197085	0.31536905	0.245197085	0.389495494	0.389495494	0.31536905	3.6.5.-	Protein SEY1 - SEY1
CENPK1137D_1669	YPL032C	Q03088	0.467799268	0.995262315	0.711328304	0.584893192	1.326305067	0.359356391	0.467799268	0.359356391	0.467799268	0.467799268	0.165914401	0.258925412		Styryl dye vacuolar localization protein 3 - SVL3
CENPK1137D_1939	YPL188W	Q06892	1.275845926	2.72759372	2.16227766	2.16227766	2.72759372	1.682695795	1.275845926	2.16227766	1.275845926	1.275845926	0.930697729	0.930697729	2.7.1.86	"NADH kinase POS5, mitochondrial - POS5"
CENPK1137D_4171	YDR346C	Q05515	0.968419447	1.253933905	0.719072202	1.58086154	0.968419447	0.719072202	0.968419447	0.968419447	0.968419447	0.501310729	1.253933905	1.253933905		Survival factor 1 - SVF1
CENPK1137D_3787	YDL225W	Q07657	1.015337686	0.823348001	1.015337686	0.823348001	1.015337686	0.492495545	0.492495545	0.649648074	0.350314038	1.015337686	0.823348001	0.649648074		Seventh homolog of septin 1 - SHS1
CENPK1137D_1721	YPR020W	Q12233	3.641588834	13.67799268	20.5443469	2.16227766	9	3.641588834	3.641588834	2.16227766	9	3.641588834	9	5.812920691		"ATP synthase subunit g, mitochondrial - ATP20"
CENPK1137D_4658	YBR111C	Q01976	4.623413252	6.498942093	6.498942093	6.498942093	6.498942093	3.216965034	6.498942093	4.623413252	3.216965034	3.216965034	1.371373706	2.16227766	3.6.1.13	ADP-ribose pyrophosphatase - YSA1
CENPK1137D_3194	YGR229C	P32566	1.3101297	2.511191734	2.511191734	2.511191734	1.848035868	1.3101297	1.3101297	3.328761281	1.848035868	1.848035868	2.511191734	1.848035868		Cell wall assembly regulator SMI1 - SMI1
CENPK1137D_1954	YPL173W	P36534	0.930697729	1.682695795	1.682695795	0.930697729	2.16227766	0.930697729	0.930697729	0.930697729	1.275845926	0.930697729	0.930697729	0.930697729		"54S ribosomal protein L40, mitochondrial - MRPL40"
CENPK1137D_427	YML025C	P51998	0.77827941	0.539926526	1.371373706	0.77827941	0.539926526	0.539926526	1.053525026	0.333521432	1.053525026	2.16227766	1.053525026	1.738419634		"54S ribosomal protein YmL6, mitochondrial - YML6"
CENPK1137D_4902	YBL024W	P38205	0.188502227	0.412537545	0.188502227	0.496235656	0.333521432	0.122018454	0.496235656	0.412537545	0.258925412	0.678804018	0.333521432	0.333521432	2.1.1.202	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase - NCL1
CENPK1137D_2635	YNL044W	P53633	6.19685673	2.72759372	2.72759372	4.179474679	4.179474679	9	12.89495494	6.19685673	6.19685673	1.682695795	4.179474679	4.179474679		Prenylated Rab acceptor 1 - YIP3
CENPK1137D_1717	YPR016C	Q12522	6.19685673	2.72759372	4.179474679	6.19685673	4.179474679	1.682695795	4.179474679	4.179474679	2.72759372	9	4.179474679	4.179474679		Eukaryotic translation initiation factor 6 - TIF6
CENPK1137D_4018	YDR194C	P15424	0.321941148	0.519911083	0.417474163	0.321941148	0.232846739	0.232846739	0.519911083	0.519911083	0.321941148	0.232846739	0.417474163	0.232846739	3.6.4.13	"ATP-dependent RNA helicase MSS116, mitochondrial - MSS116"
CENPK1137D_4307	YDR481C	P11491	0.623776739	0.623776739	0.623776739	1.069138081	0.438449888	0.623776739	1.636650899	1.335721469	0.832980711	1.069138081	0.623776739	1.069138081	3.1.3.1; 3.1.3.54; 3.1.7.6	Repressible alkaline phosphatase - PHO8
CENPK1137D_4374	YDL160C	P39517	1.080567538	0.687612476	0.519911083	0.873817423	0.36887451	0.519911083	1.3101297	0.687612476	0.232846739	0.873817423	0.519911083	0.687612476	3.6.4.13	ATP-dependent RNA helicase DHH1 - DHH1
CENPK1137D_4149	YDR322W	Q06678	0.412537545	0.995262315	0.77827941	0.77827941	0.412537545	0.77827941	0.995262315	1.818382931	0.412537545	0.584893192	0.412537545	0.584893192		"54S ribosomal protein L35, mitochondrial - MRPL35"
CENPK1137D_1688	YPL012W	Q12754	0.30701048	0.378906706	0.454757811	0.238862924	0.113042193	0.174268583	0.534781344	0.454757811	0.534781344	0.378906706	0.174268583	0.454757811		Ribosomal RNA-processing protein 12 - RRP12
CENPK1137D_2502	YNL180C	P53879	0.77827941	2.83118685	1.610157216	1.15443469	1.610157216	0.77827941	1.15443469	1.15443469	1.610157216	2.83118685	4.623413252	5.812920691		GTP-binding protein RHO5 - RHO5
CENPK1137D_4353	YDL168W	P32771	0.719072202	0.311133937	1.253933905	1.955209235	0.719072202	0.719072202	0.719072202	0.719072202	0.501310729	2.87467512	2.87467512	1.955209235	1.1.1.284; 1.1.1.1; 1.1.1.-	S-(hydroxymethyl)glutathione dehydrogenase - SFA1
CENPK1137D_4479			9999	315.227766	30.6227766	999	30.6227766	315.227766	99	315.227766	30.6227766	315.227766	315.227766	30.6227766		specific  Leu2p
CENPK1137D_1987	YOL032W	Q08202	1.371373706	3.216965034	2.16227766	3.216965034	6.498942093	6.498942093	3.216965034	4.623413252	4.623413252	4.623413252	6.498942093	3.216965034		Protein OPI10 - OPI10
CENPK1137D_2698	YNR021W	P53723	0.995262315	0.995262315	0.995262315	0.584893192	0.77827941	0.412537545	0.584893192	0.995262315	0.77827941	0.995262315	0.77827941	0.584893192		UPF0674 endoplasmic reticulum membrane protein YNR021W - YNR021W
CENPK1137D_5	YML022W	P49435	13.67799268	20.5443469	9	5.812920691	5.812920691	3.641588834	20.5443469	9	5.812920691	13.67799268	3.641588834	2.16227766	2.4.2.7	Adenine phosphoribosyltransferase 1 - APT1
CENPK1137D_3643			2.16227766	4.623413252	2.16227766	4.623413252	2.16227766	2.16227766	4.623413252	2.16227766	4.623413252	2.16227766	0.77827941	0.77827941		specific  Hxt13p
CENPK1137D_2281	YOL123W	Q99383	0.501310729	0.719072202	0.719072202	1.253933905	1.58086154	1.58086154	1.58086154	1.253933905	1.58086154	0.719072202	0.719072202	0.501310729		Nuclear polyadenylated RNA-binding protein 4 - HRP1
CENPK1137D_2174	YOR157C	P25043	3.216965034	3.216965034	4.623413252	3.216965034	3.216965034	1.371373706	3.216965034	4.623413252	1.371373706	3.216965034	4.623413252	6.498942093	3.4.25.1	Proteasome subunit beta type-2 - PUP1
CENPK1137D_1979	YOL041C	Q08208	0.687612476	1.080567538	0.519911083	0.873817423	0.687612476	0.36887451	0.873817423	0.687612476	0.36887451	1.080567538	0.687612476	0.873817423		Nucleolar protein 12 - NOP12
CENPK1137D_1880	YPR187W	P20435	2.981071706	9	14.84893192	9	9	2.981071706	9	2.981071706	14.84893192	9	5.309573445	9		"DNA-directed RNA polymerases I, II, and III subunit RPABC2 - RPO26"
CENPK1137D_4887	YBL036C	P38197	0.70125428	1.030917621	0.70125428	1.424462017	1.424462017	2.455107295	1.424462017	1.424462017	0.70125428	1.424462017	1.894266125	3.923882632		Pyridoxal phosphate homeostasis protein - YBL036C
CENPK1137D_5259	YHR113W	P38821	1.253933905	2.383855153	1.253933905	1.253933905	2.87467512	0.968419447	0.968419447	0.719072202	0.719072202	0.719072202	0.501310729	0.719072202	3.4.11.21	Aspartyl aminopeptidase 4 - APE4
CENPK1137D_2665	YNL010W	P53981	2.511191734	7.111308308	5.579332247	1.848035868	7.111308308	0.873817423	1.3101297	0.873817423	5.579332247	4.336699231	0.519911083	0.519911083	3.1.3.-	Uncharacterized phosphatase YNL010W - YNL010W
CENPK1137D_2369	YOR354C	Q08818	0.218187912	0.483981789	0.483981789	0.389495494	0.218187912	0.218187912	0.389495494	0.483981789	0.389495494	0.483981789	0.389495494	0.483981789		"Meiotic sister-chromatid recombination protein 6, mitochondrial - MSC6"
CENPK1137D_1225	YJL076W	P47035	0.2710618	0.2710618	0.154781985	0.399050314	0.2710618	0.2710618	0.211527659	0.211527659	0.2710618	0.333521432	0.399050314	0.154781985		Nucleolar protein NET1 - NET1
CENPK1137D_4804	YBR247C	P38333	0.55051578	0.730195739	0.930697729	0.930697729	0.55051578	0.245197085	1.404099184	0.389495494	0.730195739	0.55051578	0.930697729	0.389495494		Essential nuclear protein 1 - ENP1
CENPK1137D_4342	YDR515W	Q12034	0.668100537	0.668100537	0.895735652	0.668100537	1.448436747	0.291549665	0.467799268	0.668100537	0.467799268	1.782559402	1.782559402	1.15443469		Protein SLF1 - SLF1
CENPK1137D_1185	YKL215C	P28273	0.117859178	0.296890252	0.204051772	0.249609141	0.296890252	0.204051772	0.204051772	0.345960324	0.249609141	0.204051772	0.204051772	0.249609141	3.5.2.9	5-oxoprolinase - OXP1
CENPK1137D_5435	YHR039C	P38694	0.649648074	0.649648074	0.649648074	0.350314038	0.221677349	0.350314038	0.350314038	1.227542952	0.492495545	0.492495545	0.649648074	0.492495545	1.2.1.-	Putative aldehyde dehydrogenase-like protein YHR039C - MSC7
CENPK1137D_669	YLR295C	Q12349	6.19685673	4.179474679	4.179474679	6.19685673	9	2.72759372	4.179474679	4.179474679	2.72759372	2.72759372	2.72759372	4.179474679		"ATP synthase subunit H, mitochondrial - ATP14"
CENPK1137D_2566	YNL113W	P28000	2.981071706	9	9	5.309573445	9	2.981071706	1.511886432	1.511886432	24.11886432	9	14.84893192	14.84893192		DNA-directed RNA polymerases I and III subunit RPAC2 - RPC19
CENPK1137D_3678			0.291549665	1.15443469	0.291549665	2.16227766	2.16227766	0.895735652	0.668100537	0.895735652	1.15443469	0.668100537	0.668100537	0.136463666		specific  Gpa2p
CENPK1137D_587	YLR209C	Q05788	0.637893707	1.275845926	1.275845926	0.637893707	1.682695795	1.275845926	1.682695795	1.275845926	0.389495494	2.72759372	1.682695795	1.275845926	2.4.2.1	Purine nucleoside phosphorylase - PNP1
CENPK1137D_4116	YDR294C	Q05567	0.584893192	0.847849797	0.584893192	0.711328304	0.711328304	0.165914401	0.467799268	0.359356391	0.847849797	0.258925412	0.359356391	0.467799268	4.1.2.27	Sphingosine-1-phosphate lyase - DPL1
CENPK1137D_597	YLR219W	Q05812	0.610262028	0.487352107	0.487352107	1.212216291	1.39502662	1.043359718	0.610262028	0.743328822	0.610262028	0.172102298	0	0.172102298		Meiotic sister-chromatid recombination protein 3 - MSC3
CENPK1137D_2074	YOR054C	Q08438	0.110336318	0	0.232846739	0.519911083	1.080567538	0.687612476	0.36887451	0.232846739	0.36887451	0.519911083	0.519911083	0.36887451		Phosphopantothenoylcysteine decarboxylase subunit VHS3 - VHS3
CENPK1137D_1083	YKR072C	P36024	0.232846739	0.36887451	0.232846739	0.36887451	0.519911083	0.36887451	0.110336318	0.232846739	0.36887451	0.36887451	0.519911083	0.232846739		Phosphopantothenoylcysteine decarboxylase subunit SIS2 - SIS2
CENPK1137D_2043	YOR021C	Q12314	4.336699231	2.511191734	1.848035868	3.328761281	2.511191734	1.848035868	2.511191734	1.3101297	4.336699231	1.848035868	1.3101297	1.848035868	2.1.1.-	Protein arginine N-methyltransferase SFM1 - SFM1
CENPK1137D_3723	YDL103C	P43123	0.268961003	0.487352107	0.373823796	1.043359718	0.268961003	0.610262028	0.743328822	0.610262028	0.487352107	0.373823796	0.373823796	0.610262028	2.7.7.23	UDP-N-acetylglucosamine pyrophosphorylase - QRI1
CENPK1137D_341	YMR296C	P25045	0.438449888	1.636650899	0.832980711	0.438449888	0.623776739	0.438449888	1.069138081	0.623776739	0.832980711	0.832980711	1.335721469	0.274274986	2.3.1.50	Serine palmitoyltransferase 1 - LCB1
CENPK1137D_2080	YOR061W	P19454	1.511886432	1.511886432	1.15443469	2.414548874	1.15443469	0.359356391	0.847849797	1.15443469	0.584893192	1.511886432	0.847849797	0.847849797	2.7.11.1	'Casein kinase II subunit alpha'' - CKA2'
CENPK1137D_2854	YGL121C	P53130	99	315.227766	315.227766	999	315.227766	999	30.6227766	999	315.227766	99	99	99		Heterotrimeric G protein gamma subunit GPG1 - GPG1
CENPK1137D_2928	YGL043W	P07273	0.311133937	1.955209235	0.719072202	0.719072202	1.955209235	0.719072202	0.719072202	0.311133937	0.968419447	0.968419447	1.253933905	1.253933905		Transcription elongation factor S-II - DST1
CENPK1137D_4002	YDR178W	P37298	3.216965034	2.16227766	0	9	9	2.16227766	4.623413252	2.16227766	0	6.498942093	4.623413252	0.333521432		"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial - SDH4"
CENPK1137D_5140	YIL118W	Q00245	1.848035868	2.511191734	1.848035868	1.848035868	1.848035868	0.519911083	2.511191734	0.232846739	1.3101297	1.848035868	1.848035868	1.848035868		GTP-binding protein RHO3 - RHO3
CENPK1137D_207	YMR174C	P01094	30.6227766	55.23413252	30.6227766	30.6227766	55.23413252	9	99	30.6227766	30.6227766	16.7827941	16.7827941	4.623413252		Protease A inhibitor 3 - PAI3
CENPK1137D_259	YMR220W	P24521	0.930697729	1.993577295	1.404099184	0.730195739	1.15443469	0.930697729	0.245197085	0.730195739	0.245197085	0.55051578	0.730195739	0.730195739	2.7.4.2	Phosphomevalonate kinase - ERG8
CENPK1137D_4572			5.309573445	9	9	14.84893192	5.309573445	9	9	2.981071706	2.981071706	5.309573445	9	2.981071706		specific  Etr1p
CENPK1137D_1677	YPL023C	P46151	0.202264435	0.905460718	0.584893192	0.318256739	0.202264435	0.318256739	0.905460718	0.737800829	0.202264435	0.584893192	1.511886432	0.737800829	1.5.1.20	Methylenetetrahydrofolate reductase 1 - MET12
CENPK1137D_3746	YDL081C	P05318	45.41588834	45.41588834	45.41588834	45.41588834	20.5443469	9	9	20.5443469	45.41588834	20.5443469	45.41588834	45.41588834		60S acidic ribosomal protein P1-alpha - RPP1A
CENPK1137D_3086	YGR119C	P48837	0.77827941	1.511886432	0.412537545	1.238721139	0.77827941	0.995262315	0.584893192	0.412537545	0.77827941	0.77827941	0.995262315	0		Nucleoporin NUP57 - NUP57
CENPK1137D_300	YMR260C	P38912	3.641588834	3.641588834	5.812920691	5.812920691	2.16227766	5.812920691	5.812920691	5.812920691	5.812920691	9	9	5.812920691		Eukaryotic translation initiation factor 1A - TIF11
CENPK1137D_2897	YGL078C	P20447	0.584893192	0.445439771	0.445439771	0.202264435	0.202264435	0.202264435	0.905460718	0.737800829	0.737800829	0.445439771	0.445439771	0.096478196	3.6.4.13	ATP-dependent RNA helicase DBP3 - DBP3
CENPK1137D_3322	YFR047C	P43619	1.782559402	2.593813664	2.593813664	3.641588834	3.641588834	2.593813664	1.15443469	2.593813664	0.668100537	1.782559402	2.593813664	1.782559402	2.4.2.19	Nicotinate-nucleotide pyrophosphorylase [carboxylating] - BNA6
CENPK1137D_138	YMR107W	Q04438	6.19685673	6.19685673	6.19685673	18.30697729	9	12.89495494	12.89495494	4.179474679	6.19685673	0.930697729	0.930697729	0		Stationary phase protein 4 - SPG4
CENPK1137D_4599	YBL091C	P38174	0.77827941	0.77827941	2.16227766	0.77827941	1.053525026	1.053525026	1.371373706	0.77827941	0.77827941	1.053525026	0.77827941	1.053525026	3.4.11.18	Methionine aminopeptidase 2 - MAP2
CENPK1137D_4180	YDR354W	P07285	3.923882632	3.124626383	1.894266125	1.030917621	1.424462017	1.030917621	1.894266125	1.424462017	3.124626383	1.030917621	1.030917621	0.70125428	2.4.2.18	Anthranilate phosphoribosyltransferase - TRP4
CENPK1137D_3393	YFR011C	P43594	2.16227766	3.216965034	6.498942093	3.216965034	4.623413252	0	2.16227766	2.16227766	3.216965034	9	12.33521432	6.498942093		MICOS complex subunit MIC19 - MIC19
CENPK1137D_3049	YGR083C	P12754	0.584893192	1.928644565	0.847849797	0.847849797	2.414548874	0.584893192	1.15443469	0.847849797	0.584893192	1.511886432	1.15443469	0.584893192		Translation initiation factor eIF-2B subunit delta - GCD2
CENPK1137D_2845	YGL129C	Q01163	0.42510267	0.858791891	1.030917621	0.193776642	0.304321387	0.193776642	0.70125428	0.42510267	0.42510267	0.70125428	0.42510267	0.42510267		"37S ribosomal protein S23, mitochondrial - RSM23"
CENPK1137D_4815	YBR256C	P38145	4.336699231	3.328761281	1.3101297	2.511191734	2.511191734	1.848035868	1.3101297	1.3101297	0.873817423	1.3101297	0.873817423	0.519911083	2.5.1.9	Riboflavin synthase - RIB5
CENPK1137D_3807	YDL019C	Q12451	0.094499799	0.14504757	0.311133937	0.14504757	0.253254336	0.253254336	0.197929811	0.197929811	0.14504757	0.046183444	0.094499799	0.046183444		Oxysterol-binding protein homolog 2 - OSH2
CENPK1137D_735	YLR364W	Q05926	9	16.7827941	9	99	55.23413252	99	16.7827941	16.7827941	16.7827941	16.7827941	16.7827941	9		Glutaredoxin-8 - GRX8
CENPK1137D_3232	YGR266W	P53326	0.258925412	0.711328304	0.584893192	0.467799268	0.359356391	0.359356391	0.584893192	0.467799268	0.165914401	0.584893192	0.711328304	0.711328304		Uncharacterized protein YGR266W - YGR266W
CENPK1137D_1292	YJL002C	P41543	1.424462017	1.424462017	1.030917621	1.424462017	1.424462017	1.030917621	1.030917621	1.424462017	1.424462017	1.424462017	1.030917621	1.424462017	2.4.99.18	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 - OST1
CENPK1137D_1079	YKR069W	P36150	0.629750835	0.7475284	0.629750835	0.321941148	0.232846739	0.321941148	0.519911083	0.417474163	0.417474163	0.417474163	0.321941148	0.321941148	2.1.1.107	Uroporphyrinogen-III C-methyltransferase - MET1
CENPK1137D_1184	YKL122C	P32342	9	3.641588834	5.812920691	3.641588834	9	2.16227766	2.16227766	3.641588834	9	9	3.641588834	3.641588834		Signal recognition particle subunit SRP21 - SRP21
CENPK1137D_3068	YGL228W	P53075	0.36887451	0.873817423	0.873817423	0.873817423	1.848035868	0.873817423	0.36887451	0.36887451	0.36887451	0.232846739	0.519911083	0.519911083		Outer spore wall assembly protein SHE10 - SHE10
CENPK1137D_4008	YDL204W	Q12443	0.832980711	1.335721469	0.832980711	0.832980711	0.438449888	0.274274986	2.359818286	0.832980711	1.069138081	2.359818286	1.069138081	0.274274986		Reticulon-like protein 2 - RTN2
CENPK1137D_1902	YPL223C	Q08969	38.81071706	157.4893192	38.81071706	14.84893192	9	2.981071706	9	24.11886432	2.981071706	0.584893192	1.511886432	0.584893192		Protein GRE1 - GRE1
CENPK1137D_54	YMR024W	P36516	0.467799268	0.957341781	0.615598098	0.615598098	0.615598098	0.333521432	0.333521432	0.211527659	0.957341781	0.333521432	0.333521432	0.615598098		"54S ribosomal protein L3, mitochondrial - MRPL3"
CENPK1137D_1914	YPL211W	Q08962	4.011872336	2.16227766	2.16227766	1.511886432	1.511886432	2.16227766	1.511886432	2.16227766	2.981071706	1.511886432	0.995262315	0.995262315		60S ribosome subunit biogenesis protein NIP7 - NIP7
CENPK1137D_289	YMR250W	Q04792	0.42510267	0.858791891	0.858791891	1.218982341	1.894266125	0.858791891	1.030917621	0.42510267	0.70125428	0	0.193776642	0	4.1.1.15	Glutamate decarboxylase - GAD1
CENPK1137D_3565	YER151C	Q01477	0.149756995	0.417474163	0.232846739	0.149756995	0.149756995	0.321941148	0.417474163	0.321941148	0.321941148	0.519911083	1.009233003	0.519911083	3.4.19.12	Ubiquitin carboxyl-terminal hydrolase 3 - UBP3
CENPK1137D_4550	YBR006W	P38067	0.719072202	0.311133937	1.253933905	2.383855153	1.253933905	1.58086154	1.955209235	1.253933905	0.968419447	0.719072202	1.253933905	0.311133937	1.2.1.16	Succinate-semialdehyde dehydrogenase [NADP(+)] - UGA2
CENPK1137D_2935	YGL242C	P53066	0.467799268	9	3.641588834	9	9	5.812920691	13.67799268	3.641588834	3.641588834	2.16227766	5.812920691	1.15443469		Ankyrin repeat-containing protein YGL242C - YGL242C
CENPK1137D_3802	YDL025C	Q12100	0.445439771	0.584893192	0.445439771	0.318256739	0.318256739	0.318256739	0.202264435	0.202264435	0.445439771	1.089296131	1.754228703	1.290867653	2.7.11.1	Probable serine/threonine-protein kinase RTK1 - RTK1
CENPK1137D_3361			2.16227766	4.623413252	4.623413252	2.16227766	0.77827941	0.77827941	4.623413252	2.16227766	2.16227766	16.7827941	30.6227766	9		specific  Snz3p
CENPK1137D_127	YMR096W	Q03148	1.15443469	1.15443469	1.15443469	0.668100537	1.15443469	0	1.782559402	0.291549665	1.15443469	0.668100537	0.668100537	1.782559402	4.3.3.6	'Pyridoxal 5''-phosphate synthase subunit SNZ1 - SNZ1'
CENPK1137D_3350			0	0.584893192	0	1.511886432	0.584893192	0.584893192	0.584893192	0	0	2.981071706	2.981071706	2.981071706		specific  Snz2p
CENPK1137D_5242	YHR097C	P38809	1.275845926	0.930697729	2.16227766	2.16227766	1.682695795	1.682695795	1.275845926	1.275845926	1.275845926	0.637893707	1.275845926	1.275845926		Uncharacterized protein YHR097C - YHR097C
CENPK1137D_1075	YKR065C	P36147	5.812920691	3.641588834	5.812920691	5.812920691	5.812920691	2.16227766	2.16227766	2.16227766	2.16227766	9	3.641588834	3.641588834		"Presequence translocated-associated motor subunit PAM17, mitochondrial - PAM17"
CENPK1137D_4961	YAL021C	P31384	0.359356391	0.258925412	0.711328304	0.467799268	0.258925412	0.584893192	0.467799268	0.165914401	0.584893192	0.258925412	0.258925412	0.467799268	3.1.13.4	Glucose-repressible alcohol dehydrogenase transcriptional effector - CCR4
CENPK1137D_3279	YGL184C	P53101	1.15443469	2.593813664	2.16227766	0.895735652	0.668100537	0.895735652	0.895735652	0.895735652	0.668100537	0.467799268	0.467799268	0.467799268	4.4.1.8	Cystathionine beta-lyase - STR3
CENPK1137D_1091	YKL192C	P32463	38.81071706	9	5.309573445	5.309573445	9	2.981071706	5.309573445	9	5.309573445	9	5.309573445	5.309573445		"Acyl carrier protein, mitochondrial - ACP1"
CENPK1137D_4894	YBL101C	P38167	0.251875026	0.56719108	0.481602518	0.481602518	0.56719108	0.324192792	0.324192792	0.18350673	0.18350673	0.18350673	0.118872212	0.118872212		Protein ECM21 - ECM21
CENPK1137D_2565	YNL115C	P53925	0.492495545	0.823348001	0.221677349	0.823348001	0.492495545	0.823348001	0.649648074	1.015337686	1.227542952	0.492495545	0.350314038	0.221677349		Uncharacterized vacuolar membrane protein YNL115C - YNL115C
CENPK1137D_5268	YHR121W	P38828	1.848035868	2.511191734	1.848035868	1.3101297	2.511191734	0.519911083	1.3101297	1.3101297	1.848035868	1.848035868	1.3101297	0.873817423		Protein LSM12 - LSM12
CENPK1137D_2795	YNL244C	P32911	5.812920691	9	5.812920691	2.16227766	9	3.641588834	1.15443469	5.812920691	3.641588834	2.16227766	2.16227766	5.812920691		Eukaryotic translation initiation factor eIF-1 - SUI1
CENPK1137D_3676	YEL066W	P39979	2.16227766	2.16227766	3.216965034	3.216965034	3.216965034	3.216965034	2.16227766	3.216965034	1.371373706	2.16227766	0.77827941	1.371373706	2.3.1.36; 2.3.1.48	D-amino-acid N-acetyltransferase HPA3 - HPA3
CENPK1137D_1361	YJR068W	P40348	0.36887451	0.687612476	0.519911083	0.687612476	0.519911083	0.687612476	0.519911083	0.519911083	0.873817423	0.519911083	0.519911083	0.687612476		Replication factor C subunit 2 - RFC2
CENPK1137D_4837	YBR279W	P38351	0.467799268	0.895735652	0.668100537	0.291549665	1.15443469	1.15443469	0	0	0.895735652	0.895735652	0.895735652	0.668100537		RNA polymerase II-associated protein 1 - PAF1
CENPK1137D_3355	YFL028C	P43569	1.371373706	1.738419634	1.371373706	1.371373706	1.371373706	1.053525026	0.333521432	0.77827941	0.539926526	0.77827941	1.053525026	0.333521432		CCR4-associated factor 16 - CAF16
CENPK1137D_3880	YDR061W	Q12298	0.42510267	0.557068405	0.70125428	0.858791891	0.42510267	0	0.092600861	0.42510267	0.304321387	0.557068405	0.557068405	0.557068405		Uncharacterized ABC transporter ATP-binding protein YDR061W - YDR061W
CENPK1137D_4440	YCR093W	P25655	0.022606945	0.0935407	0.0935407	0.118262314	0.06936561	0.0935407	0.195831262	0.06936561	0.0935407	0.118262314	0.143542809	0.118262314		General negative regulator of transcription subunit 1 - CDC39
CENPK1137D_1461	YJL173C	P26755	3.641588834	3.641588834	5.812920691	3.641588834	2.16227766	3.641588834	1.15443469	9	5.812920691	3.641588834	5.812920691	2.16227766		Replication factor A protein 3 - RFA3
CENPK1137D_1641	YPL059W	Q02784	9	5.812920691	3.641588834	13.67799268	3.641588834	2.16227766	3.641588834	1.15443469	5.812920691	13.67799268	5.812920691	2.16227766		"Monothiol glutaredoxin-5, mitochondrial - GRX5"
CENPK1137D_208	YMR175W	P50263	561.3413252	561.3413252	176.827941	55.23413252	55.23413252	9	4.623413252	30.6227766	16.7827941	0	0	0		Protein SIP18 - SIP18
CENPK1137D_1174	YKL216W	P28272	6.498942093	4.623413252	4.623413252	3.216965034	3.216965034	1.371373706	1.371373706	1.371373706	3.216965034	3.216965034	3.216965034	3.216965034	1.3.98.1	Dihydroorotate dehydrogenase (fumarate) - URA1
CENPK1137D_5397	YHR005C-A	P87108	4.179474679	4.179474679	2.72759372	2.72759372	4.179474679	4.179474679	6.19685673	2.72759372	2.72759372	2.72759372	2.72759372	1.682695795		Mitochondrial import inner membrane translocase subunit TIM10 - TIM10
CENPK1137D_5289	YHR141C YNL162W	P0CX28 P0CX27	99	45.41588834	20.5443469	45.41588834	20.5443469	9	9	20.5443469	20.5443469	99	20.5443469	20.5443469		Rpl42ap
CENPK1137D_4054	YDR231C	Q04935	1.030917621	1.424462017	1.424462017	1.424462017	1.424462017	1.424462017	0.70125428	0.70125428	0.70125428	0.70125428	1.030917621	1.030917621		"Cytochrome c oxidase protein 20, mitochondrial - COX20"
CENPK1137D_1607	YPL093W	Q02892	0.249609141	0.44974067	0.345960324	0.249609141	0.345960324	0.345960324	0.249609141	0.44974067	0.44974067	0.345960324	0.345960324	0.44974067		Nucleolar GTP-binding protein 1 - NOG1
CENPK1137D_3964	YDL208W	P32495	2.981071706	9	9	2.981071706	2.981071706	2.981071706	5.309573445	5.309573445	9	2.981071706	9	9		H/ACA ribonucleoprotein complex subunit 2 - NHP2
CENPK1137D_2498	YNL185C	P53875	3.216965034	2.16227766	2.16227766	2.16227766	2.16227766	2.16227766	0.77827941	2.16227766	2.16227766	1.371373706	2.16227766	2.16227766		"54S ribosomal protein L19, mitochondrial - MRPL19"
