genes DMKU	genes CBS6556
KLMA_30018	KMXK_0C00200
KLMA_10737	KMXK_0A01030
KLMA_30607	KMXK_0C06070
KLMA_20648	KMXK_0B06610
KLMA_10742	KMXK_0A00970
KLMA_30415	KMXK_0C04120
KLMA_30612	KMXK_0C06110
KLMA_30023	
KLMA_20653	KMXK_0B06660
KLMA_10747	KMXK_0A00920
KLMA_30617	KMXK_0C06160
KLMA_30420	KMXK_0C04170
KLMA_30028	KMXK_0C00300
KLMA_10752	KMXK_0A00860
KLMA_20658	KMXK_0B06710
KLMA_30622	KMXK_0C06210
KLMA_30033	KMXK_0C00350
KLMA_30425	KMXK_0C04220
KLMA_10757	KMXK_0A00810
KLMA_30627	KMXK_0C06260
KLMA_30038	KMXK_0C00400
KLMA_20663	KMXK_0B06780
KLMA_30430	KMXK_0C04270
KLMA_10762	KMXK_0A00780
KLMA_30043	KMXK_0C00450
KLMA_30632	KMXK_0C06310
KLMA_20668	KMXK_0B06830
KLMA_30435	KMXK_0C04320
KLMA_10767	KMXK_0A00720
KLMA_30048	KMXK_0C00510
KLMA_30637	KMXK_0C06360
KLMA_20673	KMXK_0B06880
KLMA_30440	KMXK_0C04370
KLMA_10772	KMXK_0A00670
KLMA_30053	KMXK_0C00580
KLMA_30642	KMXK_0C06410
KLMA_20678	KMXK_0B06930
KLMA_30445	KMXK_0C04430
KLMA_30058	KMXK_0C00620
KLMA_10777	KMXK_0A00630
KLMA_30647	KMXK_0C06460
KLMA_20683	KMXK_0B06990
KLMA_10782	KMXK_0A00580
KLMA_30450	KMXK_0C04480
KLMA_30063	KMXK_0C00670
KLMA_30652	KMXK_0C06510
KLMA_10787	KMXK_0A00540
KLMA_30068	KMXK_0C00740
KLMA_20688	KMXK_0B07040
KLMA_30455	KMXK_0C04530
KLMA_30657	KMXK_0C06560
KLMA_20693	KMXK_0B07090
KLMA_30073	KMXK_0C00790
KLMA_30662	KMXK_0C06610
KLMA_30460	KMXK_0C04580
KLMA_10797	KMXK_0A00450
KLMA_30078	KMXK_0C00840
KLMA_20698	KMXK_0B07140
KLMA_30667	KMXK_0C06660
KLMA_30465	KMXK_0C04630
KLMA_30083	KMXK_0C00890
KLMA_10802	KMXK_0A00410
KLMA_30672	KMXK_0C06710
KLMA_20703	KMXK_0B07190
KLMA_30088	KMXK_0C00940
KLMA_10807	KMXK_0A00360
KLMA_30470	KMXK_0C04680
KLMA_30677	KMXK_0C06820
KLMA_10812	KMXK_0A00310
KLMA_20708	KMXK_0B07240
KLMA_30093	KMXK_0C00990
KLMA_30682	KMXK_0C06870
KLMA_30475	KMXK_0C04730
KLMA_10817	KMXK_0A00260
KLMA_20713	KMXK_0B07290
KLMA_30098	KMXK_0C01050
KLMA_30687	KMXK_0C06930
KLMA_30480	KMXK_0C04780
KLMA_10822	KMXK_0A00210
KLMA_30103	
KLMA_30692	KMXK_0C06990
KLMA_30485	KMXK_0C04820
KLMA_10827	KMXK_0A00180
KLMA_30108	KMXK_0C01140
KLMA_20723	KMXK_0B07380
KLMA_30697	KMXK_0C07040
KLMA_10832	KMXK_0A00130
KLMA_30113	KMXK_0C01190
KLMA_30490	KMXK_0C04870
KLMA_30702	
KLMA_20728	KMXK_0B07430
KLMA_20001 KLMA_70464	
KLMA_30707	KMXK_0C07150
KLMA_20733	KMXK_0B07480
KLMA_20006	KMXK_0B00150
KLMA_30712	KMXK_0C07190
KLMA_30123	KMXK_0C01270
KLMA_20738	KMXK_0B07530
KLMA_30717	KMXK_0C07240
KLMA_20011	KMXK_0B00200
KLMA_30128	KMXK_0C01310
KLMA_30495	KMXK_0C04920
KLMA_20016	KMXK_0B00260
KLMA_30722	KMXK_0C07290
KLMA_30133	KMXK_0C01340
KLMA_20021	KMXK_0B00310
KLMA_30727	KMXK_0C07330
KLMA_30138	KMXK_0C01390
KLMA_20026	KMXK_0B00380
KLMA_20753	KMXK_0B07660
KLMA_30143	KMXK_0C01440
KLMA_40003	KMXK_0D00170
KLMA_20031	KMXK_0B00430
KLMA_30148	KMXK_0C01500
KLMA_40008	KMXK_0D00220
KLMA_20758	KMXK_0B07710
KLMA_20036	KMXK_0B00470
KLMA_30153	KMXK_0C01560
KLMA_40013	KMXK_0D00270
KLMA_30158	KMXK_0C01610
KLMA_20041	KMXK_0B00520
KLMA_40018	KMXK_0D00320
KLMA_20768	KMXK_0B07810
KLMA_30500	KMXK_0C04970
KLMA_30163	KMXK_0C01660
KLMA_40023	KMXK_0D00370
KLMA_20046	KMXK_0B00570
KLMA_20773	KMXK_0B07860
KLMA_30505	KMXK_0C05010
KLMA_30168	KMXK_0C01710
KLMA_40028	
KLMA_20051	KMXK_0B00620
KLMA_20778	KMXK_0B07910
KLMA_30173	KMXK_0C01750
KLMA_20056	KMXK_0B00680
KLMA_30178	KMXK_0C01800
KLMA_20783	KMXK_0B07950
KLMA_20061	KMXK_0B00740
KLMA_40038	KMXK_0D00520
KLMA_30183	KMXK_0C01850
KLMA_30515	KMXK_0C05100
KLMA_20788	KMXK_0B08000
KLMA_30188	KMXK_0C01900
KLMA_30520	KMXK_0C05150
KLMA_20071	
KLMA_40048	KMXK_0D00610
KLMA_20793	KMXK_0B08060
KLMA_30193	KMXK_0C01950
KLMA_30525	KMXK_0C05190
KLMA_20076	KMXK_0B00880
KLMA_40053	KMXK_0D00660
KLMA_30198	KMXK_0C02000
KLMA_20798	KMXK_0B08110
KLMA_30530	KMXK_0C05230
KLMA_20081	KMXK_0B00930
KLMA_40058	KMXK_0D00720
KLMA_30535	KMXK_0C05290
KLMA_30203	KMXK_0C02050
KLMA_20803	KMXK_0B08160
KLMA_20086	KMXK_0B00980
KLMA_40063	KMXK_0D00770
KLMA_30540	KMXK_0C05350
KLMA_30208	
KLMA_20808	KMXK_0B08230
KLMA_40068	KMXK_0D00820
KLMA_30545	KMXK_0C05410
KLMA_20091	KMXK_0B01030
KLMA_20813	KMXK_0B08280
KLMA_30550	KMXK_0C05470
KLMA_40073	KMXK_0D00870
KLMA_30218	KMXK_0C02180
KLMA_20096	KMXK_0B01090
KLMA_30555	KMXK_0C05520
KLMA_20818	KMXK_0B08330
KLMA_40078	
KLMA_30223	KMXK_0C02230
KLMA_20101	KMXK_0B01140
KLMA_30560	KMXK_0C05590
KLMA_20823	KMXK_0B08380
KLMA_30228	KMXK_0C02280
KLMA_40083	KMXK_0D01000
KLMA_20106	KMXK_0B01180
KLMA_30565	KMXK_0C05640
KLMA_30233	KMXK_0C02330
KLMA_40088	KMXK_0D01060
KLMA_20111	KMXK_0B01230
KLMA_30570	KMXK_0C05700
KLMA_30238	KMXK_0C02380
KLMA_40093	KMXK_0D01130
KLMA_30575	KMXK_0C05750
KLMA_20116	KMXK_0B01280
KLMA_30243	KMXK_0C02440
KLMA_30580	
KLMA_40098	KMXK_0D01190
KLMA_20121	KMXK_0B01330
KLMA_30248	KMXK_0C02490
KLMA_30585	KMXK_0C05850
KLMA_20828	KMXK_0B08430
KLMA_40103	KMXK_0D01260
KLMA_20126	KMXK_0B01380
KLMA_30253	KMXK_0C02540
KLMA_30590	KMXK_0C05900
KLMA_20131	KMXK_0B01420
KLMA_40108	KMXK_0D01300
KLMA_30595	KMXK_0C05950
KLMA_30258	KMXK_0C02580
KLMA_20136	KMXK_0B01500
KLMA_40113	KMXK_0D01360
KLMA_30600	KMXK_0C06000
KLMA_30263	KMXK_0C02630
KLMA_20141	KMXK_0B01550
KLMA_30605	KMXK_0C06050
KLMA_40118	KMXK_0D01400
KLMA_20833	
KLMA_30268	KMXK_0C02670
KLMA_30610	KMXK_0C06100
KLMA_20146	KMXK_0B01590
KLMA_40123	KMXK_0D01460
KLMA_20151	KMXK_0B01640
KLMA_30615	KMXK_0C06140
KLMA_30273	KMXK_0C02720
KLMA_30004 KLMA_30006	
KLMA_20156	KMXK_0B01690
KLMA_40128	KMXK_0D01520
KLMA_30278	KMXK_0C02760
KLMA_30620	KMXK_0C06190
KLMA_30011	KMXK_0C00130
KLMA_20161	KMXK_0B01740
KLMA_40133	KMXK_0D01570
KLMA_30625	KMXK_0C06240
KLMA_30283	KMXK_0C02810
KLMA_30016	KMXK_0C00180
KLMA_30630	KMXK_0C06290
KLMA_20166	KMXK_0B01800
KLMA_30288	KMXK_0C02850
KLMA_40138	KMXK_0D01620
KLMA_30635	KMXK_0C06340
KLMA_20171	KMXK_0B01840
KLMA_10143 KLMA_30021	KMXK_0C00230
KLMA_30293	KMXK_0C02890
KLMA_40143	KMXK_0D01670
KLMA_30640	KMXK_0C06390
KLMA_30298	KMXK_0C02940
KLMA_30026	KMXK_0C00280
KLMA_20176	KMXK_0B01890
KLMA_30645	KMXK_0C06440
KLMA_30031	KMXK_0C00330
KLMA_40148	KMXK_0D01720
KLMA_30303	KMXK_0C02990
KLMA_20181	KMXK_0B01940
KLMA_30650	KMXK_0C06490
KLMA_40153	KMXK_0D01770
KLMA_30036	KMXK_0C00380
KLMA_20186	KMXK_0B01990
KLMA_30308	KMXK_0C03030
KLMA_30655	KMXK_0C06540
KLMA_30041	KMXK_0C00430
KLMA_20191	KMXK_0B02050
KLMA_40158	KMXK_0D01830
KLMA_30660	KMXK_0C06590
KLMA_30046	KMXK_0C00490
KLMA_20196	
KLMA_30318	KMXK_0C03110
KLMA_40163	KMXK_0D01900
KLMA_30665	KMXK_0C06640
KLMA_30051	KMXK_0C00550
KLMA_20201	KMXK_0B02140
KLMA_30323	KMXK_0C03170
KLMA_30670	KMXK_0C06690
KLMA_40168	KMXK_0D01960
KLMA_30056	
KLMA_30328	KMXK_0C03220
KLMA_20206	KMXK_0B02190
KLMA_30675	KMXK_0C06750
KLMA_30061	KMXK_0C00650
KLMA_40173	KMXK_0D02010
KLMA_30333	KMXK_0C03270
KLMA_20211	KMXK_0B02240
KLMA_30680	
KLMA_30066	
KLMA_40178	KMXK_0D02060
KLMA_30338	KMXK_0C03320
KLMA_20216	
KLMA_30685	KMXK_0C06900
KLMA_30071	KMXK_0C00770
KLMA_30690	KMXK_0C06960
KLMA_30343	KMXK_0C03370
KLMA_40183	KMXK_0D02110
KLMA_20221	KMXK_0B02360
KLMA_30076	KMXK_0C00820
KLMA_30695	KMXK_0C07020
KLMA_30348	KMXK_0C03420
KLMA_40188	KMXK_0D02160
KLMA_30081	KMXK_0C00870
KLMA_20226	KMXK_0B02410
KLMA_40193	KMXK_0D02200
KLMA_30086	KMXK_0C00920
KLMA_30700	KMXK_0C07080
KLMA_30353	KMXK_0C03470
KLMA_20231	KMXK_0B02460
KLMA_30091	KMXK_0C00970
KLMA_30705	KMXK_0C07130
KLMA_40198	KMXK_0D02230
KLMA_30358	KMXK_0C03520
KLMA_20236	KMXK_0B02510
KLMA_30710	KMXK_0C07170
KLMA_30096	KMXK_0C01030
KLMA_30715	KMXK_0C07220
KLMA_30363	
KLMA_30101	KMXK_0C01080
KLMA_20241	KMXK_0B02560
KLMA_40208	KMXK_0D02320
KLMA_30720	KMXK_0C07270
KLMA_30106	KMXK_0C01120
KLMA_30368	KMXK_0C03620
KLMA_20246	KMXK_0B02620
KLMA_40213	
KLMA_30111	KMXK_0C01170
KLMA_30373	KMXK_0C03670
KLMA_20251	KMXK_0B02670
KLMA_40001	
KLMA_40218	KMXK_0D02420
KLMA_30116	
KLMA_20256	KMXK_0B02720
KLMA_30378	KMXK_0C03730
KLMA_40006	KMXK_0D00200
KLMA_40223	KMXK_0D02460
KLMA_20261	KMXK_0B02760
KLMA_30121	KMXK_0C01250
KLMA_30383	KMXK_0C03800
KLMA_40011	
KLMA_40228	KMXK_0D02510
KLMA_20266	KMXK_0B02810
KLMA_30388	KMXK_0C03850
KLMA_40016	KMXK_0D00300
KLMA_40233	KMXK_0D02560
KLMA_20271	KMXK_0B02860
KLMA_40021	KMXK_0D00350
KLMA_30393	KMXK_0C03900
KLMA_40238	KMXK_0D02610
KLMA_40026	KMXK_0D00400
KLMA_20276	KMXK_0B02910
KLMA_30136	KMXK_0C01370
KLMA_30398	KMXK_0C03950
KLMA_40243	KMXK_0D02660
KLMA_30141	KMXK_0C01420
KLMA_40031	KMXK_0D00460
KLMA_20281	KMXK_0B02960
KLMA_30403	KMXK_0C04000
KLMA_40248	KMXK_0D02720
KLMA_30146	KMXK_0C01480
KLMA_40036	KMXK_0D00500
KLMA_40253	KMXK_0D02770
KLMA_30408	KMXK_0C04050
KLMA_20286	KMXK_0B03010
KLMA_30151	KMXK_0C01540
KLMA_30413	KMXK_0C04100
KLMA_40258	KMXK_0D02820
KLMA_30156	KMXK_0C01590
KLMA_40041	KMXK_0D00550
KLMA_20291	KMXK_0B03060
KLMA_30418	KMXK_0C04150
KLMA_30161	KMXK_0C01640
KLMA_40046	KMXK_0D00590
KLMA_20296	KMXK_0B03110
KLMA_30423	KMXK_0C04200
KLMA_40051	KMXK_0D00640
KLMA_30166	KMXK_0C01690
KLMA_20301	KMXK_0B03160
KLMA_40056	KMXK_0D00700
KLMA_30171	KMXK_0C01730
KLMA_20306	KMXK_0B03210
KLMA_30428	KMXK_0C04250
KLMA_40061	KMXK_0D00750
KLMA_30176	KMXK_0C01780
KLMA_40263	KMXK_0D02870
KLMA_20311	KMXK_0B03270
KLMA_30433	KMXK_0C04300
KLMA_30181	KMXK_0C01830
KLMA_40066	KMXK_0D00800
KLMA_30438	KMXK_0C04350
KLMA_20316	KMXK_0B03320
KLMA_30186	KMXK_0C01880
KLMA_40071	KMXK_0D00850
KLMA_30191	KMXK_0C01930
KLMA_40076	KMXK_0D00900
KLMA_30443	KMXK_0C04410
KLMA_40268	KMXK_0D02920
KLMA_40081	KMXK_0D00970
KLMA_30196	KMXK_0C01980
KLMA_20326	KMXK_0B03410
KLMA_40273	KMXK_0D02970
KLMA_30448	KMXK_0C04460
KLMA_30201	KMXK_0C02030
KLMA_40086	KMXK_0D01030
KLMA_30206	KMXK_0C02080
KLMA_40278	KMXK_0D03020
KLMA_40091	KMXK_0D01120
KLMA_30453	KMXK_0C04510
KLMA_30211	KMXK_0C02130
KLMA_40096	KMXK_0D01170
KLMA_30458	KMXK_0C04560
KLMA_30216	KMXK_0C02160
KLMA_40101	KMXK_0D01230
KLMA_40283	KMXK_0D03060
KLMA_20331	KMXK_0B03460
KLMA_30463	KMXK_0C04610
KLMA_30221	KMXK_0C02210
KLMA_40106	
KLMA_40288	KMXK_0D03110
KLMA_30226	
KLMA_40293	KMXK_0D03160
KLMA_40111	KMXK_0D01330
KLMA_30468	KMXK_0C04660
KLMA_30231	KMXK_0C02310
KLMA_40298	KMXK_0D03210
KLMA_40116	
KLMA_30473	KMXK_0C04710
KLMA_30236	KMXK_0C02360
KLMA_40303	KMXK_0D03240
KLMA_40121	KMXK_0D01440
KLMA_40308	KMXK_0D03290
KLMA_30241	KMXK_0C02420
KLMA_30478	KMXK_0C04760
KLMA_20336	KMXK_0B03510
KLMA_40313	KMXK_0D03340
KLMA_40126	KMXK_0D01500
KLMA_30246	KMXK_0C02470
KLMA_30483	KMXK_0C04800
KLMA_20341	KMXK_0B03560
KLMA_40318	KMXK_0D03390
KLMA_40131	KMXK_0D01550
KLMA_30251	KMXK_0C02520
KLMA_30488	KMXK_0C04850
KLMA_40323	KMXK_0D03440
KLMA_20346	
KLMA_40136	KMXK_0D01600
KLMA_40328	KMXK_0D03490
KLMA_20351	KMXK_0B03660
KLMA_40141	KMXK_0D01650
KLMA_30261	KMXK_0C02610
KLMA_20356	KMXK_0B03710
KLMA_40333	KMXK_0D03550
KLMA_40146	KMXK_0D01700
KLMA_30266	KMXK_0C02650
KLMA_20361	KMXK_0B03760
KLMA_40338	KMXK_0D03600
KLMA_40151	KMXK_0D01750
KLMA_20366	KMXK_0B03810
KLMA_30271	KMXK_0C02700
KLMA_30493	KMXK_0C04900
KLMA_40343	KMXK_0D03670
KLMA_20371	KMXK_0B03860
KLMA_40156	KMXK_0D01800
KLMA_30276	KMXK_0C02750
KLMA_20376	KMXK_0B03910
KLMA_40348	KMXK_0D03720
KLMA_40161	KMXK_0D01880
KLMA_30281	KMXK_0C02790
KLMA_20381	
KLMA_40353	KMXK_0D03770
KLMA_40166	KMXK_0D01930
KLMA_20386	KMXK_0B04000
KLMA_30286	KMXK_0C02840
KLMA_40358	KMXK_0D03820
KLMA_20391	KMXK_0B04050
KLMA_40363	KMXK_0D03870
KLMA_40171	KMXK_0D01990
KLMA_30498	KMXK_0C04950
KLMA_20396	KMXK_0B04100
KLMA_40368	KMXK_0D03920
KLMA_40176	KMXK_0D02040
KLMA_30296	KMXK_0C02920
KLMA_20401	KMXK_0B04150
KLMA_40373	KMXK_0D03970
KLMA_40181	KMXK_0D02090
KLMA_30301	KMXK_0C02970
KLMA_20406	KMXK_0B04200
KLMA_40378	KMXK_0D04010
KLMA_30508	KMXK_0C05040
KLMA_20411	KMXK_0B04260
KLMA_30306	KMXK_0C03010
KLMA_40186	KMXK_0D02140
KLMA_40383	KMXK_0D04060
KLMA_30513	KMXK_0C05080
KLMA_20416	KMXK_0B04310
KLMA_40191	KMXK_0D02190
KLMA_40388	KMXK_0D04110
KLMA_30518	KMXK_0C05130
KLMA_40196	KMXK_0D02220
KLMA_30316	KMXK_0C03090
KLMA_20426	KMXK_0B04390
KLMA_40393	KMXK_0D04150
KLMA_30523	KMXK_0C05170
KLMA_20431	KMXK_0B04440
KLMA_40398	KMXK_0D04200
KLMA_40201	KMXK_0D02260
KLMA_30321	KMXK_0C03140
KLMA_20436	KMXK_0B04490
KLMA_40403	KMXK_0D04250
KLMA_40206	KMXK_0D02300
KLMA_30533	KMXK_0C05260
KLMA_30326	KMXK_0C03200
KLMA_20441	KMXK_0B04530
KLMA_40408	KMXK_0D04310
KLMA_30538	KMXK_0C05330
KLMA_40211	KMXK_0D02350
KLMA_30331	KMXK_0C03250
KLMA_20446	KMXK_0B04580
KLMA_40413	KMXK_0D04360
KLMA_30543	KMXK_0C05390
KLMA_40216	KMXK_0D02400
KLMA_30336	KMXK_0C03300
KLMA_20451	KMXK_0B04630
KLMA_40418	KMXK_0D04420
KLMA_30548	KMXK_0C05440
KLMA_40221	KMXK_0D02440
KLMA_20456	KMXK_0B04680
KLMA_40423	KMXK_0D04450
KLMA_30341	KMXK_0C03350
KLMA_20461	KMXK_0B04720
KLMA_30553	KMXK_0C05500
KLMA_40428	KMXK_0D04500
KLMA_40226	KMXK_0D02490
KLMA_30346	KMXK_0C03400
KLMA_20466	KMXK_0B04770
KLMA_30558	KMXK_0C05570
KLMA_40433	KMXK_0D04550
KLMA_30351	KMXK_0C03450
KLMA_40231	KMXK_0D02540
KLMA_20471	KMXK_0B04820
KLMA_30563	KMXK_0C05620
KLMA_40438	KMXK_0D04600
KLMA_30356	
KLMA_40236	KMXK_0D02590
KLMA_20476	KMXK_0B04880
KLMA_30568	KMXK_0C05680
KLMA_40443	KMXK_0D04650
KLMA_30361	KMXK_0C03550
KLMA_20481	KMXK_0B04930
KLMA_30573	KMXK_0C05730
KLMA_40241	KMXK_0D02640
KLMA_40448	KMXK_0D04700
KLMA_30366	KMXK_0C03600
KLMA_40246	KMXK_0D02700
KLMA_30578	KMXK_0C05780
KLMA_20486	KMXK_0B04990
KLMA_40453	KMXK_0D04750
KLMA_30371	KMXK_0C03650
KLMA_30583	KMXK_0C05830
KLMA_20491	KMXK_0B05040
KLMA_40458	KMXK_0D04810
KLMA_40251	KMXK_0D02750
KLMA_30376	KMXK_0C03710
KLMA_30588	KMXK_0C05880
KLMA_40463	KMXK_0D04860
KLMA_20496	KMXK_0B05090
KLMA_40256	KMXK_0D02800
KLMA_30381	KMXK_0C03760
KLMA_30593	KMXK_0C05930
KLMA_40468	KMXK_0D04910
KLMA_20501	KMXK_0B05140
KLMA_40261	KMXK_0D02850
KLMA_30598	KMXK_0C05980
KLMA_30386	KMXK_0C03830
KLMA_40473	KMXK_0D04960
KLMA_20506	KMXK_0B05190
KLMA_30603	KMXK_0C06030
KLMA_30391	KMXK_0C03880
KLMA_40478	KMXK_0D05010
KLMA_30608	KMXK_0C06080
KLMA_20511	KMXK_0B05240
KLMA_40483	KMXK_0D05060
KLMA_30396	KMXK_0C03930
KLMA_30613	KMXK_0C06120
KLMA_20516	KMXK_0B05300
KLMA_40488	KMXK_0D05110
KLMA_30618	KMXK_0C06170
KLMA_30401	KMXK_0C03980
KLMA_20521	KMXK_0B05350
KLMA_40493	KMXK_0D05160
KLMA_40266	KMXK_0D02900
KLMA_30623	KMXK_0C06220
KLMA_30406	KMXK_0C04030
KLMA_20526	KMXK_0B05410
KLMA_30628	KMXK_0C06270
KLMA_40498	KMXK_0D05220
KLMA_20531	KMXK_0B05460
KLMA_30411	KMXK_0C04080
KLMA_30633	KMXK_0C06320
KLMA_40503	KMXK_0D05270
KLMA_20536	KMXK_0B05510
KLMA_30416	KMXK_0C04130
KLMA_30638	KMXK_0C06370
KLMA_40508	KMXK_0D05330
KLMA_20541	KMXK_0B05560
KLMA_30421	KMXK_0C04180
KLMA_40513	KMXK_0D05380
KLMA_20546	KMXK_0B05610
KLMA_30426	KMXK_0C04230
KLMA_40518	KMXK_0D05440
KLMA_20551	KMXK_0B05660
KLMA_30643	KMXK_0C06420
KLMA_30431	KMXK_0C04280
KLMA_40271	KMXK_0D02950
KLMA_20556	KMXK_0B05730
KLMA_40523	KMXK_0D05490
KLMA_30648	KMXK_0C06470
KLMA_30436	KMXK_0C04330
KLMA_40276	KMXK_0D03000
KLMA_30653	KMXK_0C06520
KLMA_20561	KMXK_0B05780
KLMA_40528	KMXK_0D05540
KLMA_40281	KMXK_0D03040
KLMA_30441	KMXK_0C04380
KLMA_40533	KMXK_0D05600
KLMA_20566	KMXK_0B05830
KLMA_30658	KMXK_0C06570
KLMA_40286	KMXK_0D03090
KLMA_30446	KMXK_0C04440
KLMA_40538	KMXK_0D05650
KLMA_20571	KMXK_0B05860
KLMA_30663	KMXK_0C06620
KLMA_40291	KMXK_0D03140
KLMA_40543	KMXK_0D05700
KLMA_30451	KMXK_0C04490
KLMA_30668	KMXK_0C06670
KLMA_20581	KMXK_0B05950
KLMA_40296	KMXK_0D03190
KLMA_40548	KMXK_0D05750
KLMA_30673	KMXK_0C06720
KLMA_30456	KMXK_0C04540
KLMA_20586	KMXK_0B05990
KLMA_40553	KMXK_0D05800
KLMA_40301	KMXK_0D03220
KLMA_30678	KMXK_0C06830
KLMA_30461	KMXK_0C04590
KLMA_40558	KMXK_0D05850
KLMA_20591	KMXK_0B06030
KLMA_40306	KMXK_0D03270
KLMA_30466	KMXK_0C04640
KLMA_30683	KMXK_0C06880
KLMA_40311	KMXK_0D03320
KLMA_20596	KMXK_0B06080
KLMA_40563	KMXK_0D05910
KLMA_30688	KMXK_0C06940
KLMA_30471	KMXK_0C04690
KLMA_40568	KMXK_0D05970
KLMA_40316	KMXK_0D03370
KLMA_20601	KMXK_0B06140
KLMA_30693	KMXK_0C07000
KLMA_40573	KMXK_0D06020
KLMA_30476	KMXK_0C04740
KLMA_40321	KMXK_0D03420
KLMA_20606	KMXK_0B06200
KLMA_40578	KMXK_0D06070
KLMA_30481	
KLMA_40326	KMXK_0D03470
KLMA_30698	KMXK_0C07050
KLMA_20611	KMXK_0B06250
KLMA_40583	KMXK_0D06130
KLMA_40331	KMXK_0D03520
KLMA_30703	KMXK_0C07110
KLMA_30486	KMXK_0C04830
KLMA_40336	KMXK_0D03580
KLMA_40588	KMXK_0D06180
KLMA_20616	KMXK_0B06300
KLMA_40341	KMXK_0D03650
KLMA_30713	KMXK_0C07200
KLMA_40593	KMXK_0D06230
KLMA_20621	KMXK_0B06350
KLMA_40346	KMXK_0D03700
KLMA_30718	KMXK_0C07250
KLMA_40598	KMXK_0D06290
KLMA_40351	KMXK_0D03750
KLMA_20626	KMXK_0B06400
KLMA_40356	KMXK_0D03800
KLMA_30723	KMXK_0C07300
KLMA_40603	KMXK_0D06340
KLMA_20631	KMXK_0B06450
KLMA_30491	KMXK_0C04880
KLMA_40361	KMXK_0D03850
KLMA_30728	KMXK_0C07340
KLMA_40608	KMXK_0D06390
KLMA_20636	KMXK_0B06490
KLMA_40366	KMXK_0D03900
KLMA_40004	KMXK_0D00180
KLMA_40613	KMXK_0D06450
KLMA_20641	KMXK_0B06540
KLMA_40371	KMXK_0D03950
KLMA_40009	KMXK_0D00230
KLMA_40618	KMXK_0D06510
KLMA_20646	KMXK_0B06590
KLMA_40376	KMXK_0D04000
KLMA_40014	KMXK_0D00280
KLMA_40623	KMXK_0D06560
KLMA_40381	KMXK_0D04040
KLMA_20651	KMXK_0B06640
KLMA_40019	KMXK_0D00330
KLMA_40386	KMXK_0D04090
KLMA_30496	KMXK_0C04930
KLMA_40628	KMXK_0D06610
KLMA_20656	KMXK_0B06690
KLMA_40024	KMXK_0D00380
KLMA_30501	KMXK_0C04980
KLMA_40391	KMXK_0D04130
KLMA_20661	KMXK_0B06760
KLMA_40029	KMXK_0D00430
KLMA_50008	KMXK_0E00150
KLMA_40396	KMXK_0D04180
KLMA_30506	KMXK_0C05020
KLMA_20666	KMXK_0B06810
KLMA_40034	KMXK_0D00480
KLMA_50013	KMXK_0E00200
KLMA_40401	KMXK_0D04230
KLMA_20671	KMXK_0B06860
KLMA_30511	KMXK_0C05060
KLMA_40039	KMXK_0D00530
KLMA_50018	KMXK_0E00240
KLMA_40406	KMXK_0D04290
KLMA_30516	KMXK_0C05110
KLMA_20676	KMXK_0B06910
KLMA_40044	KMXK_0D00570
KLMA_40411	KMXK_0D04340
KLMA_30521	KMXK_0C05160
KLMA_50023	KMXK_0E00290
KLMA_20681	KMXK_0B06970
KLMA_40416	KMXK_0D04400
KLMA_40049	KMXK_0D00620
KLMA_30526	KMXK_0C05200
KLMA_10555 KLMA_10759 KLMA_40421	
KLMA_50028	KMXK_0E00340
KLMA_20686	KMXK_0B07020
KLMA_40054	
KLMA_30531	KMXK_0C05240
KLMA_40426	KMXK_0D04480
KLMA_50033	KMXK_0E00390
KLMA_20691	KMXK_0B07070
KLMA_40059	KMXK_0D00730
KLMA_30536	KMXK_0C05310
KLMA_40431	KMXK_0D04530
KLMA_50038	KMXK_0E00440
KLMA_20696	KMXK_0B07120
KLMA_40064	KMXK_0D00780
KLMA_30541	KMXK_0C05360
KLMA_40436	KMXK_0D04580
KLMA_50043	KMXK_0E00490
KLMA_20701	KMXK_0B07170
KLMA_30546	KMXK_0C05420
KLMA_40069	KMXK_0D00830
KLMA_40441	KMXK_0D04630
KLMA_50048	KMXK_0E00540
KLMA_30551	KMXK_0C05480
KLMA_40074	KMXK_0D00880
KLMA_40446	
KLMA_20706	KMXK_0B07220
KLMA_30556	KMXK_0C05530
KLMA_40079	KMXK_0D00930
KLMA_50053	KMXK_0E00590
KLMA_40451	KMXK_0D04730
KLMA_20711	KMXK_0B07270
KLMA_30561	KMXK_0C05600
KLMA_40084	KMXK_0D01010
KLMA_40456	KMXK_0D04790
KLMA_50058	KMXK_0E00640
KLMA_20716	KMXK_0B07320
KLMA_30566	
KLMA_40461	KMXK_0D04840
KLMA_40089	
KLMA_50063	KMXK_0E00700
KLMA_20721	KMXK_0B07360
KLMA_30571	KMXK_0C05710
KLMA_40094	KMXK_0D01140
KLMA_40466	KMXK_0D04890
KLMA_50068	KMXK_0E00760
KLMA_30576	KMXK_0C05760
KLMA_20726	KMXK_0B07410
KLMA_40099	KMXK_0D01210
KLMA_40471	KMXK_0D04940
KLMA_30581	KMXK_0C05810
KLMA_20731	KMXK_0B07460
KLMA_50073	KMXK_0E00810
KLMA_40104	KMXK_0D01270
KLMA_40476	KMXK_0D04990
KLMA_30586	KMXK_0C05860
KLMA_20736	KMXK_0B07510
KLMA_50078	KMXK_0E00870
KLMA_40481	KMXK_0D05040
KLMA_40109	KMXK_0D01310
KLMA_30591	KMXK_0C05910
KLMA_20741	
