Orthogroup	CLIB122 Uniprot	Combined W29 annotations
OG0003101	Q6BZX3	YALI1_F37770g
OG0003102	Q6C2H8	YALI1_F11141g
OG0003103	Q6C7L0	YALI1_D35852g
OG0003104	Q6CGC2	YALI1_A21554g
OG0003105	Q6CAU2	YALI1_C33353g
OG0003106	Q6C5I1	YALI1_E21203g
OG0003107	Q6C4B4	YALI1_E33302g
OG0003108	Q6C965	YALI1_D16891g
OG0003109	Q6C1K9	YALI1_F20637g
OG0003110	Q6C237	YALI1_F14805g
OG0003111	Q6C5C5	YALI1_E22988g
OG0003112	Q6CE53	YALI1_B23981g
OG0003113	Q6CE10	YALI1_B25676g
OG0003114	Q6CET8	YALI1_B17261g
OG0003115	Q6C3W0	YALI1_E37574g
OG0003116	Q6C893	YALI1_D27274g
OG0003117	Q6CEK6	YALI1_B19576g
OG0003118	Q6C5Z2	YALI1_E16919g
OG0003119	Q6C1Z3	YALI1_F16035g
OG0003120	Q6C2W7	YALI1_F06904g
OG0003121	Q6C1A8	YALI1_F23706g
OG0003122	Q6C6V3	YALI1_E07178g
OG0003123	Q6CHJ6	YALI1_A07730g
OG0003124	Q6CET1	YALI1_B17569g
OG0003125	Q6C1P9	YALI1_F19244g
OG0003126	Q6C2R5	YALI1_F08562g
OG0003127	Q6CDI5	YALI1_C00293g
OG0003128	Q6C1H1	YALI1_F21778g
OG0003129	Q6CC41	YALI1_C17848g
OG0003130	Q6CC43	YALI1_C17800g
OG0003131	Q6CE59	YALI1_B23834g
OG0003132	Q6CGC7	YALI1_A21449g
OG0003133	Q6C905	YALI1_D18770g
OG0003134	Q6C2F2	YALI1_F11827g
OG0003135	Q6CFR2	YALI1_B06264g
OG0003136	Q6C268	YALI1_F14072g
OG0003137	Q6C9P8	YALI1_D11844g
OG0003138	Q6CB60	YALI1_C29968g
OG0003139	Q6C1X1	YALI1_F17066g
OG0003140	Q6CAL5	YALI1_D02014g
OG0003141	Q6C7I1	YALI1_E01033g
OG0003142	Q6C622	YALI1_E16097g
OG0003143	Q6C7E4	YALI1_E02056g
OG0003144	Q6C3R2	YALI1_E38810g
OG0003145	Q6CH22	YALI1_A13566g
OG0003146	Q6CDK2	YALI1_B30181g
OG0003147	Q6CDL8	YALI1_B29895g
OG0003148	Q6C3V5	YALI1_E37812g
OG0003149	Q6CAS6	YALI1_D00326g
OG0003150	Q6BZS0	YALI1_F39022g
OG0003151	Q6C2L6	YALI1_F09996g
OG0003152	Q6C9B3	YALI1_D15692g
OG0003153	Q6C130	YALI1_F26142g
OG0003154	Q6C4I8	YALI1_E31369g
OG0003155	Q6C3D3	YALI1_F01034g
OG0003156	Q6C649	YALI1_E15432g
OG0003157	Q6BZN9	YALI1_F39891g
OG0003158	Q6C5R5	YALI1_E19014g
OG0003159	Q6C0R9	YALI1_F29540g
OG0003160	Q6C4F9	YALI1_E32077g
OG0003161	Q6CAT8	YALI1_C33444g
OG0003162	Q6CDG1	YALI1_C01072g
OG0003163	Q6C976	YALI1_D16567g
OG0003164	Q6CCV3	YALI1_C08106g
OG0003165	Q6CDS5	YALI1_B28098g
OG0003166	Q6C4J5	YALI1_E31131g
OG0003167	Q6C4E6	YALI1_E32396g
OG0003168	Q6CCW6	YALI1_C07638g
OG0003169	Q6C9J6	YALI1_D13368g
OG0003170	Q6CBK6	YALI1_C25093g
OG0003171	Q6CFH3	YALI1_B09044g
OG0003172	Q6C0C8	YALI1_F33246g
OG0003173	Q6C717	YALI1_E05489g
OG0003174	Q6CD05	YALI1_C06414g
OG0003175	Q6C524	YALI1_E25675g
OG0003176	Q6CFV9	YALI1_B04753g
OG0003177	Q6C3I1	YALI1_E41110g
OG0003178	Q6CFG4	YALI1_B09299g
OG0003179	Q6CD59	YALI1_C04690g
OG0003180	Q6CBN2	YALI1_C24419g
OG0003181	Q6BZV8	YALI1_F38161g
OG0003182	Q6C5E2	YALI1_E22555g
OG0003183	Q6CDZ1	YALI1_B26205g
OG0003184	Q6CF36	YALI1_B14236g
OG0003185	Q6C5Y9	YALI1_E17014g
OG0003186	Q6CI14	YALI1_A03081g
OG0003187	Q6C8G6	YALI1_D25151g
OG0003188	Q6C5T7	YALI1_E18291g
OG0003189	Q6CFQ3	YALI1_B06745g
OG0003190	Q6C1Y4	YALI1_F16600g
OG0003191	Q6C8F0	YALI1_D25529g
OG0003192	Q6CH39	YALI1_A12929g
OG0003193	Q6C1G0	YALI1_F22172g
OG0003194	Q6CEZ6	YALI1_B15346g
OG0003195	Q6C282	YALI1_F13550g
OG0003196	Q6CBF2	YALI1_C26745g
OG0003197	Q6CI46	YALI1_A02150g
OG0003198	Q6C7W5	YALI1_D32880g
OG0003199	Q6CAL3	YALI1_D02063g
OG0003200	Q6C2S7	YALI1_F08225g
OG0003201	Q6CEN3	YALI1_B18887g
OG0003202	Q6C8V2	YALI1_D20695g
OG0003203	Q6C7Z0	YALI1_D31823g
OG0003204	Q6C1Q4	YALI1_F19169g
OG0003205	Q6C6F1	YALI1_E12614g
OG0003206	Q6C8G4	YALI1_D25208g
OG0003207	Q6CEH9	YALI1_B20337g
OG0003208	Q6CCG9	YALI1_C13162g
OG0003209	Q6CHP8	YALI1_A06311g
OG0003210	Q6CFC2	YALI1_B11402g
OG0003211	Q6CHI6	YALI1_A08175g
OG0003212	Q6C1J1	YALI1_F21315g
OG0003213	Q6C5F5	YALI1_E22207g
OG0003214	Q6CDS0	YALI1_B28349g
OG0003215	Q6CDZ9	YALI1_B25952g
OG0003216	Q6CAE2	YALI1_D04556g
OG0003217	Q6C7J9	YALI1_E00533g
OG0003218	Q6C0F8	YALI1_F32399g
OG0003219	Q6CI34	YALI1_A02546g
OG0003220	Q6C744	YALI1_E04688g
OG0003221	Q6C429	YALI1_E35639g
OG0003222	Q6C1R4	YALI1_F18979g
OG0003223	Q6C3Y3	YALI1_E36847g
OG0003224	Q6CEK2	YALI1_B19747g
OG0003225	Q6C8X0	YALI1_D20050g
OG0003226	Q6C962	YALI1_D17030g
OG0003227	Q6C1R7	YALI1_F18920g
OG0003228	Q6CEZ2	YALI1_B15509g
OG0003229	Q6CEJ8	YALI1_B19897g
OG0003230	Q6CA37	YALI1_D07981g
OG0003231	Q6C3Q0	YALI1_E39243g
OG0003232	Q6CEZ3	YALI1_B15482g
OG0003233	Q6CCC0	YALI1_C15115g
OG0003234	Q6C5A1	YALI1_E23691g
OG0003235	Q6CG08	YALI1_B02881g
OG0003236	Q6C2X6	YALI1_F06578g
OG0003237	Q6C6H5	YALI1_E11768g
OG0003238	Q6C8Y4	YALI1_D19365g
OG0003239	Q6C8H4	YALI1_D24892g
OG0003240	Q6BZU4	YALI1_F38476g
OG0003241	Q6CDX6	YALI1_B26749g
OG0003242	Q6CCW1	YALI1_C07780g
OG0003243	Q6C578	YALI1_E24174g
OG0003244	B5RSJ9	YALI1_A09638g
OG0003245	Q6C6M8	YALI1_E09779g
OG0003246	Q6C2R3	YALI1_F08635g
OG0003247	Q6C920	YALI1_D18251g
OG0003248	Q6C0T0	YALI1_F29139g
OG0003249	Q6C3M2	YALI1_E39924g
OG0003250	Q6CFY6	YALI1_B03832g
OG0003251	Q6CA88	YALI1_D06302g
OG0003252	Q6C973	YALI1_D16672g
OG0003253	Q6CDL3	YALI1_B29977g
OG0003254	Q6C297	YALI1_F13170g
OG0003255	Q6C163	YALI1_F25182g
OG0003256	Q6CD03	YALI1_C06486g
OG0003257	Q6C373	YALI1_F03337g
OG0003258	Q6C9B4	YALI1_D15622g
OG0003259	Q6C5C7	YALI1_E22921g
OG0003260	Q6C1T6	YALI1_F18023g
OG0003261	Q6CBY0	YALI1_C20255g
OG0003262	Q6C4U9	YALI1_E27731g
OG0003263	Q6C7K7	YALI1_D35911g
OG0003264	Q6C4Z0	YALI1_E26592g
OG0003265	Q6C781	YALI1_E03584g
OG0003266	Q6C382	YALI1_F02942g
OG0003267	Q6C9K5	YALI1_D13124g
OG0003268	Q6CC53	YALI1_C17580g
OG0003269	Q6C1Z4	YALI1_F16005g
OG0003270	Q6C201	YALI1_F15827g
OG0003271	Q6CHW6	YALI1_A04332g
OG0003272	Q6C7M2	YALI1_D35484g
OG0003273	Q6C653	YALI1_E15274g
OG0003274	Q6CAR2	YALI1_D00703g
OG0003275	Q6C501	YALI1_E26229g
OG0003276	Q6CH49	YALI1_A12601g
OG0003277	Q6CGB6	YALI1_A21654g
OG0003278	Q6CEB7	YALI1_B22020g
OG0003279	Q6C6F5	YALI1_E12496g
OG0003280	Q6CCN3	YALI1_C10675g
OG0003281	Q6CH14	YALI1_A13877g
OG0003282	Q6CGU5	YALI1_A16095g
OG0003283	Q6C2F0	YALI1_F11871g
OG0003284	Q6CI35	YALI1_A02499g
OG0003285	Q6C182	YALI1_F24635g
OG0003286	Q6C5E0	YALI1_E22592g
OG0003287	Q6C1A1	YALI1_F23988g
OG0003288	Q6C9N9	YALI1_D12172g
OG0003289	Q6CI93	YALI1_A00601g
OG0003290	Q6C126	YALI1_F26234g
OG0003291	Q6C179	YALI1_F24708g
OG0003292	Q6C5V1	YALI1_E17988g
OG0003293	Q6C683	YALI1_E14497g
OG0003294	Q6C7Y1	YALI1_D32268g
OG0003295	Q6CFA1	YALI1_B11983g
OG0003296	Q6C5Q8	YALI1_E19172g
OG0003297	Q6CBJ9	YALI1_C25301g
OG0003298	Q6CAB4	YALI1_D05370g
OG0003299	Q6CGC3	YALI1_A21550g
OG0003300	Q6CEH2	YALI1_B20521g
OG0003301	Q6CHS4	YALI1_A05527g
OG0003302	Q6C499	YALI1_E33829g
OG0003303	Q6C8R4	YALI1_D21586g
OG0003304	Q6C5M4	YALI1_E20049g
OG0003305	Q6C5X3	YALI1_E17389g
OG0003306	Q6CBQ6	YALI1_C23563g
OG0003307	Q6CAY0	YALI1_C32352g
OG0003308	Q6C1Z9	YALI1_F15878g
OG0003309	Q6C6Z1	YALI1_E06015g
OG0003310	Q6C8K1	YALI1_D24069g
OG0003311	Q6CBC2	YALI1_C28166g
OG0003312	Q6C6I4	YALI1_E11415g
OG0003313	Q6C5T4	YALI1_E18378g
OG0003314	Q6C8Q7	YALI1_D21847g
OG0003315	Q6C077	YALI1_F34521g
OG0003316	Q6CAV8	YALI1_C33005g
OG0003317	Q6C424	YALI1_E35753g
OG0003318	B5FVC6	YALI1_C21634g
OG0003319	Q6C047	YALI1_F35476g
OG0003320	Q6C4K8	YALI1_E30743g
OG0003321	Q6CA20	YALI1_D08429g
OG0003322	Q6CHS7	YALI1_A05459g
OG0003323	Q6C6V7	YALI1_E07065g
OG0003324	Q6C1Z8	YALI1_F15886g
OG0003325	Q6CBA4	YALI1_C28664g
OG0003326	Q6CAK2	YALI1_D02345g
OG0003327	Q6C8G9	YALI1_D25037g
OG0003328	Q6C280	YALI1_F13597g
OG0003329	Q6C2Y9	YALI1_F05979g
OG0003330	Q6C844	YALI1_D29481g
OG0003331	Q6C831	YALI1_D29966g
OG0003332	Q6CDL1	YALI1_B30024g
OG0003333	F2Z6H7	YALI1_A14345g
OG0003334	Q6C3U8	YALI1_E37950g
OG0003335	B5FVB1	YALI1_B06735g
OG0003336	Q6C6H8	YALI1_E11619g
OG0003337	Q6C085	YALI1_F34304g
OG0003338	Q6C0Q5	YALI1_F29836g
OG0003339	Q6C8T4	YALI1_D21100g
OG0003340	Q6CAK7	YALI1_D02183g
OG0003341	Q6CCM5	YALI1_C11096g
OG0003342	Q6C998	YALI1_D15983g
OG0003343	Q6C2P9	YALI1_F09088g
OG0003344	Q6C8R9	YALI1_D21501g
OG0003345	Q6CBA1	YALI1_C28716g
OG0003346	Q6C829	YALI1_D30058g
OG0003347	Q6C0C7	YALI1_F33273g
OG0003348	Q6CA04	YALI1_D08884g
OG0003349	Q6CD84	YALI1_C03948g
OG0003350	Q6CD96	YALI1_C03596g
OG0003351	Q6CEP2	YALI1_B18707g
OG0003352	Q6C3L7	YALI1_E40076g
OG0003353	Q6C0M8	YALI1_F30593g
OG0003354	Q6C0Q4	YALI1_F29852g
OG0003355	Q6C6U8	YALI1_E07361g
OG0003356	Q6C0F5	YALI1_F32498g
OG0003357	Q6CCR6	YALI1_C09552g
OG0003358	Q6C3B9	YALI1_F01532g
OG0003359	B5FVB6	YALI1_B23771g
OG0003360	Q6C914	YALI1_D18475g
OG0003361	Q6CGH5	YALI1_A20221g
OG0003362	Q6CH47	YALI1_A12638g
OG0003363	Q6C3X5	YALI1_E37063g
OG0003364	Q6C4C0	YALI1_E33112g
OG0003365	Q6CGJ3	YALI1_A19759g
OG0003366	Q6C080	YALI1_F34429g
OG0003367	F2Z5Z5	YALI1_B10130g
OG0003368	Q6C5J3	YALI1_E20845g
OG0003369	Q6C0J4	YALI1_F31568g
OG0003370	Q6C546	YALI1_E25132g
OG0003371	Q6C046	YALI1_F35489g
OG0003372	Q6CI79	YALI1_A01143g
OG0003373	Q6C981	YALI1_D16441g
OG0003374	Q6CG52	YALI1_B00829g
OG0003375	Q6C573	YALI1_E24343g
OG0003376	Q6CHI7	YALI1_A08126g
OG0003377	Q6C2C8	YALI1_F12504g
OG0003378	Q6CDE7	YALI1_C01520g
OG0003379	Q6CHE3	YALI1_A09576g
OG0003380	Q6C847	YALI1_D29371g
OG0003381	Q6C7J5	YALI1_E00613g
OG0003382	Q6BZY7	YALI1_F37400g
OG0003383	Q6C073	YALI1_F34631g
OG0003384	Q6CF83	YALI1_B12633g
OG0003385	Q6CAS3	YALI1_D00406g
OG0003386	Q6C4A0	YALI1_E33799g
OG0003387	Q6CE97	YALI1_B22614g
OG0003388	Q6CAL7	YALI1_D01967g
OG0003389	Q6C4E8	YALI1_E32357g
OG0003390	Q6CA91	YALI1_D06195g
OG0003391	Q6C843	YALI1_D29523g
OG0003392	B5RSK8	YALI1_F06941g
OG0003393	Q6C357	YALI1_F03735g
OG0003394	Q6C3X3	YALI1_E37118g
OG0003395	Q6C8M3	YALI1_D23169g
OG0003396	Q6CFL5	YALI1_B07864g
OG0003397	Q6C298	YALI1_F13134g
OG0003398	Q6C4B8	YALI1_E33220g
OG0003399	Q6C420	YALI1_E35831g
OG0003400	Q6C6L7	YALI1_E10290g
OG0003401	Q6C2J7	YALI1_F10671g
OG0003402	Q6C5Y6	YALI1_E17069g
OG0003403	Q6CHN3	YALI1_A06625g
OG0003404	Q6C349	YALI1_F03909g
OG0003405	Q6C6N7	YALI1_E09438g
OG0003406	Q6C5R1	YALI1_E19098g
OG0003407	Q6CCT0	YALI1_C09094g
OG0003408	Q6C5B4	YALI1_E23325g
OG0003409	Q6C5W3	YALI1_E17594g
OG0003410	Q6C4S5	YALI1_E28680g
OG0003411	Q6C140	YALI1_F25924g
OG0003412	B5FVG8	YALI1_E41367g
OG0003413	Q6BZR3	YALI1_F39159g
OG0003414	Q6C3Q5	YALI1_E39171g
OG0003415	Q6CG71	YALI1_B00280g
OG0003416	B5FVD6	YALI1_C32223g
OG0003417	Q6CD49	YALI1_C04996g
OG0003418	Q6C5Q9	YALI1_E19138g
OG0003419	Q6CH25	YALI1_A13454g
OG0003420	Q6C0E5	YALI1_F32688g
OG0003421	Q6CEC0	YALI1_B21935g
OG0003422	Q6C507	YALI1_E26076g
OG0003423	Q6C8N2	YALI1_D22888g
OG0003424	Q6C6Z8	YALI1_E05866g
OG0003425	Q6BZZ4	YALI1_F37194g
OG0003426	Q6C033	YALI1_F35822g
OG0003427	F2Z6F1	YALI1_D07089g
OG0003428	Q6C0P1	YALI1_F30179g
OG0003429	Q6C609	YALI1_E16451g
OG0003430	Q6C633	YALI1_E15843g
OG0003431	Q6CBG1	YALI1_C26501g
OG0003432	Q6CFP5	YALI1_B07076g
OG0003433	Q6C3R1	YALI1_E38859g
OG0003434	Q6C0Q7	YALI1_F29798g
OG0003435	Q6CEP4	YALI1_B18645g
OG0003436	Q6BZR2	YALI1_F39164g
OG0003437	Q6CDA7	YALI1_C03272g
OG0003438	Q6C9G9	YALI1_D14190g
OG0003439	Q6CA71	YALI1_D06904g
OG0003440	Q6C5W4	YALI1_E17583g
OG0003441	Q6CC45	YALI1_C17763g
OG0003442	Q6C1C8	YALI1_F23157g
OG0003443	B5FVH1	YALI1_E05004g
OG0003444	Q6C933	YALI1_D17854g
OG0003445	Q6C406	YALI1_E36179g
OG0003446	Q6CEA8	YALI1_B22351g
OG0003447	Q6C901	YALI1_D18943g
OG0003448	Q6CAJ5	YALI1_D02546g
OG0003449	Q6CCL2	YALI1_C11589g
OG0003450	Q6C9Z1	YALI1_D09203g
OG0003451	Q6C377	YALI1_F03120g
OG0003452	Q6CC26	YALI1_C18396g
OG0003453	B5FVC1	YALI1_C06994g
OG0003454	Q6C6Z0	YALI1_E06028g
OG0003455	Q6CAV9	YALI1_C32975g
OG0003456	Q6C5A7	YALI1_E23525g
OG0003457	Q6C236	YALI1_F14827g
OG0003458	Q6C8F1	YALI1_D25472g
OG0003459	Q6CEB2	YALI1_B22158g
OG0003460	Q6C7Q5	YALI1_D34710g
OG0003461	Q6CFU4	YALI1_B05185g
OG0003462	Q6CI74	YALI1_A01267g
OG0003463	Q6C8Y5	YALI1_D19354g
OG0003464	Q6CBC4	YALI1_C28093g
OG0003465	Q6CCN7	YALI1_C10492g
OG0003466	Q6C817	YALI1_D30474g
OG0003467	Q6CHJ0	YALI1_A08047g
OG0003468	Q6BZX7	YALI1_F37694g
OG0003469	Q6C4G5	YALI1_E31919g
OG0003470	Q6CHE1	YALI1_A09626g
OG0003471	Q6CHS0	YALI1_A05701g
OG0003472	Q6C9E8	YALI1_D14609g
OG0003473	Q6C6F3	YALI1_E12561g
OG0003474	Q6CBR3	YALI1_C23359g
OG0003475	Q6CC05	YALI1_C19464g
OG0003476	Q6CEM8	YALI1_B18975g
OG0003477	Q6C0W6	YALI1_F28025g
OG0003478	Q6C851	YALI1_D29109g
OG0003479	Q6CCG2	YALI1_C13355g
OG0003480	Q6CE71	YALI1_B23373g
OG0003481	Q6C5I8	YALI1_E21026g
OG0003482	Q6C064	YALI1_F34862g
OG0003483	Q6CI98	YALI1_A00447g
OG0003484	Q6C1E5	YALI1_F22836g
OG0003485	Q6C1E1	YALI1_F22883g
OG0003486	Q6C1N0	YALI1_F19811g
OG0003487	Q6C4X1	YALI1_E27196g
OG0003488	Q6CEM3	YALI1_B19120g
OG0003489	Q6C311	YALI1_F04980g
OG0003490	Q6C5Z3	YALI1_E16900g
OG0003491	Q6C139	YALI1_F25941g
OG0003492	Q6C7K6	YALI1_D35945g
OG0003493	Q6CD26	YALI1_C05789g
OG0003494	Q6CEZ5	YALI1_B15380g
OG0003495	Q6CBK4	YALI1_C25171g
OG0003496	Q6C6J2	YALI1_E11255g
OG0003497	Q6CBC8	YALI1_C27933g
OG0003498	Q6CAN2	YALI1_D01489g
OG0003499	Q6CF43	YALI1_B14044g
OG0003500	Q6C168	YALI1_F25035g
OG0003501	Q6CC93	YALI1_C15945g
OG0003502	Q6C221	YALI1_F15291g
OG0003503	Q6C701	YALI1_E05811g
OG0003504	Q6CDZ4	YALI1_B26112g
OG0003505	Q6CEG1	YALI1_B20870g
OG0003506	Q6CBF8	YALI1_C26597g
OG0003507	Q6C441	YALI1_E35329g
OG0003508	Q6C1L5	YALI1_F20426g
OG0003509	Q6C2L7	YALI1_F09965g
OG0003510	Q6CBT6	YALI1_C22541g
OG0003511	Q6C754	YALI1_E04420g
OG0003512	Q6CB20	YALI1_C30964g
OG0003513	B5FVF3	YALI1_E28107g
OG0003514	Q6CCI8	YALI1_C12333g
OG0003515	Q6C3B2	YALI1_F01838g
OG0003516	Q6CDE9	YALI1_C01491g
OG0003517	Q6CA93	YALI1_D06061g
OG0003518	Q6C3T7	YALI1_E38193g
OG0003519	Q6C2E0	YALI1_F12089g
OG0003520	Q6CBI7	YALI1_C25581g
OG0003521	Q6C004	YALI1_F36742g
OG0003522	Q6CCZ2	YALI1_C06870g
OG0003523	B5FVE3	YALI1_D11091g
OG0003524	Q6C504	YALI1_E26181g
OG0003525	Q6CG32	YALI1_B02194g
OG0003526	Q6C012	YALI1_F36415g
OG0003527	Q6C562	YALI1_E24618g
OG0003528	Q6CBY3	YALI1_C20180g
OG0003529	Q6C7H0	YALI1_E01299g
OG0003530	Q6CAE7	YALI1_D04432g
OG0003531	Q6C586	YALI1_E23988g
OG0003532	Q6CF26	YALI1_B14544g
OG0003533	Q6CBP5	YALI1_C23902g
OG0003534	Q6BZR7	YALI1_F39058g
OG0003535	Q6C5Y3	YALI1_E17162g
OG0003536	Q6CDH2	YALI1_C00772g
OG0003537	Q6C7Z9	YALI1_D31186g
OG0003538	Q6CB64	YALI1_C29854g
OG0003539	Q6CEN6	YALI1_B18811g
OG0003540	Q6C3B8	YALI1_F01614g
OG0003541	Q6C5W9	YALI1_E17466g
OG0003542	Q6C3N1	YALI1_E39618g
OG0003543	Q6CB68	YALI1_C29648g
OG0003544	Q6CI82	YALI1_A01061g
OG0003545	Q6CAY5	YALI1_C32156g
OG0003546	Q6C1J7	YALI1_F21174g
OG0003547	Q6C0Z5	YALI1_F27237g
OG0003548	Q6CBC0	YALI1_C28245g
OG0003549	Q6C727	YALI1_E05180g
OG0003550	Q6C0W2	YALI1_F28107g
OG0003551	Q6CDX4	YALI1_B26790g
OG0003552	Q6C7Y9	YALI1_D31866g
OG0003553	Q6CEV0	YALI1_B16863g
OG0003554	Q6C0D4	YALI1_F33008g
OG0003555	Q6C707	YALI1_E05681g
OG0003556	Q6C048	YALI1_F35441g
OG0003557	Q6C5U1	YALI1_E18242g
OG0003558	Q6C226	YALI1_F15108g
OG0003559	Q6CE05	YALI1_B25795g
OG0003560	Q6CCL9	YALI1_C11271g
OG0003561	Q6C7L7	YALI1_D35669g
OG0003562	Q6C6K2	YALI1_E10852g
OG0003563	Q6CAQ2	YALI1_D00929g
OG0003564	Q6C4I3	YALI1_E31483g
OG0003565	Q6CD19	YALI1_C05972g
OG0003566	W0TYM5	YALI1_E14125g
OG0003567	Q6CI75	YALI1_A01249g
OG0003568	Q6C0A7	YALI1_F33791g
OG0003569	Q6CC61	YALI1_C17091g
OG0003570	Q6CEC2	YALI1_B21855g
OG0003571	Q6CF93	YALI1_B12243g
OG0003572	Q6CFC6	YALI1_B11183g
OG0003573	Q6C6C1	YALI1_E13579g
OG0003574	Q6C3P5	YALI1_E39333g
OG0003575	Q6C5D6	YALI1_E22718g
OG0003576	Q6C9R2	YALI1_D11486g
OG0003577	Q6C458	YALI1_E34880g
OG0003578	Q6CBQ3	YALI1_C23707g
OG0003579	Q6C910	YALI1_D18555g
OG0003580	Q6C9H7	YALI1_D13963g
OG0003581	Q6CBL7	YALI1_C24806g
OG0003582	Q6C1U7	YALI1_F17709g
OG0003583	Q6CGI3	YALI1_A20063g
OG0003584	Q6CFA4	YALI1_B11934g
OG0003585	Q6C538	YALI1_E25400g
OG0003586	Q6C0R0	YALI1_F29727g
OG0003587	Q6C3X8	YALI1_E36984g
OG0003588	Q6CEW6	YALI1_B16239g
OG0003589	Q6CAB2	YALI1_D05398g
OG0003590	Q6CEF0	YALI1_B21114g
OG0003591	Q6CED8	YALI1_B21432g
OG0003592	Q6C858	YALI1_D28630g
OG0003593	Q6C585	YALI1_E23994g
OG0003594	Q6C4I0	YALI1_E31565g
OG0003595	Q6C625	YALI1_E16026g
OG0003596	Q6C1I0	YALI1_F21547g
OG0003597	Q6C0Z4	YALI1_F27304g
OG0003598	Q6C244	YALI1_F14650g
OG0003599	Q6C6D0	YALI1_E13329g
OG0003600	Q6C4V6	YALI1_E27532g
OG0003601	Q6C857	YALI1_D28646g
OG0003602	Q6C5V4	YALI1_E17829g
OG0003603	Q6C0C1	YALI1_F33426g
OG0003604	Q6CBN7	YALI1_C24200g
OG0003605	Q6C8B6	YALI1_D26610g
OG0003606	Q6CHV0	YALI1_A04848g
OG0003607	Q6CFZ3	YALI1_B03404g
OG0003608	Q6CI95	YALI1_A00538g
OG0003609	Q6CHY3	YALI1_A03803g
OG0003610	Q6C8K9	YALI1_D23730g
OG0003611	Q6C3S0	YALI1_E38640g
OG0003612	Q6C4V7	YALI1_E27504g
OG0003613	Q6C802	YALI1_D30999g
OG0003614	Q6C8W2	YALI1_D20329g
OG0003615	Q6CH09	YALI1_A14099g
OG0003616	Q6CC87	YALI1_C16150g
OG0003617	Q6CI44	YALI1_A02198g
OG0003618	Q6CG45	YALI1_B01644g
OG0003619	Q6C207	YALI1_F15692g
OG0003620	Q6C9W1	YALI1_D10129g
OG0003621	Q6C5E9	YALI1_E22329g
OG0003622	Q6C6E0	YALI1_E12952g
OG0003623	Q6C647	YALI1_E15469g
OG0003624	Q6C090	YALI1_F34187g
OG0003625	Q6C5M5	YALI1_E20016g
OG0003626	Q6CFU3	YALI1_B05226g
OG0003627	Q6C972	YALI1_D16679g
OG0003628	Q6C949	YALI1_D17370g
OG0003629	Q6C8I9	YALI1_D24387g
OG0003630	Q6C4V8	YALI1_E27469g
OG0003631	Q6CE58	YALI1_B23866g
OG0003632	Q6C3K5	YALI1_E40422g
OG0003633	Q6CA25	YALI1_D08317g
OG0003634	Q6C153	YALI1_F25570g
OG0003635	Q6C4Z8	YALI1_E26336g
OG0003636	F2Z6F8	YALI1_B18930g
OG0003637	Q6C887	YALI1_D27547g
OG0003638	Q6CF01	YALI1_B15192g
OG0003639	Q6CCL6	YALI1_C11501g
OG0003640	Q6CBY2	YALI1_C20198g
OG0003641	Q6C0H5	YALI1_F32002g
OG0003642	Q6C318	YALI1_F04690g
OG0003643	Q6C4P3	YALI1_E29617g
OG0003644	Q6CEW1	YALI1_B16410g
OG0003645	Q6C9R3	YALI1_D11479g
OG0003646	Q6C2Q0	YALI1_F09051g
OG0003647	B5RSM2	YALI1_F33603g
OG0003648	Q6C9X6	YALI1_D09766g
OG0003649	Q6C6W5	YALI1_E06712g
OG0003650	Q6CHV7	YALI1_A04661g
OG0003651	Q6CGL5	YALI1_A18817g
OG0003652	Q6CD06	YALI1_C06394g
OG0003653	Q6CE93	YALI1_B22677g
OG0003654	Q6C246	YALI1_F14583g
OG0003655	Q6C5U6	YALI1_E18121g
OG0003656	Q6C9R1	YALI1_D11514g
OG0003657	Q6CH67	YALI1_A12099g
OG0003658	Q6C8V4	YALI1_D20662g
OG0003659	Q6CBG4	YALI1_C26276g
OG0003660	B5FVC2	YALI1_C09150g
OG0003661	Q6C4Y0	YALI1_E26987g
OG0003662	Q6C8B1	YALI1_D26730g
OG0003663	Q6CES2	YALI1_B17908g
OG0003664	Q6CBF3	YALI1_C26726g
OG0003665	Q6C4U4	YALI1_E27939g
OG0003666	Q6CD63	YALI1_C04570g
OG0003667	Q6CFP1	YALI1_B07220g
OG0003668	Q6CH98	YALI1_A11043g
OG0003669	Q6CED9	YALI1_B21423g
OG0003670	Q6BZY5	YALI1_F37463g
OG0003671	Q6CIA5	YALI1_A00204g
OG0003672	Q6C9H9	YALI1_D13871g
OG0003673	Q6C1P8	YALI1_F19249g
OG0003674	B5FVF0	YALI1_D32934g
OG0003675	Q6CDI8	YALI1_C00209g
OG0003676	Q6C5I9	YALI1_E20995g
OG0003677	Q6CHM9	YALI1_A06721g
OG0003678	Q6C0W9	YALI1_F27968g
OG0003679	Q6C679	YALI1_E14561g
OG0003680	Q6C787	YALI1_E03449g
OG0003681	Q6C4Z7	YALI1_E26377g
OG0003682	Q6C7A0	YALI1_E03158g
OG0003683	Q6CBI3	YALI1_C25703g
OG0003684	B5FVB2	YALI1_B08186g
OG0003685	Q6CHL7	YALI1_A07137g
OG0003686	Q6C9S2	YALI1_D11272g
OG0003687	Q6CI45	YALI1_A02190g
OG0003688	Q6C3W4	YALI1_E37419g
OG0003689	Q6C5D9	YALI1_E22613g
OG0003690	Q6CBG6	YALI1_C26167g
OG0003691	Q6C3K1	YALI1_E40502g
