genes	logFC	logCPM	PValue	FDR	Portein_names
YALI0_E27346g	-0.055107036	7.898475998	0.851585427	0.91147781	highly similar to uniprot|P16140 Saccharomycescerevisiae YBR127c VMA2 H+-ATPase V1 domain 60 KD subunitvacuolar
YALI0_E31735g	-0.05430644	5.107503129	0.867083293	0.921058267	weakly similar to DEHA-IPF1244.1 Debaryomyceshansenii
YALI0_F20944g	-0.053803312	5.616824454	0.864153604	0.918760467	weakly similar to uniprot|Q03942 Saccharomycescerevisiae YDR198c
YALI0_D22330g	-0.053661551	5.748144273	0.824615794	0.894786432	weakly similar to uniprot|P32833 Saccharomycescerevisiae YBR060c RRR1 origin recognition complex 72 kDasubunit
YALI0_D17468g	-0.053446419	3.052806209	0.872610735	0.924021542	similar to DEHA0F07777g Debaryomyces hansenii IPF8508.1
YALI0_E23199g	-0.053188974	6.604525354	0.869392797	0.922227084	weakly similar to DEHA-IPF12148.1 Debaryomyceshansenii
YALI0_C20053g	-0.052940453	5.125476597	0.837559229	0.902204562	similar to uniprot|P37020 Saccharomyces cerevisiaeYJR040w GEF1voltage-gated chloride channel protein
YALI0_F08745g	-0.052880125	9.909441113	0.889332239	0.934701609	highly similar to uniprot|P61864 Saccharomycescerevisiae YKR094c RPL40B and highly similar touniprot|P61864 Saccharomyces cerevisiae YIL148W RPL40AFusion protein that is cleaved to yield ubiquitin and aribosomal protein of the large subunit
YALI0_C08030g	-0.052810669	4.52797489	0.880941568	0.93014141	similar to uniprot|Q7RZL7 Neurospora crassaNCU00348.1 conserved hypothetical protein
YALI0_D17006g	-0.052757721	7.798008874	0.830745143	0.898379456	similar to uniprot|P38843 Saccharomyces cerevisiaeYHR142w CHS7 control of protein export from the ER (likechitin synthase III)
YALI0_E30657g	-0.052405299	7.374673442	0.830507594	0.898379456	weakly similar to uniprot|Q7SB12 Neurospora crassaNCU07881.1 predicted protein (19541 - 18555)
YALI0_E01122g	-0.051871554	6.683144477	0.85786193	0.914479006	highly similar to KLLA0C06446g Kluyveromyceslactis
YALI0_C19217g	-0.051066546	4.667573057	0.838875013	0.90281911	similar to uniprot|P25559 Saccharomyces cerevisiaeYCL016c/DCC1 part of an alternative RFC complex
YALI0_B04400g	-0.050826075	3.933945942	0.856840779	0.91387297	similar to uniprot|Q8J2P8 Gibberella moniliformisMPU1p
YALI0_E19701g	-0.05023867	8.708388882	0.8842634	0.9316374	highly similar to uniprot|P39938 Saccharomycescerevisiae YGL189c RPS26A 40S small subunit ribosomalprotein S26e.c7 or uniprot|P39939 Saccharomyces cerevisiaeYER131w RPS26B 40S small subunit ribosomal proteinS26e-c5
YALI0_C10989g	-0.05006212	6.6431205	0.837109645	0.902041117	similar to uniprot|P17898 Saccharomyces cerevisiaeYNL130C Diacylglycerol cholinephosphotransferase
YALI0_D07370g	-0.049366212	7.208725476	0.87442065	0.924644881	similar to uniprot|P87183 Trichoderma virensCarbamoyl- phosphate synthase arginine-specific smallchain mitochondrial precursor
YALI0_D01914g	-0.048644591	6.293654446	0.840005057	0.90387469	similar to uniprot|P43620 Saccharomyces cerevisiaeYFR048w
YALI0_B10934g	-0.048279879	6.830384287	0.843132784	0.9064359	similar to uniprot|Q05123 Saccharomyces cerevisiaeYMR033w ARP9 Actin-related protein
YALI0_E00506g	-0.048012779	7.044330598	0.84761762	0.909062282	weakly similar to uniprot|O13807Schizosaccharomyces pombe Putative (Xeroderma pigmentosum-group E like) DNA-binding protein
YALI0_E09086g	-0.047813857	6.713201565	0.852400336	0.912027705	similar to uniprot|P33277 Schizosaccharomyces pombeGAP1 GTPase-activating protein (Ras GTPase-activatingprotein)
YALI0_F02233g	-0.047571134	6.867395513	0.854336126	0.912647957	similar to uniprot|P41818 Saccharomyces cerevisiaeYMR311c GLC8 regulatory subunit for protein ser/thrphosphatase GLC7P
YALI0_E31174g	-0.046023026	4.168977437	0.866072517	0.920316007	no similarity
YALI0_C05346g	-0.045833792	6.079910327	0.848428113	0.909062282	similar to uniprot|P53040 Saccharomyces cerevisiaeYGL112C Transcription initiation factor TFIID 60 kDasubunit (TAFII-60)
YALI0_C18755g	-0.045740895	6.678640578	0.855121913	0.913165273	similar to uniprot|P18900 Saccharomyces cerevisiaeYBR003w COQ1 hexaprenyl pyrophosphate synthetaseprecursor
YALI0_D27324g	-0.045710481	6.912693384	0.867695494	0.921071084	similar to uniprot|O74907 Schizosaccharomyces pombeHypothetical
YALI0_D21142g	-0.045691472	7.518936385	0.906972236	0.944717255	similar to uniprot|Q01852 Saccharomyces cerevisiaeYIL022w TIM44 mitochondrial inner membrane import receptorsubunit singleton
YALI0_B05148g	-0.045539565	7.169231817	0.871510376	0.923663753	weakly similar to uniprot|P35724 Saccharomycescerevisiae YKL064w MNR2 overexpression overcomes manganesetoxicity
YALI0_F19866g	-0.045164574	8.022091982	0.872414039	0.923974791	similar to uniprot|P19145 Saccharomyces cerevisiaeGeneral amino-acid permease GAP1 YKR039w
YALI0_B06347g	-0.04515991	5.120440586	0.853668688	0.912417724	no similarity
YALI0_E10241g	-0.044558913	5.149749254	0.856519519	0.913691217	weakly similar to uniprot|Q6CI91 Yarrowialipolytica YALI0A00550g
YALI0_C09614g	-0.044530578	5.084839146	0.885842265	0.932327819	no similarity
YALI0_F09878g	-0.043943592	5.086488272	0.863310416	0.918186337	uniprot|Q5ZNC4 Yarrowia lipolytica ANL1Pinteracting protein
YALI0_F28347g	-0.043630207	4.465074601	0.872338011	0.923974791	no similarity possibly noncoding
YALI0_E12177g	-0.043548713	6.744410637	0.858325071	0.914489878	weakly similar to uniprot|P46944 Saccharomycescerevisiae YDR108w GSG1 sporulation specific protein
YALI0_A14476g	-0.043384647	5.386018106	0.888925396	0.934436155	some similarities with CA4130|IPF20009 Candidaalbicans unknown function
YALI0_D22913g	-0.043188157	5.034843455	0.86554692	0.91991888	weakly similar to uniprot|Q8TFD3 Mycosphaerellapini Putative dothistromin transporter
YALI0_C23683g	-0.043151267	4.432075972	0.88377792	0.931287902	weakly similar to uniprot|O94417Schizosaccharomyces pombe Cell cycle control proteincwf26
YALI0_D03784g	-0.042455694	4.428830194	0.893235841	0.936589895	no similarity
YALI0_C04565g	-0.041830995	6.246961191	0.883077483	0.931287902	weakly similar to uniprot|Q9HF07 Candida albicansCso1p (Fragment)
YALI0_D22660g	-0.041791554	5.718454439	0.905458984	0.943826608	no similarity
YALI0_B22638g	-0.040976112	5.940987461	0.868772954	0.921891693	highly similar to uniprot|P50623 Saccharomycescerevisiae YDL064w UBC9 E2 ubiquitin-conjugating enzyme
YALI0_F21131g	-0.040632654	6.105270543	0.883433924	0.931287902	similar to uniprot|P38324 Saccharomyces cerevisiaeYBR228w
YALI0_E15037g	-0.040066036	5.860063124	0.904496378	0.943508564	weakly similar to uniprot|P47822 Saccharomycescerevisiae YDR308c SRB7 DNA-directed RNA polymerase IIholoenzyme and kornberg's mediator (SRB) subcomplexsubunit
YALI0_B22088g	-0.040043974	7.22614562	0.884465926	0.931688715	some similarities with uniprot|P22470 Saccharomycescerevisiae YDR143c SAN1 mating-type regulation protein
YALI0_E08910g	-0.04000961	4.490303026	0.89329368	0.936589895	weakly similar to uniprot|Q873E9 Neurospora crassaNCU03338.1 predicted protein no
YALI0_F13101g	-0.039568431	6.203959738	0.890538651	0.93479411	similar to uniprot|P53188 Saccharomyces cerevisiaeYGL029w CGR1 Coiled-coil protein
YALI0_D08844g	-0.039508169	6.39745785	0.874144637	0.924644881	similar to uniprot|Q12068 Saccharomyces cerevisiaeYOL151w GRE2
YALI0_F06490g	-0.039502325	4.251126631	0.883546921	0.931287902	some similarities with uniprot|Q7SBF2 Neurosporacrassa
YALI0_D23309g	-0.038506356	4.499986096	0.901727961	0.941659133	similar to uniprot|P37898 Saccharomyces cerevisiaeYHR047c AAP1 alanine/arginine aminopeptidase
YALI0_D22286g	-0.038388298	6.543473385	0.904946382	0.943743153	weakly similar to uniprot|P04821 Saccharomycescerevisiae YLR310c CDC25 GDP/GTP exchange factor for RAS1Pand RAS2P
YALI0_F13695g	-0.038353635	5.618234566	0.920046026	0.952932799	no similarity
YALI0_B06138g	-0.038024801	2.004093613	0.939919141	0.965437803	highly similar to uniprot|Q6C8X6 Yarrowialipolytica YALI0D16115g
YALI0_B18238g	-0.037968696	4.921248174	0.890654913	0.93479411	similar to uniprot|Q962X9 Branchiostoma belcheriG10 protein
YALI0_F16621g	-0.03769805	0.921223665	0.93993507	0.965437803	no similarity
YALI0_D00495g	-0.037688289	2.774304133	0.936528851	0.963245925	similar to uniprot|P32837 Saccharomyces cerevisiaeYDL210w UGA4 GABA-specific high-affinity permease
YALI0_B19118g	-0.037384194	4.649957978	0.886220734	0.932485078	no similarity
YALI0_E03696g	-0.037141891	7.201693355	0.881724388	0.930418923	no similarity
YALI0_D22418g	-0.037088987	5.396532991	0.891146641	0.934986178	no similarity
YALI0_F03520g	-0.037025912	4.419594792	0.88486096	0.931780744	no similarity
YALI0_E28153g	-0.036960332	6.945294872	0.932885144	0.961130348	similar to uniprot|P37297 Saccharomyces cerevisiaeYLR305c STT4 phosphatidylinositol-4-kinase
YALI0_C02893g	-0.036807971	5.078518341	0.903369911	0.942748372	no similarity
YALI0_E33341g	-0.036719379	5.379240201	0.894576312	0.936963681	weakly similar to uniprot|Q09834Schizosaccharomyces pombe Putative mitochondrial carrierC4G8.08
YALI0_D24453g	-0.036281731	6.63094677	0.901859771	0.941659133	weakly similar to uniprot|Q9VAV4 Drosophilamelanogaster CG1540 protein
YALI0_E28578g	-0.035840991	6.321268098	0.898468566	0.939738233	weakly similar to Candida albicans|CA2666|IPF16995unknown function
YALI0_E06017g	-0.035331201	9.547465997	0.919900115	0.952932799	similar to uniprot|P22515 Saccharomyces cerevisiaeYKL210w UBA1 E1-like (ubiquitin-activating) enzyme
YALI0_B05742g	-0.035035183	6.439582065	0.887706168	0.933640608	similar to uniprot|P07347 Saccharomyces cerevisiaeYHR013C N-terminal acetyltransferase complex ARD1 subunit(EC 2.3.1.-)(Arrest-defective protein 1)
YALI0_B05522g	-0.034982111	5.37351366	0.892251224	0.935982969	similar to uniprot|Q96TK5 Coccidioides immitisAspartyl aminopeptidase
YALI0_C01463g	-0.034964774	5.892864064	0.890188067	0.93479411	similar to uniprot|Q04174 Saccharomyces cerevisiaeYOR149C SMP3 protein kinase C pathway protein
YALI0_F21483g	-0.033756318	6.062547303	0.917897262	0.951841074	highly similar to uniprot|Q9UVE8 Yarrowialipolytica Hypothetical 39.4 kDa protein
YALI0_E07601g	-0.033571825	5.796456508	0.931214409	0.960062243	weakly similar to uniprot|P32873 Saccharomycescerevisiae YPL115c BEM3 GTPase-activating protein forCDC42P and RHO1P
YALI0_B23386g	-0.033385266	6.159402298	0.910950902	0.947685688	no similarity
YALI0_F29491g	-0.032817371	7.041106517	0.89736945	0.938912897	similar to uniprot|P36114 Saccharomyces cerevisiaeYKR018c unknown function or uniprot|P47031 Saccharomycescerevisiae YJL082w IML2 unknown function
YALI0_D06017g	-0.032664311	6.535319673	0.923124522	0.954873378	similar to uniprot|P40350 Saccharomyces cerevisiaeYPL227c ALG5 Dolichyl-phosphate beta-glucosyltransferase
YALI0_C02563g	-0.032613201	7.135944561	0.900852991	0.941256955	similar to uniprot|Q05959 Kluyveromyces lactisTranscription initiation factor IIB (General transcriptionfactor TFIIB)
YALI0_A20724g	-0.032566878	7.400889535	0.895199407	0.937421031	similar to uniprot|Q06505 Saccharomyces cerevisiaeYPR133c
YALI0_F00440g	-0.032504007	3.581469393	0.934774882	0.962227734	no similarity
YALI0_F13365g	-0.032263601	4.166675027	0.910873946	0.947685688	weakly similar to DEHA0G21307g Debaryomyceshansenii
YALI0_C11946g	-0.032073589	6.583990326	0.895324528	0.937421031	weakly similar to uniprot|P19658 Saccharomycescerevisiae YJL085w EXO70 70 kDa exocyst complex protein
YALI0_C02453g	-0.03198964	6.826666978	0.894047603	0.936821445	weakly similar to uniprot|Q08754 Saccharomycescerevisiae YOR299w BUD7 involved in bud-site selection
YALI0_A09900g	-0.031520611	8.574976602	0.9175162	0.95160884	highly similar to uniprot|Q9UVJ8 Ashbya gossypiiVacuolar ATP synthase catalytic subunit A (V-ATPase 69 kDasubunit)
YALI0_D19756g	-0.031146885	4.873126442	0.911181832	0.947685688	weakly similar to uniprot|O14035Schizosaccharomyces pombe NCS1 uracil transporter
YALI0_D08734g	-0.030589599	6.546933181	0.90324612	0.942748372	weakly similar to uniprot|P06843 Saccharomycescerevisiae YER161c SPT2 multifunctional HMG-like chromatinprotein
YALI0_D25190g	-0.029898418	6.535028056	0.909419264	0.946614965	highly similar to uniprot|P17157 Saccharomycescerevisiae YPL031c PHO85
YALI0_C08481g	-0.029643148	6.819698302	0.915695498	0.950765485	similar to uniprot|P40986 Saccharomyces cerevisiaeYDR182w CDC1 cell division control protein
YALI0_B16742g	-0.02929498	6.915031782	0.927486515	0.957620254	weakly similar to uniprot|P47141 Saccharomycescerevisiae YJR101w RSM26 weak similarity to superoxidedismutases singleton
YALI0_C12881g	-0.029165308	6.319000479	0.927321921	0.957620254	similar to uniprot|Q06511 Saccharomyces cerevisiaeYPR143w hypothetical protein
YALI0_B18854g	-0.029018327	9.664588299	0.927045733	0.957557299	weakly similar to uniprot|Q03649 Saccharomycescerevisiae YMR210w Putative acyltransferase
YALI0_F00792g	-0.028801881	5.175664297	0.93442886	0.962066226	weakly similar to uniprot|P32857 Saccharomycescerevisiae YKL039w PTM1 member of the major facilitatorsuperfamily
YALI0_D09999g	-0.028714329	5.747469098	0.907652133	0.94510039	weakly similar to uniprot|P47048 Saccharomycescerevisiae YJL049w Hypothetical 52.8 kDa protein inMTR4-GYP6 intergenic region
YALI0_C18645g	-0.028580572	4.501345344	0.941426061	0.966373042	similar to uniprot|Q04052 Saccharomyces cerevisiaeYDR421w positive transcription regulator of ARO9 andARO10
YALI0_E02266g	-0.027787607	6.494361769	0.929701641	0.958772286	weakly similar to uniprot|Q9P3Q3 Neurospora crassaB24P7.320 Related to cytosolic Cu/Zn superoxide dismutase
YALI0_E16819g	-0.027365365	5.939316836	0.937128393	0.963535338	similar to DEHA0E03113g Debaryomyces hansenii
YALI0_E05379g	-0.027292628	4.763059607	0.920541089	0.953277035	no similarity possibly noncoding
YALI0_B16962g	-0.027269818	6.468101826	0.915742353	0.950765485	no similarity
YALI0_A07601g	-0.026575071	2.71721927	0.936346488	0.963245925	weakly similar to uniprot|P08640 Saccharomycescerevisiae YIR019c STA1 extracellular alpha-1 4-glucanglucosidase
YALI0_A01397g	-0.026200737	6.620828187	0.91260289	0.948461857	weakly similar to uniprot|Q9V3C5 Drosophilamelanogaster BCDNA:GH03694 protein
YALI0_F25267g	-0.025726998	5.907857742	0.915761241	0.950765485	similar to uniprot|Q07953 Saccharomyces cerevisiaeYLR022c unknown function
YALI0_C23661g	-0.025556024	5.195910199	0.924988863	0.956248087	similar to uniprot|P00729 Saccharomyces cerevisiaeYMR297w PRC1 carboxypeptidase y serine-type protease
YALI0_C09119g	-0.025496636	2.95292963	0.953777391	0.973775541	similar to uniprot|P14065 Saccharomyces cerevisiaeYOR120W GCY protein
YALI0_D26367g	-0.025119842	6.921006718	0.916300869	0.950836794	highly similar to uniprot|P04076 Saccharomycescerevisiae YHR018c ARG4 arginosuccinate lyase
YALI0_E27027g	-0.024883891	5.987295475	0.928920345	0.958349605	similar to uniprot|P38869 Saccharomyces cerevisiaeYHR181w
YALI0_D25652g	-0.02452073	3.958295772	0.938915856	0.964718123	similar to uniprot|Q7ZVD4 Similar to Brachydaniorerio splicing factor 3a subunit
YALI0_F04796g	-0.02450022	4.672692177	0.931908617	0.960439461	some similarities with uniprot|Q7SDB2 Neurosporacrassa NCU02098.1 hypothetical protein
YALI0_F24101g	-0.024266683	7.316039134	0.919793617	0.952932799	weakly similar to uniprot|P47018 Saccharomycescerevisiae YJL123c
YALI0_E26939g	-0.024112049	3.7534275	0.957375947	0.975740554	similar to uniprot|P54964 Saccharomyces cerevisiaeYLR059c YNT20
YALI0_C09636g	-0.023751673	7.742011281	0.929744255	0.958772286	similar to uniprot|P25605 Saccharomyces cerevisiaeYCL009C Acetolactate synthase small subunit(mitochondrialprecursor)
YALI0_F25157g	-0.023155071	5.711045022	0.92808868	0.957981107	no similarity
YALI0_F21263g	-0.022334497	5.155831016	0.942534536	0.966959973	weakly similar to uniprot|AAH44174 Brachydaniorerio 9430077D24 gene and wi|NCU07885.1 Neurospora crassaNCU07885.1 hypothetical protein
YALI0_F20240g	-0.022227323	5.730208113	0.947366849	0.970361507	similar to uniprot|P53256 Saccharomyces cerevisiaeYGR095c RRP46 involved in rRNA processing
YALI0_B05390g	-0.021671461	6.628143142	0.929804922	0.958772286	similar to uniprot|Q03441 Saccharomyces cerevisiaeYDL001W Hypothetical protein
YALI0_C15378g	-0.021346369	5.312984532	0.938334114	0.964464416	some similarities with uniprot|Q9P5Y7 Neurosporacrassa Related to mitotic apparatus protein p62
YALI0_F09295g	-0.021298725	5.80501107	0.966465588	0.98146556	weakly similar to uniprot|P32910 Saccharomycescerevisiae YNR003c RPC34 DNA-directed RNA polymerase III34 KD subunit and KLLA0D04532g Kluyveromyces lactis
YALI0_D17820g	-0.021191232	4.553705093	0.959987018	0.97725065	no similarity
YALI0_B18700g	-0.020977162	6.224328607	0.931532214	0.960226449	similar to uniprot|Q8TG13 Neurospora crassa Caseinkinase II alpha subunit CKA
YALI0_A20658g	-0.020513632	6.554572886	0.936457112	0.963245925	no similarity
YALI0_E10021g	-0.020114766	4.74708146	0.95009962	0.971758426	some similarities with uniprot|P53306 Saccharomycescerevisiae YGR216CN-acetylglucosaminyl-phosphatidylinositol biosyntheticprotein GPI1
YALI0_C10252g	-0.019940621	7.36163945	0.95095612	0.971813939	similar to uniprot|P43585 Saccharomyces cerevisiaeYFL004w VTC2 putative polyphosphate synthetase
YALI0_B02838g	-0.019915162	7.018404219	0.94527958	0.96911957	similar to uniprot|Q96VT7 Aspergillus nigerDipeptidyl aminopeptidase type IV (EC 3.4.14.5)
YALI0_E02090g	-0.019850004	8.479962315	0.942702029	0.966968026	similar to uniprot|P37012 Saccharomyces cerevisiaeYMR105c PGM2 phosphoglucomutase major isoform oruniprot|P33401 Saccharomyces cerevisiae YKL127w PGM1phosphoglucomutase minor isoform
YALI0_C14630g	-0.01983989	6.561388079	0.941837791	0.966572603	no similarity
YALI0_F01056g	-0.019141788	5.279972756	0.955382343	0.975185516	similar to uniprot|Q09743 Schizosaccharomyces pombeProtein ste16
YALI0_E04312g	-0.018722614	6.793402936	0.959556843	0.976976937	weakly similar to uniprot|O74390Schizosaccharomyces pombe SPBC28E12.06C Putative transportprotein
YALI0_F29073g	-0.018394555	5.867802336	0.946344438	0.969882955	similar to uniprot|Q8X0N0 Neurospora crassaconserved hypothetical protein and uniprot|P87126Schizosaccharomyces pombe cell cycle control protein cwf2
YALI0_C23793g	-0.018367774	6.398894387	0.942997309	0.967107128	similar to uniprot|P47026 Saccharomyces cerevisiaeYJL091c GWT1 Related to human G protein-coupled receptor
YALI0_D04466g	-0.018118173	8.592113589	0.95334497	0.973598126	weakly similar to uniprot|Q9Y8B4 Emericellanidulans Positive sulphur transcription regulator METR
YALI0_F06094g	-0.01761593	6.594778915	0.948789796	0.971053229	no similarity
YALI0_F06006g	-0.01646915	5.326804194	0.962346139	0.978994048	no similarity
YALI0_E28985g	-0.016263692	4.459027087	0.950284649	0.971760605	weakly similar to DEHA0G14729g Debaryomyceshansenii IPF 3995.1
YALI0_F17138g	-0.016101199	7.324615049	0.957311324	0.975740554	highly similar to uniprot|P32469 Saccharomycescerevisiae YLR172c DPH5 diphthamide methyltransferase
YALI0_F26807g	-0.01565576	6.275743107	0.951573327	0.972116654	weakly similar to uniprot|Q9C272 Neurospora crassarelated to branched-chain alpha-ketoacid dehydrogenasekinase
YALI0_C10945g	-0.014812175	7.178215356	0.9568769	0.975724475	similar to CA0697|CaVTC4 Candida albicans CaVTC4putative polyphosphate synthetase
YALI0_D19448g	-0.013807591	6.24996842	0.966947922	0.981532355	weakly similar to uniprot|P36121 Saccharomycescerevisiae YKR025w RPC37 Pol III transcription singleton
YALI0_C16247g	-0.013554086	4.586802759	0.972293699	0.984319394	no similarity
YALI0_E28809g	-0.013342597	5.676306425	0.968762137	0.982386115	some similarities with DEHA0D08514g Debaryomyceshansenii IPF 1492.1
YALI0_D06193g	-0.013021637	5.681149365	0.966257617	0.98146556	weakly similar to KLLA-IPF1932.1 Kluyveromyceslactis KLLA0F00572g
YALI0_A17380g	-0.012595995	5.562940228	0.962878332	0.97926719	similar to uniprot|P89886 Saccharomyces cerevisiaeYER007ca
YALI0_F04642g	-0.012280904	3.630998094	0.971942136	0.984292513	no similarity
YALI0_E03762g	-0.012107144	4.915598572	0.962937986	0.97926719	no similarity
YALI0_B05214g	-0.011957391	5.311982508	0.967126863	0.981549499	similar to uniprot|Q08743 Saccharomyces cerevisiaeChromosome XV reading frame ORF YOR292C
YALI0_D20020g	-0.011629075	5.01421041	0.966735165	0.981480874	similar to uniprot|Q05648 Saccharomyces cerevisiaeYDR282C
YALI0_B05412g	-0.010229049	6.391900141	0.974818642	0.985317657	weakly similar to uniprot|Q966L2 Caenorhabditiselegans Hypothetical protein E01A2.1
YALI0_F21879g	-0.010176884	4.925575689	0.969662077	0.982969573	similar to uniprot|Q02884 Saccharomyces cerevisiaeLPG7P (YPL101w Saccharomyces cerevisiae YPL101w RNApolymerase II Elongator protein subunit)
YALI0_A02915g	-0.009890597	9.529431949	0.974244342	0.985317657	similar to uniprot|P08067 Saccharomyces cerevisiaeYEL024w RIP1 ubiquinol--cytochrome-c reductase iron-sulfurprotein precursor singleton
YALI0_F12023g	-0.009755256	3.739406436	0.987567016	0.993141859	no similarity
YALI0_E06919g	-0.009474848	7.256150844	0.976332284	0.985754242	similar to uniprot|P87141 Schizosaccharomyces pombeSPAC57A7.11 WD-repeat protein mip1
YALI0_B18964g	-0.009227412	7.785594605	0.973826236	0.985317657	no similarity
YALI0_B17226g	-0.00900399	5.617924187	0.976428788	0.985754242	weakly similar to uniprot|P50076 Saccharomycescerevisiae YGR227w DIE2 ITR1 expression promoting proteinsingleton
YALI0_E02354g	-0.008956991	6.64398542	0.975825084	0.985588217	similar to uniprot|P52920 Saccharomyces cerevisiaeYGL091c NBP35 nucleotide-binding protein
YALI0_B23144g	-0.008844236	4.018212765	0.97745647	0.986413502	some similarities with uniprot|O94751Schizosaccharomyces pombe Checkpointserine/threonine-protein kinase bub1
YALI0_C02585g	-0.00881697	5.518974956	0.986291195	0.992682912	similar to uniprot|Q9HEK6 Neurospora crassaConserved hypothetical protein
YALI0_D12925g	-0.008782453	6.092789153	0.971333317	0.984164197	some similarities with uniprot|P38888 Saccharomycescerevisiae YHR204w HTM1
YALI0_B07227g	-0.008775748	5.752613274	0.975213769	0.985317657	similar to uniprot|P41734 Saccharomyces cerevisiaeYOR126C Isoamyl acetate-hydrolyzing esterase (EC 3.1.-.-)
YALI0_F12155g	-0.008334171	9.484904015	0.981512219	0.989073104	highly similar to uniprot|P25694 Saccharomycescerevisiae YDL126c and DEHA0G15994g Debaryomyces hansenii
YALI0_E31288g	-0.008043313	7.335990555	0.975184881	0.985317657	weakly similar to uniprot|Q12191 Saccharomycescerevisiae YDL099w
YALI0_F11187g	-0.007676918	3.58355757	0.985735113	0.992477073	no similarity
YALI0_F27643g	-0.007302649	7.536241145	0.980295531	0.98836233	uniprot|Q8J0E4 Yarrowia lipolytica BEM1 budemergence mediator
YALI0_B17886g	-0.006677131	5.045835103	0.980366663	0.98836233	similar to uniprot|Q9P7C5 Schizosaccharomyces pombeCell cycle control protein cwf16
YALI0_E28721g	-0.006565097	6.38198086	0.983517262	0.990878918	weakly similar to CA3804|CaRIM1 Candida albicansCaRIM1 telomere-binding protein (by homology)
YALI0_E25850g	-0.006529832	5.082651385	0.992173325	0.995680844	no similarity
YALI0_A06589g	-0.005506085	6.51394961	0.986171353	0.992682912	similar to uniprot|P27810 Saccharomyces cerevisiaeYOR099w KTR1 mannosyltransferase involved in n-linked ando-linked glycosylation
YALI0_C01287g	-0.005396892	4.837284862	0.985758969	0.992477073	similar to uniprot|Q86TN4 Homo sapiens tRNAsplicing 2 phosphotransferase 1
YALI0_E11165g	-0.005287635	5.791163946	0.987006283	0.992948152	weakly similar to KLLA0F02596g Kluyveromyces lactisno start
YALI0_C01694g	-0.005047557	5.874335442	0.987466317	0.993141859	similar to DEHA0B02497g Debaryomyces hansenii
YALI0_C00407g	-0.004650013	6.371927362	0.986907533	0.992948152	uniprot|P18120 Yarrowia lipolyticabeta-isopropyl-malate dehydrogenase
YALI0_E07898g	-0.004074491	6.185145048	0.990929891	0.99517596	weakly similar to uniprot|P35190 Saccharomycescerevisiae YGL215w CLG1 cyclin-like protein
YALI0_D21978g	-0.003769772	5.500325803	0.989710413	0.994636796	some similarities with uniprot|P40354 Saccharomycescerevisiae YJR062c NTA1 amino-terminal amidase singleton
YALI0_D06479g	-0.003638172	7.122268414	0.991541236	0.995485706	no similarity
YALI0_E30987g	-0.003485854	4.273742693	0.996064401	0.997876626	similar to uniprot|P41890 Schizosaccharomyces pombeCut9 interacting protein scn1
YALI0_E16687g	-0.00256633	4.44973227	0.99631492	0.997888788	similar to DEHA0E02200g Debaryomyces hansenii
YALI0_A05929g	-0.001880299	6.213948419	0.994580207	0.996950549	weakly similar to uniprot|Q6CCA5 Yarrowialipolytica YALI0C11077g
YALI0_E12397g	-0.001863633	5.915935968	0.99640604	0.997888788	similar to uniprot|P47173 Saccharomyces cerevisiaeYJR142w
YALI0_C00429g	-0.00179437	3.839890983	0.997031304	0.998349911	similar to uniprot|Q04739 Saccharomyces cerevisiaeYER027C Glucose repression protein GAL83 (SPM1 protein)
YALI0_B18260g	-0.001461069	5.933095062	0.995914075	0.997876626	weakly similar to uniprot|Q09906Schizosaccharomyces pombe Hypothetical protein
YALI0_A06831g	-0.000685616	5.367540962	0.99870833	0.999533436	no similarity
YALI0_E01826g	-0.000660257	5.221921244	0.999672718	1	similar to uniprot|Q03290 Saccharomyces cerevisiaeYDR460w TFB3 TFIIH subunit (transcription/repair factor)
YALI0_E19162g	3.29741E-06	4.37030049	1	1	no similarity
YALI0_F18568g	8.23512E-05	7.094942646	0.999987435	1	no similarity
YALI0_F26763g	0.000399875	2.483026539	1	1	no similarity
YALI0_A09636g	0.000662331	6.250785175	0.998390803	0.999380779	similar to uniprot|Q05874 Saccharomyces cerevisiaeYLR285w NNT1 nicotinamide N-methyltransferase
YALI0_B15884g	0.000676225	6.358528625	0.998254679	0.999380779	similar to uniprot|O93995 Candida albicans CaCOQ3Hexaprenyldihydroxybenzoate methyltransferasemitochondrial precursor
YALI0_A06765g	0.001809128	8.382808402	0.994810817	0.996950549	similar to uniprot|P40513 Saccharomyces cerevisiaeYIL070c MAM33 mitochondrial acidic matrix protein
YALI0_D07546g	0.001951894	5.828670415	0.994751065	0.996950549	some similarities with uniprot|Q8PCT1 Xanthomonascampestris DNA repair system specific for alkylated DNA
YALI0_E33495g	0.002038417	8.108255672	0.99398079	0.996778418	highly similar to uniprot|CAD71242 Neurosporacrassa B11H7.020 Probable arsenite translocating ATPase
YALI0_F13167g	0.002469432	6.031620051	0.993849841	0.996778418	some similarities with wi|NCU01362.1 Neurosporacrassa NCU01362.1 hypothetical protein
YALI0_C13002g	0.002598732	5.235747945	0.994691994	0.996950549	no similarity
YALI0_E30811g	0.002939377	8.840377861	0.992850672	0.996139891	highly similar to uniprot|P38061 Saccharomycescerevisiae YBL092w RPL32 60S large subunit ribosomalprotein L32.e
