Geneid,Std_1,Std_2,Std_3,Doc_1,Doc_2,Doc_3
YALI0_D17292g,5,18,25,125,50,27
YALI0_D17314g,28,18,24,7,4,12
YALI0_D17380g,1124,1351,891,870,832,709
YALI0_D17402g,6083,5313,6321,3686,4975,4793
YALI0_D17424g,6814,7467,5893,2370,3629,3226
YALI0_D17446g,2196,1828,2734,1367,2134,1855
YALI0_D17468g,221,258,329,178,261,207
YALI0_D17490g,6100,7613,13148,16752,12996,10764
YALI0_D17512g,1606,1871,2752,3757,2693,1905
YALI0_D17534g,12973,20489,25413,18724,27978,25930
YALI0_D17556g,197,173,83,28,70,89
YALI0_D17578g,332,228,103,112,114,94
YALI0_D17600g,1953,1707,782,951,817,697
YALI0_D17622g,5708,4754,770,64,188,289
YALI0_D17644g,48,51,16,16,18,14
YALI0_D17666g,1454,1949,2805,2882,3725,4102
YALI0_D17688g,197,198,165,165,220,216
YALI0_D17710g,1297,1210,1095,235,434,437
YALI0_D17732g,12338,12120,4977,1433,3151,3638
YALI0_D17754g,495,484,172,115,192,238
YALI0_D17776g,1697,1829,1590,1123,1661,1744
YALI0_D17798g,9440,14961,36990,34069,42294,45429
YALI0_D17820g,725,825,738,266,636,1010
YALI0_D17842g,2477,2424,1072,630,957,905
YALI0_D17864g,39362,38666,40666,34061,56465,64779
YALI0_D17886g,6496,6310,5094,2020,3740,3764
YALI0_D17930g,8691,8121,3806,2069,2530,2431
YALI0_D17952g,4369,4559,3531,4731,3226,2308
YALI0_D17974g,77,63,48,35,65,35
YALI0_D17988g,1432,1466,734,633,974,1131
YALI0_D17996g,1872,1909,1108,638,936,852
YALI0_D18018g,4,6,2,0,0,2
YALI0_D18040g,21,18,2,4,0,0
YALI0_D18062g,1035,1233,1285,742,1226,1423
YALI0_D18084g,6736,7877,2574,1379,1935,1802
YALI0_D18106g,7286,8140,6376,3207,4469,4529
YALI0_D18128g,1138,1022,888,551,801,821
YALI0_D18150g,5522,6499,4601,2773,3779,3346
YALI0_D18194g,3092,2918,964,557,781,1020
YALI0_D18249g,3433,3163,2224,1778,1603,1508
YALI0_D18271g,4034,4262,4882,3321,4262,3906
YALI0_D18293g,820,1101,2861,3471,3422,2782
YALI0_D18315g,1014,1036,665,438,558,517
YALI0_D18337g,3509,4293,3276,3013,3543,3594
YALI0_D18359g,1029,822,966,479,829,895
YALI0_D18381g,423,481,184,251,187,198
YALI0_D18403g,9766,11902,23918,9964,30599,41280
YALI0_D18436g,473,516,827,241,1075,1461
YALI0_D18458g,1047,1152,954,925,758,630
YALI0_D18480g,18,12,6,8,4,18
YALI0_D18502g,851,779,1193,1134,1489,1375
YALI0_D18546g,587,863,1088,653,894,775
YALI0_D18568g,469,520,508,190,443,579
YALI0_D18590g,998,1320,1082,680,909,784
YALI0_D18612g,7251,7553,5480,3021,4630,5238
YALI0_D18634g,969,991,1626,1232,2698,3241
YALI0_D18656g,685,1007,466,146,348,458
YALI0_D18678g,2582,2618,3594,3103,4066,4671
YALI0_D18700g,1656,1457,833,532,754,632
YALI0_D18722g,2590,2569,1874,3570,1853,1360
YALI0_D18744g,3456,4633,7610,9549,7565,5526
YALI0_D18766g,1900,2268,1563,1262,1469,1338
YALI0_D18788g,1366,1634,1818,814,1676,1878
YALI0_D18810g,1359,1472,1267,720,1061,1085
YALI0_D18832g,68,82,144,297,348,353
YALI0_D18854g,4292,6013,7751,6734,7748,8014
YALI0_D18876g,67,59,20,13,14,23
YALI0_D18898g,2841,2674,1606,940,914,717
YALI0_D18920g,7156,9532,12204,6176,10439,10802
YALI0_D18942g,1481,1589,1114,978,805,635
YALI0_D18964g,15452,21666,46185,25742,44175,54579
YALI0_D18986g,3113,2650,1294,1082,1485,1268
YALI0_D19008g,1710,1712,1203,1425,1040,786
YALI0_D19030g,3189,3916,4177,3499,3530,3053
YALI0_D19052g,716,786,807,729,770,563
YALI0_D19074g,2502,2685,2835,2185,2828,2734
YALI0_D19096g,4275,4712,4548,2439,4400,4812
YALI0_D19118g,1495,1247,1028,1125,1235,1033
YALI0_D19140g,5998,5318,25180,28820,52057,65178
YALI0_D19162g,634,562,588,279,645,744
YALI0_D19184g,114,84,85,121,145,108
YALI0_D19206g,5785,6698,7355,5014,7139,6531
YALI0_D19228g,232,341,392,438,343,295
YALI0_D19250g,281,349,290,204,334,278
YALI0_D19272g,248,254,141,132,205,169
YALI0_D19294g,13,24,0,0,0,0
YALI0_D19316g,5028,5352,4600,1450,3355,3276
YALI0_D19338g,49,58,10219,30247,30558,29784
YALI0_D19360g,802,742,648,350,510,492
YALI0_D19382g,6249,6430,4947,2740,4554,4767
YALI0_D19426g,960,675,593,608,720,798
YALI0_D19448g,2834,2584,2002,2379,1919,1575
YALI0_D19470g,2967,2556,1638,963,791,618
YALI0_D19492g,749,844,836,755,804,722
YALI0_D19514g,1582,1911,1718,1217,1385,1036
YALI0_D19536g,6218,6505,6679,2876,6341,7273
YALI0_D19558g,4117,2403,464,227,422,396
YALI0_D19580g,1866,1857,3297,2182,3680,3936
YALI0_D19602g,813,814,688,491,568,441
YALI0_D19624g,2684,2583,1682,1473,1927,1843
YALI0_D19646g,38,20,28,22,48,54
YALI0_D19734g,2631,3003,4205,4960,5390,4514
YALI0_D19756g,1046,1110,724,728,839,723
YALI0_D19778g,4183,4610,3796,1643,3306,3637
YALI0_D19822g,3283,2896,1693,581,1372,1569
YALI0_D19844g,908,1124,1361,1769,1105,712
YALI0_D19866g,791,686,509,370,543,643
YALI0_D19888g,1934,1804,1355,817,1158,964
YALI0_D19910g,4713,5194,4488,3397,4405,4871
YALI0_D19932g,1691,1885,2249,2353,2444,2136
YALI0_D19954g,2141,2041,1417,1533,1632,1425
YALI0_D19976g,4781,5199,6007,5561,7269,7316
YALI0_D19998g,702,650,739,740,756,683
YALI0_D20020g,996,1212,941,842,791,898
YALI0_D20042g,3914,4747,4378,2439,4168,4491
YALI0_D20064g,67,60,23,57,58,18
YALI0_D20086g,2759,2551,1848,1278,1963,1724
YALI0_D20108g,127,180,59,40,44,68
YALI0_D20130g,2949,3051,2235,1338,1976,1895
YALI0_D20152g,2828,4325,6361,7611,6360,6018
YALI0_D20174g,3119,3555,3391,1974,2658,2456
YALI0_D20196g,288,336,429,297,541,700
YALI0_D20218g,794,745,556,276,478,536
YALI0_D20240g,1605,1442,1102,653,1382,1482
YALI0_D20262g,1477,2205,3836,3059,4130,4499
YALI0_D20306g,2387,1953,197,66,111,124
YALI0_D20328g,9928,9964,7590,5400,6392,6120
YALI0_D20350g,25,22,12,11,21,7
YALI0_D20394g,1176,1128,1168,769,1047,1087
YALI0_D20416g,6319,6625,4641,2747,3958,3635
YALI0_D20438g,3048,3699,5034,2264,4749,5863
YALI0_D20460g,823,976,1788,1411,1328,1362
YALI0_D20482g,128,349,683,382,859,1029
YALI0_D20504g,805,883,1842,3036,2119,1627
YALI0_D20526g,42143,56607,75088,71922,68538,66225
YALI0_D20548g,1423,1851,1973,1078,1931,2174
YALI0_D20570g,7280,7648,6284,4031,5525,5469
YALI0_D20592g,599,553,374,323,288,281
YALI0_D20614g,34995,39195,24602,28275,17553,12015
YALI0_D20636g,2674,2793,2516,1525,2093,2013
YALI0_D20658g,464,551,151,97,97,132
YALI0_D20680g,49868,55471,43975,13501,20924,20898
YALI0_D20702g,4169,4748,4344,2618,3462,3472
YALI0_D20724g,1750,1815,2048,2654,2454,1950
YALI0_D20768g,12467,18809,32963,23046,33256,36833
YALI0_D20790g,3029,3127,1835,1132,1552,1673
YALI0_D20834g,2245,2680,5620,4157,6767,5950
YALI0_D20856g,1907,3018,4747,3923,4653,4262
YALI0_D20878g,8505,16286,37558,25284,38413,34520
YALI0_D20900g,85,99,190,202,138,152
YALI0_D20922g,374,294,68,13,29,34
YALI0_D20944g,1516,1867,2844,2756,3128,2990
YALI0_D20966g,5056,6088,7890,5133,8007,8443
YALI0_D21010g,2358,2382,2120,972,2606,3278
YALI0_D21032g,2177,2436,3639,6655,4141,3039
YALI0_D21076g,517,577,139,108,163,125
YALI0_D21098g,1505,1207,435,252,473,536
YALI0_D21120g,3135,2833,2274,1054,2310,2262
YALI0_D21142g,6341,7124,4691,6435,4067,3307
YALI0_D21164g,470,478,296,144,285,222
YALI0_D21186g,629,527,277,214,250,228
YALI0_D21208g,3033,3207,4001,4691,5714,5723
YALI0_D21230g,971,1082,1432,968,1607,2169
YALI0_D21318g,2050,2538,3409,5447,3013,2308
YALI0_D21362g,2340,2157,2836,2787,3068,2879
YALI0_D21384g,1196,1213,1073,664,853,716
YALI0_D21406g,105,175,838,1288,1182,1045
YALI0_D21428g,486,449,302,150,191,146
YALI0_D21450g,682,615,386,325,324,272
YALI0_D21472g,878,768,573,426,543,652
YALI0_D21494g,611,678,485,445,457,427
YALI0_D21530g,7417,8466,16595,10784,20729,24597
YALI0_D21538g,562,699,1201,1489,1520,1376
YALI0_D21560g,1195,1146,570,172,318,362
YALI0_D21582g,879,1124,2050,1100,1962,2643
YALI0_D21593g,316,236,344,549,540,580
YALI0_D21604g,10376,10580,8272,7067,8731,8441
YALI0_D21626g,2971,3762,4136,4685,3299,2478
YALI0_D21648g,3761,4419,4861,2843,4285,3925
YALI0_D21670g,622,794,777,578,505,484
YALI0_D21684g,1802,2023,1521,396,1382,1803
YALI0_D21725g,6016,6409,3921,1283,2672,3348
YALI0_D21747g,547,635,381,71,260,328
YALI0_D21769g,920,1053,1306,698,1487,1799
YALI0_D21802g,1098,1152,866,264,934,1172
YALI0_D21846g,0,0,0,1,0,0
YALI0_D21890g,2346,2923,7580,4714,11682,13690
YALI0_D21912g,2531,2652,1756,430,1126,1250
YALI0_D21934g,4673,5878,4790,6492,4116,2769
YALI0_D21956g,3220,3562,2633,2022,2525,2196
YALI0_D21978g,1188,1482,1701,937,1367,1317
YALI0_D22000g,78,69,42,45,35,61
YALI0_D22022g,8385,11157,19610,23031,20570,18564
YALI0_D22044g,891,1042,1400,1605,1446,1354
YALI0_D22066g,3118,3349,3934,2318,3741,3612
YALI0_D22088g,2204,2698,1941,1967,1402,1079
YALI0_D22110g,13506,16806,12330,4885,11180,12515
YALI0_D22132g,2544,3537,4504,3967,3924,3279
YALI0_D22154g,725,673,436,199,212,175
YALI0_D22220g,548,392,210,167,254,192
YALI0_D22242g,136,155,104,180,132,121
YALI0_D22264g,6919,7259,4755,2716,4112,4596
YALI0_D22286g,3200,3018,2924,1343,2880,3289
YALI0_D22308g,972,906,716,1113,677,582
YALI0_D22330g,1652,2000,1660,1186,1593,1426
YALI0_D22352g,11670,20946,72321,41765,91085,116107
YALI0_D22396g,8382,7754,4878,557,1160,1507
YALI0_D22418g,1270,1376,1472,757,1346,1254
YALI0_D22440g,6331,4862,1681,489,1336,1727
YALI0_D22462g,346,296,154,86,106,121
YALI0_D22484g,10417,7691,7584,2395,4732,5540
YALI0_D22506g,2394,2539,1220,446,938,1163
YALI0_D22520g,4967,4879,3217,1098,2989,3924
YALI0_D22550g,32,31,8,0,2,4
YALI0_D22572g,18908,19227,11897,5624,10569,11712
YALI0_D22594g,5012,5524,4322,2437,3001,2661
YALI0_D22616g,819,969,1336,958,1422,1346
YALI0_D22638g,5379,6991,9196,7232,13184,12422
YALI0_D22660g,1787,1753,1628,670,1702,1883
YALI0_D22682g,1991,2161,1847,1399,1554,1295
YALI0_D22748g,1819,2137,1858,1465,1961,1888
YALI0_D22770g,2647,3371,4489,1604,4717,5814
YALI0_D22803g,16735,16320,9116,8051,8622,8409
YALI0_D22825g,8262,9411,8052,3209,6720,7832
YALI0_D22847g,3129,3524,3621,2096,2350,2068
YALI0_D22869g,1612,1988,1289,709,976,842
YALI0_D22891g,28105,28235,26694,12838,22086,21752
YALI0_D22913g,1165,1056,994,654,934,999
YALI0_D22935g,3766,3599,2481,1806,2343,2132
YALI0_D22957g,139,187,149,44,120,176
YALI0_D22979g,1125,1152,651,253,375,415
YALI0_D23001g,5160,4472,2188,1506,1976,1748
YALI0_D23045g,472,396,574,722,625,555
YALI0_D23067g,4335,5284,10224,5414,11977,14415
YALI0_D23133g,5554,4833,2865,1959,2748,2751
YALI0_D23155g,4008,5041,3776,2492,2747,2438
YALI0_D23177g,3164,4605,5387,3424,4535,5170
YALI0_D23199g,799,875,1059,853,995,755
YALI0_D23221g,1842,2065,2302,2014,2507,2952
YALI0_D23243g,5650,6141,4686,3466,3945,3707
YALI0_D23265g,6048,5212,2039,680,1618,1476
YALI0_D23287g,4595,4919,3500,928,2855,4006
YALI0_D23309g,749,676,781,359,682,768
YALI0_D23331g,2030,3161,5039,2765,4709,4604
YALI0_D23353g,1961,2247,2401,4039,2857,2075
YALI0_D23375g,386,446,705,965,750,487
YALI0_D23386g,211,295,249,466,278,198
YALI0_D23397g,9768,13399,8768,6539,8044,8528
YALI0_D23419g,125,138,259,297,290,255
YALI0_D23441g,810,852,598,663,740,677
YALI0_D23463g,8027,8626,6579,2374,5978,7479
YALI0_D23485g,17,22,12,4,5,6
YALI0_D23551g,1722,1802,1484,2209,1851,1620
YALI0_D23573g,3435,3341,2561,2150,2839,2203
YALI0_D23595g,5881,6593,4858,3647,3292,2581
YALI0_D23617g,2643,4377,11361,5256,9246,9451
YALI0_D23639g,2007,2391,1656,1235,1323,1155
YALI0_D23661g,853,953,625,580,403,294
YALI0_D23683g,9211,11214,16209,10963,18363,22368
YALI0_D23705g,3103,3306,1956,1296,1504,1438
YALI0_D23727g,4448,6035,6423,3272,7810,9563
YALI0_D23749g,1588,1302,687,344,805,1015
YALI0_D23771g,1982,2015,1650,1387,2062,1984
YALI0_D23793g,1932,2078,3153,5068,3804,2808
YALI0_D23815g,950,652,332,262,261,335
YALI0_D23837g,92,152,348,361,613,603
YALI0_D23859g,2663,2336,1761,1424,1654,1421
YALI0_D23881g,3868,3917,3033,1382,2876,3123
YALI0_D23903g,3127,2902,2086,810,1943,2158
YALI0_D23925g,5221,5786,4497,2337,5410,5889
YALI0_D23947g,8543,9472,9993,3840,7644,8207
YALI0_D23969g,4390,4312,2070,552,1002,1071
YALI0_D24035g,4377,4666,2675,852,2002,2582
YALI0_D24057g,982,1141,1092,600,951,832
YALI0_D24079g,811,880,744,418,755,776
YALI0_D24101g,4574,8277,9220,7346,11049,9107
YALI0_D24123g,1698,2020,1104,434,666,625
YALI0_D24145g,9,12,15,11,4,9
YALI0_D24167g,1565,1783,1307,873,1274,1501
YALI0_D24189g,10671,10319,10211,4149,10953,12927
YALI0_D24211g,2538,2276,1439,1353,1504,1222
YALI0_D24233g,5152,6025,5650,1936,4804,5621
YALI0_D24277g,278,267,86,59,68,54
YALI0_D24299g,8711,9220,8627,9698,8895,7521
YALI0_D24321g,2237,2738,3439,2988,3287,2768
YALI0_D24343g,7427,8501,5100,3364,4258,4219
YALI0_D24365g,553,675,834,608,916,1279
YALI0_D24387g,34733,38885,28399,32057,22058,16517
YALI0_D24409g,18340,18066,25585,14210,26980,34526
YALI0_D24431g,23490,26643,26694,16224,30357,35585
YALI0_D24453g,3161,3363,3191,1550,3199,3215
YALI0_D24475g,4048,4668,7017,18851,11006,7063
YALI0_D24497g,4740,4281,2783,2135,2521,1977
YALI0_D24519g,1851,2712,3190,6690,3511,2121
YALI0_D24541g,1822,1419,550,333,410,419
YALI0_D24563g,1992,1799,942,679,840,781
YALI0_D24585g,13609,16456,13577,9026,10500,10309
YALI0_D24607g,37,30,28,13,34,20
YALI0_D24629g,3952,5214,6606,5884,5087,4602
YALI0_D24651g,2837,2423,1889,1248,2083,1932
YALI0_D24728g,727,839,967,783,1110,990
YALI0_D24750g,419,357,176,389,149,279
YALI0_D24772g,770,1224,3833,2549,4057,4331
YALI0_D24816g,6314,40181,100408,74656,82401,89621
YALI0_D24830g,1574,1993,2855,1638,3287,3449
YALI0_D24849g,77,98,89,65,69,89
YALI0_D24860g,1993,2002,1120,499,1285,1345
YALI0_D24926g,2242,3023,3456,1764,3389,4191
YALI0_D24970g,3148,3363,1914,1176,1120,976
YALI0_D24992g,1781,2749,3605,3286,3265,3467
YALI0_D25014g,6395,6670,5235,864,1006,1262
YALI0_D25036g,2488,3135,4888,6544,5472,4212
YALI0_D25058g,5296,5631,3716,2996,3307,2876
YALI0_D25080g,621,643,791,827,904,749
YALI0_D25102g,1688,2052,2472,2543,2418,2393
YALI0_D25124g,2466,2687,1855,1150,1650,1662
YALI0_D25146g,1296,1468,1545,1313,1485,1091
YALI0_D25168g,24654,18852,13554,6004,9402,9509
YALI0_D25190g,2745,3114,3200,1731,2877,2792
YALI0_D25212g,1649,1755,1047,407,609,610
YALI0_D25234g,3001,3084,1965,1255,1695,1432
YALI0_D25256g,2759,2895,3265,2561,2711,2560
YALI0_D25278g,1348,1367,1992,1773,2200,2802
YALI0_D25322g,3796,2713,2565,3224,5084,5825
YALI0_D25344g,3376,3540,2480,2466,2130,1699
YALI0_D25366g,150,176,51,25,20,33
YALI0_D25388g,4232,5413,8084,5506,10492,11805
YALI0_D25454g,1136,1381,2278,1590,1813,1419
YALI0_D25476g,4139,3668,3479,2997,4134,3627
YALI0_D25498g,2815,2853,2121,1801,1985,1671
YALI0_D25520g,451,577,976,1025,972,889
YALI0_D25542g,1127,895,926,1190,1215,1058
YALI0_D25564g,1357,1340,1434,1985,1685,1050
YALI0_D25586g,423,634,1524,2124,1660,1164
YALI0_D25608g,631,675,743,568,646,572
YALI0_D25630g,213,91,26,46,41,71
YALI0_D25652g,585,511,418,421,437,349
YALI0_D25674g,1023,951,538,579,683,671
YALI0_D25696g,896,885,674,486,716,723
YALI0_D25718g,473,505,581,604,400,326
YALI0_D25740g,1573,2003,2626,3793,2352,1583
YALI0_D25762g,694,756,891,684,986,860
YALI0_D25784g,1231,1501,1781,1428,1731,1534
YALI0_D25806g,1284,1514,1583,1485,1485,1152
YALI0_D25828g,1520,1552,1281,488,1104,1089
YALI0_D25850g,954,961,996,851,1084,940
YALI0_D25872g,739,887,460,274,314,295
YALI0_D25894g,1319,2411,3152,3281,2239,1820
YALI0_D25916g,73,69,1,3,1,8
YALI0_D25938g,2693,2418,1016,428,629,570
YALI0_D26015g,3524,3463,3341,906,1486,1481
YALI0_D26081g,58,75,26,14,8,30
YALI0_D26103g,5491,4889,3171,1870,2138,1820
YALI0_D26125g,687,750,597,508,649,515
YALI0_D26147g,11069,12339,8193,4372,7437,7949
YALI0_D26169g,946,941,564,322,502,531
YALI0_D26191g,1626,1823,1888,842,1789,2478
YALI0_D26213g,1158,1218,1371,817,1102,929
YALI0_D26235g,3334,3802,2167,1042,1162,894
YALI0_D26257g,90,100,30,4,10,10
YALI0_D26279g,4528,4153,2798,1754,2829,2988
YALI0_D26301g,1129,1277,1144,1104,1023,873
YALI0_D26315g,7207,7090,5988,2236,5869,6963
YALI0_D26323g,190,245,350,368,400,347
YALI0_D26345g,1764,1712,1559,1148,1412,1102
YALI0_D26367g,3881,4304,3673,2738,3291,3535
YALI0_D26389g,4346,5244,6471,6116,7454,6663
YALI0_D26411g,108,67,47,15,45,39
YALI0_D26433g,0,2,1,0,2,0
YALI0_D26444g,2,6,3,6,4,4
YALI0_D26466g,1140,1671,165,76,90,101
YALI0_D26488g,5245,4833,745,434,465,598
YALI0_D26510g,5042,6362,9205,5339,11046,13024
YALI0_D26532g,617,548,416,322,446,453
YALI0_D26554g,7180,8674,6318,4158,6230,6550
YALI0_D26576g,622,849,366,300,243,232
YALI0_D26598g,915,949,1063,1313,1208,843
YALI0_D26620g,5309,4580,2203,1109,1903,2085
YALI0_D26642g,1384,1260,928,594,1048,1004
YALI0_D26664g,1105,1095,620,641,571,480
YALI0_D26730g,1371,1388,1181,604,1362,1641
YALI0_D26752g,6884,6658,4078,1076,2544,2687
YALI0_D26774g,0,0,0,0,0,0
YALI0_D26796g,0,0,0,0,0,0
YALI0_D26818g,6902,19726,21821,11037,22489,27865
YALI0_D26840g,4207,4184,2974,2201,2783,2495
YALI0_D26862g,1282,1404,1064,575,919,928
YALI0_D26884g,1763,2176,2386,2637,2430,2220
YALI0_D26906g,2528,4107,11358,12524,17211,18391
YALI0_D26928g,414,580,739,757,693,583
YALI0_D26950g,1187,1179,725,305,379,373
YALI0_D26972g,4014,5163,4487,1621,4650,5435
YALI0_D26994g,6776,7111,4794,3110,4775,4435
YALI0_D27016g,13451,16529,15856,6785,17871,19551
YALI0_D27038g,8033,8903,8823,3546,8163,8898
YALI0_D27060g,1503,1740,1909,1528,1784,1634
YALI0_D27082g,2087,2265,1497,1326,1279,1156
YALI0_D27104g,866,868,1161,1550,1288,1070
YALI0_D27126g,8052,10257,11943,9041,12011,12292
YALI0_D27148g,10087,11093,9071,7904,5793,4260
YALI0_D27170g,1814,1598,1238,858,1361,1383
YALI0_D27192g,4223,5080,6220,4549,6206,6596
YALI0_D27214g,172,293,160,60,98,131
YALI0_D27236g,11492,29141,53813,51399,58610,57115
YALI0_D27258g,2754,2940,2405,1079,2325,2574
YALI0_D27280g,4100,4533,3880,2920,3289,2770
YALI0_D27302g,5148,5842,9006,5348,9164,8207
YALI0_D27324g,4589,4360,2957,3021,3245,3101
YALI0_D27346g,2476,2534,2008,3465,2326,1943
YALI0_E00110g,1068,1206,570,413,515,542
YALI0_E00132g,1065,1154,716,522,725,685
YALI0_E00154g,6878,8477,7367,5037,6852,7125
YALI0_E00176g,14662,17999,11888,5325,8327,8811
YALI0_E00198g,3610,3402,2345,1759,2180,2135
YALI0_E00220g,1564,1988,2161,2860,2303,1978
YALI0_E00242g,11318,11795,34920,21332,29325,28596
YALI0_E00264g,5494,5089,7718,4043,8375,10015
YALI0_E00286g,196,164,185,174,145,149
YALI0_E00308g,2500,1736,661,465,679,536
YALI0_E00330g,12240,16466,17919,11961,16224,16413
YALI0_E00396g,2735,3314,3656,3997,4239,3511
YALI0_E00418g,15352,15393,6234,2695,3165,2403
YALI0_E00462g,1980,2590,2210,1462,2496,2303
YALI0_E00484g,7346,8809,8319,2720,5850,6776
YALI0_E00506g,3821,4639,4532,2703,3759,3938
YALI0_E00528g,539,437,255,225,162,102
YALI0_E00550g,27028,30772,21157,22663,16105,12110
YALI0_E00572g,1649,1955,2122,1854,1787,1313
YALI0_E00594g,4355,5209,5445,6871,5671,4633
YALI0_E00616g,1,7,1,0,0,0
YALI0_E00638g,3514,3173,11295,8334,15545,19600
YALI0_E00660g,4060,3588,1414,1071,1243,1202
YALI0_E00682g,736,789,810,931,957,809
YALI0_E00704g,54,33,26,27,27,35
YALI0_E00726g,11974,13704,12723,8719,8552,7789
YALI0_E00748g,546,662,291,154,205,226
YALI0_E00770g,2561,2535,1526,1675,1691,1446
YALI0_E00792g,897,772,865,218,454,514
YALI0_E00814g,48,35,16,38,24,32
YALI0_E00836g,4816,4092,6836,4007,6724,7080
YALI0_E00858g,1608,1462,916,1143,934,720
YALI0_E00880g,3066,3568,3411,1482,2756,2777
YALI0_E00902g,6915,6291,2871,2148,2596,2110
YALI0_E00924g,1819,2216,487,862,770,723
YALI0_E00946g,979,1094,922,674,791,888
YALI0_E00968g,3237,2792,1628,1050,1577,1590
YALI0_E00990g,10057,10576,4299,2459,3870,4815
YALI0_E01012g,6,2,0,3,8,3
YALI0_E01034g,3017,2534,733,503,670,675
YALI0_E01056g,22765,15757,24589,4885,12701,14888
YALI0_E01078g,3744,4231,3430,2488,2965,2779
YALI0_E01100g,11626,10853,5333,3665,4672,4571
YALI0_E01122g,3731,3823,2624,2833,2775,2303
YALI0_E01144g,2314,2988,3514,1719,2901,2795
YALI0_E01166g,419,347,273,146,234,277
YALI0_E01188g,2209,2804,2914,2829,2734,2198
YALI0_E01210g,8626,3337,236,83,158,250
YALI0_E01232g,1089,1173,885,507,752,718
YALI0_E01254g,2562,2235,1560,724,1120,1228
YALI0_E01276g,5838,5849,5106,2090,4156,4676
YALI0_E01298g,125848,112453,96959,148272,124142,99685
YALI0_E01320g,405,453,862,1209,1219,834
YALI0_E01364g,108,62,12,20,28,30
YALI0_E01386g,283,372,795,363,784,881
YALI0_E01408g,781,1545,3651,3810,4010,3347
YALI0_E01430g,1711,1875,1458,740,657,507
YALI0_E01452g,21637,23566,21943,32588,18219,11629
YALI0_E01474g,1853,1645,1253,689,1217,1342
YALI0_E01496g,4733,4710,3170,2313,2863,2767
YALI0_E01518g,4376,4662,4442,5843,5606,5077
YALI0_E01540g,3564,3578,2703,3474,3363,3219
YALI0_E01562g,697,807,2189,4731,5884,5202
YALI0_E01584g,3301,2325,1051,922,1008,852
YALI0_E01606g,1438,1573,1844,1026,1960,2248
YALI0_E01628g,4059,3551,2456,2137,2310,2000
YALI0_E01650g,771,859,597,458,430,330
YALI0_E01672g,3407,3486,2919,1908,2705,2710
YALI0_E01694g,502,414,462,648,351,293
YALI0_E01738g,1161,1034,607,604,597,438
YALI0_E01760g,1384,1347,768,606,568,612
YALI0_E01782g,7677,7341,3850,2249,3474,4263
YALI0_E01804g,1044,1215,1614,1601,1563,1438
YALI0_E01826g,1254,1254,1105,912,1060,982
YALI0_E01848g,2189,2651,2727,3159,2678,2018
YALI0_E01870g,4647,5557,5835,3241,5136,5765
YALI0_E01892g,2044,2434,2695,1905,1982,1653
YALI0_E01914g,2236,2903,2946,3173,2313,1998
YALI0_E01936g,3293,3306,2103,1816,2284,2078
YALI0_E01958g,1267,1312,1517,1691,1716,1547
YALI0_E01980g,423,472,392,419,256,185
YALI0_E02002g,953,1399,1751,1635,1583,1427
YALI0_E02024g,10367,10041,11861,4746,10131,14750
YALI0_E02046g,10284,13712,16493,6763,16336,20709
YALI0_E02068g,938,1072,992,552,408,369
YALI0_E02090g,11647,13566,9783,7767,10017,10541
YALI0_E02112g,1465,1395,534,752,633,582
YALI0_E02134g,10448,10333,7602,4825,7304,8352
YALI0_E02156g,1608,1469,895,515,725,662
YALI0_E02178g,7416,8282,3522,2648,3271,3378
YALI0_E02200g,6332,7283,2262,1152,1953,2317
YALI0_E02222g,1873,1956,1899,1706,1695,1267
YALI0_E02244g,7903,11118,8483,4327,6189,6755
YALI0_E02266g,3363,2582,2834,2720,2150,2070
YALI0_E02288g,5856,5619,3245,2064,3318,3259
YALI0_E02310g,8441,11486,9900,7687,10412,10439
YALI0_E02332g,6707,7240,5249,2230,4134,4005
YALI0_E02343g,2490,2602,1094,1285,1022,1076
YALI0_E02354g,3582,3696,2486,2795,2630,2388
YALI0_E02376g,1013,944,693,370,338,286
YALI0_E02398g,3816,3050,2801,918,2099,2311
YALI0_E02420g,9177,10796,13477,9500,14057,13610
YALI0_E02442g,484,495,408,207,256,286
YALI0_E02508g,1726,1849,1447,1124,1156,868
YALI0_E02530g,859,827,781,686,527,430
YALI0_E02552g,3248,2606,1461,1270,1274,1007
YALI0_E02574g,425,439,445,572,425,294
YALI0_E02596g,340,294,204,206,197,144
YALI0_E02618g,4696,4024,2268,1385,1977,2062
YALI0_E02640g,36,41,48,41,55,80
YALI0_E02662g,4962,5960,13327,25918,24809,21149
YALI0_E02684g,40040,44737,65161,45521,91591,125577
YALI0_E02706g,8618,8383,4603,1261,3384,4268
YALI0_E02728g,11316,9532,2144,772,1046,1006
YALI0_E02750g,1239,1068,722,586,628,578
YALI0_E02772g,2191,1992,1463,1450,1397,1129
YALI0_E02794g,12803,13990,16967,24914,17720,13895
YALI0_E02816g,964,994,596,329,357,341
YALI0_E02827g,497,547,637,903,737,663
YALI0_E02838g,1232,1213,811,416,663,635
YALI0_E02860g,495,476,252,156,140,167
YALI0_E02882g,3024,3132,4251,5049,4758,3938
YALI0_E02904g,1761,1790,1541,916,1222,1113
YALI0_E03014g,2065,2347,2245,1560,2094,2268
YALI0_E03036g,19209,18787,13730,7005,10651,10706
YALI0_E03058g,19759,17433,14791,12397,17976,19099
YALI0_E03080g,2578,2910,2950,2248,3262,3249
YALI0_E03102g,2160,2203,1896,1138,1940,2273
