# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpairedStranded_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_3035	ENA|CM001528|CM001528.1	625042	626802	-	1761	243	216	210	487	383	431	250	182	169	239	211	147	442	396	376	188	186	183
CENPK1137D_3036	ENA|CM001528|CM001528.1	627512	630979	+	3468	462	443	443	1526	1933	1812	698	636	703	999	1151	1017	1434	1686	1666	549	619	652
CENPK1137D_3037	ENA|CM001528|CM001528.1	631187	633769	-	2583	290	284	278	1042	998	1040	460	402	376	491	531	483	978	1101	971	359	331	375
CENPK1137D_3038	ENA|CM001528|CM001528.1	634010	635173	+	1164	470	491	468	1184	1070	1063	646	538	428	673	688	476	1066	1100	1048	421	476	499
CENPK1137D_3039	ENA|CM001528|CM001528.1	635853	636581	-	729	243	242	247	578	586	571	173	206	200	164	188	209	556	570	566	171	123	142
CENPK1137D_3040	ENA|CM001528|CM001528.1	636810	637283	-	474	864	847	807	1752	1713	1892	805	714	629	700	784	629	1568	1681	1543	567	678	651
CENPK1137D_3041	ENA|CM001528|CM001528.1	637450	639219	-	1770	398	397	335	1191	1297	1347	460	517	449	498	539	557	1097	1306	1210	432	369	461
CENPK1137D_3042	ENA|CM001528|CM001528.1	639472	640071	-	600	195	191	173	407	396	371	228	204	178	236	270	197	392	385	371	203	188	240
CENPK1137D_3043	ENA|CM001528|CM001528.1	640406	641518	+	1113	222	255	204	377	321	296	280	189	179	475	424	262	356	362	290	230	198	219
CENPK1137D_3044	ENA|CM001528|CM001528.1	641696	642694	+	999	1089	1039	1090	2460	2594	2451	1141	1036	1032	964	968	849	2494	2467	2442	916	897	888
CENPK1137D_3047	ENA|CM001528|CM001528.1	642834	643466	-	633	378	389	397	887	741	725	392	318	312	418	465	344	735	713	662	364	318	334
CENPK1137D_3048	ENA|CM001528|CM001528.1	643729	644280	+	552	1014	943	943	2330	2433	2310	602	841	798	504	580	711	2234	2332	2138	858	499	477
CENPK1137D_3049	ENA|CM001528|CM001528.1	644533	646488	-	1956	921	973	943	2333	2181	2076	1263	878	829	1380	1181	840	2025	2063	1991	829	998	942
CENPK1137D_3050	ENA|CM001528|CM001528.1	646796	647815	-	1020	1101	1057	1107	2298	2361	2365	1303	882	881	1381	1309	942	2176	2261	2103	840	1057	1132
CENPK1137D_3051	ENA|CM001528|CM001528.1	648055	648579	-	525	7279	6876	6711	21793	19056	19644	3353	6397	5809	2841	3487	5328	18072	19031	17185	6456	2610	2682
CENPK1137D_3052	ENA|CM001528|CM001528.1	649277	650296	-	1020	10052	9782	9167	35641	44784	38950	17651	13442	14304	15127	13444	12124	34858	34394	36092	12627	17782	15253
CENPK1137D_3053	ENA|CM001528|CM001528.1	650972	652663	-	1692	271	327	274	2162	2078	2306	784	902	826	737	796	869	1944	2211	2130	799	607	734
CENPK1137D_3054	ENA|CM001528|CM001528.1	654313	656001	+	1689	6084	6950	4844	6627	10817	7762	1444	1273	1672	727	732	742	3338	3027	4103	2444	3475	2654
CENPK1137D_3055	ENA|CM001528|CM001528.1	656638	659448	+	2811	1081	1071	1053	2361	2294	2208	1017	863	847	1078	1083	829	2000	2225	2103	789	801	776
CENPK1137D_3056	ENA|CM001528|CM001528.1	662035	665748	+	3714	1345	1266	1321	3371	2848	3024	1196	1021	982	1335	1237	1040	2612	2920	2458	1076	1036	1054
CENPK1137D_3058	ENA|CM001528|CM001528.1	666018	667502	+	1485	403	453	451	900	845	955	414	364	344	401	422	362	783	856	774	311	328	316
CENPK1137D_3059	ENA|CM001528|CM001528.1	667864	669582	+	1719	863	912	822	1872	1956	1887	735	746	712	1132	1011	930	1643	1707	1670	687	672	650
CENPK1137D_3060	ENA|CM001528|CM001528.1	670065	671588	+	1524	644	578	669	1233	1091	1121	399	449	416	521	496	480	1081	1139	994	451	338	360
CENPK1137D_3061	ENA|CM001528|CM001528.1	672001	675177	+	3177	5073	4479	4541	12678	12026	11801	3615	4228	4197	2961	3248	3768	12427	12469	11834	4040	2672	2647
CENPK1137D_3062	ENA|CM001528|CM001528.1	675348	676019	-	672	463	439	404	1167	1114	1024	442	462	412	435	521	414	1117	1158	1062	461	336	379
CENPK1137D_3063	ENA|CM001528|CM001528.1	676298	677242	+	945	120	105	106	186	178	190	80	71	83	69	85	80	212	204	191	77	71	53
CENPK1137D_3064	ENA|CM001528|CM001528.1	678370	681810	+	3441	527	491	521	1594	1597	1548	1109	673	733	1340	1169	834	1568	1600	1580	695	886	852
CENPK1137D_3065	ENA|CM001528|CM001528.1	682241	687133	-	4893	473	470	467	980	1014	997	420	425	361	554	506	420	947	1013	891	304	415	413
CENPK1137D_3066	ENA|CM001528|CM001528.1	687573	689639	+	2067	465	437	403	1236	1255	1255	422	440	406	464	462	447	1047	1186	1070	425	317	370
CENPK1137D_3067	ENA|CM001528|CM001528.1	689918	692770	+	2853	763	759	729	2024	2296	2197	880	855	796	1011	949	900	1970	2119	2029	708	730	777
CENPK1137D_3069	ENA|CM001528|CM001528.1	693036	694076	+	1041	816	722	802	1833	1805	1822	1234	734	689	1255	1051	646	1649	1816	1660	630	977	1160
CENPK1137D_3070	ENA|CM001528|CM001528.1	694259	694810	-	552	437	431	467	908	986	889	764	496	516	931	973	636	851	985	947	393	601	561
CENPK1137D_3071	ENA|CM001528|CM001528.1	695092	696909	+	1818	2009	1907	1912	5247	3603	4235	2647	1628	1421	2401	2157	1358	3977	4280	3545	1761	1692	2024
CENPK1137D_3072	ENA|CM001528|CM001528.1	697116	698039	-	924	342	313	309	828	937	961	526	371	335	595	569	413	830	936	843	298	397	427
CENPK1137D_3073	ENA|CM001528|CM001528.1	698271	698504	+	234	435	428	417	1108	1085	1046	511	484	441	452	440	445	1085	1163	1098	399	384	396
CENPK1137D_3074	ENA|CM001528|CM001528.1	698661	699458	-	798	1812	1684	1518	4559	4530	4468	856	1534	1420	812	973	1278	3959	4160	3896	1504	670	816
CENPK1137D_3075	ENA|CM001528|CM001528.1	703332	704747	+	1416	875	1020	913	1944	2097	1866	892	770	770	784	739	595	1841	2020	1914	605	661	593
CENPK1137D_3076	ENA|CM001528|CM001528.1	705055	706197	-	1143	136	128	149	147	138	142	77	45	68	58	88	65	155	157	124	66	48	62
CENPK1137D_3077	ENA|CM001528|CM001528.1	707338	708201	+	864	0	0	0	1	8	4	4	0	2	4	5	5	3	5	2	1	2	1
CENPK1137D_3078	ENA|CM001528|CM001528.1	713428	714765	+	1338	918	889	946	1757	1837	1760	818	885	817	785	906	843	2021	2192	2009	481	528	521
CENPK1137D_3080	ENA|CM001528|CM001528.1	715546	716748	+	1203	689	691	722	1963	2208	2158	659	814	798	645	728	817	1834	2004	1989	659	568	539
CENPK1137D_3081	ENA|CM001528|CM001528.1	717076	718245	+	1170	670	672	625	1675	1931	1795	684	771	708	663	710	672	1716	1804	1697	576	637	621
CENPK1137D_3082	ENA|CM001528|CM001528.1	718611	719642	+	1032	557	552	571	1166	1223	1223	621	499	417	578	592	487	1155	1242	1096	387	453	466
CENPK1137D_3083	ENA|CM001528|CM001528.1	720127	724482	+	4356	2051	2190	2189	4906	5139	5099	1710	1941	1965	1648	1796	1846	4635	5059	4739	1749	1327	1306
CENPK1137D_3084	ENA|CM001528|CM001528.1	724767	726197	-	1431	593	550	528	1417	1557	1548	388	551	518	400	424	505	1407	1391	1395	500	389	363
CENPK1137D_3085	ENA|CM001528|CM001528.1	726692	727448	+	757	4400	4181	3927	14709	13766	12970	2977	4581	4154	2331	2467	3468	12754	12990	12087	4448	2306	2474
CENPK1137D_3086	ENA|CM001528|CM001528.1	727764	729389	-	1626	1507	1400	1332	3107	3194	3252	2022	1414	1374	2154	1944	1373	3083	3163	3251	1148	1496	1552
CENPK1137D_3087	ENA|CM001528|CM001528.1	729751	730578	-	828	364	365	367	682	701	709	185	261	255	186	252	271	614	636	661	235	147	169
CENPK1137D_3088	ENA|CM001528|CM001528.1	731167	732645	-	1479	1189	907	870	4363	4060	4016	904	952	873	997	1064	978	2359	2421	2136	1589	1259	1374
CENPK1137D_3089	ENA|CM001528|CM001528.1	733651	734859	+	1209	655	603	684	1337	1522	1489	447	515	532	447	465	545	1343	1267	1401	472	382	370
CENPK1137D_3091	ENA|CM001528|CM001528.1	736379	737920	-	1542	450	434	416	1220	821	952	286	395	324	273	263	332	867	959	844	405	201	213
CENPK1137D_3092	ENA|CM001528|CM001528.1	739661	741379	+	1719	3308	2975	3037	7830	7061	6822	3380	3393	3447	2292	2739	2460	9359	8862	8616	2779	1904	1872
CENPK1137D_3093	ENA|CM001528|CM001528.1	745549	746241	+	693	43	49	42	107	121	113	81	45	55	78	87	59	96	115	114	54	49	52
CENPK1137D_3094	ENA|CM001528|CM001528.1	746510	747448	+	939	457	438	391	2465	3570	3122	775	1044	981	777	1098	1164	2249	2495	2516	962	798	844
CENPK1137D_3095	ENA|CM001528|CM001528.1	747662	749803	-	2142	872	848	836	1904	1511	1510	847	645	522	876	747	573	1498	1547	1340	718	610	708
CENPK1137D_3096	ENA|CM001528|CM001528.1	750112	750759	+	648	274	272	279	490	387	431	373	201	199	434	360	226	473	512	456	189	245	273
CENPK1137D_3097	ENA|CM001528|CM001528.1	751106	753556	-	2451	2518	2435	2350	10140	12112	11373	5244	4498	4712	5262	5169	4426	10260	11091	11310	3623	4652	4477
CENPK1137D_3098	ENA|CM001528|CM001528.1	754438	754962	+	525	65	67	59	130	148	133	101	100	116	82	87	100	314	257	326	38	36	36
CENPK1137D_3099	ENA|CM001528|CM001528.1	755301	756164	-	864	2934	3071	2900	8048	9110	8530	5921	3496	3242	5587	4048	2950	8144	8788	8461	2567	4640	4575
CENPK1137D_3100	ENA|CM001528|CM001528.1	756608	757159	+	552	254	230	237	502	465	420	314	248	216	348	311	197	463	443	475	222	251	257
CENPK1137D_3102	ENA|CM001528|CM001528.1	757482	760850	+	3369	424	470	440	922	925	934	361	368	382	369	405	409	823	966	946	335	263	296
CENPK1137D_3103	ENA|CM001528|CM001528.1	761104	761880	+	777	2855	2781	2666	6260	6645	6501	1689	2666	2577	1329	1656	2003	6217	6650	6272	2161	1322	1293
CENPK1137D_3104	ENA|CM001528|CM001528.1	762140	762865	+	726	922	805	861	1977	2052	1976	1311	853	864	1546	1336	964	2292	2009	2041	777	977	980
CENPK1137D_3105	ENA|CM001528|CM001528.1	767162	770032	+	2871	520	506	529	1343	1292	1342	722	518	516	940	832	636	1245	1301	1262	489	579	630
CENPK1137D_3106	ENA|CM001528|CM001528.1	770446	771705	+	1260	656	655	604	1661	1692	1710	1409	794	749	1432	1144	782	1743	1810	1912	657	976	1023
CENPK1137D_3107	ENA|CM001528|CM001528.1	772187	773419	+	1233	1784	2145	1871	7087	9296	7771	2916	2729	2453	2394	2479	2175	6176	6941	6307	2406	3286	2655
CENPK1137D_3108	ENA|CM001528|CM001528.1	774926	777241	+	2316	972	933	890	3547	4193	3794	1935	1684	1760	1964	1732	1586	3937	4169	4247	1307	1468	1499
CENPK1137D_3109	ENA|CM001528|CM001528.1	780132	781112	+	981	1249	1269	1098	1336	1840	1499	181	362	368	231	358	532	935	966	1011	444	265	248
CENPK1137D_3110	ENA|CM001528|CM001528.1	781500	783623	+	2124	829	868	853	2168	1525	1767	668	686	648	659	735	614	1664	1664	1574	742	453	511
CENPK1137D_3111	ENA|CM001528|CM001528.1	783956	784591	-	636	1092	1174	1164	2441	3368	3007	2096	1360	1568	2148	2190	1735	3631	3513	4005	859	1506	1327
CENPK1137D_3113	ENA|CM001528|CM001528.1	785787	786653	-	867	1268	1149	1264	1943	2006	1935	1335	836	807	1322	1179	830	1922	2004	1903	689	1029	960
CENPK1137D_3114	ENA|CM001528|CM001528.1	787045	787512	-	468	3186	3115	3067	9258	8181	8451	1936	3245	2913	1593	2056	2667	7566	8218	7619	3125	1370	1530
CENPK1137D_3115	ENA|CM001528|CM001528.1	788764	790062	+	1299	945	917	849	1839	2085	2022	965	871	908	1103	1259	1004	1947	2040	2009	734	798	783
CENPK1137D_3116	ENA|CM001528|CM001528.1	790192	792786	-	2595	1254	1247	1388	2628	2563	2805	1149	1040	977	1161	1179	1028	2440	2715	2479	953	936	982
CENPK1137D_3117	ENA|CM001528|CM001528.1	794407	795225	-	819	1035	996	1010	1730	1393	1551	743	587	543	807	845	653	1401	1424	1255	628	542	645
CENPK1137D_3118	ENA|CM001528|CM001528.1	795825	796478	+	654	82	82	65	393	365	364	288	172	139	383	372	223	286	346	286	148	232	266
CENPK1137D_3119	ENA|CM001528|CM001528.1	796531	797601	-	1071	184	210	190	1164	1346	1227	392	529	578	414	500	574	1324	1381	1502	387	304	315
CENPK1137D_3120	ENA|CM001528|CM001528.1	798276	799799	+	1524	4131	3733	3873	12408	10806	10937	2645	4038	3734	2851	3792	4124	10586	11591	10320	3860	1976	2220
CENPK1137D_3121	ENA|CM001528|CM001528.1	800279	801556	+	1278	455	462	393	819	835	843	668	364	358	673	675	435	770	765	791	328	590	614
CENPK1137D_3122	ENA|CM001528|CM001528.1	802173	804782	+	2610	2092	2024	2014	5517	5746	5522	1415	2097	2032	1663	2092	2564	5010	5678	5147	1928	1214	1214
CENPK1137D_3124	ENA|CM001528|CM001528.1	805002	805754	-	753	534	523	496	1226	1046	1040	454	501	403	395	415	439	1092	1095	1100	422	311	338
CENPK1137D_3125	ENA|CM001528|CM001528.1	806145	807389	-	1245	3831	3375	3241	7520	4747	5385	1448	2028	1475	1022	1268	1223	4864	5450	4247	2366	1039	1219
CENPK1137D_3126	ENA|CM001528|CM001528.1	809963	810241	+	279	916	845	792	1981	2277	2025	626	742	758	957	919	1000	1732	1892	1958	626	553	518
CENPK1137D_3127	ENA|CM001528|CM001528.1	823794	826652	+	2859	2937	2756	2855	6150	5046	5252	2493	2128	1758	2525	2478	1999	5095	5320	4526	2215	1915	2013
CENPK1137D_3128	ENA|CM001528|CM001528.1	827287	828312	+	1026	655	575	646	1394	1304	1297	783	633	592	744	750	596	1177	1321	1180	605	608	651
CENPK1137D_3129	ENA|CM001528|CM001528.1	828851	829888	+	1038	1156	1056	1148	2342	2470	2666	894	956	853	832	955	798	2197	2449	2241	809	714	776
CENPK1137D_3130	ENA|CM001528|CM001528.1	830250	831932	+	1683	292	265	292	804	754	751	444	351	343	432	434	314	814	828	783	320	319	289
CENPK1137D_3131	ENA|CM001528|CM001528.1	832191	832892	+	702	1268	1228	1241	2620	3067	2731	2336	1419	1475	2244	2134	1310	2717	2682	2802	1216	2092	2148
CENPK1137D_3132	ENA|CM001528|CM001528.1	833087	834217	-	1131	370	418	360	1124	1281	1202	445	493	447	481	520	520	1152	1249	1207	395	348	348
CENPK1137D_3134	ENA|CM001528|CM001528.1	834424	835638	-	1215	457	408	424	827	746	890	466	345	315	644	534	362	681	820	743	286	442	421
CENPK1137D_3135	ENA|CM001528|CM001528.1	836122	836400	-	279	656	556	618	1399	1255	1302	1910	592	636	2041	1535	606	1290	1300	1277	526	1354	1389
CENPK1137D_3136	ENA|CM001528|CM001528.1	836873	840289	+	3417	819	864	795	1500	1549	1589	887	706	685	983	931	712	1459	1631	1608	549	689	755
CENPK1137D_3137	ENA|CM001528|CM001528.1	840553	842280	-	1728	531	539	586	1172	1191	1280	454	515	466	455	487	441	1033	1203	1094	383	428	425
CENPK1137D_3138	ENA|CM001528|CM001528.1	842574	843320	-	747	551	458	441	1208	1204	1226	296	439	435	291	254	377	1117	1167	1132	380	255	238
CENPK1137D_3139	ENA|CM001528|CM001528.1	843583	844689	+	1107	554	490	533	1218	980	1015	408	450	450	381	379	461	1077	1138	996	458	279	301
CENPK1137D_3140	ENA|CM001528|CM001528.1	845622	846134	-	513	878	871	860	2516	3047	2918	2979	1232	1239	3440	2309	1187	2538	2730	2511	879	2790	2716
CENPK1137D_3141	ENA|CM001528|CM001528.1	846662	848152	-	1491	4732	4439	4350	31836	33881	29761	12094	14681	16032	5221	6493	7112	44745	39598	42652	10132	6530	6114
CENPK1137D_3142	ENA|CM001528|CM001528.1	848558	850165	-	1608	228	187	214	510	421	486	394	324	429	132	120	153	1037	809	940	178	132	151
CENPK1137D_3143	ENA|CM001528|CM001528.1	850776	852944	-	2169	2309	2257	2178	5284	5434	5162	2339	2035	2002	2760	2541	2286	4913	5273	4834	1847	1915	1975
CENPK1137D_3145	ENA|CM001528|CM001528.1	853399	854619	-	1221	348	318	363	709	689	741	422	291	290	443	470	318	669	781	649	273	358	351
CENPK1137D_3146	ENA|CM001528|CM001528.1	854988	856025	-	1038	2371	2024	2185	15014	16460	15066	10385	8390	8670	6344	6695	5643	22898	21620	22391	5170	5351	5487
CENPK1137D_3147	ENA|CM001528|CM001528.1	858012	858329	+	318	538	503	515	846	925	944	439	402	463	371	443	439	932	899	841	370	320	334
CENPK1137D_3148	ENA|CM001528|CM001528.1	859626	865478	-	5853	1388	1309	1342	2969	3083	3090	1342	1206	1157	1549	1479	1294	2808	3136	2937	1118	1194	1109
CENPK1137D_3149	ENA|CM001528|CM001528.1	866061	867245	-	1185	1898	1664	1762	5230	5036	4782	2076	1886	1927	1800	1798	1729	5073	5267	5079	1776	1500	1387
CENPK1137D_3150	ENA|CM001528|CM001528.1	867499	869706	+	2208	1852	1700	1899	3515	3741	3575	1826	1547	1557	1997	2110	1713	3555	3668	3501	1338	1489	1493
CENPK1137D_3151	ENA|CM001528|CM001528.1	869957	871141	-	1185	903	872	886	1995	1655	1561	835	683	638	753	690	571	1710	1640	1608	705	575	599
CENPK1137D_3152	ENA|CM001528|CM001528.1	871770	874835	-	3066	247	235	257	542	556	552	336	249	230	424	364	246	513	574	549	210	273	303
CENPK1137D_3153	ENA|CM001528|CM001528.1	876395	877918	-	1524	4046	3536	3836	10021	9681	9836	5647	3923	3755	6112	6171	4180	9800	10166	9534	3601	4264	4128
CENPK1137D_3154	ENA|CM001528|CM001528.1	880146	881957	+	1812	1276	1163	1102	2462	2032	2141	765	797	713	741	770	726	1969	2083	1874	828	541	585
CENPK1137D_3157	ENA|CM001528|CM001528.1	882538	883536	-	999	59858	56928	50340	185672	271077	204632	31833	72915	75227	22269	30481	56124	215035	209240	216973	62908	32318	28242
CENPK1137D_3158	ENA|CM001528|CM001528.1	884235	885467	-	1233	1082	1040	1042	2765	2976	2946	1361	1180	1142	1473	1476	1224	2913	2960	2759	1063	1069	1060
CENPK1137D_3159	ENA|CM001528|CM001528.1	885799	887601	-	1803	1020	977	942	1800	2179	2146	964	926	968	1138	1171	1033	1851	2162	2009	750	814	898
CENPK1137D_3160	ENA|CM001528|CM001528.1	888608	889348	+	741	401	392	403	1007	847	967	188	375	296	247	290	361	898	958	871	314	183	204
CENPK1137D_3161	ENA|CM001528|CM001528.1	889459	891912	-	2454	903	839	905	1888	1980	1929	888	792	694	955	954	719	1612	1814	1606	644	818	842
CENPK1137D_3162	ENA|CM001528|CM001528.1	892223	893866	-	1644	316	265	251	895	1035	989	553	441	441	602	613	496	1043	981	980	368	426	447
CENPK1137D_3163	ENA|CM001528|CM001528.1	894419	896872	+	2454	736	776	786	1334	1140	1214	562	549	514	610	607	581	1263	1440	1253	420	346	378
CENPK1137D_3164	ENA|CM001528|CM001528.1	897228	899507	+	2280	933	943	954	2229	2310	2260	747	888	848	778	779	869	2082	2179	2009	683	586	664
CENPK1137D_3165	ENA|CM001528|CM001528.1	899630	901996	-	2367	1093	980	955	2217	1846	1924	826	699	658	922	876	751	1952	1891	1760	809	635	670
CENPK1137D_3166	ENA|CM001528|CM001528.1	902246	902923	-	678	234	253	208	1950	2740	2396	746	1050	1200	440	606	781	2820	2723	3071	652	507	507
CENPK1137D_3168	ENA|CM001528|CM001528.1	903200	904474	-	1275	1206	1164	1134	2740	2958	2772	1432	1127	1174	1344	1394	1128	2926	2832	2836	991	1024	1007
CENPK1137D_3169	ENA|CM001528|CM001528.1	904963	905409	+	447	417	373	376	800	994	819	824	381	456	602	452	317	831	722	812	372	696	633
CENPK1137D_3170	ENA|CM001528|CM001528.1	905660	908500	+	2841	4403	3784	4125	10043	8809	8424	4337	4048	4153	4101	4000	3754	10714	10224	9856	3942	2914	3059
CENPK1137D_3171	ENA|CM001528|CM001528.1	908939	909811	+	873	350	309	383	1143	1243	1318	586	444	446	785	749	542	1059	1226	1105	406	521	592
CENPK1137D_3172	ENA|CM001528|CM001528.1	910144	910449	+	306	199	227	212	472	563	499	160	211	179	161	184	245	441	469	404	200	133	140
CENPK1137D_3173	ENA|CM001528|CM001528.1	910555	911340	-	786	1545	1446	1501	3264	3119	3164	774	1132	1055	683	852	1032	3159	3135	2986	1111	538	576
CENPK1137D_3174	ENA|CM001528|CM001528.1	911595	912524	+	930	691	636	627	1380	1126	1197	307	429	385	275	377	399	1024	1139	988	507	192	261
CENPK1137D_3175	ENA|CM001528|CM001528.1	912625	912939	-	315	1147	1061	947	4006	5174	4537	675	1575	1370	577	697	1303	4514	4845	4662	1186	602	573
CENPK1137D_3176	ENA|CM001528|CM001528.1	913215	914450	-	1236	730	750	722	1450	1406	1388	949	715	684	1023	1002	734	1462	1420	1326	651	795	788
CENPK1137D_3177	ENA|CM001528|CM001528.1	914951	916411	+	1461	1978	2024	1905	4789	5089	4382	2077	1982	1877	2021	1898	1653	4765	5069	4631	1818	1668	1561
CENPK1137D_3179	ENA|CM001528|CM001528.1	916750	918156	+	1407	168	173	169	544	527	532	260	197	210	305	280	204	439	519	492	188	193	216
CENPK1137D_3180	ENA|CM001528|CM001528.1	918222	919175	-	954	23	23	22	87	78	89	39	61	68	60	63	94	204	166	203	17	12	5
CENPK1137D_3181	ENA|CM001528|CM001528.1	920285	921497	+	1213	5404	4686	4676	16036	14489	14377	4318	5236	4906	3955	4166	4323	13832	14853	13181	5161	3391	3581
CENPK1137D_3182	ENA|CM001528|CM001528.1	921884	922216	+	333	922	1003	994	1492	1657	1666	1522	707	668	1421	1031	642	1437	1530	1529	547	1144	1221
CENPK1137D_3183	ENA|CM001528|CM001528.1	922342	924171	-	1830	483	456	510	1222	1194	1222	357	444	431	404	502	514	1044	1103	1082	393	313	316
CENPK1137D_3184	ENA|CM001528|CM001528.1	924405	930524	+	6120	322	309	302	819	750	849	300	360	294	350	345	305	734	847	780	289	197	269
CENPK1137D_3185	ENA|CM001528|CM001528.1	932123	935377	+	3255	1877	1885	1851	4232	4428	4373	1890	1657	1658	2244	2172	1865	4050	4265	4044	1491	1536	1498
CENPK1137D_3186	ENA|CM001528|CM001528.1	935656	936465	-	810	1385	1202	1249	2553	2553	2688	841	1040	974	790	812	877	2403	2512	2327	913	617	701
CENPK1137D_3187	ENA|CM001528|CM001528.1	936706	938574	-	1869	238	191	251	439	449	456	323	190	180	275	234	162	454	461	427	176	263	285
CENPK1137D_3188	ENA|CM001528|CM001528.1	939505	940386	+	882	830	763	842	1373	1516	1518	1126	660	626	1625	1297	819	1422	1479	1422	512	821	948
CENPK1137D_3190	ENA|CM001528|CM001528.1	940451	941797	-	1347	559	484	454	1273	1318	1374	684	551	584	749	738	568	1172	1360	1352	492	548	580
CENPK1137D_3191	ENA|CM001528|CM001528.1	942388	944229	+	1842	0	0	1	0	3	1	1	2	2	3	4	5	9	7	5	0	0	0
CENPK1137D_3192	ENA|CM001528|CM001528.1	944727	946601	+	1875	24	37	31	241	310	292	142	109	92	243	251	204	219	254	236	82	139	107
CENPK1137D_3193	ENA|CM001528|CM001528.1	947002	948579	+	1578	536	527	549	1246	1199	1136	646	505	448	601	589	438	1143	1278	1092	444	503	484
CENPK1137D_3194	ENA|CM001528|CM001528.1	948998	950515	-	1518	2482	2461	2466	5129	4472	4614	2197	2079	1726	2394	2392	1863	4418	4882	4168	1815	1583	1687
CENPK1137D_3195	ENA|CM001528|CM001528.1	951541	951954	+	414	457	405	355	1085	1188	1089	522	584	538	895	840	783	1158	1377	1316	410	377	373
CENPK1137D_3196	ENA|CM001528|CM001528.1	952195	953127	-	933	2689	2687	2542	6133	7091	6512	3255	2813	2603	3110	3037	2554	6487	7018	6633	2095	2694	2527
