# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "GENE" "-a" "Users/doughty/Desktop/Omics_Paper/CenPKGFF/Cen.PK113_7D.gff3" "-o" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/Cen.PKpaired_STAR.txt" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam" "Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/KCl3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCP3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCS3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCT3_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs1re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs2re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/SCs3re_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH1_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH2_STARAligned.out.bam	Users/doughty/Desktop/Omics_Paper/ReanalyzeCenPK/pH3_STARAligned.out.bam
CENPK1137D_1206	ENA|CM001531|CM001531.1	233323	234162	+	840	183	108	107	267	235	252	109	120	103	93	105	159	234	237	218	129	81	69
CENPK1137D_1208	ENA|CM001531|CM001531.1	234292	236913	-	2622	708	620	630	1999	1994	2061	886	856	801	1070	1075	853	2053	2268	2073	677	677	712
CENPK1137D_1209	ENA|CM001531|CM001531.1	237208	239283	-	2076	589	546	521	1409	1412	1441	419	575	530	431	437	532	1275	1423	1337	527	328	368
CENPK1137D_1210	ENA|CM001531|CM001531.1	239894	243418	+	3525	596	595	584	1364	1444	1335	701	649	624	728	730	556	1463	1487	1444	556	584	564
CENPK1137D_1211	ENA|CM001531|CM001531.1	243551	245023	-	1473	478	503	479	1242	1305	1352	425	456	430	465	462	485	1167	1243	1141	435	376	335
CENPK1137D_1212	ENA|CM001531|CM001531.1	245228	247522	-	2295	570	546	506	1089	1065	1054	600	410	398	772	646	426	962	1123	1020	347	531	519
CENPK1137D_1213	ENA|CM001531|CM001531.1	248395	250884	+	2490	744	732	732	1682	2240	2007	813	745	778	1151	1185	1175	1950	1865	2067	537	699	644
CENPK1137D_1214	ENA|CM001531|CM001531.1	251264	252280	+	1017	2217	2147	2191	11558	13586	11166	3932	4632	5277	2118	2527	2876	13435	11702	13549	4014	2876	2558
CENPK1137D_1215	ENA|CM001531|CM001531.1	252466	254949	-	2484	429	419	450	918	905	860	350	349	300	394	377	411	791	949	799	335	256	301
CENPK1137D_1216	ENA|CM001531|CM001531.1	255291	257162	+	1872	524	547	534	1328	1339	1395	461	547	505	493	594	556	1200	1367	1218	491	397	404
CENPK1137D_1217	ENA|CM001531|CM001531.1	257326	260466	-	3141	683	634	632	1463	1521	1530	777	596	585	1197	1196	889	1262	1385	1278	619	741	746
CENPK1137D_1219	ENA|CM001531|CM001531.1	261304	263118	+	1815	198	198	191	387	404	385	214	162	193	275	266	205	400	393	364	170	201	216
CENPK1137D_1220	ENA|CM001531|CM001531.1	263649	265844	+	2196	928	847	859	3284	3698	3594	1273	1366	1338	2279	2378	2120	3422	3729	3383	1089	1067	1191
CENPK1137D_1221	ENA|CM001531|CM001531.1	266266	267735	-	1470	1233	1263	1227	2861	3021	2969	997	1133	1053	1076	1096	1148	2673	2947	2736	1021	841	822
CENPK1137D_1222	ENA|CM001531|CM001531.1	268022	271690	-	3669	1835	1752	1726	4109	3574	3703	1237	1612	1582	1279	1500	1649	3788	3981	3522	1757	981	1028
CENPK1137D_1223	ENA|CM001531|CM001531.1	272345	273244	-	900	3340	2615	2666	5761	5508	5633	4534	2550	2264	3784	2857	1815	4991	5812	4707	2720	4456	4936
CENPK1137D_1224	ENA|CM001531|CM001531.1	273806	276451	-	2646	1160	1113	1043	2714	2913	2688	1907	1059	1169	2360	1980	1188	2554	2573	2442	1225	2200	2080
CENPK1137D_1225	ENA|CM001531|CM001531.1	277715	281284	+	3570	1367	1269	1338	2834	2621	2566	1255	1077	1031	1544	1619	1211	2633	2660	2556	943	1010	983
CENPK1137D_1226	ENA|CM001531|CM001531.1	281627	285319	-	3693	604	599	648	1910	1899	1880	559	771	624	697	833	835	1674	2041	1704	641	483	504
CENPK1137D_1227	ENA|CM001531|CM001531.1	285651	287588	+	1938	522	468	497	1092	1040	1087	568	443	401	628	577	438	1105	1165	1144	368	477	496
CENPK1137D_1228	ENA|CM001531|CM001531.1	287691	288332	-	642	348	329	333	978	978	954	392	410	389	367	429	370	1021	1063	997	352	310	283
CENPK1137D_1230	ENA|CM001531|CM001531.1	288602	290326	+	1725	647	658	626	1892	1891	1761	826	774	763	785	791	785	2045	1927	2146	626	557	512
CENPK1137D_1231	ENA|CM001531|CM001531.1	290441	293107	-	2667	468	413	403	1364	1500	1463	531	585	550	597	636	703	1336	1551	1337	402	432	404
CENPK1137D_1232	ENA|CM001531|CM001531.1	293392	295176	-	1785	611	647	643	1780	1327	1445	572	585	509	622	623	516	1471	1466	1325	639	435	405
CENPK1137D_1233	ENA|CM001531|CM001531.1	295486	296385	-	900	998	979	892	3088	3781	3377	1256	1246	1231	1157	1233	1220	3002	3181	3062	1087	1094	1104
CENPK1137D_1234	ENA|CM001531|CM001531.1	296584	297342	-	759	1318	1409	1256	2996	3838	3368	1673	1487	1477	2261	2306	1760	3100	3409	3110	1221	1737	1562
CENPK1137D_1235	ENA|CM001531|CM001531.1	297523	298026	-	504	430	375	396	851	906	761	466	338	353	482	456	386	863	801	796	340	370	372
CENPK1137D_1236	ENA|CM001531|CM001531.1	298227	298943	-	717	1187	1036	1151	2204	2425	2468	1568	1018	993	1613	1410	946	2220	2285	2236	819	1296	1306
CENPK1137D_1237	ENA|CM001531|CM001531.1	299191	299448	+	258	706	670	638	1327	1672	1462	596	536	543	663	661	616	1552	1474	1490	467	522	528
CENPK1137D_1238	ENA|CM001531|CM001531.1	299752	302244	+	2493	469	458	370	1239	1259	1186	440	429	464	480	514	442	1131	1241	1162	419	364	368
CENPK1137D_1239	ENA|CM001531|CM001531.1	302484	304625	+	2142	700	685	729	1784	1603	1738	538	628	576	609	599	664	1538	1670	1588	566	461	504
CENPK1137D_1241	ENA|CM001531|CM001531.1	305890	307188	+	1299	1818	1748	1779	4552	4502	3987	1752	1819	1893	1471	1680	1633	4512	4475	4422	1708	1344	1254
CENPK1137D_1242	ENA|CM001531|CM001531.1	307432	308658	+	1227	185	200	166	715	798	786	200	281	255	199	204	297	590	678	690	230	153	176
CENPK1137D_1243	ENA|CM001531|CM001531.1	308710	310341	-	1632	243	295	261	467	470	461	253	165	157	257	248	200	423	437	494	157	204	215
CENPK1137D_1244	ENA|CM001531|CM001531.1	310586	312589	-	2004	995	963	960	3443	3873	3696	1457	1433	1342	1656	1529	1426	3128	3466	3363	1220	1418	1330
CENPK1137D_1245	ENA|CM001531|CM001531.1	312899	315541	-	2643	504	461	475	958	914	883	959	590	573	1133	999	726	1404	1438	1401	374	503	505
CENPK1137D_1246	ENA|CM001531|CM001531.1	315831	316562	+	732	1534	1478	1450	3220	3739	3576	2078	1701	1611	2199	2229	1645	3757	3945	3961	1248	1467	1504
CENPK1137D_1247	ENA|CM001531|CM001531.1	316733	318169	+	1437	1196	1064	1100	2362	2281	2372	1032	974	869	1073	1128	939	2146	2403	2227	795	804	832
CENPK1137D_1248	ENA|CM001531|CM001531.1	318366	319505	+	1140	667	695	650	1552	1805	1725	659	678	652	764	760	709	1509	1678	1541	574	556	539
CENPK1137D_1249	ENA|CM001531|CM001531.1	320739	321737	+	999	1990	2399	1658	19034	26220	23405	3286	6551	6768	2495	3383	5257	18990	19213	20453	5730	3720	3552
CENPK1137D_1250	ENA|CM001531|CM001531.1	322255	324723	+	2469	421	443	461	935	959	1001	408	399	355	584	573	461	866	936	928	314	391	416
CENPK1137D_1252	ENA|CM001531|CM001531.1	324986	328207	+	3222	1110	1117	1134	2396	1848	1962	765	782	780	746	816	765	1921	2060	1764	891	538	603
CENPK1137D_1253	ENA|CM001531|CM001531.1	328437	329789	+	1353	603	607	584	1367	1430	1450	693	601	643	704	763	574	1301	1517	1344	484	517	462
CENPK1137D_1254	ENA|CM001531|CM001531.1	329911	331101	-	1191	1678	1635	1500	7939	9685	8551	3340	3514	3766	3102	3458	3623	9300	9026	9669	2710	2535	2381
CENPK1137D_1255	ENA|CM001531|CM001531.1	332044	334572	-	2529	475	430	434	1005	1084	1104	336	443	403	414	503	507	915	1015	978	362	304	310
CENPK1137D_1256	ENA|CM001531|CM001531.1	334724	336079	+	1356	779	821	799	1317	1310	1341	744	545	515	811	820	588	1056	1299	1126	503	586	616
CENPK1137D_1257	ENA|CM001531|CM001531.1	338512	340416	+	1905	160	155	131	2662	3846	3057	1496	1390	1298	2506	2198	1829	2895	3261	3009	1023	1485	1364
CENPK1137D_1258	ENA|CM001531|CM001531.1	340784	342160	-	1377	663	662	642	1876	1840	1828	812	702	677	794	851	691	1715	1780	1678	625	606	588
CENPK1137D_1259	ENA|CM001531|CM001531.1	342613	343386	+	774	23	17	15	67	71	56	21	20	18	38	40	36	44	49	63	27	32	30
CENPK1137D_1260	ENA|CM001531|CM001531.1	343732	347928	+	4197	943	859	899	2293	2711	2529	1789	1141	1147	2114	2004	1376	2330	2400	2250	1076	1799	1712
CENPK1137D_1261	ENA|CM001531|CM001531.1	350152	350571	+	420	408	361	314	861	826	775	198	310	321	208	259	336	793	813	760	314	168	195
CENPK1137D_1263	ENA|CM001531|CM001531.1	350946	355997	-	5052	947	906	901	2131	2084	2267	507	783	680	564	663	848	1927	2174	1986	672	401	447
CENPK1137D_1264	ENA|CM001531|CM001531.1	357542	358201	-	660	225	198	244	158	171	174	57	89	73	133	173	136	106	177	137	103	57	67
CENPK1137D_1265	ENA|CM001531|CM001531.1	359088	359762	+	675	129	108	121	391	441	410	82	150	155	165	214	245	305	418	332	153	86	87
CENPK1137D_1266	ENA|CM001531|CM001531.1	361251	362522	+	1272	982	1052	1099	2801	3200	2950	2062	1560	1365	1909	1970	1296	3074	3451	3196	1042	1337	1380
CENPK1137D_1267	ENA|CM001531|CM001531.1	362675	363409	-	735	191	183	186	285	276	276	87	100	111	122	170	172	317	358	290	105	78	92
CENPK1137D_1268	ENA|CM001531|CM001531.1	363753	365801	+	2049	4197	4281	4395	12430	14648	12624	4494	5851	5540	4445	4952	5936	15027	14898	14176	4501	3615	3334
CENPK1137D_1269	ENA|CM001531|CM001531.1	366263	368575	+	2313	827	742	814	2158	1707	1662	879	794	649	867	821	668	1802	1790	1657	796	622	678
CENPK1137D_1270	ENA|CM001531|CM001531.1	368794	369666	-	873	778	795	768	1581	1619	1524	469	613	596	546	515	559	1441	1571	1423	501	384	411
CENPK1137D_1271	ENA|CM001531|CM001531.1	370083	370673	+	591	392	348	321	922	1016	1003	454	410	370	499	430	390	962	997	960	340	347	330
CENPK1137D_1272	ENA|CM001531|CM001531.1	370811	373279	-	2469	642	624	604	1409	1602	1550	928	659	604	1071	957	760	1368	1501	1464	560	780	769
CENPK1137D_1274	ENA|CM001531|CM001531.1	374830	376029	+	1200	2360	1841	1930	14737	16844	15814	5573	7805	7919	3811	4460	5427	20022	19572	19601	5038	3322	3489
CENPK1137D_1275	ENA|CM001531|CM001531.1	376388	377932	+	1545	267	251	261	519	445	439	154	166	181	221	222	169	421	432	424	188	127	129
CENPK1137D_1276	ENA|CM001531|CM001531.1	378352	379013	-	662	532	554	582	1177	1182	1157	975	528	545	1242	923	569	1152	1220	1112	453	791	808
CENPK1137D_1277	ENA|CM001531|CM001531.1	379776	380819	-	1044	362	401	415	1156	1254	1235	227	428	406	250	355	521	1098	1085	1089	390	170	203
CENPK1137D_1278	ENA|CM001531|CM001531.1	381358	384831	-	3474	1475	1446	1454	3437	4004	3731	2813	1754	2020	3234	2998	2049	3738	3879	3794	1582	2617	2573
CENPK1137D_1279	ENA|CM001531|CM001531.1	385318	387366	+	2049	368	374	377	863	866	872	440	366	370	611	593	507	795	902	874	347	348	371
CENPK1137D_1280	ENA|CM001531|CM001531.1	388009	389694	+	1686	372	306	289	2696	3887	3379	1577	1367	1598	1032	1119	1101	3766	3497	4137	1003	1105	1005
CENPK1137D_1281	ENA|CM001531|CM001531.1	389979	391583	+	1605	3035	2860	2894	6175	6003	5812	3277	2520	2308	3018	2830	2083	5653	6267	5627	2094	2559	2522
CENPK1137D_1282	ENA|CM001531|CM001531.1	391914	393461	-	1548	760	744	782	1684	1735	1684	802	665	675	836	889	689	1487	1664	1544	530	746	711
CENPK1137D_1283	ENA|CM001531|CM001531.1	393655	395820	-	2166	1447	1251	1258	3272	2999	3041	929	1311	1208	929	1089	1139	3180	3582	3142	1096	697	719
CENPK1137D_1285	ENA|CM001531|CM001531.1	396706	397191	-	486	226	268	239	534	465	413	176	217	226	139	193	260	469	526	443	181	90	109
CENPK1137D_1286	ENA|CM001531|CM001531.1	399983	401983	-	2001	559	570	580	1547	1204	1243	531	489	463	575	499	492	1185	1305	1178	521	394	443
CENPK1137D_1287	ENA|CM001531|CM001531.1	402377	404083	-	1707	2762	2537	2530	6060	6086	5704	1736	2439	2200	1637	1792	2072	5752	6124	5593	2067	1355	1377
CENPK1137D_1288	ENA|CM001531|CM001531.1	405558	406529	-	972	391	333	367	858	786	801	245	341	317	317	342	323	757	769	719	290	211	232
CENPK1137D_1289	ENA|CM001531|CM001531.1	407646	413726	+	6081	623	576	584	1741	2037	2017	622	821	752	923	957	995	1749	2033	1758	745	642	628
CENPK1137D_1290	ENA|CM001531|CM001531.1	414078	414689	-	612	546	600	496	1301	1408	1432	480	635	558	469	515	623	1237	1324	1314	380	327	378
CENPK1137D_1291	ENA|CM001531|CM001531.1	415133	415489	+	357	433	424	462	947	1032	1079	304	395	402	294	331	461	943	984	996	367	226	236
CENPK1137D_1292	ENA|CM001531|CM001531.1	415710	417140	-	1431	1833	1762	1765	4621	4540	4500	1770	1985	1843	1565	1670	1510	4226	4565	4357	1632	1342	1390
CENPK1137D_1293	ENA|CM001531|CM001531.1	417652	418415	+	764	2640	2484	2454	5663	6490	6111	2099	2631	2504	1619	1677	2050	5772	6076	5766	2262	1792	1670
CENPK1137D_1294	ENA|CM001531|CM001531.1	419227	421035	+	1809	1039	971	988	3203	3433	3355	1280	1197	1157	1231	1170	1064	2848	3109	2982	1134	1242	1147
CENPK1137D_1296	ENA|CM001531|CM001531.1	421290	423071	+	1782	1037	1014	1013	2612	2235	2260	1062	875	828	1219	1172	826	2254	2248	2135	906	775	830
CENPK1137D_1297	ENA|CM001531|CM001531.1	423419	424978	-	1560	446	411	399	1318	1287	1285	545	479	476	562	570	471	1125	1253	1182	452	478	473
CENPK1137D_1298	ENA|CM001531|CM001531.1	425334	427286	-	1953	453	459	429	1108	1315	1181	762	498	533	823	782	567	1167	1182	1193	468	644	573
CENPK1137D_1299	ENA|CM001531|CM001531.1	428348	430450	+	2103	1004	929	932	2036	2055	2220	761	846	846	696	857	899	2046	2156	2163	726	517	578
CENPK1137D_1300	ENA|CM001531|CM001531.1	430902	431183	-	282	12	10	14	72	78	62	125	49	51	59	54	36	100	82	109	24	60	64
CENPK1137D_1301	ENA|CM001531|CM001531.1	431627	433090	+	1464	820	705	730	1405	1456	1448	908	642	639	1008	951	675	1395	1565	1486	522	676	687
CENPK1137D_1302	ENA|CM001531|CM001531.1	433445	434359	+	915	1302	1173	1215	2562	2352	2308	868	1096	1030	716	975	987	2322	2315	2124	1213	766	711
CENPK1137D_1303	ENA|CM001531|CM001531.1	434855	435871	+	1017	1550	1624	1495	7412	10024	8537	2889	3413	3373	3193	3523	3690	7813	8723	8681	2552	2577	2430
CENPK1137D_1304	ENA|CM001531|CM001531.1	436108	437106	-	999	17058	16017	14878	15632	18953	16587	2612	5570	4995	2178	2971	4261	14718	16016	13979	5173	2765	2879
CENPK1137D_1305	ENA|CM001531|CM001531.1	438714	440249	+	1536	6888	6329	6498	13390	9645	10667	4065	4491	3471	4073	4066	3345	9935	12786	9597	4049	2961	3220
CENPK1137D_1308	ENA|CM001531|CM001531.1	440562	440846	-	285	202	200	164	716	677	706	134	211	192	104	163	167	622	637	652	184	134	126
CENPK1137D_1309	ENA|CM001531|CM001531.1	441126	441911	-	786	248	308	247	791	816	779	168	286	258	129	193	316	696	773	792	260	133	128
CENPK1137D_1310	ENA|CM001531|CM001531.1	442280	442678	-	399	265	217	220	601	639	632	255	252	259	305	358	321	586	655	605	238	231	206
CENPK1137D_1311	ENA|CM001531|CM001531.1	442867	444078	+	1212	515	448	437	1195	1138	1199	493	450	413	623	553	465	1011	1130	1062	402	425	477
CENPK1137D_1312	ENA|CM001531|CM001531.1	444313	444909	+	597	931	862	810	2219	1981	2020	1435	897	855	1603	1363	849	1852	2031	1862	910	1114	1273
CENPK1137D_1313	ENA|CM001531|CM001531.1	445205	446737	+	1533	633	540	488	1680	1568	1644	1068	687	599	1059	934	604	1576	1683	1432	640	757	819
CENPK1137D_1314	ENA|CM001531|CM001531.1	446935	448692	-	1758	5348	4647	4799	16231	15400	13839	5285	5688	5665	3631	3647	3738	16451	15304	15427	5548	3893	3481
CENPK1137D_1315	ENA|CM001531|CM001531.1	449005	449517	-	513	629	556	547	965	1046	994	823	568	508	934	837	573	970	1056	976	449	641	693
CENPK1137D_1316	ENA|CM001531|CM001531.1	449716	450765	-	1050	2579	2397	2317	5562	5994	5815	2164	2013	1997	2430	2275	1879	4378	5175	4554	2134	2426	2378
CENPK1137D_1317	ENA|CM001531|CM001531.1	451039	452063	-	1025	306	308	323	708	826	752	542	363	409	646	633	447	731	736	751	357	499	504
CENPK1137D_1319	ENA|CM001531|CM001531.1	452210	452596	+	387	118	100	117	291	262	276	95	117	120	123	152	105	283	267	284	92	80	106
CENPK1137D_1320	ENA|CM001531|CM001531.1	452710	453444	-	735	800	795	773	2186	2047	2131	873	957	781	849	781	757	2099	2151	1981	762	667	730
CENPK1137D_1321	ENA|CM001531|CM001531.1	453617	454150	-	534	995	854	900	4067	4610	4036	3156	1628	1830	2548	2054	1359	4219	3864	4252	1597	2422	2351
CENPK1137D_1322	ENA|CM001531|CM001531.1	466327	468564	-	2238	553	481	501	1104	1057	1241	423	339	334	500	390	379	986	999	944	388	362	414
CENPK1137D_1323	ENA|CM001531|CM001531.1	468954	473180	-	4227	401	423	352	1092	1091	1158	392	390	388	477	505	454	951	1045	974	411	347	324
CENPK1137D_1324	ENA|CM001531|CM001531.1	473449	474630	+	1182	509	475	505	1400	1216	1287	450	506	479	452	510	535	1143	1169	1241	455	319	357
CENPK1137D_1325	ENA|CM001531|CM001531.1	474746	478819	-	4074	482	501	456	1439	1677	1578	664	621	571	817	822	756	1409	1623	1585	457	546	587
CENPK1137D_1326	ENA|CM001531|CM001531.1	479051	479377	+	327	239	238	238	644	799	782	333	294	298	368	289	245	654	738	710	197	245	239
CENPK1137D_1327	ENA|CM001531|CM001531.1	479723	482980	+	3258	446	423	425	1226	1271	1215	753	517	489	886	852	515	1110	1276	1126	447	648	699
CENPK1137D_1328	ENA|CM001531|CM001531.1	483081	485759	-	2679	253	246	219	538	572	611	364	287	276	379	385	312	565	661	677	204	270	265
CENPK1137D_1330	ENA|CM001531|CM001531.1	486304	489669	+	3366	404	412	396	1102	1253	1267	457	440	490	522	533	527	1130	1253	1219	391	365	352
CENPK1137D_1331	ENA|CM001531|CM001531.1	490114	492453	+	2340	412	337	399	1138	1087	1053	375	426	372	290	364	452	1111	1207	1074	428	275	263
CENPK1137D_1332	ENA|CM001531|CM001531.1	492607	496131	-	3525	518	516	563	1173	913	919	320	394	348	355	325	348	889	1054	826	391	205	242
CENPK1137D_1333	ENA|CM001531|CM001531.1	496423	498657	+	2235	1234	1281	1303	2888	2789	2801	1722	1151	1039	1617	1497	1061	2673	2832	2628	976	1169	1270
CENPK1137D_1334	ENA|CM001531|CM001531.1	498829	499881	-	1053	328	314	296	928	811	777	590	371	310	454	437	281	830	823	821	334	427	451
CENPK1137D_1335	ENA|CM001531|CM001531.1	501133	501555	-	423	762	772	710	2238	2607	2406	1340	909	951	1127	1184	868	2141	2315	2275	873	1109	1192
CENPK1137D_1336	ENA|CM001531|CM001531.1	501994	503961	-	1968	11255	10713	10976	23739	28782	26366	8077	11439	11435	7710	9088	10996	24749	25639	24493	10162	7472	7207
CENPK1137D_1337	ENA|CM001531|CM001531.1	504405	506219	+	1815	633	624	616	1205	1242	1054	529	592	572	713	718	698	1229	1260	1205	507	395	400
CENPK1137D_1338	ENA|CM001531|CM001531.1	507258	507731	-	474	3	4	6	19	17	18	2	5	4	4	8	5	13	18	11	6	2	3
CENPK1137D_1339	ENA|CM001531|CM001531.1	508700	509029	+	330	5915	5356	5797	10929	10957	11227	3987	4909	4336	2332	2635	3042	11877	12774	11346	3977	2679	2809
CENPK1137D_1341	ENA|CM001531|CM001531.1	509247	510839	-	1593	642	580	577	1399	1352	1341	570	604	621	688	737	723	1340	1392	1321	576	469	496
CENPK1137D_1342	ENA|CM001531|CM001531.1	511060	511767	+	708	336	314	290	813	832	780	430	334	282	463	396	354	783	825	811	301	359	322
CENPK1137D_1343	ENA|CM001531|CM001531.1	512225	513730	+	1506	539	550	488	1789	1903	1860	539	767	655	524	637	721	1572	1764	1705	624	481	483
CENPK1137D_1344	ENA|CM001531|CM001531.1	514426	516123	+	1698	393	418	416	1283	1246	1226	725	607	495	777	756	567	1329	1461	1261	484	498	517
CENPK1137D_1345	ENA|CM001531|CM001531.1	516390	518114	+	1725	115	144	120	338	320	342	106	150	135	144	165	140	260	342	320	105	103	80
CENPK1137D_1346	ENA|CM001531|CM001531.1	518419	519912	+	1494	263	294	261	813	764	787	263	274	287	319	327	285	665	701	717	272	240	245
CENPK1137D_1347	ENA|CM001531|CM001531.1	520798	521292	+	495	105	173	141	303	321	281	98	106	93	111	121	115	274	297	260	91	93	99
CENPK1137D_1348	ENA|CM001531|CM001531.1	524253	524963	-	711	380	434	369	776	796	795	493	347	321	725	594	438	736	798	768	296	437	400
CENPK1137D_1349	ENA|CM001531|CM001531.1	526420	527070	+	651	456	401	346	1049	978	939	459	388	366	438	433	353	911	971	943	341	425	412
CENPK1137D_1350	ENA|CM001531|CM001531.1	527090	527533	-	444	372	331	345	770	841	817	490	306	311	521	488	350	683	702	717	293	393	418
CENPK1137D_1352	ENA|CM001531|CM001531.1	528145	530601	+	2457	1480	1445	1382	2409	2782	2510	1413	1086	1130	1466	1483	1225	2264	2416	2285	1058	1383	1406
CENPK1137D_1353	ENA|CM001531|CM001531.1	531116	532171	+	1056	477	469	457	1159	1134	1145	829	458	471	1013	864	575	1030	1088	1045	425	652	676
CENPK1137D_1354	ENA|CM001531|CM001531.1	532869	535676	+	2808	1027	977	1007	3626	3737	3652	730	878	796	804	941	966	1979	2129	2059	1326	954	988
CENPK1137D_1355	ENA|CM001531|CM001531.1	535834	537207	-	1374	372	373	383	1029	949	1064	516	447	417	474	455	399	950	982	1036	335	369	378
CENPK1137D_1356	ENA|CM001531|CM001531.1	537555	537932	+	378	494	478	472	967	780	807	296	290	279	237	276	220	840	837	762	336	198	250
CENPK1137D_1357	ENA|CM001531|CM001531.1	538274	539962	+	1689	2205	2065	2032	5355	5018	4999	2243	2000	1879	2511	2143	1936	5054	5593	4891	1711	1671	1660
CENPK1137D_1358	ENA|CM001531|CM001531.1	540169	541518	-	1350	2135	1944	1941	5016	5685	5457	1562	2250	2231	1542	1805	2146	5092	5187	5042	1958	1362	1445
CENPK1137D_1359	ENA|CM001531|CM001531.1	541776	549188	+	7413	494	458	448	1271	1241	1247	466	464	457	657	707	606	1173	1235	1163	478	405	428
CENPK1137D_1360	ENA|CM001531|CM001531.1	549382	549807	-	426	228	241	214	528	547	540	315	194	212	328	271	221	448	516	434	168	245	261
CENPK1137D_1361	ENA|CM001531|CM001531.1	550006	551067	+	1062	594	527	536	1544	1436	1509	681	580	533	766	671	506	1400	1580	1330	482	584	596
CENPK1137D_1363	ENA|CM001531|CM001531.1	551167	551760	-	594	531	533	548	1365	1196	1275	359	437	401	303	325	348	1106	1177	1041	427	239	306
CENPK1137D_1364	ENA|CM001531|CM001531.1	551982	552959	-	978	1510	1345	1429	4287	3178	3467	1456	1254	1165	1391	1173	1035	3388	3373	3179	1385	1005	1071
CENPK1137D_1365	ENA|CM001531|CM001531.1	553327	554484	-	1158	1046	880	924	2738	2436	2560	1058	1037	911	1029	1020	910	2411	2534	2379	964	897	825
CENPK1137D_1366	ENA|CM001531|CM001531.1	554675	555295	-	621	2443	1914	1920	5674	6458	5250	2182	2606	2444	1751	1842	1824	6517	7019	6418	1943	1679	1553
CENPK1137D_1367	ENA|CM001531|CM001531.1	555455	556111	+	657	1151	1030	994	1709	1829	1701	1223	755	778	1205	1124	802	1783	1860	1909	599	792	809
CENPK1137D_1368	ENA|CM001531|CM001531.1	556341	557531	+	1191	1024	982	976	2911	2814	2767	1093	1113	1058	1049	1115	1021	2734	2791	2594	1065	882	945
