W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	low_pH_D
YALI1_E01649g	Q6C7G0	YALI0E01122g1_1	6.272053151	6.506182836	6.442489029	6.498958294	6.533279164	6.5763785	6.615618241	6.66615212	6.460880098	6.524843321	6.615008684
YALI1_E23223g	Q6C5B9	YALI0E19382g1_1	6.536305254	6.418500903	6.506955372	6.381199846	6.330155075	6.441692018	6.357224477	6.4323757	6.238636385	6.216414925	6.370482336
YALI1_E20192g	Q6C5L8	YALI0E16929g1_1	7.391854721	7.381877121	7.56642785	7.42185162	7.482103002	7.690398554	7.622603858	7.525772363	7.257601951	7.346850612	7.4841031
YALI1_D19306g			6.824728564	6.757621378	6.858384035	6.619744511	6.756577156	6.624251393	6.838008842	6.567599372	6.766128453	6.710020979	6.38978488
YALI1_E07676g	Q6C6T5	YALI0E06457g1_1	7.172997909	7.146452427	7.080139681	7.088735848	7.04047873	6.929019708	6.936581382	6.794160188	7.096873965	7.078302107	6.919718278
YALI1_D15622g	Q6C9B4	YALI0D12518g1_1	7.024836996	6.907424852	6.817832788	6.834823265	6.771903628	6.627344567	6.652545117	6.55559145	6.905193965	6.812769343	6.581484746
YALI1_E13823g	Q6C6A8	YALI0E11033g1_1	6.831448963	6.822683831	6.745820805	6.894099709	6.787764334	6.652044157	6.750056692	7.194708325	6.933093363	6.920188043	6.758837407
YALI1_C23359g	Q6CBR3	YALI0C16346g1_1	6.700636172	6.643306073	6.513008936	6.6174972	6.580802156	6.151993228	6.344107194	6.380298516	6.624564133	6.64791299	6.537076392
YALI1_F32232g	Q6C0G7	YALI0F24893g1_1	7.135460667	7.068027401	6.996259324	7.048355208	7.069035021	7.188739254	7.060058362	7.251369098	7.156030894	7.056797332	7.178150719
YALI1_E05907g	Q6C6Z7	YALI0E05005g1_1	6.8036701	6.941788758	6.752302964	6.820728082	6.880300022	6.857682474	6.809036324	6.992198719	6.878288966	6.898771717	6.953269003
YALI1_B07076g	Q6CFP5	YALI0B05104g1_1	7.140982187	7.100577416	7.240554776	7.056979056	7.221844303	7.32146695	7.297977803	7.40838706	7.173189864	7.179586942	7.276823313
YALI1_D20202g	Q6C8W6	YALI0D16335g1_1	6.883074648	6.711951616	6.741721457	6.851143535	6.784087906	6.725239695	6.57208631	6.496842925	6.670169292	6.758324565	6.487651928
YALI1_A08781g	F2Z6J4	YALI0A09042g1_1	6.86351352	6.670448423	6.900169377	6.724881592	6.828889856	6.840565237	6.940297287	6.731438719	6.712332071	6.674085438	6.772617523
YALI1_D17795g	Q6C935	YALI0D14564g1_1	7.035623174	6.781659531	6.899189829	6.800165191	6.888006016	6.829800675	6.855096409	7.057525873	6.909995086	6.892989448	6.910651874
YALI1_B29883g	Q6CDL9	YALI0B22924g1_1	6.749711156	6.609073139	6.818739534	6.568987757	6.732071823	6.909671914	6.751299094	7.020745206	6.781250063	6.781814781	6.977086677
YALI1_C29066g	Q6CB91	YALI0C21021g1_1	6.793205379	6.821663822	6.69466868	6.784135725	6.808749139	6.827424307	6.836015007	6.897279149	6.818941918	6.826307009	6.829948325
YALI1_D08031g	Q6CA35	YALI0D06259g1_1	6.709313494	6.655118046	6.850014283	6.591610563	6.549496551	6.8054211	6.739885527	6.615428637	6.402441691	6.493941583	6.593997693
YALI1_B15509g	Q6CEZ2	YALI0B11704g1_1	6.746311738	7.065359557	6.773504982	6.889619874	7.173803664	7.06983168	6.875184018	7.113501315	7.253577795	7.265207697	6.910456795
YALI1_E19508g	Q6C5P6	YALI0E16324g1_1	6.772327533	6.653675099	6.789333085	6.707534592	6.775851023	6.551529471	6.723731325	6.346795064	6.633129028	6.696608996	6.401159235
YALI1_D36161g			7.313736655	7.247604548	7.26657025	7.264123345	7.181620032	6.679556658	6.786222589	6.563125034	7.205235476	7.184113203	6.697983578
YALI1_D02206g	Q6CAK6	YALI0D01980g1_1	7.074207758	6.958171729	7.015279019	6.93161084	7.184160189	7.439543059	7.148908791	7.256746407	6.754626036	6.766206418	7.038086926
YALI1_F09542g	Q6C2N3	YALI0F06424g1_1	7.354661008	7.303997678	7.187194721	7.309204517	7.346946412	7.064893832	7.059938854	6.795750538	7.176518588	7.200097455	6.923269319
YALI1_E38491g	Q6C3S5	YALI0E32483g1_1	6.470476631	6.343444532	6.218951063	6.459821494	6.254115004	6.128791638	6.392889745	6.494662153	6.629299337	6.406405066	6.391445146
YALI1_E09615g	Q6C6N4	YALI0E07942g1_1	6.753380343	6.807137908	6.898996806	6.687461483	6.777769758	6.86517511	6.667454571	6.565038514	6.613699539	6.694557043	6.719696073
YALI1_D00747g	Q6CAR0	YALI0D00693g1_1	6.794413918	6.879225417	6.893964102	6.86593961	6.862600096	6.988592833	6.947399341	6.953428031	6.876206728	6.93482212	6.974671934
YALI1_D05343g	Q6CAB5	YALI0D04268g1_1	7.097159773	7.073214473	7.189577842	7.309840606	7.113203577	7.322614799	7.57994906	7.235890694	6.976188741	6.793986557	7.045564739
YALI1_E20666g	Q6C5K1	YALI0E17391g1_1	6.991420129	7.064731867	7.000408531	7.080110208	6.980695292	6.945732079	6.580226247	7.065688895	6.949760306	6.855526033	7.012045738
YALI1_C04302g	Q6CD72	YALI0C03223g1_1	6.67188217	6.700421198	6.858489494	6.820005289	6.660333089	6.755259643	6.805495282	6.66373728	6.681896434	6.563819678	6.657325473
YALI1_B29191g	Q6CDP4	YALI0B22374g1_1	6.487515059	6.329607462	6.674050037	6.371325221	6.457041722	6.670507031	6.651267401	6.402795217	6.287609911	6.478353162	6.379784765
YALI1_E36098g	Q6C410	YALI0E30723g1_1	6.637362439	6.160724574	7.167171246	6.896579701	6.883478138	7.039939435	7.321726682	6.832378912	6.02245602	6.487945729	7.003135781
YALI1_F34521g	Q6C077	YALI0F27181g1_1	7.016892322	7.114613671	7.159479867	7.157831814	7.167459231	7.317317008	7.324626793	7.336433794	7.140542881	7.125797078	7.312495485
YALI1_B04853g	Q6CFV4	YALI0B03366g1_1	7.581229533	7.492736024	7.393535076	7.430828558	7.329383909	7.289120519	7.318094735	7.045595553	7.427125524	7.416993856	7.196178644
YALI1_C00293g	Q6CDI5	YALI0C00253g1_1	7.242234058	7.278013461	7.112082671	7.203899065	7.132862003	7.066879629	6.955589603	7.040825152	7.233307911	7.218037932	7.094322374
YALI1_C14369g	Q6CCE0	YALI0C10208g1_1	7.740958495	7.654974218	7.609358613	7.581095299	7.79366401	7.702175439	7.685335108	7.435055678	7.643288968	7.638924461	7.60358043
YALI1_E29481g	Q6C4P9	YALI0E24673g1_1	7.425142647	7.468592383	7.518497227	7.431114841	7.347949805	7.604048465	7.393954921	7.837475119	7.452118773	7.551547246	7.865746339
YALI1_E16731g	Q99170	YALI0E13706g1_1	7.11581535	7.040485912	7.311364328	7.087195187	7.201896854	7.441728926	7.412354277	7.434330499	7.185815097	7.216477646	7.462850787
YALI1_F18524g	Q6C1S4	YALI0F13783g1_1	6.405614205	6.330286575	6.320242569	6.289258579	6.363377449	6.508105432	6.501013701	6.290923739	6.452429306	6.390761414	6.411099121
YALI1_A18166g	Q6CGN0	YALI0A17941g1_1	7.192768173	7.127061077	7.141952724	7.107652252	7.120598507	7.007320071	7.084397574	6.849311554	7.118524045	7.089998073	6.864429785
YALI1_D09420g	Q6C9Y4	YALI0D07370g1_1	7.167651164	7.08579652	6.874244299	7.037512455	6.931492368	6.750780633	6.701586122	6.744963307	7.028543467	7.075436405	6.869552382
YALI1_B14441g	Q6CF28	YALI0B10780g1_1	6.6887341	6.883324719	6.764289722	7.194006671	6.596721137	6.601554509	6.990379205	7.218152898	7.213784026	6.953088132	6.972286274
YALI1_D24361g	Q6C8J1	YALI0D19206g1_1	6.546526976	6.66804516	6.146886788	6.418968054	6.647760313	6.33523656	6.371674754	6.554086684	6.794939278	6.816835623	6.696674865
YALI1_C15489g	Q6CCA6	YALI0C11055g1_1	6.773706087	6.850074064	6.789315397	6.810700123	6.832111765	6.992129069	6.884023861	7.011961634	6.830368188	6.866090861	7.056303836
YALI1_E21097g	Q6C5I6	YALI0E17765g1_1	6.924937936	6.850779196	7.005847185	6.827585238	6.841976736	7.058703827	7.050673308	7.252328803	7.077636422	6.902746649	7.236658391
YALI1_F23595g	Q6C1B1	YALI0F17776g1_1	6.393236031	6.257121471	6.465565061	6.16176828	6.351316103	6.322350619	6.288008037	NA	6.080823963	6.182749906	6.19005539
YALI1_E26336g	Q6C4Z8	YALI0E22352g1_1	7.335239075	7.338791842	7.150010301	7.325583858	7.265965977	6.882672998	6.870301245	7.095133812	7.506266596	7.480231375	7.16177074
YALI1_E07153g	Q6C6V4	YALI0E05951g1_1	6.875168562	6.968358964	6.873303103	6.978326399	6.83347958	6.827577502	6.768212464	6.868892134	7.131816041	7.020971239	6.851629834
YALI1_B30039g	Q6CDL0	YALI0B23122g1_1	6.412488439	6.511327525	6.138498385	6.708251974	6.5804481	6.324586177	6.570484234	6.18075881	6.430257957	6.05658987	5.992197627
YALI1_C04531g		YALI0C03421g1_1	6.672049906	6.518124649	6.739698387	6.525384456	6.466104541	6.67929659	6.720952088	6.691564289	7.039985935	6.960681203	6.540346941
YALI1_D15734g	Q6C9B1	YALI0D12584g1_1	7.395230494	7.525041392	7.36604222	7.519813695	7.467058156	7.505925237	7.674658462	7.618065402	7.569835365	7.52423571	7.614360295
YALI1_C25029g	Q6CBL1	YALI0C17831g1_1	6.801624516	6.70642713	6.797883658	6.638592762	6.69432686	6.751056723	6.74066246	6.550145373	6.705032303	6.753157782	6.504398619
YALI1_F23867g	Q6C1A4	YALI0F17974g1_1	6.774158462	6.754545013	6.584512804	6.758179801	6.857825703	6.844013333	6.85143674	6.919619363	6.673211563	6.668466237	6.793711811
YALI1_F13170g	Q6C297	YALI0F09603g1_1	7.036891349	6.909885237	7.284525206	6.95542337	7.179577015	7.393469953	7.349587714	7.193607794	6.856772113	6.928028661	7.213201856
YALI1_B25427g	Q6CE16	YALI0B19382g1_1	6.93262775	6.849672359	7.012359118	6.86973401	6.905615358	7.065229803	7.02844785	7.227716902	6.918755669	7.037872902	7.22659004
YALI1_E31947g	Q6C4G4	YALI0E27005g1_1	7.344143991	7.467294063	7.272265106	7.43218731	7.529372231	7.690554079	7.515714925	7.711927104	7.361484106	7.46015861	7.629312383
YALI1_F35542g	Q6C045	YALI0F27885g1_1	6.511640865	6.438726115	6.755020274	6.59621714	6.542315924	6.480578774	6.581789544	6.411441099	6.501865258	6.431869317	6.318342571
YALI1_E07040g	Q6C6V8	YALI0E05863g1_1	6.712109434	6.357804808	6.561242468	6.684032796	6.590952166	6.415046908	6.581749364	6.752780461	6.786008946	6.888942704	6.575219526
YALI1_F32090g	Q6C0H1	YALI0F24739g1_1	7.522287551	7.601281977	7.62382889	7.537224966	7.540749065	7.706913366	7.645988702	7.884221181	7.596440077	7.643791392	7.810302501
YALI1_E19603g	Q6C5P4	YALI0E16368g1_1	7.131889468	6.973940866	6.880772694	6.940902858	6.980210073	6.847854972	6.796328989	7.02246826	7.026423083	7.085573241	6.876969965
YALI1_E19263g	Q6C5Q6	YALI0E16060g1_1	7.376261894	7.378985921	7.033801728	7.321053729	7.20715583	7.122013682	6.990893404	7.206291651	7.444481121	7.504733904	7.290097638
YALI1_C32276g	Q6CAY2	YALI0C23408g1_1	7.174650391	7.257846393	7.261710011	7.22309863	7.232139968	7.167797267	7.021395248	7.267753492	7.292029481	7.263174062	7.191644622
YALI1_E27041g	W0TYM4	YALI0E22847g1_1	6.614907735	6.737363538	6.331107052	6.612977468	6.478401212	6.20397326	6.254729221	6.321724784	6.642089187	6.705923448	6.68549033
YALI1_B01136g			6.904454955	6.921059168	6.932816923	7.056447251	7.033345344	7.024664865	7.305984545	7.058168414	7.07144475	6.988523457	7.111166761
YALI1_B17838g	Q6CES4	YALI0B13398g1_1	7.317407592	7.281033556	7.256598847	7.207363877	7.409529161	7.356674785	7.214290098	7.331113542	7.177413317	7.204905925	7.203555402
YALI1_E38131g	B5FVG3	YALI0E32164g1_1	7.126333818	7.155237554	7.045579335	6.92235486	7.234319568	7.173951689	7.123999285	7.022529273	6.890508856	7.019445455	7.129101898
YALI1_D11984g	Q6C9P6	YALI0D09361g1_1	7.842874304	7.823506142	7.792811663	7.848808242	7.776747169	7.554226093	7.495427038	7.60628962	7.833797342	7.864102961	7.552963595
YALI1_D13238g	Q6C9K0	YALI0D10593g1_1	7.462886188	7.448627278	7.322780365	7.441692291	7.33030391	7.19110971	7.254952257	7.081153089	7.399590006	7.378669963	7.196468263
YALI1_E08915g	Q6C6P7	YALI0E07513g1_1	7.041063648	7.042587866	6.754654758	7.124712192	7.104718688	6.844663358	6.839255118	6.590409191	6.845303232	6.918151816	6.470681414
YALI1_D12483g	Q6C9M9	YALI0D09845g1_1	6.890176486	6.976446306	6.719218405	6.981295703	6.880624857	6.791419158	6.900699823	6.564621749	6.758470128	6.851763688	6.705058268
YALI1_C32253g	Q6CAY3	YALI0C23386g1_1	7.183555623	7.157870195	7.46626905	7.044145709	7.296106577	7.667244324	7.780300994	7.309149436	7.030957024	7.068271844	7.557093947
YALI1_F04433g	Q6C326	YALI0F03179g1_1	7.314246154	7.289956869	7.235325898	7.251648974	7.410298691	7.636428276	7.329013972	7.780403493	7.338867917	7.345514422	7.640824422
YALI1_E29179g	Q6C4Q7	YALI0E24497g1_1	5.793245519	6.336170692	6.465711307	6.360076111	6.190821316	6.682980083	6.346863337	6.562923591	6.562825738	6.508407568	6.600376411
YALI1_A07267g	Q6CHL3	YALI0A07689g1_1	6.115806712	6.476734602	6.418524617	6.109052272	6.232868246	6.217616024	6.195572868	5.792415968	5.893147307	6.281025569	6.072411247
YALI1_E08211g	Q6C6R7	YALI0E06853g1_1	6.755113934	6.822949676	6.841502604	6.965136173	6.896723622	7.019372689	7.105016492	7.136287073	6.86699368	6.963523124	6.963788553
YALI1_B07366g	Q6CFN6	YALI0B05368g1_1	6.786372598	6.729653784	6.844913844	6.66197535	6.714423356	6.763039751	6.708642006	6.525567801	6.743576733	6.63527146	6.648610713
YALI1_E14316g	Q6C690	YALI0E11495g1_1	6.818733598	6.833949169	7.242690015	6.894871311	6.659683947	6.832004687	6.696644038	6.952557739	6.890466165	6.892121141	6.98261056
YALI1_F27175g	Q6C0Z7	YALI0F20482g1_1	7.953969198	7.897299028	7.603161521	7.86018256	7.845417785	7.431717027	7.52180167	7.691615315	8.019676979	8.017418447	7.864742651
YALI1_E32332g	Q6C4E9	YALI0E27346g1_1	7.20788795	7.257365495	7.044806066	7.169419886	7.22446261	7.216351467	7.126180518	7.348521238	7.189027102	7.233393859	7.305433981
YALI1_E27279g	B5FVF1	YALI0E23185g1_1	6.978081242	7.219434346	6.834422133	7.295360744	7.057131371	6.871067439	6.888306822	6.423357942	7.086253336	6.742262513	6.651352457
YALI1_F19216g	Q6C1Q1	YALI0F14399g1_1	6.833177948	6.828640749	6.909419902	6.857950636	6.889175301	6.994032831	7.024285879	7.009604578	6.857685832	6.835363508	6.870219299
YALI1_B05226g	Q6CFU3	YALI0B03762g1_1	6.799929806	6.826735645	6.967626234	6.833691801	6.856822072	6.995672767	6.950084378	6.888996539	6.79211958	6.733782379	6.82737279
YALI1_E23389g	Q6C5B2	YALI0E19536g1_1	6.354785667	6.43220197	6.248122393	6.584462563	6.2796078	6.248754667	6.17893958	6.290638709	6.30773769	6.411188572	6.354283445
YALI1_F01291g	Q6C3C5	YALI0F00836g1_1	7.157232638	7.19274963	7.173202316	7.243203014	7.205579837	7.281243151	7.373375948	7.251564786	7.217706699	7.055541631	7.12727477
YALI1_D07729g	Q6CA43	YALI0D06039g1_1	7.583201872	7.499750255	7.677234232	7.415445242	7.402809204	7.641291646	7.614850588	7.745006043	7.595073414	7.666809652	7.879658902
YALI1_B26728g	Q6CDX7	YALI0B20416g1_1	6.636902233	6.733450497	6.820875333	7.138954304	6.641194394	6.756565598	7.319098481	6.678444636	6.599619028	6.429818305	6.379705317
YALI1_F37234g	Q6BZZ2	YALI0F29667g1_1	6.559311212	6.629815147	6.591908568	6.803682207	6.661483583	6.796255693	7.075195672	6.879656881	6.907177488	6.712927896	6.86121177
YALI1_D35945g	Q6C7K6	YALI0D27302g1_1	6.964930164	6.956366984	6.936152406	6.8564099	6.950128607	6.785406079	6.833573441	6.746546844	6.825525441	6.914798901	6.791534047
YALI1_F28092g	Q6C0W3	YALI0F21219g1_1	6.776801507	6.936280935	7.040880915	6.971426619	7.102707325	7.082837173	7.303032519	7.194191169	6.965292324	6.869034012	7.16025983
YALI1_E32842g	Q6C4C8	YALI0E27830g1_1	7.456253868	7.394844449	7.28390786	7.525035497	7.232487514	7.099979068	7.384857597	7.302712274	7.645972512	7.49049154	7.398204106
YALI1_F30004g	Q6C0P6	YALI0F22803g1_1	6.597430476	6.628261722	6.502591051	6.626808915	6.695561471	6.456074101	6.514777056	6.144044944	6.572234342	6.511402368	6.234646402
YALI1_F38629g			7.671018662	7.641800325	7.452613744	7.594015555	7.53442454	7.343446115	7.326170253	7.40257408	7.698611438	7.691182598	7.53929104
YALI1_C01338g	Q6CDF4	YALI0C00957g1_1	6.092539528	5.98024957	6.235724422	5.926265148	6.073592685	5.992704831	6.04175316	5.957832813	5.709895024	5.687630559	6.045354628
YALI1_E15144g	Q6C657	YALI0E12243g1_1	6.397121676	6.354300333	6.654380904	6.445886844	6.293769556	6.329665753	6.460406329	6.312517782	6.540650559	6.631145661	6.717353045
YALI1_D07665g	Q6CA45	YALI0D05995g1_1	7.204309341	7.156865802	7.166652281	7.049985592	7.043429181	6.860201896	6.98151431	6.797425755	7.14844025	7.100482973	6.916267274
YALI1_D15398g	Q6C9C1	YALI0D12386g1_1	6.548284951	6.531311359	6.895969923	6.646821403	6.695735389	6.940215478	6.92122538	6.759791551	6.28903487	6.407200355	6.677519847
YALI1_B09807g	Q6CFF4	YALI0B07535g1_1	6.557983341	6.602378779	6.645427421	6.566514605	6.542246198	6.614535763	5.966598895	6.641768536	6.696827672	6.65863784	6.74746502
YALI1_E14385g	Q6C688	YALI0E11539g1_1	6.977459537	6.953504468	6.895467768	7.059888513	7.022097024	7.032861989	6.942490038	7.025446677	6.750698162	6.853382382	6.892106755
YALI1_C29618g	Q6CB69	YALI0C21472g1_1	7.256642827	7.218500681	7.152316979	7.156592153	7.147984442	7.014138459	7.010071033	6.910634993	7.173614848	7.174814471	7.00840332
YALI1_F01981g	Q6C3A8	YALI0F01210g1_1	7.436910798	7.713527883	6.969359249	7.673260557	7.511804306	7.002265104	6.869864371	7.557841833	7.839247961	7.777414378	7.38858462
YALI1_C00464g	P18120		7.061287015	7.003128615	7.064646355	6.985225723	7.135970587	7.212145446	7.105556828	7.144659468	6.873511125	6.982412828	7.09051404
YALI1_C25512g	Q6CBJ1	YALI0C18315g1_1	6.770952608	6.650408381	6.826171353	6.741785025	6.825709891	6.988446139	6.938835553	6.984024603	6.704986242	6.771619346	6.927162239
YALI1_F03855g	Q6C352	YALI0F02585g1_1	6.802132153	6.616965938	6.849948458	6.670871567	6.735612677	6.885422829	6.877898027	6.72046147	6.60853347	6.614220331	6.758763835
YALI1_C12024g	Q6CCJ7	YALI0C08811g1_1	7.169511233	7.147568935	7.291542193	7.107114626	7.154652115	7.389163576	7.351425534	7.226520754	7.037231517	7.019542751	7.203750539
YALI1_F33812g	Q6C0A6	YALI0F26411g1_1	7.177407855	7.18391734	6.915404645	7.103735499	7.201062043	7.033776833	7.123776989	7.190734145	7.229055736	7.260427459	7.238561629
YALI1_C15832g	Q6CC94	YALI0C11341g1_1	8.084891554	8.082852887	7.914357	8.325717378	7.954348318	7.803416326	8.172589403	7.762190743	8.021024747	7.858417844	7.762536572
YALI1_C21682g	Q6CBU7	YALI0C15356g1_1	6.977299458	6.636132912	6.371851762	6.836721629	6.545359515	5.951838979	6.056138824	NA	6.491077248	6.762539001	6.167726177
YALI1_F09598g	Q6C2N1	YALI0F06468g1_1	6.8848027	6.966056913	6.956218973	6.92935389	6.960461858	7.015091074	6.968720378	7.080612361	6.962813074	6.953887989	7.162574249
YALI1_D22342g	Q6C8P7	YALI0D17996g1_1	6.302641968	6.464796795	6.727162615	6.388157226	6.103091913	6.250404227	6.569740563	6.17677735	6.332755726	6.200934058	6.33758992
YALI1_C07495g	Q6CCX2	YALI0C05819g1_1	6.712382271	6.586993961	6.56156253	6.695334403	6.627068334	6.766741221	6.877024425	6.670372335	6.880953879	6.764728973	6.809166795
YALI1_F29765g	Q874C0	YALI0F22539g1_1	6.894247659	6.850181516	6.639142125	6.81462132	6.778303249	6.534041873	6.602103622	5.999177292	6.706890196	6.718565723	6.307073598
YALI1_F14712g	Q6C242	YALI0F11055g1_1	7.157841337	6.933681858	7.287385237	7.103167369	6.964870826	7.321626935	7.378688551	7.569669344	7.264143112	7.244827692	7.506878308
YALI1_F21778g	Q6C1H1	YALI0F16313g1_1	6.692756564	6.544292427	6.622159697	6.55305106	6.622538918	6.562192942	6.469997961	6.315457799	6.521675694	6.557328646	6.473591943
YALI1_A17177g	Q6CGR2	YALI0A17127g1_1	6.894562557	6.953503174	7.022378195	6.901709974	6.967502111	7.141563672	7.056978918	7.250145595	6.994751822	6.975101335	7.15438966
YALI1_D10623g	Q6C9U5	YALI0D08294g1_1	6.660102757	6.552888086	6.576099171	6.548363984	6.623853483	6.461547925	6.423846156	6.230019917	6.546603598	6.53656659	6.185091328
YALI1_F25924g	Q6C140	YALI0F19470g1_1	7.6429555	7.608614888	7.576749745	7.623846556	7.518025752	7.469993049	6.934043517	7.393643163	7.552204721	7.554503969	7.288031903
YALI1_E32423g	Q6C4E1	YALI0E27511g1_1	6.784577784	6.538660159	6.583431346	6.589498543	6.44906989	6.430430536	6.523157902	6.672640946	6.628549799	6.436543489	6.550920133
YALI1_F16117g	Q6C1Z0	YALI0F12221g1_1	6.516811279	6.687578046	6.601335289	7.051188859	6.862039953	6.909366336	7.094034345	6.969020032	6.762024473	6.787603915	6.957707981
YALI1_C06394g	Q6CD06	YALI0C04906g1_1	7.022682541	6.933138484	6.797263202	6.807726353	7.041868747	7.087457928	6.929755195	7.16901876	6.915141318	6.873393958	6.922150532
YALI1_A21203g	Q6CGD8	YALI0A20152g1_1	7.908869086	7.87188827	7.4400887	7.873575144	7.921767152	7.361383216	7.479661833	6.929477547	7.625482396	7.621824483	6.976319845
YALI1_E35963g	B5FVF9	YALI0E30602g1_1	6.897304852	6.983751958	7.097363879	6.952798186	6.95221077	7.045962351	7.098094467	6.956710204	6.821792286	6.950090232	6.953923193
YALI1_C31281g	Q6CB13	YALI0C22704g1_1	6.629439184	6.727976176	6.667817679	6.655966572	6.358480756	6.671597708	6.655121201	6.8960636	6.635892666	6.666440222	6.956146583
YALI1_D03047g	Q6CAI4	YALI0D02497g1_1	6.504616451	6.026391205	6.484538917	6.59816016	6.52889919	6.408643926	6.382537217	NA	6.038888805	6.27679925	6.190521545
YALI1_E40718g	F2Z620	YALI0E34309g1_1	6.758549728	7.679083313	6.888346394	6.786746492	6.552019019	6.78123795	6.80576654	6.852646582	7.724969735	6.91652963	6.403108534
YALI1_B22883g	Q6CE86	YALI0B17688g1_1	6.548944863	6.531172013	6.690864873	6.558652779	6.494078536	6.604420341	6.441469843	6.820541978	6.586957222	6.686875263	6.577271772
YALI1_D24649g	Q6C8I1	YALI0D19426g1_1	NA	6.461841699	6.236872619	6.353645347	6.32024122	6.019337897	6.025733901	6.041177575	6.190946518	6.151001006	NA
YALI1_E00551g	Q6C7J8	YALI0E00220g1_1	6.445176675	6.63084076	6.728784823	6.652593443	6.714400433	6.600105539	6.6713525	6.768818374	6.689625002	6.705733625	6.874250411
YALI1_E18514g	Q6C5T0	YALI0E15466g1_1	7.244385062	7.596567208	7.613030004	7.530895169	7.59899295	7.785692126	7.747416458	7.649008564	7.501548169	7.454404595	7.615127444
YALI1_B28357g	Q6CDR9	YALI0B21692g1_1	7.296750837	7.20380492	7.203086693	7.208859638	7.203302796	7.191704143	7.317603773	7.195322721	7.207594414	7.052383982	7.12862149
YALI1_B12529g	Q6CF84	YALI0B09383g1_1	6.722667769	6.676042907	6.637268131	6.681651795	6.634669154	6.467113157	6.521718525	6.364755847	6.684225081	6.557836245	6.601166704
YALI1_B27777g	Q6CDT5	YALI0B21340g1_1	6.384287922	6.610507355	6.763627219	6.635527823	6.668799382	6.688142721	6.713230697	6.852933265	6.715932801	6.714675212	6.765066851
YALI1_E25424g	Q6C537	YALI0E21329g1_1	6.948376189	6.962550292	6.776653413	6.969506113	6.89528017	6.692838393	6.668946965	6.824510827	6.985211922	6.985256995	6.800890225
YALI1_F33594g	Q6C0B6	YALI0F26147g1_1	6.408249004	6.441628065	6.244073676	6.644108776	6.458357132	6.184481605	6.572481662	6.525951256	6.534916958	6.93756578	6.695240838
YALI1_C13817g	Q6CCF2	YALI0C09904g1_1	6.478377392	6.506078463	6.342139177	6.558150498	6.506097703	6.29152698	6.188302689	5.99143139	6.386784415	6.418504402	6.051892829
YALI1_F37068g	Q6BZZ6	YALI0F29491g1_1	6.846367909	6.818719357	6.797048888	6.854643095	6.81014636	6.730467666	6.589552502	6.631116799	6.797692602	6.810030642	6.637984901
YALI1_A01122g	Q6CI80	YALI0A00847g1_1	6.821950392	6.859445302	6.879811537	6.803320437	6.84064981	7.043841056	7.044236884	6.975605719	6.851773163	6.765491796	6.910035514
YALI1_F37734g	Q6BZX5	YALI0F30151g1_1	7.357316342	7.311803992	7.165898438	7.283553728	7.245816672	7.028089288	7.123287685	6.706189864	7.141364187	7.264204259	6.995196238
YALI1_B26790g	Q6CDX4	YALI0B20482g1_1	7.055497127	7.215892677	7.107735728	7.279191795	7.212387314	7.208733262	7.299961511	7.399993526	7.335657097	7.195623835	7.258842122
YALI1_F28633g	Q6C0U5	YALI0F21681g1_1	6.658584451	6.591742698	6.619933534	6.605303715	6.494745813	6.60688259	6.430777693	6.651951517	6.480566721	6.60630546	6.609462421
YALI1_F11199g	Q6C2H6	YALI0F07821g1_1	7.120996721	7.116591686	6.869508541	7.105494613	7.10744126	6.896541353	7.064591901	6.641941919	6.986302187	7.026186944	6.648695881
YALI1_F11583g	Q6C2G0	YALI0F08195g1_1	7.331762296	7.388019862	7.450982002	7.511982047	7.449540355	7.484491162	7.726766203	7.472240643	7.418039602	7.274249712	7.396956466
YALI1_F15449g	Q6C214	YALI0F11693g1_1	6.351844425	6.101400683	6.334641582	6.531195133	6.355589645	6.438072359	6.512990009	6.731857091	6.392752675	6.530598187	6.506248233
YALI1_D28825g	Q6C855	YALI0D22572g1_1	6.862047473	6.783907412	6.98692389	6.762173729	6.915254213	7.059867871	7.023013287	6.961921923	6.918145317	6.824152038	7.05353747
YALI1_E22592g	Q6C5E0	YALI0E18854g1_1	6.468975622	6.424776827	6.484966216	6.598633442	6.542812512	6.657476509	6.819558959	6.654464399	6.578816309	6.475770033	6.801392613
YALI1_D08285g	Q6CA26	YALI0D06457g1_1	6.833315996	6.882294386	6.822553207	6.851791194	6.810482885	6.402864764	6.300837664	6.372340932	6.918600504	6.763687445	6.356112341
YALI1_A00309g	Q6CIA2	YALI0A00264g1_1	7.232509746	7.148274805	7.099218043	7.151459212	7.109144244	6.96359149	7.028129863	6.830612442	7.136748909	7.131070014	6.891821818
YALI1_E22238g	Q05493	YALI0E18568g1_1	7.578327428	7.520245018	7.841504798	7.51873196	7.560613727	7.846948757	7.858068892	7.587234878	7.370649807	7.356842766	7.667716809
YALI1_D16609g	Q6C975	YALI0D13442g1_1	6.667884379	6.582608175	6.849533238	6.516679213	6.751243944	6.930296712	6.914777093	6.945327151	6.654410042	6.715588455	6.969669391
