GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C
CENPK1137D_4581	P23833	YBR037C	2	4	4	1	2	2	3	2	4	2	2	0
CENPK1137D_3644	P39968	YEL013W	5	6	6	8	12	9	10	8	9	7	7	8
CENPK1137D_3400	P43598	YFR017C	6	5	5	9	8	6	8	6	5	5	4	3
CENPK1137D_1615			5	3	5	4	4	2	3	4	2	7	6	5
CENPK1137D_141	Q04458	YMR110C	6	13	9	10	14	12	16	14	12	9	9	11
CENPK1137D_4279	Q04120	YDR453C	7	8	7	3	5	8	5	7	4	4	3	4
CENPK1137D_1510	P47018	YJL123C	4	12	10	12	13	14	11	11	11	5	10	11
CENPK1137D_5218	P38795	YHR074W	7	12	5	6	7	2	6	5	6	8	7	10
CENPK1137D_4156	P52286	YDR328C	7	9	6	9	10	8	6	6	7	6	5	4
CENPK1137D_639	Q07825	YLL029W	9	10	8	7	8	7	7	5	7	5	5	5
CENPK1137D_3788	P12945	YDL040C	9	9	7	8	3	3	6	3	7	10	5	5
CENPK1137D_182	Q02795	YMR149W	1	3	2	1	2	1	4	4	3	3	2	3
CENPK1137D_1459	P32591	YJL176C	1	2	1	4	3	2	2	3	1	1	0	2
CENPK1137D_3243	P53332	YGR277C	1	1	0	2	2	3	4	2	1	1	2	2
CENPK1137D_1200	P32477	YJL101C	1	4	0	1	1	2	1	1	1	2	4	3
CENPK1137D_1730	Q12028	YPR029C	1	3	1	1	2	0	1	2	1	3	4	2
CENPK1137D_2930	P05373	YGL040C	9	13	11	11	13	7	10	5	9	12	14	13
CENPK1137D_3873	Q12355	YDR055W	3	5	4	6	4	2	5	5	4	2	2	2
CENPK1137D_3407	P43603	YFR024C-A	10	16	13	9	10	6	13	11	13	10	10	12
CENPK1137D_3176	P42942	YGR210C	3	5	3	6	5	5	4	3	4	3	1	3
CENPK1137D_2499	P22211	YNL183C	2	6	6	3	4	2	6	6	6	8	4	5
CENPK1137D_4641	P38255	YBR095C	0	0	1	2	2	0	2	1	2	2	1	2
CENPK1137D_2960	P25340	YGL012W	0	4	4	5	3	1	3	0	3	5	5	4
CENPK1137D_2130	Q12453	YOR112W	0	1	1	2	0	2	0	4	1	1	0	0
CENPK1137D_3518	P40064	YER105C	0	1	1	1	0	0	3	1	1	2	2	0
CENPK1137D_1087			7	15	10	9	7	12	13	10	11	9	7	5
CENPK1137D_1588	P00812	YPL111W	3	3	3	2	3	3	3	3	3	6	4	6
CENPK1137D_356	P41818	YMR311C	8	7	5	5	5	4	5	3	4	8	7	6
CENPK1137D_1462	P27614	YJL172W	5	9	8	13	9	11	12	11	12	9	10	9
CENPK1137D_10	P50109	YML017W	6	11	8	6	5	3	5	6	7	7	8	7
CENPK1137D_5295	P32904	YHR147C	5	6	5	3	3	3	2	7	4	4	1	3
CENPK1137D_3147	P53299	YGR181W	1	2	0	4	2	2	3	3	1	3	4	2
CENPK1137D_3959	P39109	YDR135C	1	3	3	2	1	0	3	3	3	3	2	3
CENPK1137D_2520	P53894	YNL161W	0	2	0	1	0	2	2	1	0	3	2	2
CENPK1137D_1081	P36151	YKR070W	0	1	1	1	2	0	2	3	2	2	1	0
CENPK1137D_4598	P38079	YBR054W	5	5	4	4	5	4	7	5	4	10	8	5
CENPK1137D_735	Q05926	YLR364W	4	5	4	8	7	8	5	5	6	5	5	4
CENPK1137D_110	P30771	YMR080C	3	5	6	1	7	3	3	2	4	2	2	2
CENPK1137D_37	P39105	YMR008C	0	2	0	2	2	3	2	1	0	2	2	1
CENPK1137D_3095	P53276	YGR128C	1	1	0	2	3	0	0	0	2	2	2	2
CENPK1137D_714	Q06137	YLR345W	0	1	1	3	1	1	3	2	1	0	2	0
CENPK1137D_3679	P40016	YER021W	6	15	13	13	15	13	16	14	13	19	16	16
CENPK1137D_1097	P22354	YKR085C	6	4	4	7	5	2	4	3	1	6	5	6
CENPK1137D_1651	P39107	YPL050C	4	3	3	3	5	2	2	1	4	2	0	2
CENPK1137D_2482	P40165	YNL200C	2	3	3	6	5	4	5	5	3	3	1	4
CENPK1137D_1000	P28495	YKL007W	4	3	1	3	3	1	6	5	3	2	2	3
CENPK1137D_5177	P40506	YIL083C	3	7	7	10	5	5	4	4	7	7	8	11
CENPK1137D_2875	P53145	YGL099W	4	4	4	3	2	6	6	5	6	1	4	3
CENPK1137D_119	P40341	YMR089C	2	1	4	2	5	0	0	0	4	4	5	2
CENPK1137D_4694	P38120	YBR146W	1	4	3	3	1	0	3	3	2	2	3	6
CENPK1137D_4841	P38353	YBR283C	0	2	2	2	1	4	5	4	2	4	1	2
CENPK1137D_2420	Q12109	YOL097C	6	6	7	11	7	7	13	12	6	8	6	7
CENPK1137D_981	P15700	YKL024C	7	4	6	9	7	6	9	4	1	3	5	4
CENPK1137D_3388	P43590	YFR006W	7	7	8	2	6	5	6	4	6	3	6	13
CENPK1137D_5212	P38792	YHR069C	2	3	2	0	1	1	0	4	2	2	0	2
CENPK1137D_5000	P40452	YIL157C	2	2	4	0	2	1	3	0	0	3	0	1
CENPK1137D_1767	P38687	YPL243W	7	14	13	10	6	6	10	9	11	9	13	12
CENPK1137D_1241	P47039	YJL060W	6	16	11	8	8	5	7	5	10	11	6	9
CENPK1137D_116	Q04279	YMR086W	1	3	6	3	6	1	4	1	3	2	0	2
CENPK1137D_2456	P32179	YOL064C	12	11	9	8	13	3	11	10	12	7	10	5
CENPK1137D_3452	Q6Q560	YER048W-A	1	6	5	1	3	4	3	2	4	7	5	4
CENPK1137D_4008	Q12443	YDL204W	5	7	5	5	3	3	10	5	6	10	6	2
CENPK1137D_1714	Q12251	YPR011C	0	0	2	0	0	2	2	3	0	1	0	0
CENPK1137D_5076	P35184	YIR012W	1	0	0	1	0	1	1	1	0	2	1	2
CENPK1137D_739	Q05931	YLR369W	5	2	3	6	5	3	3	1	5	7	6	4
CENPK1137D_5095	P21826	YIR031C	6	7	5	5	5	3	6	3	6	2	4	3
CENPK1137D_4057	Q04947	YDR233C	18	16	14	11	16	14	13	12	14	11	10	11
CENPK1137D_3715	Q12513	YDL110C	13	14	11	12	9	6	14	13	14	14	11	9
CENPK1137D_4984	P22336	YAR007C	8	12	9	7	10	8	12	10	9	15	15	9
CENPK1137D_4934	P39726	YAL044C	12	10	8	10	7	6	8	5	8	6	6	6
CENPK1137D_4850	P38152	YBR291C	6	6	10	4	6	5	10	8	7	9	9	7
CENPK1137D_340	Q03559	YMR295C	4	9	7	3	5	3	5	8	6	5	7	6
CENPK1137D_1363	P47119	YJR069C	3	4	4	5	3	2	6	5	7	6	6	4
CENPK1137D_4767	P32831	YBR212W	4	3	3	6	5	5	7	6	4	5	4	1
CENPK1137D_2855	P53131	YGL120C	6	4	5	3	4	1	8	5	3	5	4	3
CENPK1137D_4164	P23595	YDL188C	3	8	4	4	5	4	3	4	4	2	2	3
CENPK1137D_5286	P38841	YHR138C	3	3	4	6	4	5	6	5	4	2	3	3
CENPK1137D_489	Q12452	YLR100W	4	2	2	4	3	2	7	7	2	4	5	2
CENPK1137D_886	Q01519	YLR038C	4	2	1	5	0	3	5	4	5	4	4	4
CENPK1137D_222	Q03246	YMR188C	4	3	2	2	2	3	2	1	2	7	2	3
CENPK1137D_3578	P32657	YER164W	2	2	1	0	1	0	0	1	3	0	2	2
CENPK1137D_5260	P38822	YHR114W	2	3	2	3	3	3	0	2	1	2	2	2
CENPK1137D_2525	P53898	YNL156C	2	4	2	2	2	1	2	0	1	4	2	2
CENPK1137D_1237	Q3E7B2	YJL062W-A	2	2	2	2	1	2	0	0	2	2	3	2
CENPK1137D_4118	Q06630	YDR296W	0	0	2	1	4	2	1	3	1	3	2	1
CENPK1137D_100	Q04767	YMR071C	1	0	1	3	2	2	3	1	1	2	2	2
CENPK1137D_15	Q04228	YML013W	0	0	1	2	0	2	2	2	1	1	1	2
CENPK1137D_2018	P22579	YOL004W	0	2	2	1	0	0	1	2	1	1	1	3
CENPK1137D_4840	P36526	YBR282W	1	3	0	0	1	0	2	2	1	2	1	1
CENPK1137D_756	Q06709	YLR387C	0	3	2	1	0	0	2	1	0	0	1	1
CENPK1137D_1286	P47077	YJL010C	0	1	0	0	1	0	0	1	0	2	2	0
CENPK1137D_2075	Q08444	YOR056C	0	0	1	0	1	0	0	0	1	2	1	1
CENPK1137D_3291	P45818	YGL171W	0	1	0	0	1	0	2	0	2	1	0	0
CENPK1137D_2048	P89105	YOL145C	0	2	2	1	2	0	0	4	3	2	3	3
CENPK1137D_4205			0	1	2	3	2	2	4	2	2	0	2	2
CENPK1137D_4218	P52488	YDR390C	3	5	5	7	7	5	4	4	2	3	5	4
CENPK1137D_2310	Q08746	YOR294W	4	4	4	2	1	3	5	4	4	3	3	3
CENPK1137D_4431	P25372	YCR083W	2	4	3	2	4	3	2	1	2	2	2	0
CENPK1137D_5401	P38758	YHR009C	1	0	4	4	1	4	4	3	2	2	1	1
CENPK1137D_3825	P32356	YDR001C	3	6	4	7	5	9	8	10	5	6	7	7
CENPK1137D_1570	P35189	YPL129W	3	3	4	3	3	3	1	1	2	2	3	4
CENPK1137D_2935	P53066	YGL242C	1	6	4	6	6	5	8	5	4	3	5	2
CENPK1137D_4440	P25655	YCR093W	1	4	4	5	3	4	8	4	4	6	6	5
CENPK1137D_4250	P32578	YDR422C	1	1	2	1	2	0	0	0	1	2	0	3
CENPK1137D_2571	P32561	YNL330C	3	1	0	0	0	1	3	0	0	3	1	1
CENPK1137D_1517	P47025	YJL112W	1	1	1	0	0	1	2	1	1	2	3	0
CENPK1137D_2157	Q12386	YOR141C	1	2	2	1	0	0	0	0	3	1	1	2
CENPK1137D_3572	P32317	YEL052W	0	3	2	2	1	1	1	2	0	0	1	0
CENPK1137D_3348	P56628	YFL034C-A	3	5	6	2	2	3	3	5	4	5	5	4
CENPK1137D_2285	P32563	YOR270C	10	13	14	11	7	11	13	8	12	12	7	5
CENPK1137D_1364	P47120	YJR070C	11	10	11	10	9	9	9	13	7	7	8	5
CENPK1137D_2646 CENPK1137D_4554	P61830	YBR010W YNL031C	10	12	9	7	9	6	4	6	11	7	6	7
CENPK1137D_3764	P41058	YDL061C	10	7	7	5	6	4	5	5	6	6	4	5
CENPK1137D_581	P32335	YLR203C	9	9	10	6	8	4	8	7	5	4	6	8
CENPK1137D_2850	P53128	YGL125W	4	6	6	7	4	5	5	4	4	7	6	10
CENPK1137D_2672	P38922	YNL004W	3	4	6	7	7	7	5	5	5	3	4	5
CENPK1137D_3086	P48837	YGR119C	6	8	3	7	5	7	4	3	5	5	6	0
CENPK1137D_977	P36101	YKL027W	2	3	2	3	4	3	3	4	3	5	4	6
CENPK1137D_28	P32939	YML001W	3	4	3	5	4	4	7	3	2	2	2	2
CENPK1137D_77	Q02630	YMR047C	3	4	6	5	2	4	3	3	0	4	2	2
CENPK1137D_5068	P40564	YIR004W	2	6	2	1	2	1	4	1	2	2	3	4
CENPK1137D_2756	P36520	YNL284C	4	3	2	2	1	1	4	3	0	4	3	3
CENPK1137D_4627	P15731	YBR082C	2	2	2	3	3	4	1	1	2	2	2	1
CENPK1137D_3418	P05747	YFR032C-A	5	2	3	2	4	0	2	1	2	2	2	0
CENPK1137D_276	Q05027	YMR236W	2	1	2	4	2	1	2	2	0	0	1	1
CENPK1137D_2860	P12904	YGL115W	0	2	3	0	2	2	4	1	2	0	0	2
CENPK1137D_229	P36525	YMR193W	1	4	2	1	2	1	0	1	1	1	1	3
CENPK1137D_4900	P38203	YBL026W	2	3	0	1	0	1	2	2	3	0	2	2
CENPK1137D_4672	P38089	YBR125C	1	0	0	1	0	0	1	1	1	1	2	1
CENPK1137D_3531	P40073	YER118C	1	1	2	0	1	0	0	0	1	0	1	2
CENPK1137D_1247	P47045	YJL054W	0	1	0	0	0	1	1	1	1	1	1	2
CENPK1137D_3911	P35178	YDR087C	1	1	2	0	1	0	0	0	1	1	1	1
CENPK1137D_1999	Q08162	YOL021C	3	4	4	4	3	4	3	4	3	0	3	2
CENPK1137D_2593	P40850	YNL085W	6	6	9	12	10	9	10	9	6	10	9	13
CENPK1137D_4916	P38169	YBL098W	3	3	2	3	5	3	6	5	4	3	3	2
CENPK1137D_780	Q06685	YLR410W	2	4	4	7	6	4	6	2	4	5	2	2
CENPK1137D_720	P49954	YLR351C	2	3	4	2	2	1	4	2	3	7	2	3
CENPK1137D_558	Q06252	YLR179C	1	1	1	2	2	2	1	1	0	1	1	0
CENPK1137D_2133	Q99394	YOR115C	2	2	2	1	1	0	1	0	2	0	1	1
CENPK1137D_2004	Q12517	YOL149W	1	0	1	2	1	0	1	1	0	2	2	2
CENPK1137D_561	P09959	YLR182W	0	1	1	2	2	2	0	2	1	0	1	1
CENPK1137D_4424	P37262	YCR073W-A	2	5	3	6	4	6	5	3	3	2	4	2
CENPK1137D_753	Q06706	YLR384C	2	3	3	6	4	6	6	3	3	4	5	5
CENPK1137D_5425	Q00772	YHR030C	1	3	2	3	4	4	4	3	2	2	3	0
CENPK1137D_5221	P38797	YHR076W	2	5	3	2	4	2	2	0	2	2	2	2
CENPK1137D_3071	P53261	YGR103W	3	4	6	2	4	1	5	4	4	4	5	5
CENPK1137D_3333	P43555	YFL048C	2	2	5	4	5	0	4	4	5	5	6	5
CENPK1137D_1392	P35127	YJR099W	2	2	2	3	5	4	4	3	2	2	3	1
CENPK1137D_5388	P38753	YHL002W	0	4	2	3	2	1	2	2	2	0	0	2
CENPK1137D_984	P20484	YKL021C	1	3	3	2	1	2	5	4	2	2	3	5
CENPK1137D_1846	Q06449	YPR154W	2	5	3	4	6	4	2	2	4	1	2	4
CENPK1137D_2863	P53040	YGL112C	1	1	2	1	1	1	2	1	1	2	2	4
CENPK1137D_854	Q07915	YLR009W	3	2	3	3	1	0	2	0	1	2	2	2
CENPK1137D_2918	P53172	YGL056C	12	11	13	9	10	10	8	9	9	7	8	9
CENPK1137D_5435	P38694	YHR039C	5	5	5	3	2	3	3	8	4	4	5	4
CENPK1137D_2869	P53141	YGL106W	9	10	9	6	7	10	9	6	9	8	6	3
CENPK1137D_2356	P46669	YOR340C	4	4	5	5	1	2	6	6	4	6	2	4
CENPK1137D_3737	Q05166	YDL088C	0	2	0	2	2	0	1	0	0	1	0	0
CENPK1137D_32	P40959	YMR004W	1	2	1	0	0	1	2	0	0	1	0	0
CENPK1137D_4861	P38164	YBL104C	0	0	4	1	0	0	1	0	0	0	0	2
CENPK1137D_2082	Q08285	YOL142W	0	1	0	1	0	1	3	1	0	1	0	0
CENPK1137D_4547	P18900	YBR003W	0	2	2	0	0	1	0	1	1	0	0	1
CENPK1137D_2982	P53204	YGR010W	2	2	2	1	2	1	2	0	2	3	3	3
CENPK1137D_4324	Q04373	YDR496C	1	3	4	2	1	0	3	1	3	4	2	1
CENPK1137D_3849	Q00816	YDR028C	2	4	2	3	3	2	1	1	2	1	2	1
CENPK1137D_5349	P38883	YHR197W	1	2	1	2	1	1	3	2	3	2	3	3
CENPK1137D_4752	P29366	YBR200W	1	1	0	2	2	0	1	0	0	1	2	1
CENPK1137D_1011	P29468	YKR002W	0	2	0	3	1	0	0	1	0	1	0	3
CENPK1137D_2538	P42842	YNL313C	2	2	0	2	0	0	0	0	1	1	1	2
CENPK1137D_4454	P25574	YCL045C	2	1	3	2	0	3	5	4	2	1	4	2
CENPK1137D_5	P49435	YML022W	7	9	6	5	5	4	8	6	5	7	4	3
CENPK1137D_5342	P29704	YHR190W	10	8	6	7	3	5	9	6	5	6	6	4
CENPK1137D_2566	P28000	YNL113W	3	5	5	4	5	3	2	2	7	6	7	6
CENPK1137D_1614	Q02908	YPL086C	1	1	0	2	3	1	4	0	2	2	2	1
CENPK1137D_3281	P40956	YGL181W	1	1	1	3	2	2	2	0	1	2	1	0
CENPK1137D_940	P35723	YKL065C	3	7	6	6	7	2	12	7	5	6	6	5
CENPK1137D_3787	Q07657	YDL225W	7	6	7	6	7	4	4	5	3	8	6	6
CENPK1137D_3150	P41895	YGR186W	3	2	3	3	2	2	4	4	5	4	4	4
CENPK1137D_3382	P43586	YFR001W	1	2	2	3	5	2	4	3	4	3	3	2
CENPK1137D_5245	P38812	YHR100C	1	1	2	2	2	0	0	0	1	1	1	2
CENPK1137D_1896	O13297	YPL228W	1	0	3	0	1	0	2	1	1	2	0	2
CENPK1137D_147	Q04472	YMR115W	0	2	2	1	0	0	2	2	0	1	3	0
CENPK1137D_4392	P48445	YDL141W	1	1	2	2	2	0	0	0	1	1	2	1
CENPK1137D_2567			6	7	5	5	3	4	10	6	5	8	3	7
CENPK1137D_70	P40202	YMR038C	2	4	5	2	3	2	2	3	4	7	2	5
CENPK1137D_853	Q07914	YLR008C	3	5	4	2	3	2	2	1	3	3	4	3
CENPK1137D_5258	P38716	YHR112C	2	2	3	2	4	2	3	1	2	2	1	0
CENPK1137D_96	P54730	YMR067C	2	3	2	2	1	0	3	2	1	4	2	2
CENPK1137D_4018	P15424	YDR194C	5	6	6	4	3	4	6	6	5	3	5	3
CENPK1137D_2877	P21827	YGL097W	6	5	3	5	3	2	1	2	4	5	2	5
CENPK1137D_579	P52553	YLR200W	2	1	4	6	4	2	5	5	4	2	5	3
CENPK1137D_348	P32843	YMR302C	9	13	14	11	11	9	9	9	10	8	6	10
CENPK1137D_4574	P38221	YBR029C	4	4	3	6	5	4	7	7	5	6	5	7
CENPK1137D_4603	P38080	YBR059C	2	3	3	5	3	1	2	2	5	1	1	2
CENPK1137D_1865	P52917	YPR173C	3	6	3	6	4	3	5	8	4	2	4	3
CENPK1137D_163	Q04225	YMR131C	7	11	9	7	8	5	13	10	8	10	8	10
CENPK1137D_1939	Q06892	YPL188W	5	8	8	7	8	6	5	7	5	5	4	4
CENPK1137D_4658	Q01976	YBR111C	6	7	7	7	7	5	8	6	5	5	3	4
CENPK1137D_296	P10174	YMR256C	2	2	3	4	5	5	3	4	3	3	3	3
CENPK1137D_2893	P53155	YGL082W	5	4	5	4	3	3	4	1	4	2	2	3
CENPK1137D_4014	P22213	YDR189W	8	9	10	6	10	7	7	6	4	9	5	6
CENPK1137D_168	P13298	YML106W	8	12	10	11	4	6	8	9	6	6	8	6
CENPK1137D_4307	P11491	YDR481C	4	4	4	6	3	4	8	7	5	6	4	6
CENPK1137D_4502	P25618	YCR017C	1	1	1	3	2	3	3	1	1	2	2	2
CENPK1137D_2730	P53741	YNR051C	1	2	0	2	2	1	4	2	0	5	3	0
CENPK1137D_120	Q04304	YMR090W	4	5	2	2	3	2	5	2	4	5	5	4
CENPK1137D_1582	Q02950	YPL118W	2	4	3	3	2	1	4	5	3	2	3	2
CENPK1137D_3775	P33333	YDL052C	1	2	2	5	3	3	3	4	2	3	3	3
CENPK1137D_2460	Q12296	YOL060C	2	3	3	2	4	0	0	2	4	2	1	0
CENPK1137D_308	P28239	YMR267W	2	2	4	3	1	2	1	0	2	1	3	2
CENPK1137D_3688	P19881	YDL236W	2	3	1	1	2	3	0	2	1	3	2	3
CENPK1137D_3246	P53334	YGR279C	2	3	1	2	3	3	2	2	2	0	1	2
CENPK1137D_2533	P53905	YNL147W	2	3	3	2	1	0	0	2	3	0	2	3
CENPK1137D_1343	P21375	YJR051W	1	1	3	3	3	2	2	1	2	1	0	2
CENPK1137D_5194	P40517	YIL063C	2	2	0	1	3	0	1	1	1	1	0	0
CENPK1137D_1375	P47129	YJR083C	0	0	1	1	1	1	1	1	2	1	1	2
CENPK1137D_3580	P32660	YER166W	0	1	0	1	2	0	1	1	2	1	3	0
CENPK1137D_2788	P36528	YNL252C	1	0	2	1	0	0	2	0	2	2	1	1
CENPK1137D_373	Q03124	YML127W	0	1	2	1	0	0	2	1	1	1	1	2
CENPK1137D_369	P81450	YML081C-A	10	7	10	7	8	6	5	7	5	8	7	8
CENPK1137D_1044	P69771	YKR035W-A	5	5	6	3	3	4	2	4	3	5	4	2
CENPK1137D_4126	Q06639	YDR303C	1	2	0	2	1	0	3	2	1	0	1	1
CENPK1137D_3799	Q07655	YDL224C	2	2	2	1	1	1	0	2	0	1	1	1
CENPK1137D_3670	P40012	YER014W	0	2	1	2	2	2	0	2	0	2	0	1
CENPK1137D_4597	P38235	YBR053C	3	2	1	0	1	1	2	1	0	1	1	1
CENPK1137D_1574	Q02932	YPL125W	2	0	1	2	3	1	2	1	1	1	1	0
CENPK1137D_2547	P53914	YNL132W	6	6	6	6	6	3	10	6	7	2	7	6
CENPK1137D_1174	P28272	YKL216W	7	6	6	5	5	3	3	3	5	5	5	5
CENPK1137D_3976	Q03769	YDR153C	4	7	5	3	4	4	1	3	5	5	4	5
CENPK1137D_1509	P47017	YJL124C	6	5	4	2	3	4	4	1	4	5	4	4
CENPK1137D_2198	Q08558	YOR180C	4	3	1	3	6	5	3	3	2	4	3	4
CENPK1137D_2241	P20436	YOR224C	2	4	4	5	4	3	5	2	4	0	3	3
CENPK1137D_3559	P40089	YER146W	2	2	2	5	2	4	3	6	3	3	4	3
CENPK1137D_2175	P17558	YOR158W	3	3	3	3	2	1	4	3	4	5	4	3
CENPK1137D_2005	P22517	YOL016C	1	4	3	4	4	3	5	2	1	1	4	0
CENPK1137D_4838	P38352	YBR280C	1	4	2	5	2	3	3	4	3	2	1	2
CENPK1137D_2983	P53206	YGR012W	2	0	3	5	2	3	4	3	2	2	2	2
CENPK1137D_1528	Q12091	YPL170W	3	4	3	2	2	2	3	4	2	2	2	1
CENPK1137D_233	Q04338	YMR197C	2	3	5	4	2	0	2	2	5	2	1	2
CENPK1137D_1086			1	4	4	3	1	1	3	4	2	1	3	1
CENPK1137D_847	Q07897	YLR003C	2	3	2	1	4	0	1	1	3	2	6	2
CENPK1137D_1484	P47006	YJL148W	1	3	1	1	2	0	2	4	1	2	0	1
CENPK1137D_2518	P53893	YNL163C	0	2	1	3	1	0	2	1	0	3	1	3
CENPK1137D_2948	P53191	YGL023C	1	2	0	2	1	1	3	0	0	3	1	3
CENPK1137D_173	P40210	YMR140W	0	1	1	1	1	1	1	1	2	1	3	2
CENPK1137D_5030	P40318	YIL030C	0	0	3	1	2	1	0	1	1	2	3	1
CENPK1137D_1454	P22135	YJL180C	0	1	2	3	1	0	3	3	0	1	0	1
CENPK1137D_3985	P30619	YDR164C	1	1	1	4	0	0	2	2	2	0	1	1
CENPK1137D_5423	P18962	YHR028C	1	2	0	1	0	1	2	2	0	2	2	2
CENPK1137D_3937	Q04599	YDR116C	7	5	7	8	5	4	11	10	5	7	8	8
CENPK1137D_333	Q03532	YMR290C	7	10	7	8	7	3	11	8	9	10	6	6
CENPK1137D_3556	P40087	YER143W	8	6	4	7	6	8	9	9	7	5	6	5
CENPK1137D_3337	P43558	YFL044C	1	2	2	2	3	1	1	2	1	0	2	0
CENPK1137D_3211	Q02793	YGL213C	1	3	2	2	1	1	1	1	0	1	2	2
CENPK1137D_827	P33750	YLL011W	1	2	2	1	2	1	2	2	2	0	1	1
CENPK1137D_1690	Q12344	YPL249C	0	1	1	2	2	1	2	3	1	1	1	2
CENPK1137D_2776	P53845	YNL263C	1	0	1	1	3	1	2	3	1	2	2	0
CENPK1137D_3110	P48234	YGR145W	2	1	2	2	2	0	2	2	2	3	4	2
CENPK1137D_4302	Q03362	YDR476C	1	1	2	2	2	1	2	2	2	3	3	3
CENPK1137D_213	Q03219	YMR178W	1	3	2	1	1	2	2	0	3	4	2	3
CENPK1137D_4486	P25555	YCL011C	1	1	3	2	2	2	1	1	2	4	2	3
CENPK1137D_4385	Q12250	YDL147W	5	10	6	5	7	8	5	6	7	4	4	5
CENPK1137D_5237	P38714	YHR091C	0	2	2	2	1	3	1	5	1	0	1	2
CENPK1137D_636	Q99260	YLR262C	2	4	1	3	3	2	3	4	2	3	1	0
CENPK1137D_4634	P38250	YBR086C	6	8	10	11	7	7	8	9	12	6	6	7
CENPK1137D_4827	P38345	YBR269C	7	10	8	11	10	8	7	9	7	5	8	6
CENPK1137D_757	P41057	YLR388W	7	7	6	4	5	5	4	4	5	4	4	5
CENPK1137D_3834	P32568	YDR011W	1	1	0	2	1	1	0	3	2	0	1	1
CENPK1137D_4031	P36521	YDL202W	3	8	9	5	7	7	4	7	9	3	5	5
CENPK1137D_5144	P40477	YIL115C	3	6	7	8	7	6	7	7	7	7	3	4
CENPK1137D_1987	Q08202	YOL032W	3	5	4	5	7	7	6	6	6	6	8	5
CENPK1137D_1189	P28707	YKL117W	8	7	6	4	6	5	7	5	6	5	3	5
CENPK1137D_1721	Q12233	YPR020W	5	7	9	3	6	4	5	3	7	4	7	6
CENPK1137D_5242	P38809	YHR097C	5	4	7	8	6	7	5	5	5	3	5	5
CENPK1137D_4116	Q05567	YDR294C	6	8	6	7	7	2	5	4	8	3	4	5
CENPK1137D_3723	P43123	YDL103C	3	5	4	9	3	6	7	6	6	4	4	6
CENPK1137D_1075	P36147	YKR065C	5	5	5	7	5	3	3	3	3	6	5	4
CENPK1137D_4054	Q04935	YDR231C	4	5	5	6	5	5	3	3	3	4	4	4
CENPK1137D_1736	Q12406	YPR034W	2	6	8	2	6	2	3	3	4	4	6	4
CENPK1137D_1365	P47122	YJR072C	3	1	6	6	8	1	2	3	4	6	3	5
CENPK1137D_3186	P31334	YGR220C	5	5	5	5	3	1	5	4	5	4	3	3
CENPK1137D_863	Q07938	YLR017W	3	5	7	3	3	2	4	3	4	6	3	3
CENPK1137D_3628	P39990	YEL026W	6	4	4	4	2	3	2	3	4	4	5	5
CENPK1137D_2883	P49687	YGL092W	0	6	4	4	5	0	3	5	7	2	3	4
CENPK1137D_1353	P17106	YJR060W	2	4	3	5	4	3	4	2	4	3	2	1
CENPK1137D_4711	P38286	YBR159W	2	4	4	3	3	2	4	3	3	1	1	3
CENPK1137D_3594	P32611	YEL050C	3	3	4	3	2	1	4	2	4	2	2	2
CENPK1137D_1166	P33421	YKL141W	2	2	2	3	2	1	2	2	3	4	4	3
CENPK1137D_2504	P53881	YNL177C	1	2	1	3	2	2	4	4	1	5	2	1
CENPK1137D_2949	P39007	YGL022W	3	5	1	1	1	2	2	4	2	3	2	2
CENPK1137D_696	Q06169	YLR324W	2	0	5	1	3	0	5	2	2	1	2	3
CENPK1137D_1377	P47131	YJR085C	2	3	2	2	1	1	3	3	3	2	2	2
CENPK1137D_4299	Q03337	YDR472W	1	2	1	1	2	1	4	3	1	2	1	1
CENPK1137D_2674	P40693	YNL002C	2	2	0	1	1	1	2	2	3	3	2	1
CENPK1137D_252	P25303	YMR214W	0	2	1	4	1	2	2	2	0	3	2	1
CENPK1137D_3982	Q03771	YDR161W	0	1	2	4	1	1	1	2	1	1	2	4
CENPK1137D_2836	P53121	YGL139W	1	1	1	2	1	0	2	2	2	2	2	2
CENPK1137D_2772	P39104	YNL267W	0	4	2	3	2	1	1	1	1	2	1	0
CENPK1137D_593	Q05791	YLR215C	1	1	2	2	0	0	0	1	3	2	3	1
CENPK1137D_3582			0	4	2	1	1	0	1	1	2	1	0	3
CENPK1137D_1560	Q03010	YPL139C	0	0	5	2	2	0	0	2	0	0	2	0
CENPK1137D_483	P13186	YLR096W	0	0	2	1	1	0	1	0	1	3	2	0
CENPK1137D_743	Q05934	YLR373C	0	0	1	2	1	0	1	2	1	1	2	0
CENPK1137D_4344	Q04410	YDR517W	1	3	0	0	1	2	1	0	2	1	0	0
CENPK1137D_162	Q04223	YMR130W	1	2	1	0	3	0	1	0	0	1	1	1
CENPK1137D_2704	P48563	YNL297C	0	0	3	0	1	0	2	0	1	2	2	0
CENPK1137D_3882	Q12156	YDR063W	1	1	3	0	1	1	0	1	1	0	1	1
CENPK1137D_2427	P25847	YOL090W	0	1	2	1	2	0	0	0	1	2	0	2
