"protein","Gene","orthogroup"
"P36150","YKR069W","S+KLZ-Single"
"P36151","YKR070W","S+KLZ-Single"
"P36152","YKR071C","S+KLZ-Single"
"P36154","YKR074W","S+KLZ-Single"
"P36159","YKR079C","S+KLZ-Single"
"P36160","YKR081C","S+KLZ-Single"
"P36161","YKR082W","S+KLZ-Single"
"P36162","YKR083C","S+KLZ-Single"
"P36163","YKR087C","S+KLZ-Single"
"P36164","YKR088C","S+KLZ-Single"
"P36165","YKR089C","S+KLZ-Single"
"P36166","YKR090W","S+KLZ-Single"
"P36169","YKR100C","S+KLZ-Single"
"P36224","YMR294W","S+KLZ-Single"
"P36421","YGR185C","S+KLZ-Single"
"P36516","YMR024W","S+KLZ-Single"
"P36517","YLR439W","S+KLZ-Single"
"P36519","YDR237W","S+KLZ-Single"
"P36520","YNL284C","S+KLZ-Single"
"P36521","YDL202W","S+KLZ-Single"
"P36523","YLR312W-A","S+KLZ-Single"
"P36525","YMR193W","S+KLZ-Single"
"P36526","YBR282W","S+KLZ-Single"
"P36527","YDR462W","S+KLZ-Single"
"P36528","YNL252C","S+KLZ-Single"
"P36531","YBR122C","S+KLZ-Single"
"P36532","YBR268W","S+KLZ-Single"
"P36533","YML009C","S+KLZ-Single"
"P36534","YPL173W","S+KLZ-Single"
"P36775","YBL022C","S+KLZ-Single"
"P37020","YJR040W","S+KLZ-Single"
"P37254","YNR033W","S+KLZ-Single"
"P37263","YCR087C-A","S+KLZ-Single"
"P37267","YGR174C","S+KLZ-Single"
"P37293","YGR147C","S+KLZ-Single"
"P37297","YLR305C","S+KLZ-Single"
"P37299","YHR001W-A","S+KLZ-Single"
"P37302","YBR286W","S+KLZ-Single"
"P37303","YEL046C","S+KLZ-Single"
"P37366","YPR025C","S+KLZ-Single"
"P37370","YLR337C","S+KLZ-Single"
"P37838","YPL043W","S+KLZ-Single"
"P38011","YMR116C","S+KLZ-Single"
"P38013","YLR109W","S+KLZ-Single"
"P38042","YBL084C","S+KLZ-Single"
"P38061","YBL092W","S+KLZ-Single"
"P38064","YBL038W","S+KLZ-Single"
"P38065","YBL037W","S+KLZ-Single"
"P38066","YBL033C","S+KLZ-Single"
"P38067","YBR006W","S+KLZ-Single"
"P38069","YBR015C","S+KLZ-Single"
"P38070","YBR028C","S+KLZ-Single"
"P38071","YBR026C","S+KLZ-Single"
"P38074","YBR034C","S+KLZ-Single"
"P38075","YBR035C","S+KLZ-Single"
"P38077","YBR039W","S+KLZ-Single"
"P38081","YBR056W","S+KLZ-Single"
"P38086","YBR073W","S+KLZ-Single"
"P38088","YBR121C","S+KLZ-Single"
"P38089","YBR125C","S+KLZ-Single"
"P38090","YBR132C","S+KLZ-Single"
"P38110","YBL088C","S+KLZ-Single"
"P38111","YBR136W","S+KLZ-Single"
"P38112","YBR142W","S+KLZ-Single"
"P38115","YBR149W","S+KLZ-Single"
"P38116","YBR164C","S+KLZ-Single"
"P38120","YBR146W","S+KLZ-Single"
"P38121","YBL035C","S+KLZ-Single"
"P38122","YBR176W","S+KLZ-Single"
"P38123","YBR175W","S+KLZ-Single"
"P38124","YBR008C","S+KLZ-Single"
"P38125","YBR180W","S+KLZ-Single"
"P38126","YBR186W","S+KLZ-Single"
"P38127","YBR192W","S+KLZ-Single"
"P38128","YBR182C","S+KLZ-Single"
"P38129","YBR198C","S+KLZ-Single"
"P38131","YBR199W","S+KLZ-Single"
"P38132","YBR202W","S+KLZ-Single"
"P38137","YBR222C","S+KLZ-Single"
"P38138","YBR229C","S+KLZ-Single"
"P38139","YBR204C","S+KLZ-Single"
"P38140","YBR239C","S+KLZ-Single"
"P38141","YBR240C","S+KLZ-Single"
"P38145","YBR256C","S+KLZ-Single"
"P38147","YBR274W","S+KLZ-Single"
"P38148","YBR276C","S+KLZ-Single"
"P38149","YBR281C","S+KLZ-Single"
"P38151","YBR233W","S+KLZ-Single"
"P38152","YBR291C","S+KLZ-Single"
"P38153","YBR288C","S+KLZ-Single"
"P38162","YBL107C","S+KLZ-Single"
"P38164","YBL104C","S+KLZ-Single"
"P38165","YBL103C","S+KLZ-Single"
"P38166","YBL102W","S+KLZ-Single"
"P38167","YBL101C","S+KLZ-Single"
"P38169","YBL098W","S+KLZ-Single"
"P38170","YBL097W","S+KLZ-Single"
"P38172","YBL095W","S+KLZ-Single"
"P38174","YBL091C","S+KLZ-Single"
"P38175","YBL090W","S+KLZ-Single"
"P38177","YBL086C","S+KLZ-Single"
"P38179","YBL082C","S+KLZ-Single"
"P38180","YBL081W","S+KLZ-Single"
"P38181","YBL079W","S+KLZ-Single"
"P38182","YBL078C","S+KLZ-Single"
"P38191","YBL049W","S+KLZ-Single"
"P38193","YBL046W","S+KLZ-Single"
"P38197","YBL036C","S+KLZ-Single"
"P38198","YBL034C","S+KLZ-Single"
"P38199","YBL032W","S+KLZ-Single"
"P38200","YBL031W","S+KLZ-Single"
"P38201","YBL029W","S+KLZ-Single"
"P38202","YBL028C","S+KLZ-Single"
"P38203","YBL026W","S+KLZ-Single"
"P38204","YBL025W","S+KLZ-Single"
"P38205","YBL024W","S+KLZ-Single"
"P38206","YBL020W","S+KLZ-Single"
"P38207","YBL019W","S+KLZ-Single"
"P38208","YBL018C","S+KLZ-Single"
"P38210","YBL006C","S+KLZ-Single"
"P38211","YBR004C","S+KLZ-Single"
"P38213","YBR007C","S+KLZ-Single"
"P38217","YBR017C","S+KLZ-Single"
"P38218","YBR022W","S+KLZ-Single"
"P38219","YBR025C","S+KLZ-Single"
"P38221","YBR029C","S+KLZ-Single"
"P38222","YBR030W","S+KLZ-Single"
"P38224","YBR040W","S+KLZ-Single"
"P38225","YBR041W","S+KLZ-Single"
"P38226","YBR042C","S+KLZ-Single"
"P38227","YBR043C","S+KLZ-Single"
"P38228","YBR044C","S+KLZ-Single"
"P38229","YBR045C","S+KLZ-Single"
"P38230","YBR046C","S+KLZ-Single"
"P38231","YBR047W","S+KLZ-Single"
"P38235","YBR053C","S+KLZ-Single"
"P38236","YBR057C","S+KLZ-Single"
"P38237","YBR058C","S+KLZ-Single"
"P38238","YBR061C","S+KLZ-Single"
"P38239","YBR062C","S+KLZ-Single"
"P38241","YBR065C","S+KLZ-Single"
"P38242","YBR070C","S+KLZ-Single"
"P38243","YBR071W","S+KLZ-Single"
"P38244","YBR074W","S+KLZ-Single"
"P38247","YBR077C","S+KLZ-Single"
"P38249","YBR079C","S+KLZ-Single"
"P38250","YBR086C","S+KLZ-Single"
"P38251","YBR087W","S+KLZ-Single"
"P38254","YBR094W","S+KLZ-Single"
"P38255","YBR095C","S+KLZ-Single"
"P38256","YBR096W","S+KLZ-Single"
"P38257","YBR098W","S+KLZ-Single"
"P38260","YBR101C","S+KLZ-Single"
"P38261","YBR102C","S+KLZ-Single"
"P38262","YBR103W","S+KLZ-Single"
"P38263","YBR105C","S+KLZ-Single"
"P38264","YBR106W","S+KLZ-Single"
"P38265","YBR107C","S+KLZ-Single"
"P38266","YBR108W","S+KLZ-Single"
"P38270","YBR128C","S+KLZ-Single"
"P38271","YBR129C","S+KLZ-Single"
"P38272","YBR130C","S+KLZ-Single"
"P38273","YBR131W","S+KLZ-Single"
"P38274","YBR133C","S+KLZ-Single"
"P38276","YBR137W","S+KLZ-Single"
"P38277","YBR138C","S+KLZ-Single"
"P38278","YBR141C","S+KLZ-Single"
"P38281","YBR151W","S+KLZ-Single"
"P38282","YBR152W","S+KLZ-Single"
"P38283","YBR156C","S+KLZ-Single"
"P38284","YBR157C","S+KLZ-Single"
"P38285","YBR158W","S+KLZ-Single"
"P38286","YBR159W","S+KLZ-Single"
"P38288","YBR162C","S+KLZ-Single"
"P38289","YBR163W","S+KLZ-Single"
"P38290","YBR165W","S+KLZ-Single"
"P38291","YBR167C","S+KLZ-Single"
"P38292","YBR168W","S+KLZ-Single"
"P38293","YBR173C","S+KLZ-Single"
"P38297","YBR179C","S+KLZ-Single"
"P38300","YBR185C","S+KLZ-Single"
"P38301","YBR187W","S+KLZ-Single"
"P38304","YBR193C","S+KLZ-Single"
"P38305","YBR194W","S+KLZ-Single"
"P38307","YBR201W","S+KLZ-Single"
"P38308","YBR203W","S+KLZ-Single"
"P38310","YBR207W","S+KLZ-Single"
"P38313","YBR211C","S+KLZ-Single"
"P38316","YBR217W","S+KLZ-Single"
"P38318","YBR220C","S+KLZ-Single"
"P38319","YBR223C","S+KLZ-Single"
"P38321","YBR225W","S+KLZ-Single"
"P38323","YBR227C","S+KLZ-Single"
"P38324","YBR228W","S+KLZ-Single"
"P38325","YBR230C","S+KLZ-Single"
"P38326","YBR231C","S+KLZ-Single"
"P38328","YBR234C","S+KLZ-Single"
"P38329","YBR235W","S+KLZ-Single"
"P38330","YBR238C","S+KLZ-Single"
"P38332","YBR246W","S+KLZ-Single"
"P38333","YBR247C","S+KLZ-Single"
"P38334","YBR254C","S+KLZ-Single"
"P38335","YBR255W","S+KLZ-Single"
"P38336","YBR257W","S+KLZ-Single"
"P38337","YBR258C","S+KLZ-Single"
"P38338","YBR259W","S+KLZ-Single"
"P38339","YBR260C","S+KLZ-Single"
"P38340","YBR261C","S+KLZ-Single"
"P38341","YBR262C","S+KLZ-Single"
"P38342","YBR265W","S+KLZ-Single"
"P38344","YBR267W","S+KLZ-Single"
"P38345","YBR269C","S+KLZ-Single"
"P38347","YBR271W","S+KLZ-Single"
"P38348","YBR272C","S+KLZ-Single"
"P38349","YBR273C","S+KLZ-Single"
"P38351","YBR279W","S+KLZ-Single"
"P38352","YBR280C","S+KLZ-Single"
"P38353","YBR283C","S+KLZ-Single"
"P38355","YBR287W","S+KLZ-Single"
"P38356","YBR290W","S+KLZ-Single"
"P38358","YBR293W","S+KLZ-Single"
"P38360","YBR295W","S+KLZ-Single"
"P38361","YBR296C","S+KLZ-Single"
"P38374","YBR162W-A","S+KLZ-Single"
"P38428","YMR264W","S+KLZ-Single"
"P38429","YMR263W","S+KLZ-Single"
"P38430","YMR262W","S+KLZ-Single"
"P38431","YPR041W","S+KLZ-Single"
"P38439","YOR123C","S+KLZ-Single"
"P38523","YOR232W","S+KLZ-Single"
"P38604","YHR072W","S+KLZ-Single"
"P38615","YMR139W","S+KLZ-Single"
"P38623","YLR248W","S+KLZ-Single"
"P38624","YJL001W","S+KLZ-Single"
"P38625","YMR217W","S+KLZ-Single"
"P38626","YIL043C","S+KLZ-Single"
"P38628","YEL058W","S+KLZ-Single"
"P38629","YNL290W","S+KLZ-Single"
"P38630","YOR217W","S+KLZ-Single"
"P38632","YEL019C","S+KLZ-Single"
"P38633","YGL127C","S+KLZ-Single"
"P38634","YLR079W","S+KLZ-Single"
"P38635","YFR025C","S+KLZ-Single"
"P38636","YNL259C","S+KLZ-Single"
"P38637","YIR011C","S+KLZ-Single"
"P38682","YER122C","S+KLZ-Single"
"P38687","YPL243W","S+KLZ-Single"
"P38688","YPL210C","S+KLZ-Single"
"P38689","YHL011C","S+KLZ-Single"
"P38691","YHR082C","S+KLZ-Single"
"P38692","YHR102W","S+KLZ-Single"
"P38694","YHR039C","S+KLZ-Single"
"P38696","YHR129C","S+KLZ-Single"
"P38698","YHR201C","S+KLZ-Single"
"P38699","YHR178W","S+KLZ-Single"
"P38700","YHL019C","S+KLZ-Single"
"P38701","YHL015W","S+KLZ-Single"
"P38702","YHR002W","S+KLZ-Single"
"P38705","YHR011W","S+KLZ-Single"
"P38707","YHR019C","S+KLZ-Single"
"P38708","YHR020W","S+KLZ-Single"
"P38710","YHR046C","S+KLZ-Single"
"P38712","YHR065C","S+KLZ-Single"
"P38713","YHR073W","S+KLZ-Single"
"P38715","YHR104W","S+KLZ-Single"
"P38716","YHR112C","S+KLZ-Single"
"P38719","YHR169W","S+KLZ-Single"
"P38732","YHL039W","S+KLZ-Single"
"P38734","YHL036W","S+KLZ-Single"
"P38736","YHL031C","S+KLZ-Single"
"P38737","YHL030W","S+KLZ-Single"
"P38738","YHL029C","S+KLZ-Single"
"P38739","YHL028W","S+KLZ-Single"
"P38740","YHL026C","S+KLZ-Single"
"P38741","YHL024W","S+KLZ-Single"
"P38742","YHL023C","S+KLZ-Single"
"P38744","YHL018W","S+KLZ-Single"
"P38746","YHL014C","S+KLZ-Single"
"P38747","YHL013C","S+KLZ-Single"
"P38748","YHL010C","S+KLZ-Single"
"P38749","YHL009C","S+KLZ-Single"
"P38750","YHL008C","S+KLZ-Single"
"P38751","YHL006C","S+KLZ-Single"
"P38753","YHL002W","S+KLZ-Single"
"P38757","YHR004C","S+KLZ-Single"
"P38758","YHR009C","S+KLZ-Single"
"P38759","YHR012W","S+KLZ-Single"
"P38763","YHR022C","S+KLZ-Single"
"P38764","YHR027C","S+KLZ-Single"
"P38765","YHR029C","S+KLZ-Single"
"P38767","YHR032W","S+KLZ-Single"
"P38768","YHR034C","S+KLZ-Single"
"P38769","YHR035W","S+KLZ-Single"
"P38770","YHR036W","S+KLZ-Single"
"P38771","YHR038W","S+KLZ-Single"
"P38772","YHR040W","S+KLZ-Single"
"P38775","YHR045W","S+KLZ-Single"
"P38776","YHR048W","S+KLZ-Single"
"P38777","YHR049W","S+KLZ-Single"
"P38779","YHR052W","S+KLZ-Single"
"P38782","YHR058C","S+KLZ-Single"
"P38783","YHR059W","S+KLZ-Single"
"P38784","YHR060W","S+KLZ-Single"
"P38786","YHR062C","S+KLZ-Single"
"P38787","YHR063C","S+KLZ-Single"
"P38788","YHR064C","S+KLZ-Single"
"P38790","YHR067W","S+KLZ-Single"
"P38791","YHR068W","S+KLZ-Single"
"P38792","YHR069C","S+KLZ-Single"
"P38793","YHR070W","S+KLZ-Single"
"P38794","YHR071W","S+KLZ-Single"
"P38795","YHR074W","S+KLZ-Single"
"P38796","YHR075C","S+KLZ-Single"
"P38797","YHR076W","S+KLZ-Single"
"P38798","YHR077C","S+KLZ-Single"
"P38799","YHR078W","S+KLZ-Single"
"P38801","YHR081W","S+KLZ-Single"
"P38803","YHR085W","S+KLZ-Single"
"P38804","YHR087W","S+KLZ-Single"
"P38805","YHR088W","S+KLZ-Single"
"P38806","YHR090C","S+KLZ-Single"
"P38810","YHR098C","S+KLZ-Single"
"P38811","YHR099W","S+KLZ-Single"
"P38812","YHR100C","S+KLZ-Single"
"P38813","YHR101C","S+KLZ-Single"
"P38815","YHR105W","S+KLZ-Single"
"P38817","YHR108W","S+KLZ-Single"
"P38818","YHR109W","S+KLZ-Single"
"P38819","YHR110W","S+KLZ-Single"
"P38820","YHR111W","S+KLZ-Single"
"P38821","YHR113W","S+KLZ-Single"
"P38822","YHR114W","S+KLZ-Single"
"P38824","YHR116W","S+KLZ-Single"
"P38826","YHR118C","S+KLZ-Single"
"P38827","YHR119W","S+KLZ-Single"
"P38828","YHR121W","S+KLZ-Single"
"P38829","YHR122W","S+KLZ-Single"
"P38830","YHR124W","S+KLZ-Single"
"P38833","YHR127W","S+KLZ-Single"
"P38836","YHR132C","S+KLZ-Single"
"P38838","YHR134W","S+KLZ-Single"
"P38839","YHR136C","S+KLZ-Single"
"P38840","YHR137W","S+KLZ-Single"
"P38841","YHR138C","S+KLZ-Single"
"P38842","YHR140W","S+KLZ-Single"
"P38843","YHR142W","S+KLZ-Single"
"P38844","YHR143W","S+KLZ-Single"
"P38848","YHR150W","S+KLZ-Single"
"P38849","YHR151C","S+KLZ-Single"
"P38850","YHR154W","S+KLZ-Single"
"P38852","YHR156C","S+KLZ-Single"
"P38853","YHR158C","S+KLZ-Single"
"P38854","YHR159W","S+KLZ-Single"
"P38859","YHR164C","S+KLZ-Single"
"P38860","YHR168W","S+KLZ-Single"
"P38861","YHR170W","S+KLZ-Single"
"P38862","YHR171W","S+KLZ-Single"
"P38863","YHR172W","S+KLZ-Single"
"P38865","YHR175W","S+KLZ-Single"
"P38866","YHR176W","S+KLZ-Single"
"P38869","YHR181W","S+KLZ-Single"
"P38870","YHR182W","S+KLZ-Single"
"P38871","YHR184W","S+KLZ-Single"
"P38872","YHR185C","S+KLZ-Single"
"P38873","YHR186C","S+KLZ-Single"
"P38874","YHR187W","S+KLZ-Single"
"P38875","YHR188C","S+KLZ-Single"
"P38876","YHR189W","S+KLZ-Single"
"P38877","YHR191C","S+KLZ-Single"
"P38878","YHR192W","S+KLZ-Single"
"P38879","YHR193C","S+KLZ-Single"
"P38880","YHR194W","S+KLZ-Single"
"P38881","YHR195W","S+KLZ-Single"
"P38882","YHR196W","S+KLZ-Single"
"P38883","YHR197W","S+KLZ-Single"
"P38884","YHR198C","S+KLZ-Single"
"P38886","YHR200W","S+KLZ-Single"
"P38887","YHR202W","S+KLZ-Single"
"P38888","YHR204W","S+KLZ-Single"
"P38889","YHR206W","S+KLZ-Single"
"P38890","YHR207C","S+KLZ-Single"
"P38892","YHR209W","S+KLZ-Single"
"P38902","YOL005C","S+KLZ-Single"
"P38903","YOR014W","S+KLZ-Single"
"P38904","YDR464W","S+KLZ-Single"
"P38907","YDR254W","S+KLZ-Single"
"P38909","YOR037W","S+KLZ-Single"
"P38910","YOR020C","S+KLZ-Single"
"P38912","YMR260C","S+KLZ-Single"
"P38913","YDL045C","S+KLZ-Single"
"P38915","YLR055C","S+KLZ-Single"
"P38920","YMR167W","S+KLZ-Single"
"P38921","YNL003C","S+KLZ-Single"
"P38927","YIL139C","S+KLZ-Single"
"P38928","YIL140W","S+KLZ-Single"
"P38929","YGL006W","S+KLZ-Single"
"P38930","YOR039W","S+KLZ-Single"
"P38931","YDR443C","S+KLZ-Single"
"P38932","YGL095C","S+KLZ-Single"
"P38934","YOR198C","S+KLZ-Single"
"P38953","YDR076W","S+KLZ-Single"
"P38954","YDR072C","S+KLZ-Single"
"P38956","YDR073W","S+KLZ-Single"
"P38957","YDR078C","S+KLZ-Single"
"P38958","YDR079W","S+KLZ-Single"
"P38959","YDR080W","S+KLZ-Single"
"P38960","YDR082W","S+KLZ-Single"
"P38961","YDR083W","S+KLZ-Single"
"P38962","YDR084C","S+KLZ-Single"
"P38966","YDR089W","S+KLZ-Single"
"P38967","YOL020W","S+KLZ-Single"
"P38968","YDL195W","S+KLZ-Single"
"P38969","YOR266W","S+KLZ-Single"
"P38972","YGR061C","S+KLZ-Single"
"P38985","YDL092W","S+KLZ-Single"
"P38986","YDR321W","S+KLZ-Single"
"P38987","YML064C","S+KLZ-Single"
"P38988","YDL198C","S+KLZ-Single"
"P38989","YFR031C","S+KLZ-Single"
"P38990","YER129W","S+KLZ-Single"
"P38991","YPL209C","S+KLZ-Single"
"P38992","YDR297W","S+KLZ-Single"
"P38994","YDR208W","S+KLZ-Single"
"P38995","YDR270W","S+KLZ-Single"
"P38996","YPL190C","S+KLZ-Single"
"P38998","YIR034C","S+KLZ-Single"
"P38999","YNR050C","S+KLZ-Single"
"P39001","YDR207C","S+KLZ-Single"
"P39006","YNL169C","S+KLZ-Single"
"P39007","YGL022W","S+KLZ-Single"
"P39008","YNR052C","S+KLZ-Single"
"P39009","YDL101C","S+KLZ-Single"
"P39010","YDR264C","S+KLZ-Single"
"P39011","YPL161C","S+KLZ-Single"
"P39012","YLR088W","S+KLZ-Single"
"P39013","YNL084C","S+KLZ-Single"
"P39014","YIL046W","S+KLZ-Single"
"P39015","YLR150W","S+KLZ-Single"
"P39016","YGL178W","S+KLZ-Single"
"P39073","YPL042C","S+KLZ-Single"
"P39076","YIL142W","S+KLZ-Single"
"P39077","YJL014W","S+KLZ-Single"
"P39078","YDL143W","S+KLZ-Single"
"P39079","YDR188W","S+KLZ-Single"
"P39081","YDR228C","S+KLZ-Single"
"P39101","YER048C","S+KLZ-Single"
"P39102","YLR090W","S+KLZ-Single"
"P39103","YML129C","S+KLZ-Single"
"P39104","YNL267W","S+KLZ-Single"
"P39105","YMR008C","S+KLZ-Single"
"P39107","YPL050C","S+KLZ-Single"
"P39108","YDR142C","S+KLZ-Single"
"P39110","YMR138W","S+KLZ-Single"
"P39111","YGR020C","S+KLZ-Single"
"P39112","YMR287C","S+KLZ-Single"
"P39113","YMR280C","S+KLZ-Single"
"P39515","YJL143W","S+KLZ-Single"
"P39517","YDL160C","S+KLZ-Single"
"P39518","YER015W","S+KLZ-Single"
"P39520","YLR223C","S+KLZ-Single"
"P39521","YPR104C","S+KLZ-Single"
"P39522","YJR016C","S+KLZ-Single"
"P39524","YAL026C","S+KLZ-Single"
"P39525","YER061C","S+KLZ-Single"
"P39526","YJL207C","S+KLZ-Single"
"P39531","YJL204C","S+KLZ-Single"
"P39538","YJL197W","S+KLZ-Single"
"P39542","YJL193W","S+KLZ-Single"
"P39543","YJL192C","S+KLZ-Single"
"P39676","YGR234W","S+KLZ-Single"
"P39677","YJL102W","S+KLZ-Single"
"P39678","YDL056W","S+KLZ-Single"
"P39682","YML046W","S+KLZ-Single"
"P39683","YOR209C","S+KLZ-Single"
"P39685","YMR129W","S+KLZ-Single"
"P39692","YFR030W","S+KLZ-Single"
"P39702","YAL002W","S+KLZ-Single"
"P39705","YAR002W","S+KLZ-Single"
"P39706","YAR003W","S+KLZ-Single"
"P39707","YAR008W","S+KLZ-Single"
"P39709","YAL067C","S+KLZ-Single"
"P39715","YAL059W","S+KLZ-Single"
"P39718","YAL055W","S+KLZ-Single"
"P39719","YAL053W","S+KLZ-Single"
"P39721","YAL049C","S+KLZ-Single"
"P39722","YAL048C","S+KLZ-Single"
"P39723","YAL047C","S+KLZ-Single"
"P39724","YAL046C","S+KLZ-Single"
"P39726","YAL044C","S+KLZ-Single"
"P39727","YAL042W","S+KLZ-Single"
"P39729","YAL036C","S+KLZ-Single"
"P39730","YAL035W","S+KLZ-Single"
"P39731","YAL034W-A","S+KLZ-Single"
"P39732","YAL031C","S+KLZ-Single"
"P39735","YAL027W","S+KLZ-Single"
"P39742","YLR292C","S+KLZ-Single"
"P39743","YDR388W","S+KLZ-Single"
"P39744","YOR206W","S+KLZ-Single"
"P39904","YDR484W","S+KLZ-Single"
"P39923","YEL062W","S+KLZ-Single"
"P39927","YGR156W","S+KLZ-Single"
"P39928","YIL147C","S+KLZ-Single"
"P39929","YLR025W","S+KLZ-Single"
"P39931","YLR250W","S+KLZ-Single"
"P39932","YDR536W","S+KLZ-Single"
"P39933","YPR186C","S+KLZ-Single"
"P39937","YER007W","S+KLZ-Single"
"P39940","YER125W","S+KLZ-Single"
"P39946","YOR269W","S+KLZ-Single"
"P39952","YER154W","S+KLZ-Single"
"P39954","YER043C","S+KLZ-Single"
"P39956","YER169W","S+KLZ-Single"
"P39958","YER136W","S+KLZ-Single"
"P39959","YER130C","S+KLZ-Single"
"P39960","YER155C","S+KLZ-Single"
"P39961","YER184C","S+KLZ-Single"
"P39965","YER087W","S+KLZ-Single"
"P39968","YEL013W","S+KLZ-Single"
"P39969","YER114C","S+KLZ-Single"
"P39975","YEL072W","S+KLZ-Single"
"P39981","YEL064C","S+KLZ-Single"
"P39984","YEL056W","S+KLZ-Single"
"P39985","YEL055C","S+KLZ-Single"
"P39986","YEL031W","S+KLZ-Single"
"P39988","YEL029C","S+KLZ-Single"
"P39990","YEL026W","S+KLZ-Single"
"P39991","YEL025C","S+KLZ-Single"
"P39992","YEL023C","S+KLZ-Single"
"P39993","YEL022W","S+KLZ-Single"
"P39994","YEL020C","S+KLZ-Single"
"P39995","YEL018W","S+KLZ-Single"
"P39996","YEL017W","S+KLZ-Single"
"P39998","YEL015W","S+KLZ-Single"
"P40003","YEL005C","S+KLZ-Single"
"P40004","YEL004W","S+KLZ-Single"
"P40005","YEL003W","S+KLZ-Single"
"P40006","YEL001C","S+KLZ-Single"
"P40007","YER002W","S+KLZ-Single"
"P40008","YER004W","S+KLZ-Single"
"P40009","YER005W","S+KLZ-Single"
"P40010","YER006W","S+KLZ-Single"
"P40011","YER010C","S+KLZ-Single"
"P40012","YER014W","S+KLZ-Single"
"P40013","YER016W","S+KLZ-Single"
"P40014","YER018C","S+KLZ-Single"
"P40015","YER019W","S+KLZ-Single"
"P40016","YER021W","S+KLZ-Single"
"P40017","YER024W","S+KLZ-Single"
"P40018","YER029C","S+KLZ-Single"
"P40019","YER030W","S+KLZ-Single"
"P40020","YER032W","S+KLZ-Single"
"P40021","YER033C","S+KLZ-Single"
"P40022","YER034W","S+KLZ-Single"
"P40024","YER036C","S+KLZ-Single"
"P40026","YER038C","S+KLZ-Single"
"P40028","YER041W","S+KLZ-Single"
"P40029","YER042W","S+KLZ-Single"
"P40030","YER044C","S+KLZ-Single"
"P40031","YER046W","S+KLZ-Single"
"P40032","YER049W","S+KLZ-Single"
"P40033","YER050C","S+KLZ-Single"
"P40034","YER051W","S+KLZ-Single"
"P40035","YER053C","S+KLZ-Single"
"P40040","YER063W","S+KLZ-Single"
"P40045","YER071C","S+KLZ-Single"
"P40046","YER072W","S+KLZ-Single"
"P40048","YER075C","S+KLZ-Single"
"P40050","YER077C","S+KLZ-Single"
"P40051","YER078C","S+KLZ-Single"
"P40052","YER079W","S+KLZ-Single"
"P40053","YER080W","S+KLZ-Single"
"P40055","YER082C","S+KLZ-Single"
"P40056","YER083C","S+KLZ-Single"
"P40060","YER092W","S+KLZ-Single"
"P40061","YER093C","S+KLZ-Single"
"P40063","YER104W","S+KLZ-Single"
"P40065","YER106W","S+KLZ-Single"
"P40066","YER107C","S+KLZ-Single"
"P40069","YER110C","S+KLZ-Single"
"P40070","YER112W","S+KLZ-Single"
"P40071","YER113C","S+KLZ-Single"
"P40072","YER116C","S+KLZ-Single"
"P40073","YER118C","S+KLZ-Single"
"P40074","YER119C","S+KLZ-Single"
"P40075","YER120W","S+KLZ-Single"
"P40077","YER124C","S+KLZ-Single"
"P40078","YER126C","S+KLZ-Single"
"P40079","YER127W","S+KLZ-Single"
"P40080","YER128W","S+KLZ-Single"
"P40081","YER134C","S+KLZ-Single"
"P40083","YER137C","S+KLZ-Single"
"P40084","YER139C","S+KLZ-Single"
"P40085","YER140W","S+KLZ-Single"
"P40086","YER141W","S+KLZ-Single"
"P40087","YER143W","S+KLZ-Single"
"P40088","YER145C","S+KLZ-Single"
"P40089","YER146W","S+KLZ-Single"
"P40090","YER147C","S+KLZ-Single"
"P40091","YER149C","S+KLZ-Single"
"P40093","YER156C","S+KLZ-Single"
"P40094","YER157W","S+KLZ-Single"
"P40096","YER159C","S+KLZ-Single"
"P40098","YER182W","S+KLZ-Single"
"P40099","YER183C","S+KLZ-Single"
"P40107","YGL225W","S+KLZ-Single"
"P40151","YNL218W","S+KLZ-Single"
"P40152","YNL217W","S+KLZ-Single"
"P40154","YNL215W","S+KLZ-Single"
"P40155","YNL214W","S+KLZ-Single"
"P40156","YNL213C","S+KLZ-Single"
"P40157","YNL212W","S+KLZ-Single"
"P40160","YNL207W","S+KLZ-Single"
"P40161","YNL206C","S+KLZ-Single"
"P40164","YNL201C","S+KLZ-Single"
"P40165","YNL200C","S+KLZ-Single"
"P40188","YIL057C","S+KLZ-Single"
"P40202","YMR038C","S+KLZ-Single"
"P40204","YFL017W-A","S+KLZ-Single"
"P40206","YMR132C","S+KLZ-Single"
"P40207","YMR134W","S+KLZ-Single"
"P40208","YMR135C","S+KLZ-Single"
"P40210","YMR140W","S+KLZ-Single"
"P40214","YMR144W","S+KLZ-Single"
"P40215","YMR145C","S+KLZ-Single"
"P40217","YMR146C","S+KLZ-Single"
"P40218","YMR147W","S+KLZ-Single"
"P40219","YMR148W","S+KLZ-Single"
"P40302","YMR314W","S+KLZ-Single"
"P40303","YOL038W","S+KLZ-Single"
"P40308","YMR313C","S+KLZ-Single"
"P40309","YJL094C","S+KLZ-Single"
"P40310","YJL093C","S+KLZ-Single"
"P40312","YNL111C","S+KLZ-Single"
"P40316","YDR113C","S+KLZ-Single"
"P40317","YDR006C","S+KLZ-Single"
"P40318","YIL030C","S+KLZ-Single"
"P40319","YLR372W","S+KLZ-Single"
"P40325","YGR268C","S+KLZ-Single"
"P40327","YDL007W","S+KLZ-Single"
