"protein","Gene","orthogroup"
"P38996","YPL190C","S+YLT-Single"
"P38998","YIR034C","S+YLT-Single"
"P38999","YNR050C","S+YLT-Single"
"P39006","YNL169C","S+YLT-Single"
"P39007","YGL022W","S+YLT-Single"
"P39008","YNR052C","S+YLT-Single"
"P39012","YLR088W","S+YLT-Single"
"P39013","YNL084C","S+YLT-Single"
"P39014","YIL046W","S+YLT-Single"
"P39015","YLR150W","S+YLT-Single"
"P39073","YPL042C","S+YLT-Single"
"P39076","YIL142W","S+YLT-Single"
"P39077","YJL014W","S+YLT-Single"
"P39078","YDL143W","S+YLT-Single"
"P39079","YDR188W","S+YLT-Single"
"P39081","YDR228C","S+YLT-Single"
"P39102","YLR090W","S+YLT-Single"
"P39103","YML129C","S+YLT-Single"
"P39104","YNL267W","S+YLT-Single"
"P39107","YPL050C","S+YLT-Single"
"P39108","YDR142C","S+YLT-Single"
"P39109","YDR135C","S+YLT-Single"
"P39110","YMR138W","S+YLT-Single"
"P39111","YGR020C","S+YLT-Single"
"P39112","YMR287C","S+YLT-Single"
"P39515","YJL143W","S+YLT-Single"
"P39517","YDL160C","S+YLT-Single"
"P39518","YER015W","S+YLT-Single"
"P39521","YPR104C","S+YLT-Single"
"P39522","YJR016C","S+YLT-Single"
"P39524","YAL026C","S+YLT-Single"
"P39525","YER061C","S+YLT-Single"
"P39526","YJL207C","S+YLT-Single"
"P39531","YJL204C","S+YLT-Single"
"P39533","YJL200C","S+YLT-Single"
"P39538","YJL197W","S+YLT-Single"
"P39676","YGR234W","S+YLT-Single"
"P39682","YML046W","S+YLT-Single"
"P39683","YOR209C","S+YLT-Single"
"P39685","YMR129W","S+YLT-Single"
"P39692","YFR030W","S+YLT-Single"
"P39702","YAL002W","S+YLT-Single"
"P39705","YAR002W","S+YLT-Single"
"P39706","YAR003W","S+YLT-Single"
"P39707","YAR008W","S+YLT-Single"
"P39709","YAL067C","S+YLT-Single"
"P39719","YAL053W","S+YLT-Single"
"P39721","YAL049C","S+YLT-Single"
"P39722","YAL048C","S+YLT-Single"
"P39724","YAL046C","S+YLT-Single"
"P39726","YAL044C","S+YLT-Single"
"P39727","YAL042W","S+YLT-Single"
"P39729","YAL036C","S+YLT-Single"
"P39730","YAL035W","S+YLT-Single"
"P39731","YAL034W-A","S+YLT-Single"
"P39742","YLR292C","S+YLT-Single"
"P39743","YDR388W","S+YLT-Single"
"P39744","YOR206W","S+YLT-Single"
"P39904","YDR484W","S+YLT-Single"
"P39928","YIL147C","S+YLT-Single"
"P39929","YLR025W","S+YLT-Single"
"P39931","YLR250W","S+YLT-Single"
"P39932","YDR536W","S+YLT-Single"
"P39937","YER007W","S+YLT-Single"
"P39940","YER125W","S+YLT-Single"
"P39946","YOR269W","S+YLT-Single"
"P39952","YER154W","S+YLT-Single"
"P39954","YER043C","S+YLT-Single"
"P39956","YER169W","S+YLT-Single"
"P39958","YER136W","S+YLT-Single"
"P39959","YER130C","S+YLT-Single"
"P39960","YER155C","S+YLT-Single"
"P39965","YER087W","S+YLT-Single"
"P39968","YEL013W","S+YLT-Single"
"P39981","YEL064C","S+YLT-Single"
"P39984","YEL056W","S+YLT-Single"
"P39986","YEL031W","S+YLT-Single"
"P39990","YEL026W","S+YLT-Single"
"P39992","YEL023C","S+YLT-Single"
"P39994","YEL020C","S+YLT-Single"
"P39998","YEL015W","S+YLT-Single"
"P40004","YEL004W","S+YLT-Single"
"P40005","YEL003W","S+YLT-Single"
"P40006","YEL001C","S+YLT-Single"
"P40007","YER002W","S+YLT-Single"
"P40008","YER004W","S+YLT-Single"
"P40009","YER005W","S+YLT-Single"
"P40010","YER006W","S+YLT-Single"
"P40011","YER010C","S+YLT-Single"
"P40012","YER014W","S+YLT-Single"
"P40013","YER016W","S+YLT-Single"
"P40015","YER019W","S+YLT-Single"
"P40016","YER021W","S+YLT-Single"
"P40018","YER029C","S+YLT-Single"
"P40019","YER030W","S+YLT-Single"
"P40024","YER036C","S+YLT-Single"
"P40028","YER041W","S+YLT-Single"
"P40029","YER042W","S+YLT-Single"
"P40030","YER044C","S+YLT-Single"
"P40032","YER049W","S+YLT-Single"
"P40033","YER050C","S+YLT-Single"
"P40034","YER051W","S+YLT-Single"
"P40035","YER053C","S+YLT-Single"
"P40040","YER063W","S+YLT-Single"
"P40045","YER071C","S+YLT-Single"
"P40046","YER072W","S+YLT-Single"
"P40051","YER078C","S+YLT-Single"
"P40053","YER080W","S+YLT-Single"
"P40055","YER082C","S+YLT-Single"
"P40061","YER093C","S+YLT-Single"
"P40066","YER107C","S+YLT-Single"
"P40069","YER110C","S+YLT-Single"
"P40070","YER112W","S+YLT-Single"
"P40071","YER113C","S+YLT-Single"
"P40072","YER116C","S+YLT-Single"
"P40073","YER118C","S+YLT-Single"
"P40077","YER124C","S+YLT-Single"
"P40078","YER126C","S+YLT-Single"
"P40079","YER127W","S+YLT-Single"
"P40080","YER128W","S+YLT-Single"
"P40081","YER134C","S+YLT-Single"
"P40085","YER140W","S+YLT-Single"
"P40086","YER141W","S+YLT-Single"
"P40087","YER143W","S+YLT-Single"
"P40089","YER146W","S+YLT-Single"
"P40093","YER156C","S+YLT-Single"
"P40094","YER157W","S+YLT-Single"
"P40096","YER159C","S+YLT-Single"
"P40099","YER183C","S+YLT-Single"
"P40107","YGL225W","S+YLT-Single"
"P40151","YNL218W","S+YLT-Single"
"P40152","YNL217W","S+YLT-Single"
"P40156","YNL213C","S+YLT-Single"
"P40157","YNL212W","S+YLT-Single"
"P40159","YNL208W","S+YLT-Single"
"P40160","YNL207W","S+YLT-Single"
"P40161","YNL206C","S+YLT-Single"
"P40164","YNL201C","S+YLT-Single"
"P40165","YNL200C","S+YLT-Single"
"P40202","YMR038C","S+YLT-Single"
"P40206","YMR132C","S+YLT-Single"
"P40208","YMR135C","S+YLT-Single"
"P40210","YMR140W","S+YLT-Single"
"P40217","YMR146C","S+YLT-Single"
"P40302","YMR314W","S+YLT-Single"
"P40303","YOL038W","S+YLT-Single"
"P40308","YMR313C","S+YLT-Single"
"P40309","YJL094C","S+YLT-Single"
"P40310","YJL093C","S+YLT-Single"
"P40312","YNL111C","S+YLT-Single"
"P40317","YDR006C","S+YLT-Single"
"P40325","YGR268C","S+YLT-Single"
"P40327","YDL007W","S+YLT-Single"
"P40335","YJL053W","S+YLT-Single"
"P40339","YOL094C","S+YLT-Single"
"P40340","YGR270W","S+YLT-Single"
"P40343","YNR006W","S+YLT-Single"
"P40344","YNR007C","S+YLT-Single"
"P40345","YNR008W","S+YLT-Single"
"P40347","YPR073C","S+YLT-Single"
"P40348","YJR068W","S+YLT-Single"
"P40350","YPL227C","S+YLT-Single"
"P40351","YOR067C","S+YLT-Single"
"P40352","YJR035W","S+YLT-Single"
"P40357","YGR009C","S+YLT-Single"
"P40359","YJL072C","S+YLT-Single"
"P40360","YJL071W","S+YLT-Single"
"P40362","YJL069C","S+YLT-Single"
"P40363","YJL068C","S+YLT-Single"
"P40364","YJL066C","S+YLT-Single"
"P40367","YJL062W","S+YLT-Single"
"P40368","YJL061W","S+YLT-Single"
"P40395","YLR039C","S+YLT-Single"
"P40413","YJR064W","S+YLT-Single"
"P40416","YMR301C","S+YLT-Single"
"P40422","YHR143W-A","S+YLT-Single"
"P40433","YIL107C","S+YLT-Single"
"P40445","YIL166C","S+YLT-Single"
"P40447","YIL164C","S+YLT-Single"
"P40452","YIL157C","S+YLT-Single"
"P40454","YIL153W","S+YLT-Single"
"P40459","YIL145C","S+YLT-Single"
"P40460","YIL144W","S+YLT-Single"
"P40464","YIL134W","S+YLT-Single"
"P40468","YIL129C","S+YLT-Single"
"P40469","YIL128W","S+YLT-Single"
"P40471","YIL124W","S+YLT-Single"
"P40479","YIL113W","S+YLT-Single"
"P40480","YIL112W","S+YLT-Single"
"P40481","YIL110W","S+YLT-Single"
"P40483","YIL108W","S+YLT-Single"
"P40484","YIL106W","S+YLT-Single"
"P40486","YIL104C","S+YLT-Single"
"P40487","YIL103W","S+YLT-Single"
"P40489","YIL101C","S+YLT-Single"
"P40491","YIL098C","S+YLT-Single"
"P40492","YIL097W","S+YLT-Single"
"P40493","YIL096C","S+YLT-Single"
"P40495","YIL094C","S+YLT-Single"
"P40496","YIL093C","S+YLT-Single"
"P40498","YIL091C","S+YLT-Single"
"P40499","YIL090W","S+YLT-Single"
"P40502","YIL087C","S+YLT-Single"
"P40505","YIL084C","S+YLT-Single"
"P40506","YIL083C","S+YLT-Single"
"P40509","YIL076W","S+YLT-Single"
"P40511","YIL073C","S+YLT-Single"
"P40513","YIL070C","S+YLT-Single"
"P40514","YIL067C","S+YLT-Single"
"P40515","YIL065C","S+YLT-Single"
"P40516","YIL064W","S+YLT-Single"
"P40517","YIL063C","S+YLT-Single"
"P40518","YIL062C","S+YLT-Single"
"P40526","YIL049W","S+YLT-Single"
"P40527","YIL048W","S+YLT-Single"
"P40528","YIL047C","S+YLT-Single"
"P40529","YIL044C","S+YLT-Single"
"P40530","YIL042C","S+YLT-Single"
"P40531","YIL041W","S+YLT-Single"
"P40533","YIL039W","S+YLT-Single"
"P40537","YIL031W","S+YLT-Single"
"P40541","YIL026C","S+YLT-Single"
"P40544","YIL023C","S+YLT-Single"
"P40545","YIL020C","S+YLT-Single"
"P40546","YIL019W","S+YLT-Single"
"P40553","YIL010W","S+YLT-Single"
"P40554","YIL008W","S+YLT-Single"
"P40555","YIL007C","S+YLT-Single"
"P40560","YIL001W","S+YLT-Single"
"P40561","YIR001C","S+YLT-Single"
"P40562","YIR002C","S+YLT-Single"
"P40564","YIR004W","S+YLT-Single"
"P40565","YIR005W","S+YLT-Single"
"P40566","YIR007W","S+YLT-Single"
"P40567","YIR009W","S+YLT-Single"
"P40571","YIR015W","S+YLT-Single"
"P40582","YIR038C","S+YLT-Single"
"P40586","YIR042C","S+YLT-Single"
"P40825","YOR335C","S+YLT-Single"
"P40850","YNL085W","S+YLT-Single"
"P40857","YJL097W","S+YLT-Single"
"P40858","YJL096W","S+YLT-Single"
"P40892","YJL218W","S+YLT-Single"
"P40897","YJL212C","S+YLT-Single"
"P40917","YOR028C","S+YLT-Single"
"P40956","YGL181W","S+YLT-Single"
"P40957","YGL086W","S+YLT-Single"
"P40958","YJL030W","S+YLT-Single"
"P40959","YMR004W","S+YLT-Single"
"P40961","YGR132C","S+YLT-Single"
"P40962","YOR077W","S+YLT-Single"
"P40963","YMR127C","S+YLT-Single"
"P40965","YFL003C","S+YLT-Single"
"P40970","YDR062W","S+YLT-Single"
"P40985","YJR036C","S+YLT-Single"
"P40986","YDR182W","S+YLT-Single"
"P40987","YOR349W","S+YLT-Single"
"P40988","YMR319C","S+YLT-Single"
"P40990","YDL107W","S+YLT-Single"
"P40991","YNL061W","S+YLT-Single"
"P40992","YJL025W","S+YLT-Single"
"P40994","YOR094W","S+YLT-Single"
"P41318","YNL006W","S+YLT-Single"
"P41338","YPL028W","S+YLT-Single"
"P41544","YJL004C","S+YLT-Single"
"P41546","YFL031W","S+YLT-Single"
"P41696","YOR113W","S+YLT-Single"
"P41697","YLR319C","S+YLT-Single"
"P41733","YLR459W","S+YLT-Single"
"P41734","YOR126C","S+YLT-Single"
"P41735","YOR125C","S+YLT-Single"
"P41800","YLL006W","S+YLT-Single"
"P41805","YLR075W","S+YLT-Single"
"P41806","YGR105W","S+YLT-Single"
"P41807","YPR036W","S+YLT-Single"
"P41810","YDR238C","S+YLT-Single"
"P41811","YGL137W","S+YLT-Single"
"P41812","YNL221C","S+YLT-Single"
"P41814","YNL062C","S+YLT-Single"
"P41818","YMR311C","S+YLT-Single"
"P41819","YPL266W","S+YLT-Single"
"P41821","YNL291C","S+YLT-Single"
"P41832","YNL271C","S+YLT-Single"
"P41833","YGL192W","S+YLT-Single"
"P41834","YOR075W","S+YLT-Single"
"P41835","YPL214C","S+YLT-Single"
"P41895","YGR186W","S+YLT-Single"
"P41896","YGR005C","S+YLT-Single"
"P41903","YJR019C","S+YLT-Single"
"P41910","YDR005C","S+YLT-Single"
"P41912","YOL110W","S+YLT-Single"
"P41921","YPL091W","S+YLT-Single"
"P41930","YPL092W","S+YLT-Single"
"P41940","YDL055C","S+YLT-Single"
"P41948","YNL142W","S+YLT-Single"
"P42826","YGR194C","S+YLT-Single"
"P42836","YNL326C","S+YLT-Single"
"P42837","YNL325C","S+YLT-Single"
"P42839","YNL321W","S+YLT-Single"
"P42840","YNL320W","S+YLT-Single"
"P42841","YNL317W","S+YLT-Single"
"P42842","YNL313C","S+YLT-Single"
"P42844","YNL310C","S+YLT-Single"
"P42846","YNL308C","S+YLT-Single"
"P42847","YNL306W","S+YLT-Single"
"P42933","YMR191W","S+YLT-Single"
"P42935","YGR200C","S+YLT-Single"
"P42937","YGR203W","S+YLT-Single"
"P42938","YGR205W","S+YLT-Single"
"P42940","YGR207C","S+YLT-Single"
"P42941","YGR208W","S+YLT-Single"
"P42943","YJL111W","S+YLT-Single"
"P42945","YJL109C","S+YLT-Single"
"P42946","YJL108C","S+YLT-Single"
"P42949","YJL104W","S+YLT-Single"
"P42951","YJL100W","S+YLT-Single"
"P43122","YDL104C","S+YLT-Single"
"P43123","YDL103C","S+YLT-Single"
"P43124","YDL105W","S+YLT-Single"
"P43132","YLR015W","S+YLT-Single"
"P43321","YLR147C","S+YLT-Single"
"P43535","YFR009W","S+YLT-Single"
"P43548","YFL055W","S+YLT-Single"
"P43549","YFL054C","S+YLT-Single"
"P43556","YFL047W","S+YLT-Single"
"P43557","YFL046W","S+YLT-Single"
"P43558","YFL044C","S+YLT-Single"
"P43562","YFL040W","S+YLT-Single"
"P43563","YFL034C-B","S+YLT-Single"
"P43564","YFL034W","S+YLT-Single"
"P43565","YFL033C","S+YLT-Single"
"P43567","YFL030W","S+YLT-Single"
"P43568","YFL029C","S+YLT-Single"
"P43570","YFL027C","S+YLT-Single"
"P43571","YFL025C","S+YLT-Single"
"P43572","YFL024C","S+YLT-Single"
"P43573","YFL023W","S+YLT-Single"
"P43577","YFL017C","S+YLT-Single"
"P43579","YFL013C","S+YLT-Single"
"P43582","YFL010C","S+YLT-Single"
"P43583","YFL007W","S+YLT-Single"
"P43586","YFR001W","S+YLT-Single"
"P43588","YFR004W","S+YLT-Single"
"P43589","YFR005C","S+YLT-Single"
"P43590","YFR006W","S+YLT-Single"
"P43591","YFR007W","S+YLT-Single"
"P43593","YFR010W","S+YLT-Single"
"P43594","YFR011C","S+YLT-Single"
"P43597","YFR016C","S+YLT-Single"
"P43599","YFR018C","S+YLT-Single"
"P43601","YFR021W","S+YLT-Single"
"P43605","YFR027W","S+YLT-Single"
"P43606","YFR029W","S+YLT-Single"
"P43607","YFR032C","S+YLT-Single"
"P43613","YFR041C","S+YLT-Single"
"P43616","YFR044C","S+YLT-Single"
"P43617","YFR045W","S+YLT-Single"
"P43619","YFR047C","S+YLT-Single"
"P43620","YFR048W","S+YLT-Single"
"P43621","YFR051C","S+YLT-Single"
"P43636","YGL065C","S+YLT-Single"
"P43637","YGL179C","S+YLT-Single"
"P43682","YKL006C-A","S+YLT-Single"
"P45818","YGL171W","S+YLT-Single"
"P45976","YJR093C","S+YLT-Single"
"P45978","YPR129W","S+YLT-Single"
"P46655","YGL245W","S+YLT-Single"
"P46669","YOR340C","S+YLT-Single"
"P46672","YGL105W","S+YLT-Single"
"P46673","YJR042W","S+YLT-Single"
"P46674","YDR159W","S+YLT-Single"
"P46675","YLR045C","S+YLT-Single"
"P46677","YGR274C","S+YLT-Single"
"P46678","YNL039W","S+YLT-Single"
"P46680","YMR092C","S+YLT-Single"
"P46681","YDL178W","S+YLT-Single"
"P46682","YGR261C","S+YLT-Single"
"P46683","YPL239W","S+YLT-Single"
"P46943","YLR289W","S+YLT-Single"
"P46946","YGL175C","S+YLT-Single"
"P46947","YGL174W","S+YLT-Single"
"P46948","YGR195W","S+YLT-Single"
"P46957","YJR006W","S+YLT-Single"
"P46959","YJL125C","S+YLT-Single"
"P46961","YPL076W","S+YLT-Single"
"P46962","YJL006C","S+YLT-Single"
"P46963","YML112W","S+YLT-Single"
"P46964","YOR103C","S+YLT-Single"
"P46965","YJR010C-A","S+YLT-Single"
"P46969","YJL121C","S+YLT-Single"
"P46970","YJR132W","S+YLT-Single"
"P46971","YJR143C","S+YLT-Single"
"P46972","YMR035W","S+YLT-Single"
"P46973","YJR055W","S+YLT-Single"
"P46985","YJL183W","S+YLT-Single"
"P46988","YJL179W","S+YLT-Single"
"P46995","YJL168C","S+YLT-Single"
"P46996","YJL163C","S+YLT-Single"
"P47002","YJL156C","S+YLT-Single"
"P47008","YJL145W","S+YLT-Single"
"P47014","YJL132W","S+YLT-Single"
"P47016","YJL126W","S+YLT-Single"
"P47017","YJL124C","S+YLT-Single"
"P47018","YJL123C","S+YLT-Single"
"P47019","YJL122W","S+YLT-Single"
"P47026","YJL091C","S+YLT-Single"
"P47027","YJL090C","S+YLT-Single"
"P47037","YJL074C","S+YLT-Single"
"P47039","YJL060W","S+YLT-Single"
"P47040","YJL059W","S+YLT-Single"
"P47042","YJL057C","S+YLT-Single"
"P47044","YJL055W","S+YLT-Single"
"P47045","YJL054W","S+YLT-Single"
"P47047","YJL050W","S+YLT-Single"
"P47051","YJL046W","S+YLT-Single"
"P47054","YJL039C","S+YLT-Single"
"P47057","YJL036W","S+YLT-Single"
"P47058","YJL035C","S+YLT-Single"
"P47061","YJL029C","S+YLT-Single"
"P47064","YJL024C","S+YLT-Single"
"P47068","YJL020C","S+YLT-Single"
"P47075","YJL012C","S+YLT-Single"
"P47076","YJL011C","S+YLT-Single"
"P47077","YJL010C","S+YLT-Single"
"P47079","YJL008C","S+YLT-Single"
"P47081","YJL003W","S+YLT-Single"
"P47082","YJR001W","S+YLT-Single"
"P47083","YJR002W","S+YLT-Single"
"P47085","YJR008W","S+YLT-Single"
"P47087","YJR012C","S+YLT-Single"
"P47088","YJR013W","S+YLT-Single"
"P47089","YJR014W","S+YLT-Single"
"P47093","YJR022W","S+YLT-Single"
"P47095","YJR024C","S+YLT-Single"
"P47096","YJR025C","S+YLT-Single"
"P47104","YJR033C","S+YLT-Single"
"P47108","YJR041C","S+YLT-Single"
"P47111","YJR044C","S+YLT-Single"
"P47115","YJR056C","S+YLT-Single"
"P47117","YJR065C","S+YLT-Single"
"P47119","YJR069C","S+YLT-Single"
"P47120","YJR070C","S+YLT-Single"
"P47122","YJR072C","S+YLT-Single"
"P47123","YJR074W","S+YLT-Single"
"P47125","YJR078W","S+YLT-Single"
"P47127","YJR080C","S+YLT-Single"
"P47128","YJR082C","S+YLT-Single"
"P47130","YJR084W","S+YLT-Single"
"P47131","YJR085C","S+YLT-Single"
"P47133","YJR088C","S+YLT-Single"
"P47136","YJR092W","S+YLT-Single"
"P47137","YJR096W","S+YLT-Single"
"P47138","YJR097W","S+YLT-Single"
"P47139","YJR098C","S+YLT-Single"
"P47140","YJR100C","S+YLT-Single"
"P47142","YJR102C","S+YLT-Single"
"P47143","YJR105W","S+YLT-Single"
"P47147","YJR110W","S+YLT-Single"
"P47148","YJR111C","S+YLT-Single"
"P47149","YJR112W","S+YLT-Single"
"P47150","YJR113C","S+YLT-Single"
"P47153","YJR116W","S+YLT-Single"
"P47154","YJR117W","S+YLT-Single"
"P47155","YJR118C","S+YLT-Single"
"P47158","YJR122W","S+YLT-Single"
"P47159","YJR124C","S+YLT-Single"
"P47160","YJR125C","S+YLT-Single"
"P47163","YJR129C","S+YLT-Single"
"P47165","YJR133W","S+YLT-Single"
"P47169","YJR137C","S+YLT-Single"
"P47170","YJR138W","S+YLT-Single"
"P47171","YJR140C","S+YLT-Single"
"P47172","YJR141W","S+YLT-Single"
"P47173","YJR142W","S+YLT-Single"
"P47818","YLR220W","S+YLT-Single"
"P47821","YNL025C","S+YLT-Single"
"P47822","YDR308C","S+YLT-Single"
"P48015","YDR019C","S+YLT-Single"
"P48016","YPR026W","S+YLT-Single"
"P48234","YGR145W","S+YLT-Single"
"P48236","YGR149W","S+YLT-Single"
"P48237","YGR150C","S+YLT-Single"
"P48240","YGR158C","S+YLT-Single"
"P48353","YMR161W","S+YLT-Single"
"P48360","YDR376W","S+YLT-Single"
"P48363","YGR078C","S+YLT-Single"
"P48365","YDL234C","S+YLT-Single"
"P48415","YPL085W","S+YLT-Single"
"P48439","YOR085W","S+YLT-Single"
"P48445","YDL141W","S+YLT-Single"
"P48510","YMR276W","S+YLT-Single"
"P48525","YOL033W","S+YLT-Single"
"P48526","YPL040C","S+YLT-Single"
"P48558","YNL305C","S+YLT-Single"
"P48563","YNL297C","S+YLT-Single"
"P48565","YNL294C","S+YLT-Single"
"P48567","YNL292W","S+YLT-Single"
"P48569","YDL183C","S+YLT-Single"
"P48581","YOR368W","S+YLT-Single"
"P48582","YPL084W","S+YLT-Single"
"P48589","YOR369C","S+YLT-Single"
"P48606","YOR265W","S+YLT-Single"
"P48743","YLR176C","S+YLT-Single"
"P48836","YHR039C-A","S+YLT-Single"
"P48837","YGR119C","S+YLT-Single"
"P49017","YML110C","S+YLT-Single"
"P49018","YDR331W","S+YLT-Single"
"P49095","YMR189W","S+YLT-Single"
"P49167","YLR325C","S+YLT-Single"
"P49334","YNL131W","S+YLT-Single"
"P49367","YDR234W","S+YLT-Single"
"P49435","YML022W","S+YLT-Single"
"P49573","YPR124W","S+YLT-Single"
"P49704","YGR091W","S+YLT-Single"
"P49775","YDR305C","S+YLT-Single"
"P49954","YLR351C","S+YLT-Single"
"P49955","YMR288W","S+YLT-Single"
"P49956","YMR078C","S+YLT-Single"
"P49957","YML014W","S+YLT-Single"
"P49960","YMR268C","S+YLT-Single"
"P50076","YGR227W","S+YLT-Single"
"P50077","YGR217W","S+YLT-Single"
"P50079","YGR223C","S+YLT-Single"
"P50082","YGR225W","S+YLT-Single"
"P50084","YGR230W","S+YLT-Single"
"P50085","YGR231C","S+YLT-Single"
"P50086","YGR232W","S+YLT-Single"
"P50087","YGR235C","S+YLT-Single"
"P50101","YMR304W","S+YLT-Single"
"P50104","YMR019W","S+YLT-Single"
"P50105","YMR005W","S+YLT-Single"
"P50107","YML004C","S+YLT-Single"
"P50108","YDR245W","S+YLT-Single"
"P50113","YGL154C","S+YLT-Single"
"P50275","YOR058C","S+YLT-Single"
"P50276","YGR055W","S+YLT-Single"
"P50623","YDL064W","S+YLT-Single"
"P50861","YOL143C","S+YLT-Single"
"P50874","YNL261W","S+YLT-Single"
"P50875","YOL148C","S+YLT-Single"
"P50947","YNL097C","S+YLT-Single"
"P51534","YOR035C","S+YLT-Single"
"P51601","YGR267C","S+YLT-Single"
"P51979","YGL251C","S+YLT-Single"
"P51998","YML025C","S+YLT-Single"
"P52286","YDR328C","S+YLT-Single"
"P52488","YDR390C","S+YLT-Single"
"P52490","YDR092W","S+YLT-Single"
"P52491","YLR306W","S+YLT-Single"
"P52492","YOR339C","S+YLT-Single"
"P52553","YLR200W","S+YLT-Single"
"P52593","YML103C","S+YLT-Single"
"P52891","YDL116W","S+YLT-Single"
"P52910","YLR153C","S+YLT-Single"
"P52917","YPR173C","S+YLT-Single"
"P52918","YDR335W","S+YLT-Single"
"P52920","YGL091C","S+YLT-Single"
"P52923","YNR074C","S+YLT-Single"
"P53008","YGL027C","S+YLT-Single"
"P53009","YGL083W","S+YLT-Single"
"P53010","YGL094C","S+YLT-Single"
"P53011","YGL100W","S+YLT-Single"
"P53012","YGL126W","S+YLT-Single"
"P53037","YGR170W","S+YLT-Single"
"P53038","YGR099W","S+YLT-Single"
"P53039","YGR172C","S+YLT-Single"
"P53040","YGL112C","S+YLT-Single"
"P53043","YGR123C","S+YLT-Single"
"P53044","YGR048W","S+YLT-Single"
"P53045","YGR060W","S+YLT-Single"
"P53049","YGR281W","S+YLT-Single"
"P53054","YGL262W","S+YLT-Single"
"P53062","YGL247W","S+YLT-Single"
"P53063","YGL246C","S+YLT-Single"
"P53064","YGL244W","S+YLT-Single"
"P53065","YGL243W","S+YLT-Single"
"P53066","YGL242C","S+YLT-Single"
"P53067","YGL241W","S+YLT-Single"
"P53068","YGL240W","S+YLT-Single"
"P53070","YGL236C","S+YLT-Single"
"P53072","YGL232W","S+YLT-Single"
"P53073","YGL231C","S+YLT-Single"
"P53076","YGL227W","S+YLT-Single"
"P53081","YGL221C","S+YLT-Single"
"P53082","YGL220W","S+YLT-Single"
"P53083","YGL219C","S+YLT-Single"
"P53086","YGL216W","S+YLT-Single"
"P53088","YGL211W","S+YLT-Single"
"P53091","YGL201C","S+YLT-Single"
"P53093","YGL198W","S+YLT-Single"
"P53095","YGL196W","S+YLT-Single"
"P53096","YGL194C","S+YLT-Single"
"P53099","YGL186C","S+YLT-Single"
"P53101","YGL184C","S+YLT-Single"
"P53102","YGL183C","S+YLT-Single"
"P53104","YGL180W","S+YLT-Single"
"P53107","YGL164C","S+YLT-Single"
"P53108","YGL161C","S+YLT-Single"
"P53110","YGL159W","S+YLT-Single"
"P53112","YGL153W","S+YLT-Single"
"P53114","YGL151W","S+YLT-Single"
"P53115","YGL150C","S+YLT-Single"
"P53119","YGL141W","S+YLT-Single"
"P53120","YGL140C","S+YLT-Single"
"P53122","YGL138C","S+YLT-Single"
"P53123","YGL136C","S+YLT-Single"
"P53129","YGL124C","S+YLT-Single"
"P53131","YGL120C","S+YLT-Single"
"P53134","YGL114W","S+YLT-Single"
"P53136","YGL111W","S+YLT-Single"
"P53137","YGL110C","S+YLT-Single"
"P53141","YGL106W","S+YLT-Single"
"P53145","YGL099W","S+YLT-Single"
"P53146","YGL098W","S+YLT-Single"
"P53152","YGL087C","S+YLT-Single"
"P53153","YGL085W","S+YLT-Single"
"P53154","YGL084C","S+YLT-Single"
"P53157","YGL080W","S+YLT-Single"
"P53158","YGL079W","S+YLT-Single"
"P53163","YGL068W","S+YLT-Single"
"P53164","YGL067W","S+YLT-Single"
"P53165","YGL066W","S+YLT-Single"
"P53166","YGL064C","S+YLT-Single"
"P53170","YGL059W","S+YLT-Single"
"P53173","YGL054C","S+YLT-Single"
"P53177","YGL050W","S+YLT-Single"
"P53178","YGL047W","S+YLT-Single"
"P53179","YGL045W","S+YLT-Single"
"P53184","YGL037C","S+YLT-Single"
"P53187","YGL033W","S+YLT-Single"
"P53189","YGL028C","S+YLT-Single"
"P53191","YGL023C","S+YLT-Single"
"P53192","YGL020C","S+YLT-Single"
"P53193","YGL018C","S+YLT-Single"
"P53196","YGL004C","S+YLT-Single"
"P53197","YGL003C","S+YLT-Single"
"P53199","YGL001C","S+YLT-Single"
"P53200","YGR001C","S+YLT-Single"
"P53201","YGR002C","S+YLT-Single"
"P53202","YGR003W","S+YLT-Single"
"P53206","YGR012W","S+YLT-Single"
"P53207","YGR013W","S+YLT-Single"
"P53210","YGR017W","S+YLT-Single"
"P53212","YGR021W","S+YLT-Single"
"P53215","YGR024C","S+YLT-Single"
"P53219","YGR031W","S+YLT-Single"
"P53220","YGR033C","S+YLT-Single"
"P53223","YGR036C","S+YLT-Single"
"P53230","YGR046W","S+YLT-Single"
"P53234","YGR053C","S+YLT-Single"
"P53238","YGR058W","S+YLT-Single"
"P53239","YGR062C","S+YLT-Single"
"P53250","YGR080W","S+YLT-Single"
"P53251","YGR081C","S+YLT-Single"
"P53252","YGR086C","S+YLT-Single"
"P53253","YGR089W","S+YLT-Single"
"P53254","YGR090W","S+YLT-Single"
"P53255","YGR093W","S+YLT-Single"
"P53256","YGR095C","S+YLT-Single"
"P53257","YGR096W","S+YLT-Single"
"P53258","YGR100W","S+YLT-Single"
"P53259","YGR101W","S+YLT-Single"
"P53261","YGR103W","S+YLT-Single"
"P53264","YGR110W","S+YLT-Single"
"P53265","YGR111W","S+YLT-Single"
"P53266","YGR112W","S+YLT-Single"
"P53267","YGR113W","S+YLT-Single"
"P53273","YGR125W","S+YLT-Single"
