"protein","Gene","Group"
"P38293","YBR173C","GroupI"
"Q12208","YLR132C","GroupI"
"P16140","YBR127C","GroupI"
"Q04179","YDR400W","GroupI"
"P53254","YGR090W","GroupI"
"Q07468","YDL077C","GroupI"
"Q06708","YLR386W","GroupI"
"P32912","YGL212W","GroupI"
"P41807","YPR036W","GroupI"
"P12887","YML021C","GroupI"
"Q12063","YDL193W","GroupI"
"P23202","YNL229C","GroupI"
"P27515","YNR012W","GroupI"
"P40917","YOR028C","GroupI"
"P46683","YPL239W","GroupI"
"P34241","YKL014C","GroupI"
"P18562","YHR128W","GroupI"
"P40498","YIL091C","GroupI"
"Q06078","YLR409C","GroupI"
"Q06679","YDR324C","GroupI"
"P09880","YJL087C","GroupI"
"P53220","YGR033C","GroupI"
"P32897","YNR017W","GroupI"
"P53322","YGR260W","GroupI"
"Q00764","YBR126C","GroupI"
"Q04183","YDR407C","GroupI"
"Q03660","YMR218C","GroupI"
"P38238","YBR061C","GroupI"
"Q12009","YDL201W","GroupI"
"P40310","YJL093C","GroupI"
"P53099","YGL186C","GroupI"
"P49957","YML014W","GroupI"
"Q08686","YOR251C","GroupI"
"P47045","YJL054W","GroupI"
"P49334","YNL131W","GroupI"
"P38288","YBR162C","GroupI"
"P40032","YER049W","GroupI"
"P53257","YGR096W","GroupI"
"Q12116","YDR105C","GroupI"
"Q03496","YMR259C","GroupI"
"P00899","YER090W","GroupI"
"P32773","YOR194C","GroupI"
"P04786","YOL006C","GroupI"
"P06786","YNL088W","GroupI"
"Q07824","YLL028W","GroupI"
"Q12239","YOL107W","GroupI"
"Q08687","YOR252W","GroupI"
"Q04600","YDR117C","GroupI"
"P23644","YMR203W","GroupI"
"Q12272","YOL102C","GroupI"
"P46959","YJL125C","GroupI"
"Q03337","YDR472W","GroupI"
"P07285","YDR354W","GroupI"
"P00931","YGL026C","GroupI"
"O74700","YEL020W-A","GroupI"
"P39515","YJL143W","GroupI"
"Q03796","YMR156C","GroupI"
"P38811","YHR099W","GroupI"
"Q12059","YPL003W","GroupI"
"P48412","YGR072W","GroupI"
"Q02767","YPL065W","GroupI"
"P39111","YGR020C","GroupI"
"P53212","YGR021W","GroupI"
"P34110","YJL154C","GroupI"
"Q06263","YLR181C","GroupI"
"P17255","YDL185W","GroupI"
"Q06685","YLR410W","GroupI"
"P23643","YDR495C","GroupI"
"P22219","YBR097W","GroupI"
"Q08924","YPL183C","GroupI"
"P38838","YHR134W","GroupI"
"P38959","YDR080W","GroupI"
"P22543","YLR240W","GroupI"
"P22147","YGL173C","GroupI"
"P42826","YGR194C","GroupI"
"P33418","YKL205W","GroupI"
"P53853","YNL246W","GroupI"
"P54787","YML097C","GroupI"
"Q07878","YLL040C","GroupI"
"P40046","YER072W","GroupI"
"P43582","YFL010C","GroupI"
"P40489","YIL101C","GroupI"
"P32563","YOR270C","GroupI"
"P53227","YGR042W","GroupI"
"P38329","YBR235W","GroupI"
"Q04311","YDR049W","GroupI"
"P52917","YPR173C","GroupI"
"Q03308","YPL045W","GroupI"
"Q04338","YMR197C","GroupI"
"P37370","YLR337C","GroupI"
"P47075","YJL012C","GroupI"
"P40151","YNL218W","GroupI"
"P30822","YGR218W","GroupI"
"P12611","YOR043W","GroupI"
"P47165","YJR133W","GroupI"
"Q08831","YOR359W","GroupI"
"Q02792","YOR048C","GroupI"
"P20795","YLR396C","GroupI"
"P38932","YGL095C","GroupI"
"Q12016","YOL129W","GroupI"
"P39702","YAL002W","GroupI"
"Q3E7B6","YCL005W-A","GroupI"
"P23968","YHR026W","GroupI"
"P32341","YKL119C","GroupI"
"P36017","YOR089C","GroupI"
"P47142","YJR102C","GroupI"
"Q06696","YLR417W","GroupI"
"Q03631","YML076C","GroupI"
"P36015","YKL196C","GroupI"
"P41806","YGR105W","GroupI"
"P38759","YHR012W","GroupI"
"P40343","YNR006W","GroupI"
"P39904","YDR484W","GroupI"
"P39968","YEL013W","GroupI"
"P48836","YHR039C-A","GroupI"
"P38358","YBR293W","GroupI"
"P53076","YGL227W","GroupI"
"Q06385","YDR372C","GroupI"
"P42839","YNL321W","GroupI"
"P21576","YKR001C","GroupI"
"P36095","YKL041W","GroupI"
"Q92331","YOR069W","GroupI"
"P40547","YIL017C","GroupI"
"Q04272","YMR077C","GroupI"
"Q12071","YDR027C","GroupI"
"P47111","YJR044C","GroupI"
"Q03390","YDR486C","GroupI"
"P47061","YJL029C","GroupI"
"P32913","YOR132W","GroupI"
"Q03897","YDR128W","GroupI"
"P41814","YNL062C","GroupI"
"Q03784","YDR246W","GroupI"
"P40061","YER093C","GroupI"
"P39077","YJL014W","GroupI"
"P38141","YBR240C","GroupI"
"Q12199","YPR040W","GroupI"
"Q12328","YDL217C","GroupI"
"Q3E764","YLR262C-A","GroupI"
"P53378","YLR212C","GroupI"
"P40340","YGR270W","GroupI"
"P40413","YJR064W","GroupI"
"P38987","YML064C","GroupI"
"P53215","YGR024C","GroupI"
"P35202","YOR143C","GroupI"
"P53507","YNL070W","GroupI"
"Q02776","YPL063W","GroupI"
"P57744","YJR135W-A","GroupI"
"P27796","YIL160C","GroupI"
"Q03525","YMR269W","GroupI"
"P16120","YCR053W","GroupI"
"P87108","YHR005C-A","GroupI"
"P53299","YGR181W","GroupI"
"Q03322","YDR468C","GroupI"
"P41338","YPL028W","GroupI"
"Q08144","YOL018C","GroupI"
"Q12049","YPR045C","GroupI"
"P36142","YKR051W","GroupI"
"P89886","YER007C-A","GroupI"
"Q12000","YOR091W","GroupI"
"P38256","YBR096W","GroupI"
"Q8J0M4","YCL012C","GroupI"
"P34225","YBL060W","GroupI"
"P38177","YBL086C","GroupI"
"P38235","YBR053C","GroupI"
"P38081","YBR056W","GroupI"
"P42937","YGR203W","GroupI"
"P38318","YBR220C","GroupI"
"P25617","YCR016W","GroupI"
"P08458","YDR523C","GroupI"
"P35184","YIR012W","GroupI"
"P38687","YPL243W","GroupI"
"P25379","YCL064C","GroupI"
"P06784","YDL159W","GroupI"
"P38869","YHR181W","GroupI"
"P15179","YPL104W","GroupI"
"P17649","YGR019W","GroupI"
"P28789","YDL205C","GroupI"
"P33893","YBL080C","GroupI"
"P11353","YDR044W","GroupI"
"P48015","YDR019C","GroupI"
"P28007","YHR089C","GroupI"
"Q03655","YMR215W","GroupI"
"P38011","YMR116C","GroupI"
"P38812","YHR100C","GroupI"
"P12709","YBR196C","GroupI"
"P15442","YDR283C","GroupI"
"P37020","YJR040W","GroupI"
"P25569","YCL039W","GroupI"
"P39958","YER136W","GroupI"
"P38988","YDL198C","GroupI"
"P38138","YBR229C","GroupI"
"Q04924","YDR221W","GroupI"
"P39722","YAL048C","GroupI"
"P40208","YMR135C","GroupI"
"Q04458","YMR110C","GroupI"
"P38682","YER122C","GroupI"
"P39726","YAL044C","GroupI"
"Q06625","YPR184W","GroupI"
"P38301","YBR187W","GroupI"
"P25346","YCR098C","GroupI"
"Q12125","YOR164C","GroupI"
"P49095","YMR189W","GroupI"
"P41818","YMR311C","GroupI"
"Q12434","YDL135C","GroupI"
"Q12060","YPL254W","GroupI"
"P32288","YPR035W","GroupI"
"Q02979","YPL110C","GroupI"
"P53192","YGL020C","GroupI"
"Q12154","YDL100C","GroupI"
"P32775","YEL011W","GroupI"
"P25574","YCL045C","GroupI"
"Q03071","YPL046C","GroupI"
"P53861","YNL230C","GroupI"
"P32803","YGL200C","GroupI"
"P32352","YMR202W","GroupI"
"Q08822","YOR356W","GroupI"
"P38748","YHL010C","GroupI"
"P12385","YBR143C","GroupI"
"P27882","YGR029W","GroupI"
"Q12284","YPR037C","GroupI"
"Q03018","YGR098C","GroupI"
"Q12480","YPR004C","GroupI"
"P38913","YDL045C","GroupI"
"P25087","YML008C","GroupI"
"P38604","YHR072W","GroupI"
"P43613","YFR041C","GroupI"
"Q12361","YDL035C","GroupI"
"P17261","YCR075C","GroupI"
"P38071","YBR026C","GroupI"
"P09201","YLR377C","GroupI"
"Q06551","YLR246W","GroupI"
"P22696","YJR017C","GroupI"
"Q04410","YDR517W","GroupI"
"P54781","YMR015C","GroupI"
"P32476","YGR175C","GroupI"
"P24521","YMR220W","GroupI"
"P38289","YBR163W","GroupI"
"P19658","YJL085W","GroupI"
"P35731","YKL055C","GroupI"
"Q04660","YMR049C","GroupI"
"P40030","YER044C","GroupI"
"Q06344","YDR365C","GroupI"
"P38261","YBR102C","GroupI"
"P32497","YMR309C","GroupI"
"P32462","YNL280C","GroupI"
"Q05040","YMR029C","GroupI"
"P36039","YKL207W","GroupI"
"P53938","YNL080C","GroupI"
"P25340","YGL012W","GroupI"
"P16151","YDR414C","GroupI"
"P18414","YBL040C","GroupI"
"P38140","YBR239C","GroupI"
"Q03103","YML130C","GroupI"
"P05453","YDR172W","GroupI"
"P53839","YNL274C","GroupI"
"P53337","YGR284C","GroupI"
"Q08650","YOR245C","GroupI"
"P53970","YNL024C","GroupI"
"P12754","YGR083C","GroupI"
"Q04651","YML067C","GroupI"
"P39727","YAL042W","GroupI"
"Q08649","YOR244W","GroupI"
"P53743","YNR054C","GroupI"
"P40217","YMR146C","GroupI"
"P36053","YKL160W","GroupI"
"Q05874","YLR285W","GroupI"
"Q04067","YDR429C","GroupI"
"Q06706","YLR384C","GroupI"
"P38736","YHL031C","GroupI"
"P42935","YGR200C","GroupI"
"Q02884","YPL101W","GroupI"
"P47160","YJR125C","GroupI"
"P43572","YFL024C","GroupI"
"P38333","YBR247C","GroupI"
"Q12382","YOR311C","GroupI"
"P39517","YDL160C","GroupI"
"Q04217","YMR128W","GroupI"
"P36009","YKL078W","GroupI"
"P09624","YFL018C","GroupI"
"P40099","YER183C","GroupI"
"P40088","YER145C","GroupI"
"P08417","YPL262W","GroupI"
"P31380","YAL019W","GroupI"
"P43557","YFL046W","GroupI"
"P53973","YNL021W","GroupI"
"P42837","YNL325C","GroupI"
"P32599","YDR129C","GroupI"
"P38124","YBR008C","GroupI"
"Q08968","YPL222W","GroupI"
"P22007","YDL090C","GroupI"
"P53848","YNL256W","GroupI"
"Q08023","YLR077W","GroupI"
"P38866","YHR176W","GroupI"
"Q02207","YKR009C","GroupI"
"P36088","YKL069W","GroupI"
"P40464","YIL134W","GroupI"
"P32785","YBL013W","GroupI"
"P15646","YDL014W","GroupI"
"Q08911","YOR388C","GroupI"
"Q02883","YPL103C","GroupI"
"P53889","YNL168C","GroupI"
"P40008","YER004W","GroupI"
"P29704","YHR190W","GroupI"
"P40988","YMR319C","GroupI"
"P40491","YIL098C","GroupI"
"Q03034","YDR539W","GroupI"
"P0CE41","YLR256W","GroupI"
"P38260","YBR101C","GroupI"
"P45976","YJR093C","GroupI"
"Q12341","YPL001W","GroupI"
"P07149","YKL182W","GroupI"
"P26793","YKL113C","GroupI"
"P39676","YGR234W","GroupI"
"Q03254","YMR277W","GroupI"
"Q12035","YLR051C","GroupI"
"P25621","YCR028C","GroupI"
"P53971","YNL023C","GroupI"
"P53917","YNL127W","GroupI"
"P19097","YPL231W","GroupI"
"P25333","YCR008W","GroupI"
"P34756","YFR019W","GroupI"
"P32771","YDL168W","GroupI"
"P53199","YGL001C","GroupI"
"Q12452","YLR100W","GroupI"
"P42940","YGR207C","GroupI"
"P38137","YBR222C","GroupI"
"P25358","YCR034W","GroupI"
"P38874","YHR187W","GroupI"
"P32353","YLR056W","GroupI"
"Q05498","YDR339C","GroupI"
"P32472","YDR519W","GroupI"
"P38225","YBR041W","GroupI"
"Q12178","YPR062W","GroupI"
"P41546","YFL031W","GroupI"
"Q06143","YLR348C","GroupI"
"Q08496","YOR080W","GroupI"
"P41819","YPL266W","GroupI"
"P47027","YJL090C","GroupI"
"P47138","YJR097W","GroupI"
"P53388","YPL265W","GroupI"
"P38791","YHR068W","GroupI"
"P69771","YKR035W-A","GroupI"
"Q03652","YMR211W","GroupI"
"P40553","YIL010W","GroupI"
"P38821","YHR113W","GroupI"
"P14284","YPL167C","GroupI"
"P27344","YBR278W","GroupI"
"Q06063","YLR405W","GroupI"
"P40526","YIL049W","GroupI"
"P38859","YHR164C","GroupI"
"Q12429","YLR143W","GroupI"
"P38332","YBR246W","GroupI"
"P14020","YPR183W","GroupI"
"Q05521","YDR284C","GroupI"
"P36108","YKL002W","GroupI"
"Q07505","YDL086W","GroupI"
"P36037","YKL213C","GroupI"
"P32461","YKL191W","GroupI"
"Q06819","YPR082C","GroupI"
"P32469","YLR172C","GroupI"
"P53063","YGL246C","GroupI"
"P07807","YOR236W","GroupI"
"P21951","YNL262W","GroupI"
"P38121","YBL035C","GroupI"
"P53095","YGL196W","GroupI"
"P54858","YDR068W","GroupI"
"P47120","YJR070C","GroupI"
"Q04603","YDR121W","GroupI"
"P53255","YGR093W","GroupI"
"P40516","YIL064W","GroupI"
"P38737","YHL030W","GroupI"
"P39985","YEL055C","GroupI"
"P32892","YLL008W","GroupI"
"P38836","YHR132C","GroupI"
"P34216","YBL047C","GroupI"
"P40318","YIL030C","GroupI"
"P54861","YLL001W","GroupI"
"Q04089","YDR440W","GroupI"
"Q12432","YPR023C","GroupI"
"P32471","YAL003W","GroupI"
"P04819","YDL164C","GroupI"
"Q03921","YDR141C","GroupI"
"P15801","YOR330C","GroupI"
"Q08387","YOR005C","GroupI"
"P24482","YPR175W","GroupI"
"P36049","YKL172W","GroupI"
"Q03212","YMR171C","GroupI"
"P33309","YNL001W","GroupI"
"P40487","YIL103W","GroupI"
"P38213","YBR007C","GroupI"
"P31385","YAL013W","GroupI"
"P53911","YNL136W","GroupI"
"P35195","YBL001C","GroupI"
"Q3E840","YBL071W-A","GroupI"
"P38347","YBR271W","GroupI"
"P47163","YJR129C","GroupI"
"P39013","YNL084C","GroupI"
"P42842","YNL313C","GroupI"
"Q04406","YDR512C","GroupI"
"P32626","YEL038W","GroupI"
"Q12003","YPL236C","GroupI"
"Q08651","YOR246C","GroupI"
"Q3E705","YGR271C-A","GroupI"
"Q03653","YMR212C","GroupI"
"Q02908","YPL086C","GroupI"
"P40564","YIR004W","GroupI"
"P25615","YCR014C","GroupI"
"P33317","YBR252W","GroupI"
"P14741","YKR026C","GroupI"
"P32502","YLR291C","GroupI"
"P06103","YOR361C","GroupI"
"P02992","YOR187W","GroupI"
"P53073","YGL231C","GroupI"
"Q04868","YMR312W","GroupI"
"P02994","YPR080W, YBR118W","GroupI"
"P39998","YEL015W","GroupI"
"Q05902","YLR299W","GroupI"
"P53200","YGR001C","GroupI"
"P33412","YGR007W","GroupI"
"P38249","YBR079C","GroupI"
"P32501","YDR211W","GroupI"
"P53235","YGR054W","GroupI"
"P43605","YFR027W","GroupI"
"Q12050","YOR144C","GroupI"
"Q06337","YDR359C","GroupI"
"P09032","YOR260W","GroupI"
"P47133","YJR088C","GroupI"
"P38182","YBL078C","GroupI"
"Q12142","YDL149W","GroupI"
"P31384","YAL021C","GroupI"
"P40202","YMR038C","GroupI"
"P22135","YJL180C","GroupI"
"P53722","YNR020C","GroupI"
"P00856","Q0080","GroupI"
"P09798","YKL022C","GroupI"
"P61829","Q0130","GroupI"
"P34243","YKL017C","GroupI"
"P22146","YMR307W","GroupI"
"P06174","YOR278W","GroupI"
"P22023","YOR336W","GroupI"
"P33399","YDL051W","GroupI"
"P08638","YLR451W","GroupI"
"P32875","YOR196C","GroupI"
"P43586","YFR001W","GroupI"
"Q07923","YLR011W","GroupI"
"P38162","YBL107C","GroupI"
"Q10740","YNL045W","GroupI"
"Q06508","YPR139C","GroupI"
"P36146","YKR063C","GroupI"
"Q12502","YOR322C","GroupI"
"P07264","YGL009C","GroupI"
"P50087","YGR235C","GroupI"
"P40079","YER127W","GroupI"
"Q02799","YPL054W","GroupI"
"P04173","YCL018W","GroupI"
"Q96VH5","YCL057C-A","GroupI"
"P50107","YML004C","GroupI"
"Q06005","YLR239C","GroupI"
"P53153","YGL085W","GroupI"
"Q12342","YDL146W","GroupI"
"P36112","YKR016W","GroupI"
"P38873","YHR186C","GroupI"
"P53158","YGL079W","GroupI"
"P36046","YKL195W","GroupI"
"Q08045","YLR104W","GroupI"
"P39518","YER015W","GroupI"
"P40970","YDR062W","GroupI"
"Q04081","YDR435C","GroupI"
"Q01846","YML104C","GroupI"
"P35191","YFL016C","GroupI"
"P18409","YAL010C","GroupI"
"O60200","YKL053C-A","GroupI"
"P33310","YLR188W","GroupI"
"P15807","YBR213W","GroupI"
"P39014","YIL046W","GroupI"
"P41800","YLL006W","GroupI"
"Q06436","YLR427W","GroupI"
"P20484","YKL021C","GroupI"
"O14467","YOR298C-A","GroupI"
"Q01159","YGL130W","GroupI"
"P41910","YDR005C","GroupI"
"P38174","YBL091C","GroupI"
"P39692","YFR030W","GroupI"
"P41821","YNL291C","GroupI"
"P36060","YKL150W","GroupI"
"P57743","YLR438C-A","GroupI"
"P23060","YCR019W","GroupI"
"P22134","YER142C","GroupI"
"P40070","YER112W","GroupI"
"P22855","YGL156W","GroupI"
"Q01662","YLR244C","GroupI"
"P36775","YBL022C","GroupI"
"P47051","YJL046W","GroupI"
"P40089","YER146W","GroupI"
"P47017","YJL124C","GroupI"
"P40513","YIL070C","GroupI"
"P18408","YPR167C","GroupI"
"P43619","YFR047C","GroupI"
"P38795","YHR074W","GroupI"
"P27929","YNL137C","GroupI"
"Q12374","YPR155C","GroupI"
"P25625","YCR044C","GroupI"
"P40096","YER159C","GroupI"
"Q02783","YPL060W","GroupI"
"P38702","YHR002W","GroupI"
"P36016","YKL073W","GroupI"
"P38852","YHR156C","GroupI"
"Q03667","YMR002W","GroupI"
"P53919","YNL124W","GroupI"
"Q06504","YPR131C","GroupI"
"Q08920","YPL178W","GroupI"
"P34160","YMR125W","GroupI"
"P16603","YHR042W","GroupI"
"P40360","YJL071W","GroupI"
"P25293","YKR048C","GroupI"
"P53914","YNL132W","GroupI"
"Q12163","YDR162C","GroupI"
"Q02197","YEL053C","GroupI"
"P38879","YHR193C","GroupI"
"P12945","YDL040C","GroupI"
"P37293","YGR147C","GroupI"
"P38626","YIL043C","GroupI"
"P30771","YMR080C","GroupI"
"Q00539","YHR086W","GroupI"
"Q08689","YOR253W","GroupI"
"Q03920","YDR140W","GroupI"
"Q12093","YDL033C","GroupI"
"Q99271","YLR138W","GroupI"
"P53238","YGR058W","GroupI"
"P38880","YHR194W","GroupI"
"P32569","YER022W","GroupI"
"P40484","YIL106W","GroupI"
"P07884","YOR274W","GroupI"
"P08536","YJR010W","GroupI"
"P47169","YJR137C","GroupI"
"P08465","YNL277W","GroupI"
"Q12205","YLR057W","GroupI"
"Q99257","YPL169C","GroupI"
"P53152","YGL087C","GroupI"
"P38191","YBL049W","GroupI"
"P48563","YNL297C","GroupI"
"Q06213","YPR168W","GroupI"
"P19263","YLR071C","GroupI"
"P25046","YBL093C","GroupI"
"Q12343","YOR174W","GroupI"
"P24719","YOR351C","GroupI"
"P38304","YBR193C","GroupI"
"Q08176","YOL026C","GroupI"
"P40850","YNL085W","GroupI"
"P53102","YGL183C","GroupI"
"P38888","YHR204W","GroupI"
"P23748","YMR036C","GroupI"
"Q08278","YOL135C","GroupI"
"P38782","YHR058C","GroupI"
"P32179","YOL064C","GroupI"
"P32906","YJR131W","GroupI"
"P32783","YBR236C","GroupI"
"P36032","YKL221W","GroupI"
"P29496","YLR274W","GroupI"
"P38132","YBR202W","GroupI"
"P17505","YKL085W","GroupI"
"Q92328","YOL009C","GroupI"
"P19659","YOL051W","GroupI"
"P40469","YIL128W","GroupI"
"Q08601","YOR197W","GroupI"
"P36051","YKL165C","GroupI"
"P32354","YIL150C","GroupI"
"P29469","YBL023C","GroupI"
"P24279","YEL032W","GroupI"
"P38633","YGL127C","GroupI"
"P10962","YAL025C","GroupI"
"P32333","YPL082C","GroupI"
"Q12019","YLR106C","GroupI"
"P07866","YAL024C","GroupI"
"Q07508","YDL087C","GroupI"
"P40495","YIL094C","GroupI"
"P36007","YKL218C","GroupI"
"P49367","YDR234W","GroupI"
"Q07376","YDL054C","GroupI"
"P53091","YGL201C","GroupI"
"Q06567","YLR253W","GroupI"
"P30665","YPR019W","GroupI"
"P40957","YGL086W","GroupI"
"P36013","YKL029C","GroupI"
"Q07980","YLR035C","GroupI"
"P42951","YJL100W","GroupI"
"P41318","YNL006W","GroupI"
"P38112","YBR142W","GroupI"
"Q12296","YOL060C","GroupI"
"P35688","YDL240W","GroupI"
"P53145","YGL099W","GroupI"
"P40958","YJL030W","GroupI"
"P38203","YBL026W","GroupI"
"P38999","YNR050C","GroupI"
"P38286","YBR159W","GroupI"
"Q04781","YMR247C","GroupI"
"P38998","YIR034C","GroupI"
"Q12176","YDR060W","GroupI"
"P25491","YNL064C","GroupI"
"P38920","YMR167W","GroupI"
"Q12083","YPL164C","GroupI"
"P53905","YNL147W","GroupI"
"P07702","YBR115C","GroupI"
"Q12405","YOR084W","GroupI"
"P38828","YHR121W","GroupI"
"P47093","YJR022W","GroupI"
"P25369","YCL034W","GroupI"
"Q03677","YMR009W","GroupI"
"Q12387","YOL076W","GroupI"
"P38996","YPL190C","GroupI"
"Q03151","YMR097C","GroupI"
"P53128","YGL125W","GroupI"
"P39731","YAL034W-A","GroupI"
"P28737","YGR028W","GroupI"
"Q06489","YPR118W","GroupI"
"P48240","YGR158C","GroupI"
"P47047","YJL050W","GroupI"
"Q03429","YDR493W","GroupI"
"Q03455","YDR205W","GroupI"
"P40959","YMR004W","GroupI"
"P25566","YCL033C","GroupI"
"P21339","YOR188W","GroupI"
"P34246","YKL098W","GroupI"
"P53320","YGR257C","GroupI"
"P53944","YNL063W","GroupI"
"P14908","YMR228W","GroupI"
"P32377","YNR043W","GroupI"
"Q04751","YMR069W","GroupI"
"P32559","YMR023C","GroupI"
"P47095","YJR024C","GroupI"
"Q07938","YLR017W","GroupI"
"P38860","YHR168W","GroupI"
"P46985","YJL183W","GroupI"
"P25588","YCL061C","GroupI"
"P25847","YOL090W","GroupI"
"P38849","YHR151C","GroupI"
"P53070","YGL236C","GroupI"
"Q03162","YMR100W","GroupI"
"P29952","YER003C","GroupI"
"P53166","YGL064C","GroupI"
"Q05648","YDR282C","GroupI"
"P10507","YLR163C","GroupI"
"P40567","YIR009W","GroupI"
"P38994","YDR208W","GroupI"
"P47018","YJL123C","GroupI"
"P38694","YHR039C","GroupI"
"P32335","YLR203C","GroupI"
"P53129","YGL124C","GroupI"
"P35728","YKL059C","GroupI"
"P41940","YDL055C","GroupI"
"Q12175","YDL154W","GroupI"
"P46151","YPL023C","GroupI"
"P32334","YGR014W","GroupI"
"P53045","YGR060W","GroupI"
"P25846","YHR120W","GroupI"
"P40965","YFL003C","GroupI"
"P43563","YFL034C-B","GroupI"
"P33201","YKL009W","GroupI"
"P40029","YER042W","GroupI"
"P52918","YDR335W","GroupI"
"P25336","YCR092C","GroupI"
"P53163","YGL068W","GroupI"
"P40562","YIR002C","GroupI"
"Q12404","YOR288C","GroupI"
"Q02046","YKR080W","GroupI"
"P23641","YJR077C","GroupI"
"P15424","YDR194C","GroupI"
"P53123","YGL136C","GroupI"
"P32829","YMR224C","GroupI"
"Q99189","YOR160W","GroupI"
"P47083","YJR002W","GroupI"
"Q03079","YPL041C","GroupI"
"Q05473","YDR336W","GroupI"
"O75012","YDL045W-A","GroupI"
"Q08925","YPL184C","GroupI"
"P39107","YPL050C","GroupI"
"P53157","YGL080W","GroupI"
"P11914","YHR024C","GroupI"
"P25270","YOR201C","GroupI"
"Q03834","YDR097C","GroupI"
"P50108","YDR245W","GroupI"
"P47123","YJR074W","GroupI"
"P54199","YDL028C","GroupI"
"Q06106","YPR112C","GroupI"
"Q03104","YML128C","GroupI"
"P52920","YGL091C","GroupI"
"Q92317","YDR397C","GroupI"
"P38205","YBL024W","GroupI"
"P38292","YBR168W","GroupI"
"P38244","YBR074W","GroupI"
"Q06287","YLR186W","GroupI"
"Q03503","YPR051W","GroupI"
"P53903","YNL149C","GroupI"
"P15380","YOR348C","GroupI"
"P53335","YGR280C","GroupI"
"Q00578","YIL143C","GroupI"
"P25443","YGL123W","GroupI"
"P09547","YPL016W","GroupI"
"Q08281","YOL138C","GroupI"
"Q12108","YOR118W","GroupI"
"P53292","YGR165W","GroupI"
"P47141","YJR101W","GroupI"
"Q05900","YLR298C","GroupI"
"Q07478","YDL084W","GroupI"
"Q03124","YML127W","GroupI"
"P40033","YER050C","GroupI"
"P38175","YBL090W","GroupI"
"Q02950","YPL118W","GroupI"
"P25343","YCR009C","GroupI"
"P32832","YMR091C","GroupI"
"P32911","YNL244C","GroupI"
"P40161","YNL206C","GroupI"
"P38850","YHR154W","GroupI"
"P38701","YHL015W","GroupI"
"P40018","YER029C","GroupI"
"P40496","YIL093C","GroupI"
"Q00916","YIL061C","GroupI"
"Q02206","YKR008W","GroupI"
"Q03799","YMR158W","GroupI"
"P33759","YBR251W","GroupI"
"Q07794","YLL002W","GroupI"
"Q08963","YPL213W","GroupI"
"Q05543","YDR289C","GroupI"
"P28778","YKL003C","GroupI"
"Q03976","YDR175C","GroupI"
"P39743","YDR388W","GroupI"
"O14464","YPL183W-A","GroupI"
"P42847","YNL306W","GroupI"
"P21771","YDR337W","GroupI"
"Q12234","YOR216C","GroupI"
"P26321","YPL131W","GroupI"
"P05317","YLR340W","GroupI"
"P04456","YOL127W","GroupI"
"P40571","YIR015W","GroupI"
"Q07915","YLR009W","GroupI"
"Q12508","YDR255C","GroupI"
"P05747","YFR032C-A","GroupI"
"P36532","YBR268W","GroupI"
"Q03305","YDR465C","GroupI"
"P53060","YGL250W","GroupI"
"Q02555","YMR239C","GroupI"
"P35996","YKL170W","GroupI"
"P51998","YML025C","GroupI"
"Q06678","YDR322W","GroupI"
"Q03441","YDL001W","GroupI"
"P43620","YFR048W","GroupI"
"P20436","YOR224C","GroupI"
"Q01080","YNL248C","GroupI"
"P32910","YNR003C","GroupI"
"P35718","YKL144C","GroupI"
"P38771","YHR038W","GroupI"
"P05318","YDL081C","GroupI"
"Q03195","YDR091C","GroupI"
"P05750","YNL178W","GroupI"
"P53598","YOR142W","GroupI"
"P43609","YFR037C","GroupI"
"Q04693","YML049C","GroupI"
"P53394","YPR003C","GroupI"
"P53312","YGR244C","GroupI"
"Q08417","YOR049C","GroupI"
"P05759","YLR167W","GroupI"
"P40156","YNL213C","GroupI"
"P27999","YGL070C","GroupI"
"P04050","YDL140C","GroupI"
"P36144","YKR060W","GroupI"
"Q12532","YPL009C","GroupI"
"Q04307","YDR045C","GroupI"
"P43565","YFL033C","GroupI"
"P23796","YMR283C","GroupI"
"P41805","YLR075W","GroupI"
"Q03691","YMR200W","GroupI"
"P25042","YPR065W","GroupI"
"P08518","YOR151C","GroupI"
"P53893","YNL163C","GroupI"
"P38066","YBL033C","GroupI"
"P38615","YMR139W","GroupI"
"P20433","YJL140W","GroupI"
"P38145","YBR256C","GroupI"
"P09938","YJL026W","GroupI"
"P21243","YGL011C","GroupI"
"P19735","YBR055C","GroupI"
"P50086","YGR232W","GroupI"
"P34222","YBL057C","GroupI"
"P53295","YGR173W","GroupI"
"P38623","YLR248W","GroupI"
"P06838","YML095C","GroupI"
"P14737","YDR217C","GroupI"
"P32863","YGL163C","GroupI"
"Q08096","YOL010W","GroupI"
"Q12188","YPR007C","GroupI"
"P12687","YNL005C","GroupI"
"Q07844","YLL034C","GroupI"
"P50861","YOL143C","GroupI"
"P38741","YHL024W","GroupI"
"P40160","YNL207W","GroupI"
"Q03942","YDR198C","GroupI"
"P16370","YIL021W","GroupI"
"P34087","YDR404C","GroupI"
"P04051","YOR116C","GroupI"
"P41903","YJR019C","GroupI"
"Q01329","YAL043C","GroupI"
"P49960","YMR268C","GroupI"
"P25043","YOR157C","GroupI"
"P33334","YHR165C","GroupI"
"P30657","YFR050C","GroupI"
"P32901","YKR093W","GroupI"
"P07274","YOR122C","GroupI"
"P33203","YKL012W","GroupI"
