"protein","Gene","orthogroup"
"P36169","YKR100C","S+Genus-Single"
"P36224","YMR294W","S+Genus-Single"
"P36421","YGR185C","S+Genus-Single"
"P36516","YMR024W","S+Genus-Single"
"P36517","YLR439W","S+Genus-Single"
"P36519","YDR237W","S+Genus-Single"
"P36520","YNL284C","S+Genus-Single"
"P36521","YDL202W","S+Genus-Single"
"P36523","YLR312W-A","S+Genus-Single"
"P36525","YMR193W","S+Genus-Single"
"P36526","YBR282W","S+Genus-Single"
"P36527","YDR462W","S+Genus-Single"
"P36528","YNL252C","S+Genus-Single"
"P36532","YBR268W","S+Genus-Single"
"P36533","YML009C","S+Genus-Single"
"P36534","YPL173W","S+Genus-Single"
"P36775","YBL022C","S+Genus-Single"
"P36973","YDR441C","S+Genus-Single"
"P37020","YJR040W","S+Genus-Single"
"P37254","YNR033W","S+Genus-Single"
"P37262","YCR073W-A","S+Genus-Single"
"P37263","YCR087C-A","S+Genus-Single"
"P37267","YGR174C","S+Genus-Single"
"P37291","YLR058C","S+Genus-Single"
"P37292","YBR263W","S+Genus-Single"
"P37293","YGR147C","S+Genus-Single"
"P37296","YMR054W","S+Genus-Single"
"P37297","YLR305C","S+Genus-Single"
"P37298","YDR178W","S+Genus-Single"
"P37299","YHR001W-A","S+Genus-Single"
"P37303","YEL046C","S+Genus-Single"
"P37304","YDR251W","S+Genus-Single"
"P37366","YPR025C","S+Genus-Single"
"P37838","YPL043W","S+Genus-Single"
"P38011","YMR116C","S+Genus-Single"
"P38013","YLR109W","S+Genus-Single"
"P38041","YBL085W","S+Genus-Single"
"P38042","YBL084C","S+Genus-Single"
"P38061","YBL092W","S+Genus-Single"
"P38064","YBL038W","S+Genus-Single"
"P38065","YBL037W","S+Genus-Single"
"P38066","YBL033C","S+Genus-Single"
"P38067","YBR006W","S+Genus-Single"
"P38069","YBR015C","S+Genus-Single"
"P38070","YBR028C","S+Genus-Single"
"P38071","YBR026C","S+Genus-Single"
"P38072","YBR024W","S+Genus-Single"
"P38073","YBR033W","S+Genus-Single"
"P38074","YBR034C","S+Genus-Single"
"P38075","YBR035C","S+Genus-Single"
"P38077","YBR039W","S+Genus-Single"
"P38079","YBR054W","S+Genus-Single"
"P38080","YBR059C","S+Genus-Single"
"P38081","YBR056W","S+Genus-Single"
"P38082","YBR066C","S+Genus-Single"
"P38083","YBR063C","S+Genus-Single"
"P38085","YBR069C","S+Genus-Single"
"P38088","YBR121C","S+Genus-Single"
"P38089","YBR125C","S+Genus-Single"
"P38109","YBR139W","S+Genus-Single"
"P38110","YBL088C","S+Genus-Single"
"P38111","YBR136W","S+Genus-Single"
"P38112","YBR142W","S+Genus-Single"
"P38114","YBR150C","S+Genus-Single"
"P38116","YBR164C","S+Genus-Single"
"P38120","YBR146W","S+Genus-Single"
"P38121","YBL035C","S+Genus-Single"
"P38123","YBR175W","S+Genus-Single"
"P38124","YBR008C","S+Genus-Single"
"P38125","YBR180W","S+Genus-Single"
"P38126","YBR186W","S+Genus-Single"
"P38127","YBR192W","S+Genus-Single"
"P38128","YBR182C","S+Genus-Single"
"P38129","YBR198C","S+Genus-Single"
"P38130","YBR205W","S+Genus-Single"
"P38131","YBR199W","S+Genus-Single"
"P38132","YBR202W","S+Genus-Single"
"P38137","YBR222C","S+Genus-Single"
"P38138","YBR229C","S+Genus-Single"
"P38139","YBR204C","S+Genus-Single"
"P38140","YBR239C","S+Genus-Single"
"P38141","YBR240C","S+Genus-Single"
"P38142","YBR241C","S+Genus-Single"
"P38143","YBR244W","S+Genus-Single"
"P38145","YBR256C","S+Genus-Single"
"P38146","YBR264C","S+Genus-Single"
"P38147","YBR274W","S+Genus-Single"
"P38148","YBR276C","S+Genus-Single"
"P38149","YBR281C","S+Genus-Single"
"P38150","YBR284W","S+Genus-Single"
"P38151","YBR233W","S+Genus-Single"
"P38152","YBR291C","S+Genus-Single"
"P38153","YBR288C","S+Genus-Single"
"P38162","YBL107C","S+Genus-Single"
"P38164","YBL104C","S+Genus-Single"
"P38165","YBL103C","S+Genus-Single"
"P38166","YBL102W","S+Genus-Single"
"P38167","YBL101C","S+Genus-Single"
"P38169","YBL098W","S+Genus-Single"
"P38170","YBL097W","S+Genus-Single"
"P38174","YBL091C","S+Genus-Single"
"P38175","YBL090W","S+Genus-Single"
"P38176","YBL089W","S+Genus-Single"
"P38177","YBL086C","S+Genus-Single"
"P38179","YBL082C","S+Genus-Single"
"P38180","YBL081W","S+Genus-Single"
"P38182","YBL078C","S+Genus-Single"
"P38185","YBL071C","S+Genus-Single"
"P38187","YBL067C","S+Genus-Single"
"P38191","YBL049W","S+Genus-Single"
"P38193","YBL046W","S+Genus-Single"
"P38194","YBL044W","S+Genus-Single"
"P38195","YBL043W","S+Genus-Single"
"P38196","YBL042C","S+Genus-Single"
"P38197","YBL036C","S+Genus-Single"
"P38198","YBL034C","S+Genus-Single"
"P38199","YBL032W","S+Genus-Single"
"P38200","YBL031W","S+Genus-Single"
"P38201","YBL029W","S+Genus-Single"
"P38202","YBL028C","S+Genus-Single"
"P38203","YBL026W","S+Genus-Single"
"P38204","YBL025W","S+Genus-Single"
"P38205","YBL024W","S+Genus-Single"
"P38206","YBL020W","S+Genus-Single"
"P38207","YBL019W","S+Genus-Single"
"P38208","YBL018C","S+Genus-Single"
"P38211","YBR004C","S+Genus-Single"
"P38212","YBR005W","S+Genus-Single"
"P38213","YBR007C","S+Genus-Single"
"P38215","YBR013C","S+Genus-Single"
"P38216","YBR016W","S+Genus-Single"
"P38217","YBR017C","S+Genus-Single"
"P38218","YBR022W","S+Genus-Single"
"P38219","YBR025C","S+Genus-Single"
"P38221","YBR029C","S+Genus-Single"
"P38222","YBR030W","S+Genus-Single"
"P38223","YBR032W","S+Genus-Single"
"P38224","YBR040W","S+Genus-Single"
"P38225","YBR041W","S+Genus-Single"
"P38226","YBR042C","S+Genus-Single"
"P38227","YBR043C","S+Genus-Single"
"P38228","YBR044C","S+Genus-Single"
"P38229","YBR045C","S+Genus-Single"
"P38230","YBR046C","S+Genus-Single"
"P38231","YBR047W","S+Genus-Single"
"P38232","YBR050C","S+Genus-Single"
"P38234","YBR052C","S+Genus-Single"
"P38235","YBR053C","S+Genus-Single"
"P38236","YBR057C","S+Genus-Single"
"P38237","YBR058C","S+Genus-Single"
"P38238","YBR061C","S+Genus-Single"
"P38239","YBR062C","S+Genus-Single"
"P38241","YBR065C","S+Genus-Single"
"P38242","YBR070C","S+Genus-Single"
"P38243","YBR071W","S+Genus-Single"
"P38246","YBR076W","S+Genus-Single"
"P38247","YBR077C","S+Genus-Single"
"P38248","YBR078W","S+Genus-Single"
"P38249","YBR079C","S+Genus-Single"
"P38250","YBR086C","S+Genus-Single"
"P38251","YBR087W","S+Genus-Single"
"P38254","YBR094W","S+Genus-Single"
"P38255","YBR095C","S+Genus-Single"
"P38256","YBR096W","S+Genus-Single"
"P38257","YBR098W","S+Genus-Single"
"P38260","YBR101C","S+Genus-Single"
"P38261","YBR102C","S+Genus-Single"
"P38262","YBR103W","S+Genus-Single"
"P38263","YBR105C","S+Genus-Single"
"P38264","YBR106W","S+Genus-Single"
"P38265","YBR107C","S+Genus-Single"
"P38266","YBR108W","S+Genus-Single"
"P38272","YBR130C","S+Genus-Single"
"P38273","YBR131W","S+Genus-Single"
"P38274","YBR133C","S+Genus-Single"
"P38277","YBR138C","S+Genus-Single"
"P38278","YBR141C","S+Genus-Single"
"P38279","YBR147W","S+Genus-Single"
"P38281","YBR151W","S+Genus-Single"
"P38282","YBR152W","S+Genus-Single"
"P38283","YBR156C","S+Genus-Single"
"P38284","YBR157C","S+Genus-Single"
"P38285","YBR158W","S+Genus-Single"
"P38286","YBR159W","S+Genus-Single"
"P38287","YBR161W","S+Genus-Single"
"P38288","YBR162C","S+Genus-Single"
"P38289","YBR163W","S+Genus-Single"
"P38290","YBR165W","S+Genus-Single"
"P38292","YBR168W","S+Genus-Single"
"P38293","YBR173C","S+Genus-Single"
"P38295","YBR177C","S+Genus-Single"
"P38297","YBR179C","S+Genus-Single"
"P38298","YBR183W","S+Genus-Single"
"P38299","YBR184W","S+Genus-Single"
"P38300","YBR185C","S+Genus-Single"
"P38302","YBR188C","S+Genus-Single"
"P38304","YBR193C","S+Genus-Single"
"P38305","YBR194W","S+Genus-Single"
"P38306","YBR197C","S+Genus-Single"
"P38307","YBR201W","S+Genus-Single"
"P38308","YBR203W","S+Genus-Single"
"P38310","YBR207W","S+Genus-Single"
"P38312","YBR210W","S+Genus-Single"
"P38313","YBR211C","S+Genus-Single"
"P38315","YBR216C","S+Genus-Single"
"P38316","YBR217W","S+Genus-Single"
"P38318","YBR220C","S+Genus-Single"
"P38319","YBR223C","S+Genus-Single"
"P38321","YBR225W","S+Genus-Single"
"P38323","YBR227C","S+Genus-Single"
"P38324","YBR228W","S+Genus-Single"
"P38325","YBR230C","S+Genus-Single"
"P38326","YBR231C","S+Genus-Single"
"P38328","YBR234C","S+Genus-Single"
"P38329","YBR235W","S+Genus-Single"
"P38330","YBR238C","S+Genus-Single"
"P38331","YBR242W","S+Genus-Single"
"P38332","YBR246W","S+Genus-Single"
"P38333","YBR247C","S+Genus-Single"
"P38334","YBR254C","S+Genus-Single"
"P38335","YBR255W","S+Genus-Single"
"P38336","YBR257W","S+Genus-Single"
"P38337","YBR258C","S+Genus-Single"
"P38338","YBR259W","S+Genus-Single"
"P38339","YBR260C","S+Genus-Single"
"P38340","YBR261C","S+Genus-Single"
"P38341","YBR262C","S+Genus-Single"
"P38342","YBR265W","S+Genus-Single"
"P38344","YBR267W","S+Genus-Single"
"P38346","YBR270C","S+Genus-Single"
"P38347","YBR271W","S+Genus-Single"
"P38348","YBR272C","S+Genus-Single"
"P38349","YBR273C","S+Genus-Single"
"P38351","YBR279W","S+Genus-Single"
"P38352","YBR280C","S+Genus-Single"
"P38353","YBR283C","S+Genus-Single"
"P38355","YBR287W","S+Genus-Single"
"P38356","YBR290W","S+Genus-Single"
"P38358","YBR293W","S+Genus-Single"
"P38360","YBR295W","S+Genus-Single"
"P38361","YBR296C","S+Genus-Single"
"P38430","YMR262W","S+Genus-Single"
"P38431","YPR041W","S+Genus-Single"
"P38555","YER031C","S+Genus-Single"
"P38590","YNL053W","S+Genus-Single"
"P38604","YHR072W","S+Genus-Single"
"P38615","YMR139W","S+Genus-Single"
"P38616","YNL160W","S+Genus-Single"
"P38622","YGL158W","S+Genus-Single"
"P38623","YLR248W","S+Genus-Single"
"P38624","YJL001W","S+Genus-Single"
"P38625","YMR217W","S+Genus-Single"
"P38626","YIL043C","S+Genus-Single"
"P38628","YEL058W","S+Genus-Single"
"P38629","YNL290W","S+Genus-Single"
"P38630","YOR217W","S+Genus-Single"
"P38632","YEL019C","S+Genus-Single"
"P38633","YGL127C","S+Genus-Single"
"P38635","YFR025C","S+Genus-Single"
"P38636","YNL259C","S+Genus-Single"
"P38637","YIR011C","S+Genus-Single"
"P38682","YER122C","S+Genus-Single"
"P38687","YPL243W","S+Genus-Single"
"P38688","YPL210C","S+Genus-Single"
"P38690","YHR033W","S+Genus-Single"
"P38691","YHR082C","S+Genus-Single"
"P38692","YHR102W","S+Genus-Single"
"P38694","YHR039C","S+Genus-Single"
"P38696","YHR129C","S+Genus-Single"
"P38698","YHR201C","S+Genus-Single"
"P38699","YHR178W","S+Genus-Single"
"P38700","YHL019C","S+Genus-Single"
"P38701","YHL015W","S+Genus-Single"
"P38702","YHR002W","S+Genus-Single"
"P38704","YHR006W","S+Genus-Single"
"P38705","YHR011W","S+Genus-Single"
"P38707","YHR019C","S+Genus-Single"
"P38708","YHR020W","S+Genus-Single"
"P38710","YHR046C","S+Genus-Single"
"P38712","YHR065C","S+Genus-Single"
"P38713","YHR073W","S+Genus-Single"
"P38714","YHR091C","S+Genus-Single"
"P38715","YHR104W","S+Genus-Single"
"P38716","YHR112C","S+Genus-Single"
"P38717","YNL257C","S+Genus-Single"
"P38727","YHL044W","S+Genus-Single"
"P38728","YHL043W","S+Genus-Single"
"P38729","YHL042W","S+Genus-Single"
"P38731","YHL040C","S+Genus-Single"
"P38732","YHL039W","S+Genus-Single"
"P38733","YHL037C","S+Genus-Single"
"P38734","YHL036W","S+Genus-Single"
"P38737","YHL030W","S+Genus-Single"
"P38738","YHL029C","S+Genus-Single"
"P38739","YHL028W","S+Genus-Single"
"P38740","YHL026C","S+Genus-Single"
"P38741","YHL024W","S+Genus-Single"
"P38742","YHL023C","S+Genus-Single"
"P38744","YHL018W","S+Genus-Single"
"P38745","YHL017W","S+Genus-Single"
"P38746","YHL014C","S+Genus-Single"
"P38747","YHL013C","S+Genus-Single"
"P38748","YHL010C","S+Genus-Single"
"P38749","YHL009C","S+Genus-Single"
"P38750","YHL008C","S+Genus-Single"
"P38751","YHL006C","S+Genus-Single"
"P38753","YHL002W","S+Genus-Single"
"P38756","YHR003C","S+Genus-Single"
"P38757","YHR004C","S+Genus-Single"
"P38758","YHR009C","S+Genus-Single"
"P38760","YHR015W","S+Genus-Single"
"P38763","YHR022C","S+Genus-Single"
"P38764","YHR027C","S+Genus-Single"
"P38765","YHR029C","S+Genus-Single"
"P38766","YHR031C","S+Genus-Single"
"P38767","YHR032W","S+Genus-Single"
"P38768","YHR034C","S+Genus-Single"
"P38769","YHR035W","S+Genus-Single"
"P38770","YHR036W","S+Genus-Single"
"P38771","YHR038W","S+Genus-Single"
"P38772","YHR040W","S+Genus-Single"
"P38775","YHR045W","S+Genus-Single"
"P38776","YHR048W","S+Genus-Single"
"P38777","YHR049W","S+Genus-Single"
"P38778","YHR050W","S+Genus-Single"
"P38779","YHR052W","S+Genus-Single"
"P38782","YHR058C","S+Genus-Single"
"P38785","YHR061C","S+Genus-Single"
"P38786","YHR062C","S+Genus-Single"
"P38787","YHR063C","S+Genus-Single"
"P38788","YHR064C","S+Genus-Single"
"P38790","YHR067W","S+Genus-Single"
"P38791","YHR068W","S+Genus-Single"
"P38792","YHR069C","S+Genus-Single"
"P38793","YHR070W","S+Genus-Single"
"P38794","YHR071W","S+Genus-Single"
"P38795","YHR074W","S+Genus-Single"
"P38796","YHR075C","S+Genus-Single"
"P38797","YHR076W","S+Genus-Single"
"P38798","YHR077C","S+Genus-Single"
"P38799","YHR078W","S+Genus-Single"
"P38800","YHR080C","S+Genus-Single"
"P38801","YHR081W","S+Genus-Single"
"P38803","YHR085W","S+Genus-Single"
"P38804","YHR087W","S+Genus-Single"
"P38805","YHR088W","S+Genus-Single"
"P38806","YHR090C","S+Genus-Single"
"P38809","YHR097C","S+Genus-Single"
"P38810","YHR098C","S+Genus-Single"
"P38811","YHR099W","S+Genus-Single"
"P38814","YHR103W","S+Genus-Single"
"P38815","YHR105W","S+Genus-Single"
"P38817","YHR108W","S+Genus-Single"
"P38821","YHR113W","S+Genus-Single"
"P38822","YHR114W","S+Genus-Single"
"P38823","YHR115C","S+Genus-Single"
"P38824","YHR116W","S+Genus-Single"
"P38825","YHR117W","S+Genus-Single"
"P38826","YHR118C","S+Genus-Single"
"P38829","YHR122W","S+Genus-Single"
"P38830","YHR124W","S+Genus-Single"
"P38832","YHR126C","S+Genus-Single"
"P38833","YHR127W","S+Genus-Single"
"P38835","YHR131C","S+Genus-Single"
"P38836","YHR132C","S+Genus-Single"
"P38837","YHR133C","S+Genus-Single"
"P38838","YHR134W","S+Genus-Single"
"P38839","YHR136C","S+Genus-Single"
"P38840","YHR137W","S+Genus-Single"
"P38841","YHR138C","S+Genus-Single"
"P38842","YHR140W","S+Genus-Single"
"P38843","YHR142W","S+Genus-Single"
"P38844","YHR143W","S+Genus-Single"
"P38845","YHR146W","S+Genus-Single"
"P38848","YHR150W","S+Genus-Single"
"P38849","YHR151C","S+Genus-Single"
"P38850","YHR154W","S+Genus-Single"
"P38851","YHR155W","S+Genus-Single"
"P38852","YHR156C","S+Genus-Single"
"P38853","YHR158C","S+Genus-Single"
"P38854","YHR159W","S+Genus-Single"
"P38855","YHR160C","S+Genus-Single"
"P38856","YHR161C","S+Genus-Single"
"P38858","YHR163W","S+Genus-Single"
"P38859","YHR164C","S+Genus-Single"
"P38862","YHR171W","S+Genus-Single"
"P38863","YHR172W","S+Genus-Single"
"P38864","YHR173C","S+Genus-Single"
"P38865","YHR175W","S+Genus-Single"
"P38866","YHR176W","S+Genus-Single"
"P38867","YHR177W","S+Genus-Single"
"P38868","YHR180W","S+Genus-Single"
"P38869","YHR181W","S+Genus-Single"
"P38870","YHR182W","S+Genus-Single"
"P38871","YHR184W","S+Genus-Single"
"P38872","YHR185C","S+Genus-Single"
"P38873","YHR186C","S+Genus-Single"
"P38874","YHR187W","S+Genus-Single"
"P38875","YHR188C","S+Genus-Single"
"P38876","YHR189W","S+Genus-Single"
"P38877","YHR191C","S+Genus-Single"
"P38878","YHR192W","S+Genus-Single"
"P38879","YHR193C","S+Genus-Single"
"P38880","YHR194W","S+Genus-Single"
"P38881","YHR195W","S+Genus-Single"
"P38882","YHR196W","S+Genus-Single"
"P38883","YHR197W","S+Genus-Single"
"P38886","YHR200W","S+Genus-Single"
"P38887","YHR202W","S+Genus-Single"
"P38888","YHR204W","S+Genus-Single"
"P38889","YHR206W","S+Genus-Single"
"P38890","YHR207C","S+Genus-Single"
"P38892","YHR209W","S+Genus-Single"
"P38902","YOL005C","S+Genus-Single"
"P38903","YOR014W","S+Genus-Single"
"P38904","YDR464W","S+Genus-Single"
"P38907","YDR254W","S+Genus-Single"
"P38909","YOR037W","S+Genus-Single"
"P38910","YOR020C","S+Genus-Single"
"P38911","YML074C","S+Genus-Single"
"P38912","YMR260C","S+Genus-Single"
"P38913","YDL045C","S+Genus-Single"
"P38915","YLR055C","S+Genus-Single"
"P38920","YMR167W","S+Genus-Single"
"P38921","YNL003C","S+Genus-Single"
"P38922","YNL004W","S+Genus-Single"
"P38925","YOL122C","S+Genus-Single"
"P38927","YIL139C","S+Genus-Single"
"P38928","YIL140W","S+Genus-Single"
"P38929","YGL006W","S+Genus-Single"
"P38930","YOR039W","S+Genus-Single"
"P38931","YDR443C","S+Genus-Single"
"P38932","YGL095C","S+Genus-Single"
"P38934","YOR198C","S+Genus-Single"
"P38953","YDR076W","S+Genus-Single"
"P38954","YDR072C","S+Genus-Single"
"P38956","YDR073W","S+Genus-Single"
"P38957","YDR078C","S+Genus-Single"
"P38958","YDR079W","S+Genus-Single"
"P38959","YDR080W","S+Genus-Single"
"P38960","YDR082W","S+Genus-Single"
"P38961","YDR083W","S+Genus-Single"
"P38966","YDR089W","S+Genus-Single"
"P38967","YOL020W","S+Genus-Single"
"P38968","YDL195W","S+Genus-Single"
"P38969","YOR266W","S+Genus-Single"
"P38970","YJL165C","S+Genus-Single"
"P38972","YGR061C","S+Genus-Single"
"P38985","YDL092W","S+Genus-Single"
"P38986","YDR321W","S+Genus-Single"
"P38987","YML064C","S+Genus-Single"
"P38988","YDL198C","S+Genus-Single"
"P38989","YFR031C","S+Genus-Single"
"P38990","YER129W","S+Genus-Single"
"P38991","YPL209C","S+Genus-Single"
"P38992","YDR297W","S+Genus-Single"
"P38993","YMR058W","S+Genus-Single"
"P38994","YDR208W","S+Genus-Single"
"P38995","YDR270W","S+Genus-Single"
"P38996","YPL190C","S+Genus-Single"
"P38998","YIR034C","S+Genus-Single"
"P38999","YNR050C","S+Genus-Single"
"P39000","YER096W","S+Genus-Single"
"P39001","YDR207C","S+Genus-Single"
"P39005","YJL174W","S+Genus-Single"
"P39006","YNL169C","S+Genus-Single"
"P39007","YGL022W","S+Genus-Single"
"P39008","YNR052C","S+Genus-Single"
"P39009","YDL101C","S+Genus-Single"
"P39010","YDR264C","S+Genus-Single"
"P39011","YPL161C","S+Genus-Single"
"P39012","YLR088W","S+Genus-Single"
"P39013","YNL084C","S+Genus-Single"
"P39014","YIL046W","S+Genus-Single"
"P39015","YLR150W","S+Genus-Single"
"P39016","YGL178W","S+Genus-Single"
"P39073","YPL042C","S+Genus-Single"
"P39076","YIL142W","S+Genus-Single"
"P39077","YJL014W","S+Genus-Single"
"P39078","YDL143W","S+Genus-Single"
"P39079","YDR188W","S+Genus-Single"
"P39081","YDR228C","S+Genus-Single"
"P39083","YOR127W","S+Genus-Single"
"P39101","YER048C","S+Genus-Single"
"P39103","YML129C","S+Genus-Single"
"P39104","YNL267W","S+Genus-Single"
"P39106","YER001W","S+Genus-Single"
"P39107","YPL050C","S+Genus-Single"
"P39108","YDR142C","S+Genus-Single"
"P39109","YDR135C","S+Genus-Single"
"P39110","YMR138W","S+Genus-Single"
"P39111","YGR020C","S+Genus-Single"
"P39112","YMR287C","S+Genus-Single"
"P39113","YMR280C","S+Genus-Single"
"P39515","YJL143W","S+Genus-Single"
"P39517","YDL160C","S+Genus-Single"
"P39518","YER015W","S+Genus-Single"
"P39520","YLR223C","S+Genus-Single"
"P39521","YPR104C","S+Genus-Single"
"P39522","YJR016C","S+Genus-Single"
"P39523","YMR124W","S+Genus-Single"
"P39524","YAL026C","S+Genus-Single"
"P39525","YER061C","S+Genus-Single"
"P39526","YJL207C","S+Genus-Single"
"P39531","YJL204C","S+Genus-Single"
"P39533","YJL200C","S+Genus-Single"
"P39538","YJL197W","S+Genus-Single"
"P39540","YJL196C","S+Genus-Single"
"P39542","YJL193W","S+Genus-Single"
"P39543","YJL192C","S+Genus-Single"
"P39676","YGR234W","S+Genus-Single"
"P39677","YJL102W","S+Genus-Single"
"P39678","YDL056W","S+Genus-Single"
"P39682","YML046W","S+Genus-Single"
"P39683","YOR209C","S+Genus-Single"
"P39684","YFR023W","S+Genus-Single"
"P39685","YMR129W","S+Genus-Single"
"P39692","YFR030W","S+Genus-Single"
"P39702","YAL002W","S+Genus-Single"
"P39704","YAL007C","S+Genus-Single"
"P39705","YAR002W","S+Genus-Single"
"P39706","YAR003W","S+Genus-Single"
"P39707","YAR008W","S+Genus-Single"
"P39709","YAL067C","S+Genus-Single"
"P39713","YAL061W","S+Genus-Single"
"P39715","YAL059W","S+Genus-Single"
"P39717","YAL056W","S+Genus-Single"
"P39719","YAL053W","S+Genus-Single"
"P39720","YAL051W","S+Genus-Single"
"P39721","YAL049C","S+Genus-Single"
"P39722","YAL048C","S+Genus-Single"
"P39723","YAL047C","S+Genus-Single"
"P39724","YAL046C","S+Genus-Single"
"P39726","YAL044C","S+Genus-Single"
"P39728","YAL037W","S+Genus-Single"
"P39729","YAL036C","S+Genus-Single"
"P39730","YAL035W","S+Genus-Single"
"P39731","YAL034W-A","S+Genus-Single"
"P39732","YAL031C","S+Genus-Single"
"P39734","YAL028W","S+Genus-Single"
"P39742","YLR292C","S+Genus-Single"
"P39743","YDR388W","S+Genus-Single"
"P39744","YOR206W","S+Genus-Single"
"P39904","YDR484W","S+Genus-Single"
"P39923","YEL062W","S+Genus-Single"
"P39925","YER017C","S+Genus-Single"
"P39926","YMR183C","S+Genus-Single"
"P39927","YGR156W","S+Genus-Single"
"P39928","YIL147C","S+Genus-Single"
"P39929","YLR025W","S+Genus-Single"
"P39931","YLR250W","S+Genus-Single"
"P39932","YDR536W","S+Genus-Single"
"P39933","YPR186C","S+Genus-Single"
"P39937","YER007W","S+Genus-Single"
"P39940","YER125W","S+Genus-Single"
"P39943","YER028C","S+Genus-Single"
"P39944","YER144C","S+Genus-Single"
"P39946","YOR269W","S+Genus-Single"
"P39952","YER154W","S+Genus-Single"
"P39953","YEL006W","S+Genus-Single"
"P39954","YER043C","S+Genus-Single"
"P39955","YER047C","S+Genus-Single"
"P39958","YER136W","S+Genus-Single"
"P39959","YER130C","S+Genus-Single"
"P39960","YER155C","S+Genus-Single"
"P39961","YER184C","S+Genus-Single"
"P39962","YER123W","S+Genus-Single"
"P39965","YER087W","S+Genus-Single"
"P39966","YER089C","S+Genus-Single"
"P39967","YER098W","S+Genus-Single"
"P39968","YEL013W","S+Genus-Single"
"P39969","YER114C","S+Genus-Single"
"P39974","YEL073C","S+Genus-Single"
"P39975","YEL072W","S+Genus-Single"
"P39976","YEL071W","S+Genus-Single"
"P39977","YEL068C","S+Genus-Single"
"P39979","YEL066W","S+Genus-Single"
"P39980","YEL065W","S+Genus-Single"
"P39981","YEL064C","S+Genus-Single"
"P39983","YEL057C","S+Genus-Single"
"P39984","YEL056W","S+Genus-Single"
"P39985","YEL055C","S+Genus-Single"
"P39986","YEL031W","S+Genus-Single"
"P39988","YEL029C","S+Genus-Single"
"P39989","YEL028W","S+Genus-Single"
"P39990","YEL026W","S+Genus-Single"
"P39991","YEL025C","S+Genus-Single"
"P39992","YEL023C","S+Genus-Single"
"P39994","YEL020C","S+Genus-Single"
"P39995","YEL018W","S+Genus-Single"
"P39996","YEL017W","S+Genus-Single"
"P39997","YEL016C","S+Genus-Single"
"P39998","YEL015W","S+Genus-Single"
"P40002","YEL007W","S+Genus-Single"
"P40003","YEL005C","S+Genus-Single"
"P40006","YEL001C","S+Genus-Single"
"P40007","YER002W","S+Genus-Single"
"P40009","YER005W","S+Genus-Single"
"P40010","YER006W","S+Genus-Single"
"P40011","YER010C","S+Genus-Single"
"P40012","YER014W","S+Genus-Single"
"P40013","YER016W","S+Genus-Single"
"P40015","YER019W","S+Genus-Single"
"P40016","YER021W","S+Genus-Single"
"P40018","YER029C","S+Genus-Single"
"P40019","YER030W","S+Genus-Single"
"P40020","YER032W","S+Genus-Single"
"P40021","YER033C","S+Genus-Single"
"P40022","YER034W","S+Genus-Single"
"P40023","YER035W","S+Genus-Single"
"P40024","YER036C","S+Genus-Single"
"P40025","YER037W","S+Genus-Single"
"P40026","YER038C","S+Genus-Single"
"P40028","YER041W","S+Genus-Single"
"P40029","YER042W","S+Genus-Single"
"P40030","YER044C","S+Genus-Single"
"P40031","YER046W","S+Genus-Single"
"P40032","YER049W","S+Genus-Single"
"P40033","YER050C","S+Genus-Single"
"P40034","YER051W","S+Genus-Single"
"P40035","YER053C","S+Genus-Single"
"P40036","YER054C","S+Genus-Single"
"P40037","YER057C","S+Genus-Single"
"P40038","YER059W","S+Genus-Single"
"P40040","YER063W","S+Genus-Single"
"P40041","YER064C","S+Genus-Single"
"P40043","YER067W","S+Genus-Single"
"P40045","YER071C","S+Genus-Single"
"P40046","YER072W","S+Genus-Single"
"P40047","YER073W","S+Genus-Single"
"P40048","YER075C","S+Genus-Single"
"P40049","YER076C","S+Genus-Single"
"P40052","YER079W","S+Genus-Single"
"P40053","YER080W","S+Genus-Single"
"P40055","YER082C","S+Genus-Single"
"P40056","YER083C","S+Genus-Single"
"P40057","YER084W","S+Genus-Single"
"P40058","YER085C","S+Genus-Single"
"P40059","YER088C","S+Genus-Single"
"P40060","YER092W","S+Genus-Single"
"P40061","YER093C","S+Genus-Single"
"P40063","YER104W","S+Genus-Single"
"P40065","YER106W","S+Genus-Single"
"P40066","YER107C","S+Genus-Single"
"P40069","YER110C","S+Genus-Single"
"P40070","YER112W","S+Genus-Single"
"P40071","YER113C","S+Genus-Single"
"P40072","YER116C","S+Genus-Single"
"P40073","YER118C","S+Genus-Single"
"P40074","YER119C","S+Genus-Single"
"P40075","YER120W","S+Genus-Single"
"P40076","YER121W","S+Genus-Single"
"P40077","YER124C","S+Genus-Single"
"P40078","YER126C","S+Genus-Single"
"P40079","YER127W","S+Genus-Single"
"P40080","YER128W","S+Genus-Single"
"P40081","YER134C","S+Genus-Single"
"P40083","YER137C","S+Genus-Single"
"P40084","YER139C","S+Genus-Single"
"P40086","YER141W","S+Genus-Single"
"P40087","YER143W","S+Genus-Single"
"P40088","YER145C","S+Genus-Single"
"P40089","YER146W","S+Genus-Single"
"P40090","YER147C","S+Genus-Single"
"P40091","YER149C","S+Genus-Single"
"P40092","YER150W","S+Genus-Single"
"P40093","YER156C","S+Genus-Single"
"P40094","YER157W","S+Genus-Single"
"P40095","YER158C","S+Genus-Single"
"P40096","YER159C","S+Genus-Single"
