"protein","Gene","Group"
"Q02799","YPL054W","GroupI"
"P04173","YCL018W","GroupI"
"Q96VH5","YCL057C-A","GroupI"
"P50107","YML004C","GroupI"
"Q06005","YLR239C","GroupI"
"P53153","YGL085W","GroupI"
"Q12342","YDL146W","GroupI"
"P36112","YKR016W","GroupI"
"P38873","YHR186C","GroupI"
"P53158","YGL079W","GroupI"
"P36046","YKL195W","GroupI"
"Q08045","YLR104W","GroupI"
"P39518","YER015W","GroupI"
"P40970","YDR062W","GroupI"
"Q04081","YDR435C","GroupI"
"Q01846","YML104C","GroupI"
"P35191","YFL016C","GroupI"
"P18409","YAL010C","GroupI"
"O60200","YKL053C-A","GroupI"
"P33310","YLR188W","GroupI"
"P15807","YBR213W","GroupI"
"P39014","YIL046W","GroupI"
"P41800","YLL006W","GroupI"
"Q06436","YLR427W","GroupI"
"P20484","YKL021C","GroupI"
"O14467","YOR298C-A","GroupI"
"Q01159","YGL130W","GroupI"
"P41910","YDR005C","GroupI"
"P38174","YBL091C","GroupI"
"P39692","YFR030W","GroupI"
"P41821","YNL291C","GroupI"
"P36060","YKL150W","GroupI"
"P57743","YLR438C-A","GroupI"
"P23060","YCR019W","GroupI"
"P22134","YER142C","GroupI"
"P40070","YER112W","GroupI"
"P22855","YGL156W","GroupI"
"Q01662","YLR244C","GroupI"
"P36775","YBL022C","GroupI"
"P47051","YJL046W","GroupI"
"P40089","YER146W","GroupI"
"P47017","YJL124C","GroupI"
"P40513","YIL070C","GroupI"
"P18408","YPR167C","GroupI"
"P43619","YFR047C","GroupI"
"P38795","YHR074W","GroupI"
"P27929","YNL137C","GroupI"
"Q12374","YPR155C","GroupI"
"P25625","YCR044C","GroupI"
"P40096","YER159C","GroupI"
"Q02783","YPL060W","GroupI"
"P38702","YHR002W","GroupI"
"P36016","YKL073W","GroupI"
"P38852","YHR156C","GroupI"
"Q03667","YMR002W","GroupI"
"P53919","YNL124W","GroupI"
"Q06504","YPR131C","GroupI"
"Q08920","YPL178W","GroupI"
"P34160","YMR125W","GroupI"
"P16603","YHR042W","GroupI"
"P40360","YJL071W","GroupI"
"P25293","YKR048C","GroupI"
"P53914","YNL132W","GroupI"
"Q12163","YDR162C","GroupI"
"Q02197","YEL053C","GroupI"
"P38879","YHR193C","GroupI"
"P12945","YDL040C","GroupI"
"P37293","YGR147C","GroupI"
"P38626","YIL043C","GroupI"
"P30771","YMR080C","GroupI"
"Q00539","YHR086W","GroupI"
"Q08689","YOR253W","GroupI"
"Q03920","YDR140W","GroupI"
"Q12093","YDL033C","GroupI"
"Q99271","YLR138W","GroupI"
"P53238","YGR058W","GroupI"
"P38880","YHR194W","GroupI"
"P32569","YER022W","GroupI"
"P40484","YIL106W","GroupI"
"P07884","YOR274W","GroupI"
"P08536","YJR010W","GroupI"
"P47169","YJR137C","GroupI"
"P08465","YNL277W","GroupI"
"Q12205","YLR057W","GroupI"
"Q99257","YPL169C","GroupI"
"P53152","YGL087C","GroupI"
"P38191","YBL049W","GroupI"
"P48563","YNL297C","GroupI"
"Q06213","YPR168W","GroupI"
"P19263","YLR071C","GroupI"
"P25046","YBL093C","GroupI"
"Q12343","YOR174W","GroupI"
"P24719","YOR351C","GroupI"
"P38304","YBR193C","GroupI"
"Q08176","YOL026C","GroupI"
"P40850","YNL085W","GroupI"
"P53102","YGL183C","GroupI"
"P38888","YHR204W","GroupI"
"P23748","YMR036C","GroupI"
"Q08278","YOL135C","GroupI"
"P38782","YHR058C","GroupI"
"P32179","YOL064C","GroupI"
"P32906","YJR131W","GroupI"
"P32783","YBR236C","GroupI"
"P36032","YKL221W","GroupI"
"P29496","YLR274W","GroupI"
"P38132","YBR202W","GroupI"
"P17505","YKL085W","GroupI"
"Q92328","YOL009C","GroupI"
"P19659","YOL051W","GroupI"
"P40469","YIL128W","GroupI"
"Q08601","YOR197W","GroupI"
"P36051","YKL165C","GroupI"
"P32354","YIL150C","GroupI"
"P29469","YBL023C","GroupI"
"P24279","YEL032W","GroupI"
"P38633","YGL127C","GroupI"
"P10962","YAL025C","GroupI"
"P32333","YPL082C","GroupI"
"Q12019","YLR106C","GroupI"
"P07866","YAL024C","GroupI"
"Q07508","YDL087C","GroupI"
"P40495","YIL094C","GroupI"
"P36007","YKL218C","GroupI"
"P49367","YDR234W","GroupI"
"Q07376","YDL054C","GroupI"
"P53091","YGL201C","GroupI"
"Q06567","YLR253W","GroupI"
"P30665","YPR019W","GroupI"
"P40957","YGL086W","GroupI"
"P36013","YKL029C","GroupI"
"Q07980","YLR035C","GroupI"
"P42951","YJL100W","GroupI"
"P41318","YNL006W","GroupI"
"P38112","YBR142W","GroupI"
"Q12296","YOL060C","GroupI"
"P35688","YDL240W","GroupI"
"P53145","YGL099W","GroupI"
"P40958","YJL030W","GroupI"
"P38203","YBL026W","GroupI"
"P38999","YNR050C","GroupI"
"P38286","YBR159W","GroupI"
"Q04781","YMR247C","GroupI"
"P38998","YIR034C","GroupI"
"Q12176","YDR060W","GroupI"
"P25491","YNL064C","GroupI"
"P38920","YMR167W","GroupI"
"Q12083","YPL164C","GroupI"
"P53905","YNL147W","GroupI"
"P07702","YBR115C","GroupI"
"Q12405","YOR084W","GroupI"
"P38828","YHR121W","GroupI"
"P47093","YJR022W","GroupI"
"P25369","YCL034W","GroupI"
"Q03677","YMR009W","GroupI"
"Q12387","YOL076W","GroupI"
"P38996","YPL190C","GroupI"
"Q03151","YMR097C","GroupI"
"P53128","YGL125W","GroupI"
"P39731","YAL034W-A","GroupI"
"P28737","YGR028W","GroupI"
"Q06489","YPR118W","GroupI"
"P48240","YGR158C","GroupI"
"P47047","YJL050W","GroupI"
"Q03429","YDR493W","GroupI"
"Q03455","YDR205W","GroupI"
"P40959","YMR004W","GroupI"
"P25566","YCL033C","GroupI"
"P21339","YOR188W","GroupI"
"P34246","YKL098W","GroupI"
"P53320","YGR257C","GroupI"
"P53944","YNL063W","GroupI"
"P14908","YMR228W","GroupI"
"P32377","YNR043W","GroupI"
"Q04751","YMR069W","GroupI"
"P32559","YMR023C","GroupI"
"P47095","YJR024C","GroupI"
"Q07938","YLR017W","GroupI"
"P38860","YHR168W","GroupI"
"P46985","YJL183W","GroupI"
"P25588","YCL061C","GroupI"
"P25847","YOL090W","GroupI"
"P38849","YHR151C","GroupI"
"P53070","YGL236C","GroupI"
"Q03162","YMR100W","GroupI"
"P29952","YER003C","GroupI"
"P53166","YGL064C","GroupI"
"Q05648","YDR282C","GroupI"
"P10507","YLR163C","GroupI"
"P40567","YIR009W","GroupI"
"P38994","YDR208W","GroupI"
"P47018","YJL123C","GroupI"
"P38694","YHR039C","GroupI"
"P32335","YLR203C","GroupI"
"P53129","YGL124C","GroupI"
"P35728","YKL059C","GroupI"
"P41940","YDL055C","GroupI"
"Q12175","YDL154W","GroupI"
"P46151","YPL023C","GroupI"
"P32334","YGR014W","GroupI"
"P53045","YGR060W","GroupI"
"P25846","YHR120W","GroupI"
"P40965","YFL003C","GroupI"
"P43563","YFL034C-B","GroupI"
"P33201","YKL009W","GroupI"
"P40029","YER042W","GroupI"
"P52918","YDR335W","GroupI"
"P25336","YCR092C","GroupI"
"P53163","YGL068W","GroupI"
"P40562","YIR002C","GroupI"
"Q12404","YOR288C","GroupI"
"Q02046","YKR080W","GroupI"
"P23641","YJR077C","GroupI"
"P15424","YDR194C","GroupI"
"P53123","YGL136C","GroupI"
"P32829","YMR224C","GroupI"
"Q99189","YOR160W","GroupI"
"P47083","YJR002W","GroupI"
"Q03079","YPL041C","GroupI"
"Q05473","YDR336W","GroupI"
"O75012","YDL045W-A","GroupI"
"Q08925","YPL184C","GroupI"
"P39107","YPL050C","GroupI"
"P53157","YGL080W","GroupI"
"P11914","YHR024C","GroupI"
"P25270","YOR201C","GroupI"
"Q03834","YDR097C","GroupI"
"P50108","YDR245W","GroupI"
"P47123","YJR074W","GroupI"
"P54199","YDL028C","GroupI"
"Q06106","YPR112C","GroupI"
"Q03104","YML128C","GroupI"
"P52920","YGL091C","GroupI"
"Q92317","YDR397C","GroupI"
"P38205","YBL024W","GroupI"
"P38292","YBR168W","GroupI"
"P38244","YBR074W","GroupI"
"Q06287","YLR186W","GroupI"
"Q03503","YPR051W","GroupI"
"P53903","YNL149C","GroupI"
"P15380","YOR348C","GroupI"
"P53335","YGR280C","GroupI"
"Q00578","YIL143C","GroupI"
"P25443","YGL123W","GroupI"
"P09547","YPL016W","GroupI"
"Q08281","YOL138C","GroupI"
"Q12108","YOR118W","GroupI"
"P53292","YGR165W","GroupI"
"P47141","YJR101W","GroupI"
"Q05900","YLR298C","GroupI"
"Q07478","YDL084W","GroupI"
"Q03124","YML127W","GroupI"
"P40033","YER050C","GroupI"
"P38175","YBL090W","GroupI"
"Q02950","YPL118W","GroupI"
"P25343","YCR009C","GroupI"
"P32832","YMR091C","GroupI"
"P32911","YNL244C","GroupI"
"P40161","YNL206C","GroupI"
"P38850","YHR154W","GroupI"
"P38701","YHL015W","GroupI"
"P40018","YER029C","GroupI"
"P40496","YIL093C","GroupI"
"Q00916","YIL061C","GroupI"
"Q02206","YKR008W","GroupI"
"Q03799","YMR158W","GroupI"
"P33759","YBR251W","GroupI"
"Q07794","YLL002W","GroupI"
"Q08963","YPL213W","GroupI"
"Q05543","YDR289C","GroupI"
"P28778","YKL003C","GroupI"
"Q03976","YDR175C","GroupI"
"P39743","YDR388W","GroupI"
"O14464","YPL183W-A","GroupI"
"P42847","YNL306W","GroupI"
"P21771","YDR337W","GroupI"
"Q12234","YOR216C","GroupI"
"P26321","YPL131W","GroupI"
"P05317","YLR340W","GroupI"
"P04456","YOL127W","GroupI"
"P40571","YIR015W","GroupI"
"Q07915","YLR009W","GroupI"
"Q12508","YDR255C","GroupI"
"P05747","YFR032C-A","GroupI"
"P36532","YBR268W","GroupI"
"Q03305","YDR465C","GroupI"
"P53060","YGL250W","GroupI"
"Q02555","YMR239C","GroupI"
"P35996","YKL170W","GroupI"
"P51998","YML025C","GroupI"
"Q06678","YDR322W","GroupI"
"Q03441","YDL001W","GroupI"
"P43620","YFR048W","GroupI"
"P20436","YOR224C","GroupI"
"Q01080","YNL248C","GroupI"
"P32910","YNR003C","GroupI"
"P35718","YKL144C","GroupI"
"P38771","YHR038W","GroupI"
"P05318","YDL081C","GroupI"
"Q03195","YDR091C","GroupI"
"P05750","YNL178W","GroupI"
"P53598","YOR142W","GroupI"
"P43609","YFR037C","GroupI"
"Q04693","YML049C","GroupI"
"P53394","YPR003C","GroupI"
"P53312","YGR244C","GroupI"
"Q08417","YOR049C","GroupI"
"P05759","YLR167W","GroupI"
"P40156","YNL213C","GroupI"
"P27999","YGL070C","GroupI"
"P04050","YDL140C","GroupI"
"P36144","YKR060W","GroupI"
"Q12532","YPL009C","GroupI"
"Q04307","YDR045C","GroupI"
"P43565","YFL033C","GroupI"
"P23796","YMR283C","GroupI"
"P41805","YLR075W","GroupI"
"Q03691","YMR200W","GroupI"
"P25042","YPR065W","GroupI"
"P08518","YOR151C","GroupI"
"P53893","YNL163C","GroupI"
"P38066","YBL033C","GroupI"
"P20433","YJL140W","GroupI"
"P38145","YBR256C","GroupI"
"P21243","YGL011C","GroupI"
"P19735","YBR055C","GroupI"
"P50086","YGR232W","GroupI"
"P34222","YBL057C","GroupI"
"P53295","YGR173W","GroupI"
"P06838","YML095C","GroupI"
"P14737","YDR217C","GroupI"
"P32863","YGL163C","GroupI"
"Q08096","YOL010W","GroupI"
"Q12188","YPR007C","GroupI"
"P12687","YNL005C","GroupI"
"Q07844","YLL034C","GroupI"
"P50861","YOL143C","GroupI"
"P38741","YHL024W","GroupI"
"P40160","YNL207W","GroupI"
"Q03942","YDR198C","GroupI"
"P16370","YIL021W","GroupI"
"P34087","YDR404C","GroupI"
"P04051","YOR116C","GroupI"
"P41903","YJR019C","GroupI"
"Q01329","YAL043C","GroupI"
"P49960","YMR268C","GroupI"
"P25043","YOR157C","GroupI"
"P33334","YHR165C","GroupI"
"P30657","YFR050C","GroupI"
"P32901","YKR093W","GroupI"
"P07274","YOR122C","GroupI"
"P33203","YKL012W","GroupI"
"P33299","YKL145W","GroupI"
"P20095","YNR011C","GroupI"
"P40303","YOL038W","GroupI"
"P25451","YER094C","GroupI"
"P28708","YKL116C","GroupI"
"P33411","YGR006W","GroupI"
"P20053","YPR178W","GroupI"
"P32379","YGR253C","GroupI"
"P24384","YER013W","GroupI"
"P25298","YMR061W","GroupI"
"P20435","YPR187W","GroupI"
"P40422","YHR143W-A","GroupI"
"P38902","YOL005C","GroupI"
"P20434","YBR154C","GroupI"
"P38805","YHR088W","GroupI"
"P32565","YIL075C","GroupI"
"P40016","YER021W","GroupI"
"P38886","YHR200W","GroupI"
"P32496","YFR052W","GroupI"
"P32561","YNL330C","GroupI"
"Q02933","YPL123C","GroupI"
"P22276","YOR207C","GroupI"
"Q12250","YDL147W","GroupI"
"Q12377","YDL097C","GroupI"
"Q08723","YOR261C","GroupI"
"P36533","YML009C","GroupI"
"P25299","YGL044C","GroupI"
"P10964","YOR341W","GroupI"
"P22138","YPR010C","GroupI"
"P32529","YJR063W","GroupI"
"P32349","YPR190C","GroupI"
"P25441","YDL150W","GroupI"
"Q12481","YOR287C","GroupI"
"P32786","YBL014C","GroupI"
"P11745","YMR235C","GroupI"
"P32338","YGR044C","GroupI"
"P46669","YOR340C","GroupI"
"P28000","YNL113W","GroupI"
"Q12189","YOR095C","GroupI"
"P36160","YKR081C","GroupI"
"Q04598","YDR115W","GroupI"
"Q06090","YPR100W","GroupI"
"P38764","YHR027C","GroupI"
"P36121","YKR025W","GroupI"
"Q03465","YDL020C","GroupI"
"Q04062","YDR427W","GroupI"
"P32611","YEL050C","GroupI"
"P53942","YNL072W","GroupI"
"P45818","YGL171W","GroupI"
"P47076","YJL011C","GroupI"
"P43588","YFR004W","GroupI"
"P20084","YMR286W","GroupI"
"Q02685","YPL024W","GroupI"
"P40858","YJL096W","GroupI"
"Q04740","YMR234W","GroupI"
"P36159","YKR079C","GroupI"
"Q04712","YML043C","GroupI"
"P46948","YGR195W","GroupI"
"P38712","YHR065C","GroupI"
"P38792","YHR069C","GroupI"
"Q08162","YOL021C","GroupI"
"P22139","YOR210W","GroupI"
"P07703","YPR110C","GroupI"
"P46969","YJL121C","GroupI"
"Q06103","YPR108W","GroupI"
"Q06511","YPR143W","GroupI"
"P36070","YKL125W","GroupI"
"Q08285","YOL142W","GroupI"
"P40992","YJL025W","GroupI"
"P38786","YHR062C","GroupI"
"Q01855","YOL040C","GroupI"
"Q04225","YMR131C","GroupI"
"Q08746","YOR294W","GroupI"
"Q12277","YDL111C","GroupI"
"P05756","YDR064W","GroupI"
"Q12754","YPL012W","GroupI"
"Q06506","YPR137W","GroupI"
"P35178","YDR087C","GroupI"
"Q05636","YDR280W","GroupI"
"P25368","YCL031C","GroupI"
"P26783","YJR123W","GroupI"
"P13433","YFL036W","GroupI"
"P40011","YER010C","GroupI"
"P53256","YGR095C","GroupI"
"Q05022","YMR229C","GroupI"
"P48589","YOR369C","GroupI"
"P36080","YKL082C","GroupI"
"Q08774","YOR305W","GroupI"
"Q04031","YDR412W","GroupI"
"Q12149","YOR001W","GroupI"
"P38961","YDR083W","GroupI"
"P20606","YPL218W","GroupI"
"P15624","YLR060W","GroupI"
"Q08873","YOR367W","GroupI"
"Q03529","YMR272C","GroupI"
"P36047","YKL193C","GroupI"
"P32844","YIL068C","GroupI"
"P09436","YBL076C","GroupI"
"P19955","YFR049W","GroupI"
"Q04002","YDR180W","GroupI"
"P47044","YJL055W","GroupI"
"Q3E798","YLR099W-A","GroupI"
"Q04869","YMR315W","GroupI"
"Q03649","YMR210W","GroupI"
"Q03687","YMR010W","GroupI"
"Q12496","YOL098C","GroupI"
"Q12251","YPR011C","GroupI"
"Q12024","YOR272W","GroupI"
"Q06479","YLR352W","GroupI"
"P53980","YNL011C","GroupI"
"P53960","YNL040W","GroupI"
"P03881","Q0255","GroupI"
"P53729","YNR029C","GroupI"
"P53870","YNL193W","GroupI"
"Q12523","YPL247C","GroupI"
"Q08977","YPL260W","GroupI"
"Q02754","YPL067C","GroupI"
"P25639","YCR061W","GroupI"
"P53134","YGL114W","GroupI"
"Q04013","YMR241W","GroupI"
"P38765","YHR029C","GroupI"
"P40514","YIL067C","GroupI"
"P46996","YJL163C","GroupI"
"P47159","YJR124C","GroupI"
"P34248","YKL100C","GroupI"
"Q03829","YMR166C","GroupI"
"Q03629","YML079W","GroupI"
"P32843","YMR302C","GroupI"
"Q08971","YPL225W","GroupI"
"P53110","YGL159W","GroupI"
"P40560","YIL001W","GroupI"
"P53093","YGL198W","GroupI"
"Q06170","YLR326W","GroupI"
"P32795","YPR024W","GroupI"
"Q06247","YLR173W","GroupI"
"P53750","YNR064C","GroupI"
"Q99247","YOL087C","GroupI"
"Q99210","YOR111W","GroupI"
"Q12015","YOR223W","GroupI"
"Q08448","YOR059C","GroupI"
"Q12402","YPR028W","GroupI"
"Q12204","YOR022C","GroupI"
"Q02873","YPL107W","GroupI"
"Q06522","YPR147C","GroupI"
"Q06537","YPR153W","GroupI"
"Q07451","YDL072C","GroupI"
"P38740","YHL026C","GroupI"
"P38750","YHL008C","GroupI"
"P25637","YCR059C","GroupI"
"P53108","YGL161C","GroupI"
"P47048","YJL049W","GroupI"
"Q04471","YMR114C","GroupI"
"P40009","YER005W","GroupI"
"Q12012","YOR289W","GroupI"
"Q07688","YDL235C","GroupI"
"Q08954","YPL199C","GroupI"
"P40049","YER076C","GroupI"
"P43564","YFL034W","GroupI"
"P43597","YFR016C","GroupI"
"P53326","YGR266W","GroupI"
"P10356","YER152C","GroupI"
"P53273","YGR125W","GroupI"
"Q2V2P4","YIL156W-B","GroupI"
"P38775","YHR045W","GroupI"
"Q07895","YLR001C","GroupI"
"Q12177","YLL056C","GroupI"
"Q07834","YLL032C","GroupI"
"Q06493","YPR125W","GroupI"
"Q04336","YMR196W","GroupI"
"Q12486","YOR131C","GroupI"
"O13585","YPR089W","GroupI"
"Q12152","YPL150W","GroupI"
"Q12042","YPL162C","GroupI"
"Q06102","YPR107C","GroupI"
"P37263","YCR087C-A","GroupI"
"Q03722","YML020W","GroupI"
"Q04018","YMR244W","GroupI"
"Q03697","YML038C","GroupI"
"Q08743","YOR292C","GroupI"
"Q08748","YOR296W","GroupI"
"P53049","YGR281W","GroupI"
"Q02981","YPL109C","GroupI"
"Q07589","YDL144C","GroupI"
"P39994","YEL020C","GroupI"
"P39992","YEL023C","GroupI"
"P47181","YJR154W","GroupI"
"Q12288","YLR126C","GroupI"
"Q04223","YMR130W","GroupI"
"Q04773","YMR074C","GroupI"
"Q03102","YML131W","GroupI"
"Q05016","YMR226C","GroupI"
"P53723","YNR021W","GroupI"
"Q3E834","YER074W-A","GroupI"
"Q06839","YPR097W","GroupI"
"Q12139","YPR022C","GroupI"
"Q12159","YDR381W","GroupI"
"Q05530","YDR286C","GroupI"
"Q12331","YDR262W","GroupI"
"P39959","YER130C","GroupI"
"P53275","YGR127W","GroupI"
"P48236","YGR149W","GroupI"
"P38887","YHR202W","GroupI"
"P47172","YJR141W","GroupI"
"P40445","YIL166C","GroupI"
"P47131","YJR085C","GroupI"
"P36119","YKR023W","GroupI"
"P40896","YJL213W","GroupI"
"Q86ZR7","YKL033W-A","GroupI"
"P40544","YIL023C","GroupI"
"Q06698","YLR419W","GroupI"
"Q05854","YLR278C","GroupI"
"Q03508","YMR265C","GroupI"
"Q03161","YMR099C","GroupI"
"Q12275","YOR093C","GroupI"
"Q12322","YOL114C","GroupI"
"P40152","YNL217W","GroupI"
"Q08232","YOL073C","GroupI"
"Q06833","YPR091C","GroupI"
"Q06089","YPR098C","GroupI"
"Q12160","YPR063C","GroupI"
"Q12424","YDL206W","GroupI"
"Q04033","YDR415C","GroupI"
"P42942","YGR210C","GroupI"
"P36086","YKL071W","GroupI"
"P47085","YJR008W","GroupI"
"Q05863","YLR281C","GroupI"
"P47147","YJR110W","GroupI"
"Q08902","YOR378W","GroupI"
"Q08634","YOR238W","GroupI"
"P32939","YML001W","GroupI"
"P43599","YFR018C","GroupI"
"P53243","YGR067C","GroupI"
"P38841","YHR138C","GroupI"
"P47145","YJR107W","GroupI"
"Q3E743","YJR112W-A","GroupI"
"Q99296","YLR149C","GroupI"
"Q04299","YMR087W","GroupI"
"P38070","YBR028C","GroupI"
"Q12697","YOR291W","GroupI"
"Q03795","YMR155W","GroupI"
"Q99260","YLR262C","GroupI"
"P0C5R9","YPR170W-B","GroupI"
"P53107","YGL164C","GroupI"
"P0C074","YNL138W-A","GroupI"
"P42844","YNL310C","GroupI"
"P53735","YNR039C","GroupI"
"P53584","YNL237W","GroupI"
"P53303","YGR211W","GroupI"
"P41920","YDR002W","GroupI"
"P40517","YIL063C","GroupI"
"Q12324","YOR087W","GroupI"
"P34240","YKL175W","GroupI"
"P48569","YDL183C","GroupI"
"P43549","YFL054C","GroupI"
"Q03219","YMR178W","GroupI"
"Q04304","YMR090W","GroupI"
"P53981","YNL010W","GroupI"
"P32527","YGR285C","GroupI"
"Q12512","YOL154W","GroupI"
"P38355","YBR287W","GroupI"
"P38202","YBL028C","GroupI"
"P43591","YFR007W","GroupI"
"P53234","YGR053C","GroupI"
"P53265","YGR111W","GroupI"
"P39109","YDR135C","GroupI"
"P25654","YCR090C","GroupI"
"Q06640","YDR306C","GroupI"
"P53066","YGL242C","GroupI"
"P47173","YJR142W","GroupI"
"P14680","YJL141C","GroupI"
"P34220","YBL055C","GroupI"
"Q12235","YLL055W","GroupI"
"P38708","YHR020W","GroupI"
"P25351","YCR023C","GroupI"
"Q12298","YDR061W","GroupI"
"P43562","YFL040W","GroupI"
"P43590","YFR006W","GroupI"
"P25338","YGL010W","GroupI"
"P25631","YCR051W","GroupI"
"P40093","YER156C","GroupI"
"P38966","YDR089W","GroupI"
"Q04608","YDR124W","GroupI"
"P46945","YGL176C","GroupI"
"P38716","YHR112C","GroupI"
"P42840","YNL320W","GroupI"
"Q05131","YMR034C","GroupI"
"P53925","YNL115C","GroupI"
"P53878","YNL181W","GroupI"
"P53120","YGL140C","GroupI"
"P38776","YHR048W","GroupI"
"P47137","YJR096W","GroupI"
"P36087","YKL070W","GroupI"
"P40892","YJL218W","GroupI"
"P36151","YKR070W","GroupI"
"P34251","YKL107W","GroupI"
"P38430","YMR262W","GroupI"
"P53962","YNL035C","GroupI"
"Q04585","YDR109C","GroupI"
"Q2V2P5","YIL102C-A","GroupI"
"P40483","YIL108W","GroupI"
"P40566","YIR007W","GroupI"
"Q06152","YLR271W","GroupI"
"Q06409","YLR422W","GroupI"
"P38276","YBR137W","GroupI"
"Q03193","YDR090C","GroupI"
"P38829","YHR122W","GroupI"
"P53845","YNL263C","GroupI"
"P53039","YGR172C","GroupI"
"P28625","YMR152W","GroupI"
"P40586","YIR042C","GroupI"
"P47139","YJR098C","GroupI"
"P47148","YJR111C","GroupI"
"P38239","YBR062C","GroupI"
"P40004","YEL004W","GroupI"
"P00942","YDR050C","GroupI"
"Q12256","YOR273C","GroupI"
"P31688","YDR074W","GroupI"
"P15565","YDR120C","GroupI"
"Q02648","YPL030W","GroupI"
"P38793","YHR070W","GroupI"
"Q03774","YDR165W","GroupI"
"P40165","YNL200C","GroupI"
"P47149","YJR112W","GroupI"
"Q12408","YDL046W","GroupI"
"Q12200","YPL006W","GroupI"
"P33755","YBR170C","GroupI"
"P38632","YEL019C","GroupI"
"P53935","YNL091W","GroupI"
"Q12311","YPR031W","GroupI"
"Q08962","YPL211W","GroupI"
"P53920","YNL123W","GroupI"
"P38861","YHR170W","GroupI"
"P46970","YJR132W","GroupI"
"P32770","YDL167C","GroupI"
"P27476","YGR159C","GroupI"
"P47180","YJR153W","GroupI"
"P47077","YJL010C","GroupI"
"P53915","YNL129W","GroupI"
"P43124","YDL105W","GroupI"
"P38340","YBR261C","GroupI"
"P52593","YML103C","GroupI"
"P47054","YJL039C","GroupI"
"P53112","YGL153W","GroupI"
"P39108","YDR142C","GroupI"
"P32860","YKL040C","GroupI"
"P32494","YDR176W","GroupI"
"Q07896","YLR002C","GroupI"
"Q02892","YPL093W","GroupI"
"P53883","YNL175C","GroupI"
"Q99207","YDL148C","GroupI"
"P53927","YNL110C","GroupI"
"Q01560","YDR432W","GroupI"
"P37838","YPL043W","GroupI"
"P36059","YKL151C","GroupI"
"Q06512","YPR144C","GroupI"
"P25655","YCR093W","GroupI"
"P34909","YER068W","GroupI"
"P00560","YCR012W","GroupI"
"P40354","YJR062C","GroupI"
"P33331","YER009W","GroupI"
"P36161","YKR082W","GroupI"
"Q08444","YOR056C","GroupI"
"Q6Q547","YHR072W-A","GroupI"
"Q08208","YOL041C","GroupI"
"P40007","YER002W","GroupI"
"P40991","YNL061W","GroupI"
"Q12080","YPL146C","GroupI"
"Q12460","YLR197W","GroupI"
"Q12499","YOR310C","GroupI"
"Q07623","YDL213C","GroupI"
"P06100","YDL165W","GroupI"
"P40447","YIL164C","GroupI"
"P49954","YLR351C","GroupI"
"P14743","YLR195C","GroupI"
"P06102","YIL038C","GroupI"
"P53136","YGL111W","GroupI"
"P40078","YER126C","GroupI"
"P32800","YJL210W","GroupI"
"P25374","YCL017C","GroupI"
"P42841","YNL317W","GroupI"
"Q08972","YPL226W","GroupI"
"P34077","YFR002W","GroupI"
"P53081","YGL221C","GroupI"
"P25382","YCR072C","GroupI"
"P24004","YKL197C","GroupI"
"P32495","YDL208W","GroupI"
"Q04121","YDR456W","GroupI"
"P47016","YJL126W","GroupI"
"P08524","YJL167W","GroupI"
"Q12333","YOL152W","GroupI"
"Q12029","YOR271C","GroupI"
"P33892","YGL195W","GroupI"
"P43535","YFR009W","GroupI"
"P03069","YEL009C","GroupI"
"P61830","YBR010W, YNL031C","GroupI"
"P04386","YPL248C","GroupI"
"P11412","YNL241C","GroupI"
"P39012","YLR088W","GroupI"
"Q03557","YMR293C","GroupI"
"P18851","YOR212W","GroupI"
"P05373","YGL040C","GroupI"
"P04397","YBR019C","GroupI"
"P04387","YML051W","GroupI"
"P08431","YBR018C","GroupI"
"Q08193","YOL030W","GroupI"
"P18852","YJR086W","GroupI"
"P51601","YGR267C","GroupI"
"Q03330","YGR252W","GroupI"
"P16622","YOR176W","GroupI"
"P29703","YKL019W","GroupI"
"Q08645","YOR241W","GroupI"
"P40515","YIL065C","GroupI"
"Q04991","YMR221C","GroupI"
"P38719","YHR169W","GroupI"
"P06773","YHR144C","GroupI"
"Q99321","YOR163W","GroupI"
"Q99288","YDR051C","GroupI"
"P33327","YDL215C","GroupI"
"P50264","YMR020W","GroupI"
"Q07825","YLL029W","GroupI"
"Q07540","YDL120W","GroupI"
"P31381","YAL022C","GroupI"
"P40492","YIL097W","GroupI"
"P38297","YBR179C","GroupI"
"P08432","YKL184W","GroupI"
"P13663","YDR158W","GroupI"
"P31116","YJR139C","GroupI"
"P07347","YHR013C","GroupI"
"Q04052","YDR421W","GroupI"
"P53090","YGL202W","GroupI"
"P25641","YCR068W","GroupI"
"Q03818","YMR159C","GroupI"
"P46682","YGR261C","GroupI"
"Q04728","YMR062C","GroupI"
"Q04489","YML096W","GroupI"
"P37366","YPR025C","GroupI"
"P21595","YDR402C","GroupI"
"P33307","YGL238W","GroupI"
"Q12468","YDL216C","GroupI"
"P53720","YNR015W","GroupI"
"P38877","YHR191C","GroupI"
"Q03957","YKL139W","GroupI"
"P53301","YGR189C","GroupI"
"P38930","YOR039W","GroupI"
"P47130","YJR084W","GroupI"
"P19454","YOR061W","GroupI"
"P43616","YFR044C","GroupI"
"P38149","YBR281C","GroupI"
"P49956","YMR078C","GroupI"
"P15436","YDL102W","GroupI"
"P40509","YIL076W","GroupI"
"P53622","YDL145C","GroupI"
"P27697","YGL119W","GroupI"
"P40086","YER141W","GroupI"
