gene,condition,significance,direction,P_ref,P_cond,group
YALI1_E05496g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F01981g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E40274g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A16136g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F30496g,LpH,TRUE,1,NaN,NaN,3
YALI1_E02143g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E21282g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C10086g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C24927g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F24247g,LpH,TRUE,1,NaN,NaN,4
YALI1_F21467g,LpH,TRUE,1,NaN,NaN,3
YALI1_D08684g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C32079g,LpH,TRUE,1,NaN,NaN,3
YALI1_A04385g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E17643g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F00534g,LpH,TRUE,1,NaN,NaN,4
YALI1_F37463g,LpH,TRUE,-1,0.379300728229908,0.0878526932375382,2
YALI1_D05111g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A17085g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E01904g,LpH,TRUE,1,NaN,NaN,1
YALI1_F02275g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F05814g,LpH,TRUE,1,NaN,NaN,2
YALI1_F10184g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E08620g,LpH,TRUE,1,NaN,NaN,2
YALI1_D05244g,LpH,TRUE,1,NaN,NaN,4
YALI1_C15610g,LpH,TRUE,1,NaN,NaN,5
YALI1_F13452g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C17091g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E27625g,LpH,TRUE,1,NaN,NaN,3
YALI1_E00340g,LpH,TRUE,1,NaN,NaN,3
YALI1_C15048g,LpH,TRUE,1,NaN,NaN,4
YALI1_D14910g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E27622g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E35249g,LpH,TRUE,1,NaN,NaN,4
YALI1_E36494g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E05854g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A04495g,LpH,TRUE,1,NaN,NaN,4
YALI1_F15847g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E22041g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E39579g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A00867g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D31155g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F32287g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D03320g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C16712g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A04261g,LpH,TRUE,1,NaN,NaN,4
YALI1_A07318g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E05630g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E06664g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D32195g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F35508g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A00468g,LpH,TRUE,1,NaN,NaN,4
YALI1_D01350g,LpH,TRUE,1,NaN,NaN,5
YALI1_D02014g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D29626g,LpH,TRUE,1,NaN,NaN,5
YALI1_D08317g,LpH,TRUE,1,NaN,NaN,3
YALI1_E09769g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E15086g,LpH,TRUE,1,NaN,NaN,5
YALI1_D06131g,LpH,TRUE,-1,NaN,NaN,2
YALI1_B26175g,LpH,TRUE,1,NaN,NaN,4
YALI1_C11843g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C05931g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A05737g,LpH,TRUE,1,NaN,NaN,5
YALI1_B23385g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C24567g,LpH,TRUE,1,NaN,NaN,5
YALI1_E35168g,LpH,TRUE,1,NaN,NaN,4
YALI1_D35870g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A09397g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D21830g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B13641g,LpH,TRUE,1,NaN,NaN,4
YALI1_E21256g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B26377g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C30320g,LpH,TRUE,-1,0.0386230706078332,0.0262346665386572,2
YALI1_B13723g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C17580g,LpH,TRUE,1,NaN,NaN,4
YALI1_E32411g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E21570g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F28393g,LpH,TRUE,1,NaN,NaN,5
YALI1_E03877g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E22840g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F33113g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D02661g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F26474g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C20853g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B02073g,LpH,TRUE,1,NaN,NaN,5
YALI1_D17543g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D00798g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D18845g,LpH,TRUE,1,NaN,NaN,2
YALI1_C10385g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A17546g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C19376g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C11131g,LpH,TRUE,1,NaN,NaN,2
YALI1_B27723g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C24533g,LpH,TRUE,1,NaN,NaN,5
YALI1_A20995g,LpH,TRUE,-1,0.169344459562564,0.0384881895803662,3
YALI1_B22158g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E05446g,LpH,TRUE,1,NaN,NaN,4
YALI1_B14517g,LpH,TRUE,-1,NaN,NaN,1
YALI1_F08650g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A02335g,LpH,TRUE,1,NaN,NaN,2
YALI1_A00447g,LpH,TRUE,1,NaN,NaN,2
YALI1_D02655g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E15629g,LpH,TRUE,-1,NaN,NaN,4
YALI1_E39570g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C19369g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E41251g,LpH,TRUE,-1,0.220396128560529,0.0720913165462869,1
YALI1_B09316g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E39128g,LpH,TRUE,1,NaN,NaN,2
YALI1_C04553g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F25941g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F38220g,LpH,TRUE,1,NaN,NaN,2
YALI1_A11068g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D08323g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A11355g,LpH,TRUE,1,NaN,NaN,3
YALI1_D08648g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E28397g,LpH,TRUE,1,NaN,NaN,5
YALI1_B07578g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B24672g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C29529g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F37627g,LpH,TRUE,1,NaN,NaN,5
YALI1_E19620g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F29395g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A08126g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F21210g,LpH,TRUE,1,NaN,NaN,4
YALI1_A17239g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D24809g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F02266g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E36309g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C05296g,LpH,TRUE,1,NaN,NaN,4
YALI1_B09002g,LpH,TRUE,1,NaN,NaN,4
YALI1_C27922g,LpH,TRUE,1,NaN,NaN,2
YALI1_C13389g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A12540g,LpH,TRUE,1,NaN,NaN,3
YALI1_D18115g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B28454g,LpH,TRUE,-1,NaN,NaN,1
YALI1_D09916g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C15322g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B11034g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C28767g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B02082g,LpH,TRUE,1,NaN,NaN,5
YALI1_C01944g,LpH,TRUE,-1,NaN,NaN,3
YALI1_A17551g,LpH,TRUE,-1,NaN,NaN,3
YALI1_D17930g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C28263g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C23738g,LpH,TRUE,1,NaN,NaN,1
YALI1_F16817g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B14510g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C00335g,LpH,TRUE,1,NaN,NaN,4
YALI1_C10762g,LpH,TRUE,1,NaN,NaN,5
YALI1_A08107g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E09241g,LpH,TRUE,-1,0.0460866704730417,0.0150875806230926,1
YALI1_A11345g,LpH,TRUE,1,NaN,NaN,5
YALI1_A19898g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B02035g,LpH,TRUE,1,NaN,NaN,5
YALI1_B28394g,LpH,TRUE,-1,NaN,NaN,2
YALI1_D09453g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F12052g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A16952g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F39923g,LpH,TRUE,1,NaN,NaN,5
YALI1_F21504g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E24956g,LpH,TRUE,-1,NaN,NaN,4
YALI1_C28396g,LpH,TRUE,1,NaN,NaN,2
YALI1_C17423g,LpH,TRUE,1,NaN,NaN,5
YALI1_E01057g,LpH,TRUE,-1,NaN,NaN,4
YALI1_D33289g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F14303g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B09211g,LpH,TRUE,-1,NaN,NaN,3
YALI1_E34586g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C17419g,LpH,TRUE,1,NaN,NaN,5
YALI1_F00366g,LpH,TRUE,1,NaN,NaN,5
YALI1_D11653g,LpH,TRUE,1,NaN,NaN,4
YALI1_D22274g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C29497g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D31258g,LpH,TRUE,1,NaN,NaN,4
YALI1_F25546g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C17295g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B08868g,LpH,TRUE,1,NaN,NaN,5
YALI1_B00719g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F14946g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C01161g,LpH,TRUE,1,NaN,NaN,4
YALI1_B12375g,LpH,TRUE,-1,NaN,NaN,3
YALI1_C28456g,LpH,TRUE,1,NaN,NaN,2
YALI1_D26064g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E13097g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D02641g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E14353g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F06426g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F30289g,LpH,TRUE,1,NaN,NaN,5
YALI1_D00094g,LpH,TRUE,1,NaN,NaN,2
YALI1_F31798g,LpH,TRUE,-1,NaN,NaN,2
YALI1_E35546g,LpH,TRUE,-1,NaN,NaN,1
YALI1_C02291g,LpH,TRUE,1,NaN,NaN,5
YALI1_E00239g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F12430g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B03225g,LpH,TRUE,1,NaN,NaN,4
YALI1_E17326g,LpH,TRUE,1,NaN,NaN,3
YALI1_A18443g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F31672g,LpH,TRUE,1,NaN,NaN,3
YALI1_E32931g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C02866g,LpH,TRUE,1,NaN,NaN,5
YALI1_F31482g,LpH,TRUE,-1,NaN,NaN,4
YALI1_A16145g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D34980g,LpH,TRUE,1,NaN,NaN,4
YALI1_C15307g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D17895g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F31689g,LpH,TRUE,1,NaN,NaN,1
YALI1_E03973g,LpH,TRUE,-1,NaN,NaN,4
YALI1_B05639g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D26051g,LpH,TRUE,-1,0.557067183596134,0.35136993474059,2
YALI1_E32936g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A05259g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E21524g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B10185g,LpH,TRUE,1,NaN,NaN,5
YALI1_D29630g,LpH,TRUE,1,NaN,NaN,5
YALI1_B28472g,LpH,TRUE,-1,NaN,NaN,1
YALI1_E27469g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F03830g,LpH,TRUE,1,NaN,NaN,5
YALI1_C30760g,LpH,TRUE,1,NaN,NaN,5
YALI1_A21021g,LpH,TRUE,1,NaN,NaN,4
YALI1_C07360g,LpH,TRUE,1,NaN,NaN,2
YALI1_E21799g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E01352g,LpH,TRUE,-1,NaN,NaN,2
YALI1_C18457g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F15769g,LpH,TRUE,1,NaN,NaN,2
YALI1_F06410g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C17719g,LpH,TRUE,1,NaN,NaN,4
YALI1_D13042g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A00058g,LpH,TRUE,1,NaN,NaN,5
YALI1_F03495g,LpH,TRUE,1,NaN,NaN,5
YALI1_D12567g,LpH,TRUE,-1,NaN,NaN,3
YALI1_F15843g,LpH,TRUE,-1,NaN,NaN,5
YALI1_F30034g,LpH,TRUE,1,NaN,NaN,2
YALI1_B01127g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A15366g,LpH,TRUE,1,NaN,NaN,5
YALI1_D36255g,LpH,TRUE,-1,NaN,NaN,2
YALI1_F05448g,LpH,TRUE,1,NaN,NaN,5
YALI1_E07354g,LpH,TRUE,-1,NaN,NaN,5
YALI1_A16392g,LpH,TRUE,-1,NaN,NaN,4
YALI1_F31687g,LpH,TRUE,1,NaN,NaN,3
YALI1_B17261g,LpH,TRUE,1,NaN,NaN,4
YALI1_A00032g,LpH,TRUE,-1,NaN,NaN,5
YALI1_C02873g,LpH,TRUE,1,NaN,NaN,5
YALI1_D22043g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B27968g,LpH,TRUE,1,NaN,NaN,3
YALI1_F35894g,LpH,TRUE,-1,NaN,NaN,5
YALI1_E12027g,LpH,TRUE,-1,NaN,NaN,5
YALI1_B01011g,LpH,TRUE,-1,NaN,NaN,5
YALI1_D35025g,LpH,TRUE,1,NaN,NaN,1
