Ref_1	Ref_2	Ref_3	Ref_4	HiT_1	HiT_2	HiT_3	LpH_1	LpH_2	LpH_3	LpH_4
YALI1_C13410g	7.41403884933928e-06	1.46816724215808e-05	2.63911865625927e-05	3.22666304554612e-05	2.71134749152172e-05	2.62786595990349e-05	4.07253899632173e-05	5.14989745283527e-05	3.37734249675223e-05	4.20917802420138e-05	2.90284297563639e-05
YALI1_D13388g	0	2.08806007773594e-05	5.63011980001978e-05	1.83561275479957e-05	3.85613865460867e-05	7.47481873039216e-05	3.30974597796306e-05	8.37062697095765e-05	5.76399786112381e-05	1.99546217443621e-05	8.25697557514351e-05
YALI1_A06149g	0	2.00989740102924e-05	1.80645555080848e-05	8.8344998894097e-06	9.27947804584973e-06	0	7.96462935873462e-06	1.0071609991794e-05	1.84941107843545e-05	1.92076572940384e-05	3.97394546397281e-05
YALI1_B20577g	3.81890129865363e-06	3.78119531179546e-06	0	1.66202362104589e-06	3.4914736309334e-06	0	0	3.78951925244562e-06	3.4792743628514e-06	3.6135129919368e-06	5.60710111994152e-06
YALI1_A07538g	1.21406862181078e-05	1.20208149464542e-05	1.80067797441997e-05	0	7.39983963570959e-06	1.79300022850558e-05	6.35132490440671e-06	0	7.37398447052087e-06	3.8292451108584e-06	7.92247123414622e-06
YALI1_E11341g	1.93016333433646e-05	1.91110583386001e-05	5.72554555934215e-06	1.68005235185046e-05	1.76467362160058e-05	2.28045317198405e-05	2.52438252556504e-05	6.38437650327278e-06	2.34467709605036e-05	0	1.25953864705579e-05
YALI1_C06973g	1.53373248115625e-05	1.13894186058324e-05	1.36487752727752e-05	2.33623441519946e-05	1.75279029754939e-05	2.71811590196078e-05	2.40708798397313e-05	1.90241522067219e-05	1.74666601852237e-05	1.08843391332884e-05	1.1259512147923e-05
YALI1_F30647g	4.34987153269104e-06	4.30692300220552e-06	0	3.78621423831845e-06	3.97691916250703e-06	1.28482369315373e-06	0	2.87760285479828e-06	0	1.37197552100274e-06	0
YALI1_F29944g	5.75149680433593e-06	2.84735465145809e-06	0	0	5.25837089264818e-06	1.01929346323529e-05	2.25664498497481e-06	0	5.2399980555671e-06	8.16325434996632e-06	5.62975607396148e-06
YALI1_B27588g	1.81106292502944e-05	1.43454509157431e-05	9.67005309163703e-06	1.26110799948062e-05	2.64925556423496e-05	1.92576436756286e-05	1.70540346192753e-05	2.87540621139767e-05	2.3099991428168e-05	2.39912437002827e-05	1.41818282779182e-05
YALI1_A00829g	1.67964065967332e-05	1.66305669908172e-05	2.24208310620257e-05	1.46199245957488e-05	1.53563043767602e-05	2.97669772449245e-05	1.3180404337021e-05	8.33358879851978e-06	7.65132459441214e-06	7.94653078315306e-06	8.22044028498801e-06
YALI1_D08031g	1.25487203003693e-05	6.21241014863584e-06	5.58358988431714e-06	2.73066360218118e-06	8.60460691524248e-06	1.38994563168449e-05	0	6.22608617674536e-06	0	2.96845612726048e-06	3.07077604034263e-06
YALI1_E13637g	0	4.97157161365699e-06	0	1.31115196771398e-05	9.18128251097302e-06	0	7.8803475665787e-06	4.98251605414146e-06	0	0	0
YALI1_F27574g	0	8.92333366553819e-07	8.02011367524185e-07	1.56889979042698e-06	8.23961250984758e-07	1.59718348940003e-06	7.07210679051935e-07	0	0	0	8.82155510164905e-07
YALI1_E22613g	4.95559776874897e-06	4.90666858998001e-06	4.41001550915387e-06	4.31345033764912e-06	4.53071121298668e-06	0	1.16662064497392e-05	4.91747015265136e-06	0	0	0
YALI1_E15583g	3.26677099041455e-06	6.46903294307175e-06	1.16284746299892e-05	2.84346209865682e-06	8.96004678781704e-06	1.15788930419156e-05	1.53809193468163e-05	1.29665478035489e-05	8.92874023237768e-06	1.54553868932237e-05	3.1976239318542e-06
YALI1_B22266g	4.8666511421304e-05	4.81860017939062e-05	8.6617227692612e-05	4.23602943415286e-05	3.33704306648827e-05	6.46859313207014e-05	5.72840650032067e-05	0.000108657177026854	6.65076676283517e-05	8.05859724291547e-05	0.000107181894485036
YALI1_D09356g	2.2358567419997e-05	1.96780530886109e-05	1.9897020235672e-05	2.81108236009882e-05	2.27128585677212e-05	1.10067684184439e-05	1.94945770953321e-05	2.46517155558308e-05	2.48968494001421e-05	3.29094547092883e-05	3.64755138299861e-05
YALI1_D30540g	6.32664648476952e-05	5.01134418656625e-05	5.0671078200178e-05	4.95615443795884e-05	6.3626287801043e-05	6.16672545257353e-05	3.47523327686121e-05	3.13898511410912e-05	2.88199893056191e-05	5.38774787097777e-05	3.71563900881458e-05
YALI1_B22276g	1.00026031379755e-05	7.4278816994559e-06	6.67603138342266e-06	8.7064636591284e-06	9.14499285677945e-06	4.43171070971867e-06	5.88689996080385e-06	1.73698781017896e-05	6.83478007247883e-06	9.46464272459863e-06	1.95817602572573e-05
YALI1_F39236g	1.92885563560046e-06	0	0	0	0	1.70918111213235e-06	3.02720668716133e-06	1.91401531348117e-06	3.51463284214867e-06	0	3.77605590326685e-06
YALI1_D02399g	0	3.24568924000405e-06	0	0	8.9909968630772e-06	0	0	6.50566863027797e-06	5.97305477836665e-06	3.10175467528945e-06	0
YALI1_B21275g	2.99841065628887e-06	0	0	0	5.48266159423033e-06	2.65692608900195e-06	2.35289998433393e-06	0	0	0	5.86988784962809e-06
YALI1_C26051g	0	3.13731898157319e-06	0	0	0	2.80773658487185e-06	7.45936071828067e-06	6.28845097985132e-06	0	0	0
YALI1_A10510g	0	0	0	4.60181470562567e-06	4.83359998488552e-06	0	1.24461199728416e-05	5.24621467539128e-06	0	0	5.17498469194231e-06
YALI1_C14273g	0	0	2.81037594010971e-06	2.74883773597274e-06	2.88729183789334e-06	2.79839303550455e-06	4.95635836966181e-06	0	2.87720359124317e-06	0	0
YALI1_B21323g	4.43456529306275e-06	8.78156107459039e-06	0	7.71986672579259e-06	1.21630541675741e-05	7.85903838475811e-06	6.95974621534287e-06	0	4.04018541667557e-06	4.19606532007615e-06	4.34069977665255e-06
YALI1_F37234g	1.95669478910397e-05	1.93737532985809e-05	1.74127416495457e-05	3.40629170993735e-05	2.68339545552665e-05	2.600774558255e-05	6.14179666013763e-05	1.94164027676853e-05	3.56535950172607e-05	0	3.83055567919029e-05
YALI1_A03402g	2.73092654018828e-05	2.7039626905933e-05	1.21513376978844e-05	1.18852624411483e-05	0	2.41990534437156e-05	2.14300099292572e-05	5.41983041285028e-05	2.48805663070093e-05	3.87607760501998e-05	4.00968238361286e-05
YALI1_C29104g	1.7349121987485e-05	1.37422601094138e-05	2.77903536746863e-05	9.0606114039467e-06	1.58616306633812e-05	1.84479072870739e-05	2.17826060706892e-05	6.88625619182988e-06	6.32248394273179e-06	9.84963047710744e-06	2.37746554494534e-05
YALI1_B04123g	3.5476522344502e-06	1.05378732895085e-05	9.47122957012673e-06	9.26384007095111e-06	9.73044333405925e-06	9.43084606170973e-06	2.78389848613715e-06	3.52035713731864e-06	3.23214833334046e-06	3.35685225606092e-06	3.47255982132204e-06
YALI1_E28130g	0	0	0	1.13154210912302e-05	5.94267943347226e-06	0	1.53019077748292e-05	1.2899938825106e-05	5.92191561074364e-06	0	2.54495822521546e-05
YALI1_E12952g	0	0	4.67876991691394e-06	4.57631988731195e-06	0	9.31764107666612e-06	8.25144426638989e-06	2.08685990965703e-05	4.79002592337159e-06	4.97483644596285e-06	5.14631441664069e-06
YALI1_F34661g	5.83101058504103e-06	1.1546876005913e-05	1.5567151520792e-05	5.07542697179605e-06	1.06621345288719e-05	1.8084238863852e-05	1.14392142095497e-05	5.78614767577718e-06	2.65622021249945e-06	5.51740693392501e-06	1.71227604092838e-05
YALI1_F36178g	1.90434175126842e-05	1.88553920063111e-05	1.9771323712444e-05	1.10505115673553e-05	2.90177657955502e-05	3.09367497620746e-05	1.74342806531499e-05	2.20463837445791e-05	1.44581886148591e-05	1.80192236487551e-05	3.1067215792764e-05
YALI1_D15214g	3.64648212378647e-06	7.22095704116174e-06	6.4900516426741e-06	7.93492545302409e-06	3.33383745355216e-06	4.84678447936091e-06	1.00150814895136e-05	5.42763996675928e-06	0	5.175550308336e-06	3.56929779905339e-06
YALI1_F03389g	4.74498486357714e-06	9.39627034981171e-06	4.22258985001483e-06	8.26025739659807e-06	8.6763119728695e-06	4.20458553584559e-06	2.60642495764591e-05	1.4125433013491e-05	1.29689951875286e-05	8.97957978496295e-06	1.85781950440729e-05
YALI1_E33760g	2.01914249513921e-05	6.66402152468916e-06	5.98948914895721e-06	1.75750157374427e-05	6.15341274671596e-06	1.19279022293492e-05	5.28150953930275e-06	1.33573834642941e-05	2.45276504728673e-05	3.18424815069608e-05	1.31760248539524e-05
YALI1_D15622g	1.20431087908049e-05	1.43090411418452e-05	1.07172331218651e-05	8.38604811837368e-06	1.10105481889207e-05	8.53722951440728e-06	9.45041681524984e-06	4.78018037681592e-06	1.09720771468093e-05	4.55816232739236e-06	4.71527792996774e-06
YALI1_D04128g	3.46665560809289e-05	5.14864128756806e-05	3.08499715069577e-05	4.52616843649209e-05	5.54650080457411e-05	2.30388248539484e-05	2.72033915996963e-05	8.59995921673731e-06	3.15835499239661e-05	1.64010589679689e-05	3.39327763362062e-05
YALI1_D23730g	0	0	0	1.01042903933921e-05	5.30661282744312e-06	5.14322389705882e-06	4.55469629994916e-06	1.15192114279234e-05	1.05761428644474e-05	1.09841954556122e-05	5.68140521225471e-06
YALI1_B04589g	4.43111426948838e-05	4.38736358746072e-05	3.94327456810724e-05	5.78539428555507e-05	5.40159500256467e-05	5.88969180118448e-05	5.21574755282116e-05	3.66418495810403e-05	5.38272173801446e-05	4.1927998995936e-05	1.44577393339089e-05
YALI1_F25556g	2.60892638547197e-05	3.87475065971617e-05	4.06297305156067e-05	3.40629170993735e-05	3.57786060736887e-05	1.73384970550334e-05	3.07089833006881e-05	2.58885370235804e-05	1.78267975086304e-05	2.46861299930253e-05	1.27685189306343e-05
YALI1_E08997g	0	2.61734550134031e-06	0	0	0	2.34238748515075e-06	2.07435332880693e-06	0	4.81671130456029e-06	0	7.76247703791347e-06
YALI1_F03527g	0	0	2.06483611247669e-06	0	4.24269534125648e-06	0	0	2.30243406902869e-06	0	0	9.08469195309188e-06
YALI1_F13046g	0	0	6.81062879034651e-06	0	0	0	1.20111749200272e-05	1.51886376489151e-05	1.39451561156221e-05	0	7.49120767906165e-06
YALI1_F09896g	0	0	0	7.9809250208677e-06	0	0	1.43901999041872e-05	9.09850757712788e-06	0	8.67592249754875e-06	2.69249203537288e-05
YALI1_E36206g	3.14833118910332e-05	1.78128347863729e-05	3.20196386730983e-05	2.3488883592222e-05	2.46719771740365e-05	2.78977239345205e-05	2.82347998120071e-05	5.35561441269802e-05	4.50739169234801e-05	3.83015251491311e-05	2.64144953233264e-05
YALI1_B22088g	1.47131313599291e-05	4.37035830223801e-05	0	2.56132012297615e-05	4.03549394086954e-05	2.60749490595075e-05	4.0409689265828e-05	3.64998269082456e-05	2.68092923773201e-05	2.78436582479471e-05	2.88034031691053e-05
YALI1_F09747g	1.39815391928608e-05	6.92174611404178e-06	6.22112685085058e-06	6.08490415955659e-06	9.58708505289448e-06	3.09730057889178e-06	0	0	3.18452920504078e-06	6.61479173846258e-06	3.42139871898212e-06
YALI1_D18673g	2.58230468766103e-05	0	0	1.12384454375484e-05	3.54135182566102e-05	0	1.0131875442744e-05	0	1.1763260941069e-05	0	0
YALI1_E34042g	0	7.15906312366607e-06	3.21721131429702e-06	0	6.61052340790057e-06	3.20349374159664e-06	2.83692512396833e-06	0	0	0	3.53870381791865e-06
YALI1_D14893g	0	5.47887483954036e-06	0	2.40823830804609e-06	2.5295370183293e-06	4.90330674734179e-06	2.1711161663023e-06	0	0	2.61795329007666e-06	0
YALI1_F24469g	0	0	1.0400467610874e-06	2.03454615679756e-06	1.06851132670807e-06	1.03561220094719e-06	1.83421883015194e-06	0	0	0	1.14397752734439e-06
YALI1_A13383g	3.04898625772025e-05	3.77360255012519e-05	2.71331074699748e-05	2.65389795874637e-05	2.7875701117653e-05	3.03945942350283e-05	2.09351402220555e-05	1.89095488801754e-05	2.43060150770281e-05	2.16375416505131e-05	1.49222450153196e-05
YALI1_C06259g	3.03679031268937e-05	4.009075349253e-05	4.50409584001582e-05	3.52437648921518e-05	1.85094655421216e-05	4.03640211441176e-05	2.3830171041334e-05	5.52461380083205e-05	3.68895863111924e-05	5.74693106237629e-05	4.4587668105775e-05
YALI1_E05767g	5.36156481760129e-06	1.06172546325556e-05	1.90851518644738e-05	4.66681208847349e-06	1.47056135133381e-05	9.5018882166002e-06	1.26219126278252e-05	5.32031375272732e-06	0	1.01464178361163e-05	5.24807769606579e-06
YALI1_E27104g	2.4864549503461e-05	2.05158741262264e-05	2.58149597817501e-05	1.08212978994735e-05	1.89439126045186e-05	1.4688508422168e-05	1.95116029268564e-05	1.23366227192061e-05	0	2.35272832793789e-05	1.21691233913141e-05
YALI1_D17151g	4.54998548562191e-05	3.21790080473004e-05	2.31374786302183e-05	2.82885527280756e-05	1.78280383004168e-05	2.30388248539484e-05	1.53019077748292e-05	1.2899938825106e-05	2.36876624429746e-05	1.8451191338965e-05	1.9087186689116e-05
YALI1_E29617g	1.33192557574095e-05	1.97816217890773e-05	1.18528837895153e-05	5.79667185726181e-06	0	1.18023453637771e-05	2.09036588081877e-05	1.98251691417418e-05	2.42694646784161e-05	2.52058379928785e-05	2.60746597109795e-05
YALI1_E39886g	2.607134540427e-06	5.16278590648995e-06	6.96031293958489e-06	4.53860296516378e-06	0	2.31021183288219e-06	2.04585946440024e-06	5.17415128699305e-06	4.75054768773941e-06	2.46691752334147e-06	7.655849606074e-06
YALI1_E36308g	0	1.34184510529264e-06	0	4.71846191879933e-06	1.85854594206416e-06	0	0	1.34479904924346e-06	6.17350717007192e-07	1.28233913387547e-06	0
YALI1_D33350g	0	0	1.76400620366155e-05	8.62690067529825e-06	0	4.39121204788051e-06	2.72211483827249e-05	4.91747015265136e-06	0	0	1.45521110005793e-05
YALI1_D24836g	1.54308450848037e-05	9.16709302420655e-06	8.23919970734602e-06	5.37252513599875e-06	5.64312973845171e-06	2.73468977941176e-06	2.42176534972906e-06	3.06242450156987e-06	5.62341254743787e-06	1.46009427397772e-05	3.02084472261348e-06
YALI1_B22533g	5.89439113487843e-06	1.16723855277164e-05	1.04909064596642e-05	5.13059465627209e-06	0	0	4.62542139777446e-06	5.84904058529649e-06	1.07403686853239e-05	5.57737874842419e-06	5.76962579008475e-06
YALI1_D08285g	8.95280162939083e-06	8.86440599038841e-06	1.59343013208107e-05	1.5585391314336e-05	8.18519997440519e-06	0	0	0	8.15660074687332e-06	8.47130168392731e-06	2.6289898647273e-05
YALI1_B05711g	0	3.19601032306521e-06	5.74502020410182e-06	5.6192227187742e-06	2.95112652138418e-06	0	0	0	5.8816304705345e-06	6.10855767684555e-06	6.31911396056901e-06
YALI1_D05538g	5.89439113487843e-06	5.83619276385821e-06	6.55681653729012e-06	3.84794599220407e-06	5.38901364774503e-06	3.91731571662632e-06	3.46906604833084e-06	0	2.68509217133097e-06	5.57737874842419e-06	2.88481289504237e-06
YALI1_D35593g	1.05006580660075e-05	7.7977347301342e-06	1.16807464730701e-05	1.14249756522795e-05	0	1.39571304094459e-05	1.23600472206089e-05	1.04198675987025e-05	2.15253032158151e-05	1.73878446735106e-05	1.54175892481933e-05
YALI1_E26205g	1.79904639377332e-05	1.78128347863729e-05	3.20196386730983e-05	2.3488883592222e-05	8.2239923913455e-06	4.78246696020351e-05	4.23521997180107e-05	6.24821681481436e-05	3.27810304898037e-05	3.4045800132561e-05	4.40241588722107e-05
YALI1_C03415g	3.62674002311628e-05	4.78790845850278e-05	2.15163814013495e-05	2.10452417747722e-05	6.07894469436717e-05	3.21369595096478e-05	2.84595991735677e-05	5.39825465483734e-05	5.50700432591447e-05	5.14752981303609e-05	3.54997357530055e-05
YALI1_F30593g	3.93075669172071e-05	2.2239693135649e-05	2.49857387574842e-05	1.46631788105291e-05	2.56695620499098e-05	1.99033634832927e-05	1.32193996161246e-05	3.34329775467243e-05	3.58118210306509e-05	3.18801649170282e-05	4.39720592759122e-05
YALI1_F19126g	1.01226343756312e-05	1.50340325596987e-05	9.00819168003165e-06	8.81094122303795e-06	1.38820991565912e-05	2.24244561911765e-05	1.58867806942227e-05	1.50671285477238e-05	4.61119828889905e-06	4.78910921864691e-06	1.48625560352583e-05
YALI1_C03461g	2.73092654018828e-06	5.4079253811866e-06	7.29080261873065e-06	0	4.99356084769468e-06	7.25971603311468e-06	6.42900297877716e-06	5.41983041285028e-06	9.95222652280371e-06	1.03362069467199e-05	8.01936476722571e-06
YALI1_E19138g	0	0	1.93032678857821e-05	2.8320882502622e-05	9.91578511185086e-06	1.92209624495798e-05	4.2553876859525e-05	3.22867040308367e-05	2.96434175714939e-05	0	5.30805572687797e-05
YALI1_C25598g	0	0	1.36948860000481e-05	4.46500399816112e-06	9.37979672742649e-06	9.09099575317965e-06	8.05073345991013e-06	2.0360984523951e-05	9.34702355857916e-06	9.70765382158157e-06	1.00422675913908e-05
YALI1_C31453g	0	0	3.66783048861223e-06	3.58751678462457e-06	3.7682136689987e-06	0	0	6.13482432724909e-06	1.87752373326509e-06	3.8999260738167e-06	4.03435288687794e-06
YALI1_F19746g	0	8.04819730176592e-06	3.61677931478787e-06	3.53758346749382e-06	7.4315305977469e-06	0	0	8.06591464010909e-06	0	1.9228222237608e-05	3.97820022357021e-06
YALI1_F13597g	8.51118361179756e-06	8.42714829579526e-06	0	1.48166051956916e-05	1.55628914311561e-05	0	0	8.44569985858956e-06	1.55085144245484e-05	3.22137391388805e-05	8.33102916774569e-06
YALI1_C04389g	1.45551682931814e-05	8.64687455504145e-06	2.5905459202545e-06	5.06764257460004e-06	1.86301177331554e-05	5.15900065747925e-06	1.37060032829758e-05	8.66590982422763e-06	7.95643876535496e-06	8.26341698002726e-06	8.54824925340777e-06
YALI1_D16236g	0	0	5.84441501732157e-06	1.71493233147365e-05	0	1.16389911026867e-05	1.54607511081319e-05	2.60676964493491e-05	1.79501663495205e-05	0	1.92853235751622e-05
YALI1_E20751g	0	0	0	2.5813304364369e-05	0	1.31393297995175e-05	1.74537385556645e-05	2.20709890835797e-05	2.02640549805134e-05	0	2.90284297563639e-05
YALI1_F23784g	2.72309030908301e-06	5.39240766129797e-06	2.42329403157236e-06	4.74046335529301e-06	2.48961606108164e-06	0	0	0	4.96183460068047e-06	2.57663695407832e-06	2.66545122583542e-06
YALI1_A20855g	6.00630995389511e-06	2.97350327525687e-06	2.67252522152838e-06	5.22801101050511e-06	2.74566834584478e-06	0	0	0	5.47214986815552e-06	2.84163917245663e-06	2.93958782342926e-06
YALI1_D22906g	2.20696970398937e-05	1.63888436333925e-05	1.96399527907667e-05	1.92099009223211e-05	3.02662045565215e-05	3.91124235892613e-05	1.73184382567834e-05	3.83248182536579e-05	2.51337116037376e-05	3.65448014504306e-05	2.70031904710362e-05
YALI1_E31827g	1.33036958791882e-05	1.31723416118856e-05	1.97317282710974e-05	7.71986672579259e-06	1.21630541675741e-05	1.57180767695162e-05	1.39194924306857e-05	3.08031249515381e-05	2.02009270833778e-05	2.09803266003807e-05	2.17034988832627e-05
YALI1_E15144g	5.44878644621298e-06	3.59665850710496e-06	8.08151167466954e-06	4.74273151957784e-06	4.98161452987722e-06	4.82823219427245e-06	7.12624732097308e-06	5.40686431138413e-06	9.92841736844293e-06	1.03114791789048e-05	1.24447239529675e-05
YALI1_E16174g	1.6856074115727e-05	1.0013787228929e-05	9.00019150980071e-06	1.1737488307777e-05	1.23286848637577e-05	1.49363606957214e-05	1.05817811018357e-05	0	1.22856082297488e-05	9.5697120266035e-06	6.59971404762803e-06
YALI1_B21423g	5.08845561777709e-06	2.5191073323892e-06	0	2.2145462189271e-06	2.3260890007693e-06	0	3.99299112622889e-06	2.52465290679018e-06	6.95388481905018e-06	7.22218213267798e-06	4.9807493415745e-06
YALI1_D15744g	3.58958665802526e-05	3.9984129148135e-05	2.39579565958288e-05	2.73389133693553e-05	2.05113758223865e-05	7.95193481956612e-06	2.81680508762813e-05	5.34295338571765e-05	2.86155922183452e-05	2.54739852055687e-05	3.07440579925556e-05
YALI1_E23555g	2.04635465814648e-05	3.03922491099031e-05	2.73159451213898e-05	2.67178136817188e-05	2.80635427693892e-05	2.71994751644998e-05	1.60580667394434e-05	5.58417837011326e-05	2.79654882749942e-05	3.87259505550963e-05	3.5053198196364e-05
YALI1_C02831g	1.9931677032616e-06	2.46686016009759e-06	4.87776196903788e-06	2.16861575127279e-06	4.10012117384224e-06	1.3246265799461e-06	1.56407003421725e-06	9.88916286933826e-07	1.81590901374339e-06	3.7719421517303e-06	4.87744684801074e-07
YALI1_B11794g	0	0	9.46238621852064e-06	0	2.43033948819874e-06	9.4220404164607e-06	4.17194871171814e-06	0	4.84369568161665e-06	2.5152884551717e-06	2.60198810141077e-06
YALI1_C24460g	3.03193920995344e-06	3.00200330664911e-06	5.39628095848541e-06	0	2.77198465586885e-06	1.07465445005638e-05	4.75842073509065e-06	9.02583579136807e-06	2.76229929446828e-06	5.73775066131818e-06	8.90328835977934e-06
YALI1_C30632g	3.476179387236e-06	6.8837145419866e-06	1.23738896703731e-05	6.05147062021837e-06	3.17813625379835e-06	6.16056488768584e-06	1.09112504768013e-05	3.4494341913287e-06	3.16703179182627e-06	0	6.80519964984355e-06
YALI1_B16446g	8.18100838547783e-06	1.21503495902738e-05	1.09204909914177e-05	7.12091154879144e-06	1.86989482173912e-05	7.24928540663032e-06	9.62964885829768e-06	4.0590324751411e-06	7.4534455100739e-06	3.87050852800127e-06	8.00784269141073e-06
YALI1_F36233g	1.07231296352026e-05	1.06172546325556e-05	2.86277277967107e-05	1.55560402949116e-05	1.30716564563006e-05	2.21710725054005e-05	2.80486947285005e-05	2.48281308460608e-05	3.25649596673662e-05	2.02928356722327e-05	2.79897477123509e-05
YALI1_F34675g	2.20696970398937e-05	0	6.54665093025556e-06	1.92099009223211e-05	1.34516464695651e-05	3.25936863243844e-05	2.30912510090446e-05	0	3.35116154716501e-05	1.39218291239736e-05	1.44017015845526e-05
YALI1_F17756g	1.67371600126178e-06	1.65719053788566e-06	0	0	1.53021375182884e-06	2.96619790888578e-06	2.6267825221929e-06	1.66083868471382e-06	0	0	3.27657760918393e-06
YALI1_E40995g	4.70966239561006e-06	4.66316146392641e-06	0	4.09938332337373e-06	4.30586202127519e-06	8.3465717833163e-06	7.39149225847829e-06	4.67342696889695e-06	0	0	4.60997395634563e-06
YALI1_F03529g	3.16332324238476e-06	3.1320901166039e-06	2.81505990000989e-06	0	5.784207981913e-06	2.80305702389706e-06	4.96461896694458e-06	3.13898511410912e-06	2.88199893056191e-06	0	0
YALI1_F13202g	2.36264806485169e-05	3.11909389205368e-05	2.10253436515261e-05	2.05649561741031e-05	2.16007766959407e-05	3.48928260236148e-05	2.47200944412178e-05	1.56298013980537e-05	2.87004042877534e-05	7.45193343150453e-06	7.70879462409664e-06
YALI1_C29066g	0	3.3708593183181e-05	1.51483043946721e-05	1.48166051956916e-05	0	3.77092873170008e-05	4.6752017177505e-05	5.06741991515373e-05	0	0	5.83172041742199e-05
YALI1_C19005g	2.78434319623108e-05	3.21632725910425e-05	2.89077055746737e-05	3.63532110363729e-05	2.12134767062824e-05	2.05603204686826e-05	2.1849178827629e-05	3.22340769664017e-05	3.80508416260007e-05	4.39099255988408e-05	3.63387678123675e-05
YALI1_A13566g	3.35928131934665e-05	2.21740893210896e-05	1.99296276106895e-05	1.94932327943317e-05	1.02375362511735e-05	1.98446514966163e-05	1.3180404337021e-05	3.33343551940791e-05	0	0	2.19211740933014e-05
YALI1_F18023g	1.44151438893483e-05	9.51521048082199e-06	8.5520807088908e-06	4.18240880840409e-06	1.31792080600549e-05	4.25780813756515e-06	3.77059668375538e-06	0	8.75543978904883e-06	4.54662267593061e-06	0
YALI1_E33220g	0	1.07693642977785e-05	1.45189335817129e-05	1.4201015581544e-05	4.97209855178768e-06	4.81900921013821e-06	1.28027423216336e-05	1.07930720255901e-05	0	5.14589099424811e-06	0
YALI1_D29994g	0	0	0	1.41200981138429e-05	0	1.43746514046003e-05	1.90946883344022e-05	2.41460393393009e-05	7.38974084759463e-06	0	7.93939959148415e-06
YALI1_F09177g	3.35334619334073e-05	3.65226055999749e-05	2.98416243817303e-05	3.21070075486144e-05	2.45266769551081e-05	1.78286312474018e-05	1.84199643649887e-05	2.66203684588759e-05	3.36063479535487e-05	2.85569675140165e-05	3.28236661556058e-05
YALI1_F28807g	1.21355111600438e-05	2.40313819688279e-06	6.47967751920435e-06	4.2251955992829e-06	8.87602247863888e-06	1.07534156926997e-05	1.14275116886192e-05	9.63371390519423e-06	8.84500950556084e-06	4.59313543987875e-06	7.12718479951646e-06
YALI1_F36267g	8.43552864635936e-06	8.35224031094375e-06	1.12602396000396e-05	1.10136765287974e-05	2.3136831927652e-05	1.49496374607843e-05	1.32389839118522e-05	8.37062697095765e-06	1.53706609629968e-05	1.19727730466173e-05	1.23854633627153e-05
YALI1_B10231g	6.34780583756139e-06	6.28513066877038e-06	0	2.76262789183882e-06	2.90177657955502e-06	1.12497271862089e-05	7.47183456563566e-06	0	0	9.00961182437754e-06	6.21344315855281e-06
YALI1_E38178g	0.000148538656598937	0.000147072057649227	0.000132185421391769	0.000129290985338057	0.000105624667495803	7.3123226710358e-05	0.000116560619223916	0.000147395822749472	0.000150365161594534	0.000156166604955877	0.000210014378759085
YALI1_B20276g	3.40665579949128e-05	4.33674016145156e-05	1.73234455385224e-05	4.23602943415286e-05	3.11457352872238e-05	1.72495816855204e-05	1.90946883344022e-05	2.41460393393009e-05	2.21692225427839e-05	3.68393016818993e-05	9.52727950978097e-06
YALI1_E14698g	5.75149680433593e-05	2.8473546514581e-05	5.97133918183916e-05	5.00621660399883e-05	6.13476604142288e-05	6.79528975490196e-05	5.26550496494122e-05	4.75603805168048e-05	4.36666504630592e-05	3.62811304442948e-05	3.75317071597432e-05
YALI1_E06355g	8.01969272717263e-05	5.29367343651364e-05	3.96487309860548e-05	4.65366613892849e-05	4.88806308330676e-05	2.36878058357498e-05	4.19545264812218e-05	5.30532695342386e-05	2.43549205399598e-05	3.37261212580768e-05	2.61664718930604e-05
YALI1_F17265g	7.72170034756247e-06	9.17455200958019e-06	5.49726912939279e-06	8.06534489496964e-06	4.23579103638869e-06	5.47382982697554e-06	3.63560380004078e-06	3.06491630344259e-06	8.44198222133675e-06	8.76769385024861e-06	1.3604862115269e-05
YALI1_E35410g	2.09030170201636e-05	2.4835956871749e-05	1.48813739207571e-05	2.18332794623738e-05	1.14664915941007e-05	1.11134419449663e-05	1.31223408817918e-05	2.48906308607772e-05	2.66616641153304e-05	2.37345721188448e-05	1.63684537833241e-05
YALI1_F14342g	8.44491188178356e-06	8.36153090083356e-06	1.50303531924888e-05	5.5129637797095e-06	1.15812840572229e-05	1.49662666459465e-05	8.2835689103636e-06	8.37993801319453e-06	5.77040942715398e-06	9.98840910451941e-06	6.19962014818895e-06
YALI1_E10755g	7.60211193096471e-06	1.25450872494148e-05	9.02021863821593e-06	8.82270482947725e-06	1.39006333343704e-05	1.79635163080185e-05	9.94249459334696e-06	2.51454081237046e-06	1.15433869047873e-05	1.43865096688325e-05	9.92159948949153e-06
YALI1_E22592g	1.40245858036763e-05	1.38861138174557e-05	1.24805611330488e-05	1.62763692543804e-05	1.70961812273291e-05	2.07122440189438e-05	2.9347501282431e-05	2.31944712865206e-05	1.70364468801689e-05	1.7693753270863e-05	1.83036404375102e-05
YALI1_F21690g	2.19421265367729e-05	2.71568507219992e-05	1.46448202890688e-05	1.90988610325967e-05	3.00912553972353e-05	2.91647551619347e-05	2.15229145965806e-05	1.63299803624174e-05	1.9990744027019e-05	2.07620341848854e-05	1.07388410659381e-05
