GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	uniprotID_CENPK	Protein_name
CENPK1137D_2194	P16622	YOR176W	145.10777	207.9947713	267.6202407	123.5147971	222.1676807	93.35362516	139.4659244	168.9352961	222.9254868	150.2000547	99.77039022	126.9331558	N1NYK0	" Ferrochelatase, mitochondrial - HEM15"
CENPK1137D_3156	P53081	YGL221C	97.03053428	168.7026241	220.5731713	168.959687	268.9273318	165.4077929	134.7909394	156.2195305	163.0857647	111.4397213	96.12765416	160.6156279	N1P3X1	 NGG1-interacting factor 3 - NIF3
CENPK1137D_3937	Q04599	YDR116C	216.6454224	211.2586288	280.6454138	193.5706575	170.2265356	111.5400474	162.7482582	247.812351	155.3401069	142.8774175	134.0948558	141.6338342	N1P4Q8	" 54S ribosomal protein L1, mitochondrial - MRPL1"
CENPK1137D_2905	P53163	YGL068W	714.68108	806.5576961	1060.492488	927.8754824	1066.008486	622.8014654	448.7502459	408.2814604	903.73197	438.7959966	443.6176992	794.0183636	N1P5H2	" 54S ribosomal protein L12, mitochondrial - MNP1"
CENPK1137D_2971	P53199	YGL001C	418.8106816	977.8401113	842.5468546	454.1965992	878.3785787	435.8373769	783.6514596	893.3133488	364.6141369	718.1194307	695.6745153	371.9490399	N1P3D7	" Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating - ERG26"
CENPK1137D_4902	P38205	YBL024W	328.3138611	174.6527439	332.8318597	227.8530641	302.7298453	176.3142181	163.0388218	159.6885886	294.4910262	183.0802623	158.8728901	311.115434	N1P7E7	 Multisite-specific tRNA:(cytosine-C(5))-methyltransferase - NCL1
CENPK1137D_4464	P25373	YCL035C	489.6089526	471.5655346	586.3125162	952.8630145	958.6873001	676.2875164	355.2527156	692.5393771	591.5070425	132.9838609	94.37484582	59.43824858	N1P7Z5	 Glutaredoxin-1 - GRX1
CENPK1137D_80	Q04660	YMR049C	143.9407609	150.6400939	176.7782695	95.15819269	111.9857063	71.32325958	176.8750393	124.6755126	259.6229216	127.1360193	85.64119954	155.7783452	N1P5E6	 Ribosome biogenesis protein ERB1 - ERB1
CENPK1137D_207	P01094	YMR174C	1132.798951	1534.168202	1173.686989	2305.588611	2132.752548	1981.972371	1680.084171	1849.848385	1907.927404	611.6170941	764.7406587	478.4911623	N1P0F8	 Protease A inhibitor 3 - PAI3
CENPK1137D_609	Q05979	YLR231C	71.32885532	83.70442839	122.5016734	294.3594105	363.5037241	194.1623113	212.6972858	255.2638292	262.5196028	117.9382933	158.5440418	141.3464989	N1NYF6	 Kynureninase - BNA5
CENPK1137D_1840	Q06523	YPR148C	69.54579716	238.9630277	289.9013471	126.5808991	206.2907444	123.1091337	100.3936435	168.3360475	128.8863569	68.77073046	97.99449458	79.03591182	N1NW59	 Uncharacterized protein YPR148C - YPR148C
CENPK1137D_674	P23776	YLR300W	704.4379693	618.7771751	830.4840126	595.5257533	574.3298108	770.4909198	569.2238249	544.4379527	452.630482	1183.981533	1256.109657	749.8579519	N1NYJ3	" Glucan 1,3-beta-glucosidase I/II - EXG1"
CENPK1137D_3556	P40087	YER143W	47.90183674	93.98204188	87.68085555	151.5490171	119.3328229	91.98562734	89.61692061	142.0388365	96.9794593	44.99591372	66.53957133	46.14083883	N1P542	 DNA damage-inducible protein 1 - DDI1
CENPK1137D_3653	P33767	YEL002C	180.0971901	195.9243045	187.337044	106.597296	163.0500361	153.0813182	178.1871331	210.0334925	206.5587707	194.1299644	187.6815558	143.6808227	N1PA79	 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 - WBP1
CENPK1137D_3326	P43621	YFR051C	362.094947	397.0289315	423.2463214	375.3763847	504.5429378	301.2785128	436.6525576	333.7690991	313.3052762	418.3101105	429.5984735	394.0010373	N1P4G2	 Coatomer subunit delta - RET2
CENPK1137D_3322	P43619	YFR047C	136.512267	95.26892776	115.5202925	164.0956724	145.5430214	215.6973065	216.9363054	234.7465768	122.5112434	67.25701557	122.6690689	151.7074976	N1P302	 Nicotinate-nucleotide pyrophosphorylase [carboxylating] - BNA6
CENPK1137D_2280	P48606	YOR265W	468.0209322	747.6422867	685.521864	1345.638829	1027.517838	778.7691566	380.8087324	443.4410047	578.0220029	146.2359758	117.8608173	86.81046437	N1NWW1	 Tubulin-specific chaperone A - RBL2
CENPK1137D_699	Q06177	YLR327C	1149.394994	1202.016501	1255.06067	830.6227338	1229.017974	755.5211616	514.1467775	1090.976996	1116.202246	272.981611	176.1832418	279.4164252	N1NYM1	 Translation machinery-associated protein 10 - TMA10
CENPK1137D_3825	P32356	YDR001C	62.48398413	51.02113609	50.07983194	82.71748681	77.28906534	84.19360499	63.61687475	53.03194594	106.7903248	111.3443609	48.60878862	63.54026752	N1P7X5	 Neutral trehalase - NTH1
CENPK1137D_4545	P35172	YBR001C	979.0318178	938.7683737	1332.303458	2055.107888	2089.595309	1385.795275	1271.095787	1305.465886	1391.642685	870.6169621	753.2594389	858.4028997	N1P9B5	 Probable trehalase - NTH2
CENPK1137D_3890	Q12497	YDR070C	539.8374578	1258.147545	970.2116263	3656.863986	3462.797998	4211.648224	1646.974792	2075.445429	1221.067265	443.4088654	389.4282993	302.5133544	N1P839	" Protein FMP16, mitochondrial - FMP16"
CENPK1137D_4308	Q12515	YDL173W	443.7274082	564.631529	628.3799413	789.2034942	1097.098233	481.2730649	400.6287971	510.9411197	790.6241447	413.2748187	369.4725726	515.2336772	N1PAL0	 Protein PAR32 - PAR32
CENPK1137D_4172	P10662	YDR347W	46.41629289	120.107785	128.0481841	100.4847377	108.2537768	56.90457549	67.31732557	156.2756135	155.3582406	55.22551184	102.1219643	121.8624311	N1P5B6	" 37S ribosomal protein MRP1, mitochondrial - MRP1"
CENPK1137D_4636	P15873	YBR088C	250.4798971	448.1717274	339.4734808	361.5896422	326.1029064	309.7721664	283.8769727	315.8466961	316.0232978	409.1833995	428.1825864	295.2758214	N1P843	 Proliferating cell nuclear antigen - POL30
CENPK1137D_2287	Q12024	YOR272W	216.1071574	639.805175	683.559042	205.5106755	241.5004797	128.7123744	185.9432207	191.4559829	217.4603347	304.6818417	183.268277	333.539855	N1P3M1	 Ribosome biogenesis protein YTM1 - YTM1
CENPK1137D_1826	P80967	YPR133W-A	1681.063377	1233.78965	1392.864544	1028.888147	1685.996212	1527.668502	1298.36675	1264.938921	1279.57672	1202.081848	1354.430466	1887.164453	N1NVL5	 Mitochondrial import receptor subunit TOM5 - TOM5
CENPK1137D_1935	P38996	YPL190C	1238.406684	1077.363569	1793.41759	2129.937932	2102.532927	205.0219297	136.1739718	170.0820895	1669.103679	979.9704952	77.95911931	965.9768006	N1NWA5	 Nuclear polyadenylated RNA-binding protein 3 - NAB3
CENPK1137D_4303	P06782	YDR477W	62.10886981	95.17454329	86.55518541	50.69474236	64.75819646	29.81901072	50.96674302	78.60246275	60.31256919	13.65844077	29.42060875	24.4912643	N1PAK9	 Carbon catabolite-derepressing protein kinase - SNF1
CENPK1137D_245	P07277	YMR208W	291.4863254	227.3949022	243.7242592	270.0534252	278.2147774	291.3367117	320.2463429	324.7143688	275.5359978	233.5387508	266.8678262	305.767753	N1P5T7	 Mevalonate kinase - ERG12
CENPK1137D_356	P41818	YMR311C	137.4615309	154.5986009	389.7664985	426.1029645	511.3664706	303.4962133	219.6175144	214.3786751	158.9066821	239.3558424	183.6393102	256.9785176	N1NZ84	 Protein GLC8 - GLC8
CENPK1137D_4574	P38221	YBR029C	139.0848438	179.4389674	160.2032779	123.4752103	132.2768357	119.1431008	85.73129059	145.6175883	145.6338944	218.4488551	171.2558278	288.532921	N1P886	 Phosphatidate cytidylyltransferase - CDS1
CENPK1137D_489	Q12452	YLR100W	279.9048629	255.1192699	271.2175776	129.687976	157.6580088	112.7392839	290.3767506	321.2675062	183.7522337	191.8064372	131.7631049	158.4412273	N1NY57	 3-keto-steroid reductase - ERG27
CENPK1137D_5234	P38804	YHR087W	474.0119513	825.9594331	640.3181914	1202.237673	686.6493349	927.0940451	1251.386383	990.2122672	1398.627352	920.1366896	396.7585899	147.4214624	N1P129	 Restriction of telomere capping protein 3 - RTC3
CENPK1137D_2286	Q12029	YOR271C	161.2554658	316.0153426	335.7806388	282.1775014	421.5275554	203.9576175	275.3201363	193.7633048	310.4057005	344.8399565	367.1523026	447.1750469	N1NVX7	 Probable mitochondrial transport protein FSF1 - FSF1
CENPK1137D_4465	P25369	YCL034W	23.78063064	27.9046379	383.0854812	48.9015291	46.35164683	54.06370347	310.2781436	59.25067525	71.63837586	33.70157247	38.4500322	53.88336219	N1P986	 LAS seventeen-binding protein 5 - LSB5
CENPK1137D_5285	P38741	YHL024W	272.8371839	298.2518889	474.5430534	387.1804203	501.4753881	337.9934965	274.0971212	354.7992457	365.7073677	147.7611929	160.920957	142.4350428	N1P9G0	 Meiotic activator RIM4 - RIM4
CENPK1137D_1785	P20424	YPR088C	317.4800114	315.3547535	384.7310184	378.235763	275.2006177	319.7662635	462.5550586	439.3161335	373.54422	331.9517289	468.2486987	357.564642	N1NW32	 Signal recognition particle subunit SRP54 - SRP54
CENPK1137D_138	Q04438	YMR107W	296.7912505	561.7453451	724.2261267	469.2248811	501.4270574	449.8324357	573.038364	717.9850031	599.9226158	NA	NA	NA	N1NYD3	 Stationary phase protein 4 - SPG4
CENPK1137D_5391	P37299	YHR001W-A	3672.512556	4183.251448	4523.610635	3342.866186	3984.531989	4301.319152	3222.600121	4536.939229	4478.152046	5052.531258	4342.564255	5133.588033	N1P352	 Cytochrome b-c1 complex subunit 10 - QCR10
CENPK1137D_4171	Q05515	YDR346C	189.8525873	383.8574987	319.9422131	452.3141458	452.0834628	355.330564	244.0814657	302.7703573	423.2408417	319.1362522	305.1623964	259.6998376	N1P6Z6	 Survival factor 1 - SVF1
CENPK1137D_3462	P87262	YER056C-A	14640.04938	9193.155485	8470.264505	6912.740297	10260.43667	6873.461586	9323.426403	9981.149646	11414.90139	9713.752079	8949.867543	12667.8243	N1P3D8	 60S ribosomal protein L34-A - RPL34A
CENPK1137D_4871	P34217	YBL051C	230.8770167	202.6358637	265.6313919	354.300456	334.8646743	214.4096633	194.6074985	191.1148658	344.4845225	244.1653665	172.9951702	315.7998319	N1P8R4	 RNA-binding protein PIN4 - PIN4
CENPK1137D_3634	P03962	YEL021W	388.8247275	428.7749712	459.4440614	400.4895095	453.2494029	379.0752646	430.0702521	471.8225534	391.2216565	418.6560263	406.23063	427.0093012	N1P5L4	 Orotidine 5-phosphate decarboxylase - URA3
CENPK1137D_4887	P38197	YBL036C	103.1585445	116.0089533	180.7686077	368.1253849	403.3708028	216.1428276	268.7356337	291.0026534	94.34751345	314.3700573	234.4305039	246.843533	N1P7D9	 Pyridoxal phosphate homeostasis protein - YBL036C
CENPK1137D_3598	P40098	YER182W	356.2469761	437.8484147	464.2130497	347.0217966	532.1421391	323.5162131	277.0512171	290.6900954	350.2334598	349.5597511	320.333869	460.0142546	N1PA68	 Uncharacterized mitochondrial membrane protein FMP10 - FMP10
CENPK1137D_1564	Q03028	YPL134C	863.4856465	866.9870181	1123.66325	851.9559678	909.7872269	1011.765553	1131.10938	1041.809169	859.1197705	1268.735578	1275.904854	943.9630772	N1NX22	 Mitochondrial 2-oxodicarboxylate carrier 1 - ODC1
CENPK1137D_3048	P35180	YGR082W	238.4868186	260.4644647	251.1163644	294.5634116	311.1520521	133.3104973	200.3011118	277.842059	329.823488	149.6468243	121.7438919	251.4943338	N1P9V8	 Mitochondrial import receptor subunit TOM20 - TOM20
CENPK1137D_1641	Q02784	YPL059W	95.20659717	170.390985	171.1741875	98.31356375	193.5419932	55.93611894	59.5541455	143.6525186	135.5530096	80.14553764	80.4678213	53.6665721	N1NVH8	" Monothiol glutaredoxin-5, mitochondrial - GRX5"
CENPK1137D_1729	Q12402	YPR028W	6997.585922	10768.66618	8633.704616	9266.915291	2363.991309	10613.65109	2532.812466	11527.82205	11233.71511	13743.67819	1435.027206	12709.70164	N1NXH4	 Protein YOP1 - YOP1
CENPK1137D_4637			901.1887612	1542.7666	1573.581296	1274.577072	1620.137283	1351.914185	1144.159534	1440.122028	1752.219059	650.7744276	978.1929842	832.3841182	N1P6K7	 Nhp6bp  
CENPK1137D_2281	Q99383	YOL123W	333.4429291	317.5809749	419.8063551	256.5160705	275.431912	194.0532853	222.0628472	284.3298681	319.0405511	200.5496458	147.2377609	260.1530295	N1NVX5	 Nuclear polyadenylated RNA-binding protein 4 - HRP1
CENPK1137D_1939	Q06892	YPL188W	361.7456976	467.6051247	646.007565	447.3762899	683.4107644	604.8050377	478.6483156	475.2230616	620.6365707	273.2839345	378.2620932	421.5423514	N1NY03	" NADH kinase POS5, mitochondrial - POS5"
CENPK1137D_597	Q05812	YLR219W	91.40475454	86.62731516	149.3151989	148.7941093	178.7343503	154.9958722	68.57887123	100.363334	93.43148515	9.131501885	8.888018212	39.04753342	N1P1C8	 Meiotic sister-chromatid recombination protein 3 - MSC3
CENPK1137D_2980	P16965	YGR008C	730.401817	1481.689148	1711.261213	1862.776773	1810.703489	1916.765048	1511.851266	1724.304134	1733.206483	83.0003911	98.68392935	63.68283583	N1P5N1	 ATPase-stabilizing factor 15 kDa protein - STF2
CENPK1137D_5275	P18562	YHR128W	381.215362	395.7216367	494.5572103	935.6088758	757.6622935	861.4513877	523.4882613	567.2431459	457.0548445	750.4811722	701.0178845	754.8636229	N1P9F6	 Uracil phosphoribosyltransferase - FUR1
CENPK1137D_5419	P11914	YHR024C	110.9864282	181.0724279	184.9622887	150.6038309	233.0855073	115.7614548	109.077008	136.1524564	107.099092	153.4095118	202.0912944	224.4938044	N1P1I9	 Mitochondrial-processing peptidase subunit alpha - MAS2
CENPK1137D_3821	Q07651	YDL222C	1544.446584	1439.7431	1469.175753	1725.957905	1766.082849	1777.555051	1832.618493	1847.367593	1578.549538	1114.147455	831.7104015	816.9280916	N1P5Z4	 SUR7 family protein FMP45 - FMP45
CENPK1137D_740	Q05933	YLR370C	125.8107757	165.4031958	223.9296656	304.2907426	263.9797703	265.2416385	223.7030338	238.4770968	211.5213444	99.00322671	107.5838523	185.3442301	N1P796	 Actin-related protein 2/3 complex subunit 3 - ARC18
CENPK1137D_120	Q04304	YMR090W	140.0083312	178.2954314	191.7655281	257.8614229	266.4500504	120.360536	523.4870651	531.5562458	400.4678254	357.4301313	262.2085724	91.61237826	N1P5H9	 UPF0659 protein YMR090W - YMR090W
CENPK1137D_1880	P20435	YPR187W	776.8992405	884.6980832	1012.368445	906.1980904	623.8251683	916.3552903	534.0823751	713.6076776	911.641603	1049.417819	1193.105745	1022.581558	N1NW71	" DNA-directed RNA polymerases I, II, and III subunit RPABC2 - RPO26"
CENPK1137D_4361	Q04432	YDR533C	182.1772135	527.0032531	431.7171979	326.3535978	707.3054034	267.6229191	932.3768814	1181.614963	708.589648	11.42627383	10.30558505	9.263503078	N1P7K8	 Glutathione-independent glyoxalase HSP31 - HSP31
CENPK1137D_1052	P36136	YKR043C	344.945683	299.5620631	423.6219468	243.5136919	313.8613403	181.4188852	348.2087788	431.1231315	278.0584623	242.998176	159.7984957	228.214759	N1P2P8	" Sedoheptulose 1,7-bisphosphatase - SHB17"
CENPK1137D_1812	Q06489	YPR118W	214.1686409	199.0016423	273.6887188	209.2085104	253.7307255	134.9096579	116.2519074	170.777362	260.4129506	137.1333196	173.9566003	203.3187536	N1P2B9	 Methylthioribose-1-phosphate isomerase - MRI1
CENPK1137D_3666	P33331	YER009W	2139.286608	1587.947126	2152.617878	223.0122602	297.5650476	1682.419666	1791.22905	2854.253754	1917.972622	1356.352816	191.9764613	76.61235884	N1P5G2	 Nuclear transport factor 2 - NTF2
CENPK1137D_1902	Q08969	YPL223C	358.8619568	748.9229601	820.6344216	626.6124483	389.7087874	774.68705	393.0167202	693.6074823	485.8163981	58.61180513	10.76719219	7.97817986	N1P2K6	 Protein GRE1 - GRE1
CENPK1137D_1312	P47089	YJR014W	219.3152527	425.1640049	568.7387197	434.8490558	526.5492704	488.2428066	412.7755167	459.4964136	301.8660896	218.4348474	391.9802948	358.6899687	N1P3C9	 Translation machinery-associated protein 22 - TMA22
CENPK1137D_886	Q01519	YLR038C	962.0819425	855.471691	1302.735242	2032.744893	1322.71953	1486.717339	1742.634811	2036.102584	986.0227999	1543.531181	1711.481527	1842.172872	N1P0F6	 Cytochrome c oxidase subunit 6B - COX12
CENPK1137D_1091	P32463	YKL192C	1362.121035	960.4966854	934.6962411	1376.422587	1295.034308	1211.920021	883.201138	888.7825826	972.7683589	887.0432493	862.9660387	889.7471579	N1P0Z9	" Acyl carrier protein, mitochondrial - ACP1"
CENPK1137D_1293	P38624	YJL001W	389.4364773	351.7731798	613.4845982	569.7626212	341.5123141	570.5713298	487.2008543	396.0526051	463.8194001	528.794931	546.0111862	657.1295893	N1P0Z6	 Proteasome subunit beta type-1 - PRE3
CENPK1137D_1303	P47085	YJR008W	1005.653532	804.9248139	1075.373399	1254.857635	1523.802532	1063.475168	527.5555701	833.1202051	958.3825028	437.9196956	431.5642926	574.6187672	N1P104	 MEMO1 family protein YJR008W - YJR008W
CENPK1137D_5192	P40515	YIL065C	579.4166469	630.7551178	577.2702104	766.5927746	774.4668944	673.8284614	461.7886922	447.299442	594.6976601	599.4329162	610.3459903	713.6771077	N1P4H9	 Mitochondrial fission 1 protein - FIS1
CENPK1137D_4623	P38248	YBR078W	1369.233639	1460.747743	1537.673628	1726.416789	1772.136848	1880.237847	1769.686951	1702.694119	1646.569358	1523.591453	1515.170123	1456.614667	N1PAS3	 Cell wall protein ECM33 - ECM33
CENPK1137D_5242	P38809	YHR097C	403.1470073	461.3698703	575.8172686	740.3325609	594.1337723	577.6588561	325.0702498	414.0329316	490.7349232	285.8729314	307.0831702	338.6614758	N1P4L9	 Uncharacterized protein YHR097C - YHR097C
CENPK1137D_5155	P40485	YIL105C	37.90063377	90.89124496	108.1815054	146.266	90.47297225	104.0119364	106.7104855	66.61272906	88.80459878	119.4292022	108.0798604	128.7888264	N1P9B2	" Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 - SLM1"
CENPK1137D_1721	Q12233	YPR020W	1908.959247	1468.498221	1496.529833	999.0931996	1411.938788	962.0137304	1201.529979	1141.838939	1516.202501	2099.833032	1411.73075	2168.402839	N1NVJ4	" ATP synthase subunit g, mitochondrial - ATP20"
CENPK1137D_3570	P40093	YER156C	227.8518191	225.8833829	265.0862367	144.8028306	159.7891892	125.2669799	241.031771	220.9199464	292.6222304	120.1843886	226.862739	271.8209578	N1P778	 UPF0160 protein YER156C - YER156C
CENPK1137D_4116	Q05567	YDR294C	22.8189688	52.81302689	67.63008986	83.66954389	90.74057273	58.66590575	48.94197719	89.38889378	63.24675702	30.34551514	4.894268158	20.84382805	N1P6T8	 Sphingosine-1-phosphate lyase - DPL1
CENPK1137D_4031	P36521	YDL202W	15.0262035	52.94084063	114.7751622	34.47489952	76.73884308	35.33324398	20.01896367	18.68785552	88.39812958	35.54247445	33.86208259	34.476802	N1P6J8	" 54S ribosomal protein L11, mitochondrial - MRPL11"
CENPK1137D_4926	P35195	YBL001C	4031.470393	4215.472058	5366.187757	3394.639229	6745.616785	3029.273394	689.419765	2540.748177	4292.25652	1049.340361	425.8047226	829.9316875	N1P8U6	 UPF0045 protein ECM15 - ECM15
CENPK1137D_58	Q04371	YMR027W	81.5924637	114.0309839	120.0882527	76.4969374	128.7490604	50.92764071	127.6338093	151.6459039	75.94837132	141.8048885	121.1589848	104.2573584	N1NY73	 Protein-glutamate O-methyltransferase - YMR027W
CENPK1137D_2356	P46669	YOR340C	49.67828827	118.5222625	97.49019795	94.79189093	143.4872711	37.60323894	147.4501255	184.2612799	134.3008747	136.4700386	109.7831429	85.49291401	N1NW87	 DNA-directed RNA polymerase I subunit RPA43 - RPA43
CENPK1137D_1421	P47160	YJR125C	214.7263287	218.7328511	279.1213628	257.7140804	200.774794	241.9088885	254.2524672	239.456048	268.5461419	161.4423038	127.10299	158.9463501	N1P1S3	 Epsin-3 - ENT3
CENPK1137D_2107	P36017	YOR089C	492.5606382	435.435672	480.7355474	560.4968042	482.5197834	453.1029542	361.8921799	419.2481605	418.6724904	385.6471399	328.8025764	381.3492321	N1P326	 Vacuolar protein sorting-associated protein 21 - VPS21
CENPK1137D_625	P39931	YLR250W	528.2455413	349.0464442	377.3825791	416.1093113	694.4694494	400.9435555	359.5257807	351.9479052	291.605798	256.8635263	277.0231518	233.8188952	N1P6Y2	 Protein SSP120 - SSP120
CENPK1137D_4827	P38345	YBR269C	786.9963434	845.2773916	847.1141103	1048.216083	1062.455258	838.4061413	565.7944714	665.3136392	716.1972056	471.7795466	658.0547053	619.9883884	N1P773	" Succinate dehydrogenase assembly factor 4, mitochondrial - SDH8"
CENPK1137D_3378	P43585	YFL004W	105.8235392	118.4164206	103.5518997	129.9950749	112.2857742	83.50644923	140.9686242	137.4350724	128.8222381	170.5702628	167.396491	189.2338409	N1PA24	 Vacuolar transporter chaperone 2 - VTC2
CENPK1137D_1412	P47154	YJR117W	217.8747154	304.5451037	195.6231491	230.9072519	220.2578369	180.0298423	227.5490691	233.0702107	245.0522914	236.6970313	211.2371356	261.255864	N1P3N5	 CAAX prenyl protease 1 - STE24
CENPK1137D_2480	P32573	YNL202W	295.0417365	290.286432	308.9827738	257.6380156	383.4031772	320.3519137	211.424369	315.1923119	368.174981	246.4546061	265.3659848	204.898418	N1NX96	" Peroxisomal 2,4-dienoyl-CoA reductase SPS19 - SPS19"
CENPK1137D_4790	P38328	YBR234C	55.47288926	55.81946993	61.56282133	55.12556922	51.84039313	48.81667053	35.55313436	55.91858366	31.15724281	60.16228312	39.77891098	27.84277996	N1P9L6	 Actin-related protein 2/3 complex subunit 1 - ARC40
CENPK1137D_1016	Q02204	YKR006C	160.1086974	190.2162481	464.2377741	204.478998	691.4507606	49.24975504	280.922781	306.3325053	265.0258839	247.2091586	246.6934086	317.0074772	N1P0U9	" 54S ribosomal protein L13, mitochondrial - MRPL13"
CENPK1137D_1638	Q02776	YPL063W	97.45048758	47.90379186	115.0098647	164.6236451	116.7120298	68.70991333	136.5320085	92.96854085	76.19566188	101.4465512	61.75963196	72.10913386	N1NW46	 Mitochondrial import inner membrane translocase subunit TIM50 - TIM50
CENPK1137D_127	Q03148	YMR096W	119.7103521	103.1409729	49.17552145	NA	4.914235525	NA	60.71004342	65.89258847	59.22226408	NA	NA	NA	N1P0A8	 Pyridoxal 5-phosphate synthase subunit SNZ1 - SNZ1
CENPK1137D_3361			231.3194241	155.3273517	359.081808	241.9639943	244.5047114	179.6397012	60.06028602	223.8901343	405.1118145	590.7542322	298.9708259	640.1119524	N1P4L4	 Snz3p  
CENPK1137D_427	P51998	YML025C	39.69638364	79.75225241	83.66264221	76.22224447	82.72143898	28.65659499	65.1383764	116.1120891	123.6377966	93.93403935	92.74269184	128.7150708	N1P0Y4	" 54S ribosomal protein YmL6, mitochondrial - YML6"
CENPK1137D_639	Q07825	YLL029W	67.57240382	52.46603223	143.6124228	158.860629	139.9316954	69.78002036	36.8606151	50.74542119	133.6026535	60.65820114	58.90845612	173.2448514	N1NYH5	 Putative Xaa-Pro aminopeptidase FRA1 - FRA1
CENPK1137D_5144	P40477	YIL115C	38.12207333	27.20721485	28.70683823	66.00027594	52.26588247	36.40698269	2.847919356	47.73972411	47.79287682	9.179140942	4.588574591	10.31116367	N1P0W1	 Nucleoporin NUP159 - NUP159
CENPK1137D_2792	Q01080	YNL248C	618.300813	493.5122203	526.370115	857.6702112	467.080612	437.8505868	596.8691391	567.4688796	515.4607867	435.5246102	434.748728	495.466335	N1P524	 DNA-directed RNA polymerase I subunit RPA49 - RPA49
CENPK1137D_3739	Q07505	YDL086W	499.3649394	571.5937478	564.5127421	566.3909324	524.4791539	358.359799	370.5664392	463.9640916	450.3552977	487.0052749	366.2828901	360.0978172	N1P5Y9	 Putative carboxymethylenebutenolidase - YDL086W
CENPK1137D_3643			1288.767243	1435.779139	1716.640238	1278.432043	1362.748035	1289.50587	1381.339678	1404.04544	1602.075349	673.6048587	297.8397271	730.9616077	N1PA77	 Hxt13p  
CENPK1137D_4385	Q12250	YDL147W	203.5959845	181.711336	231.0404576	221.140309	345.7175575	174.8460082	167.6297263	217.012183	176.7973269	173.0122467	180.1508777	184.3243969	N1P956	 26S proteasome regulatory subunit RPN5 - RPN5
CENPK1137D_1796	P30656	YPR103W	749.3820101	894.6146535	1207.638043	866.1442094	1302.272473	1200.107902	1432.514609	1130.927218	829.1023916	906.6286442	902.1948046	926.7953292	N1NVK9	 Proteasome subunit beta type-5 - PRE2
CENPK1137D_2141	P38439	YOR123C	21.61159579	49.90972936	65.26395362	75.27178736	142.5847642	40.20962624	19.60423322	59.18330751	88.86804154	18.66293909	21.69225319	70.92889374	N1NVS8	 RNA polymerase-associated protein LEO1 - LEO1
CENPK1137D_2369	Q08818	YOR354C	127.5902714	125.0822593	133.2756862	129.5415572	162.8082424	138.7526909	158.0895346	139.9053505	85.71281342	145.8543249	159.285349	95.68028415	N1NZ02	" Meiotic sister-chromatid recombination protein 6, mitochondrial - MSC6"
CENPK1137D_4571			595.8043032	875.0648636	889.3938333	1283.932255	1335.461192	1143.998687	994.6000773	980.5394702	1223.646494	337.7722339	317.9225595	269.9923863	N1P7Z3	 Etr1p  
CENPK1137D_3083	P23615	YGR116W	145.4315663	239.4729776	214.4312221	181.6616028	190.4034734	82.18798437	218.0746131	222.618611	201.9656398	150.9866935	244.2346535	172.7805368	N1P9W5	 Transcription elongation factor SPT6 - SPT6
CENPK1137D_4180	P07285	YDR354W	280.1320931	231.4527773	228.3279475	208.3477938	198.12172	170.7612241	233.1624939	213.7472277	156.9898392	49.59872054	51.02722546	48.91448822	N1P8P9	 Anthranilate phosphoribosyltransferase - TRP4
CENPK1137D_994	P33204	YKL013C	539.4674374	457.6202665	765.5523639	366.1531555	836.5793848	549.3377116	573.0076911	819.0761725	477.3407348	449.6532748	595.0841231	678.40427	N1NZB9	 Actin-related protein 2/3 complex subunit 4 - ARC19
CENPK1137D_1954	P36534	YPL173W	320.3059888	228.4637758	358.4086506	268.4219241	287.5009144	297.3274746	150.4347893	195.8222965	295.624153	309.2846091	180.4120146	342.0466516	N1NY13	" 54S ribosomal protein L40, mitochondrial - MRPL40"
CENPK1137D_4837	P38351	YBR279W	49.44953088	176.7184881	262.390236	359.0860759	369.5262618	246.6929131	125.592625	228.1929407	363.3630294	219.488183	235.9785266	511.1810045	N1P785	 RNA polymerase II-associated protein 1 - PAF1
CENPK1137D_1189	P28707	YKL117W	2248.802116	1904.357399	1891.592274	2446.913769	2799.748293	2560.175925	2064.886799	1796.147432	2295.723352	1821.749199	1619.050953	1485.759199	N1NZR4	 Co-chaperone protein SBA1 - SBA1
CENPK1137D_2965	P38929	YGL006W	32.06104648	66.77355954	43.72309548	39.4031671	41.39223455	30.69214266	40.61793181	40.9485931	67.00816458	45.8441525	40.04412783	56.47944356	N1P5M0	 Calcium-transporting ATPase 2 - PMC1
CENPK1137D_4424	P37262	YCR073W-A	188.1800674	118.5499788	179.9818253	105.6408758	138.93661	59.14244911	62.90828738	108.8836861	82.76080401	103.6246242	95.40773739	100.0038124	N1P7X2	 6-phosphogluconolactonase-like protein 2 - SOL2
CENPK1137D_2712	P50278	YNR034W	NA	NA	12.6886272	22.67157075	22.27967322	11.36614693	10.58103441	21.06927915	18.50960658	77.44859659	86.11457579	45.18345001	N1P4S8	 6-phosphogluconolactonase-like protein 1 - SOL1
