"","protein","Gene","orthogroup"
"1368","P33307","YGL238W","S+EMP"
"1369","P33308","YNR010W","S+EMP"
"1370","P33309","YNL001W","S+EMP"
"1371","P33310","YLR188W","S+EMP"
"1372","P33311","YPL270W","S+EMP"
"1373","P33312","YBR153W","S+EMP"
"1374","P33313","YBR155W","S+EMP"
"1375","P33314","YKL092C","S+EMP"
"1376","P33315","YBR117C","S+EMP"
"1377","P33322","YLR175W","S+EMP"
"1378","P33323","YHR157W","S+EMP"
"1379","P33324","YKL091C","S+EMP"
"1380","P33327","YDL215C","S+EMP"
"1381","P33328","YOR327C","S+EMP"
"1382","P33329","YDR436W","S+EMP"
"1383","P33330","YOR184W","S+EMP"
"1384","P33331","YER009W","S+EMP"
"1385","P33332","YER008C","S+EMP"
"1386","P33333","YDL052C","S+EMP"
"1387","P33334","YHR165C","S+EMP"
"1388","P33335","YPR198W","S+EMP"
"1389","P33336","YGR143W","S+EMP"
"1390","P33338","YNL243W","S+EMP"
"1391","P33339","YGR047C","S+EMP"
"1392","P33399","YDL051W","S+EMP"
"1393","P33400","YHL027W","S+EMP"
"1394","P33401","YKL127W","S+EMP"
"1395","P33411","YGR006W","S+EMP"
"1396","P33412","YGR007W","S+EMP"
"1397","P33413","YHL016C","S+EMP"
"1398","P33416","YDR258C","S+EMP"
"1399","P33417","YKL032C","S+EMP"
"1400","P33418","YKL205W","S+EMP"
"1401","P33419","YPL124W","S+EMP"
"1402","P33420","YPL174C","S+EMP"
"1403","P33421","YKL141W","S+EMP"
"1404","P33441","YML062C","S+EMP"
"1405","P33442","YLR441C","S+EMP"
"1406","P33448","YOR045W","S+EMP"
"1407","P33550","YKR061W","S+EMP"
"1408","P33734","YBR248C","S+EMP"
"1409","P33748","YMR037C","S+EMP"
"1410","P33749","YKL062W","S+EMP"
"1411","P33750","YLL011W","S+EMP"
"1412","P33751","YDR538W","S+EMP"
"1413","P33753","YKR056W","S+EMP"
"1414","P33754","YBR171W","S+EMP"
"1415","P33755","YBR170C","S+EMP"
"1416","P33757","YBR250W","S+EMP"
"1417","P33759","YBR251W","S+EMP"
"1418","P33760","YNL329C","S+EMP"
"1419","P33767","YEL002C","S+EMP"
"1420","P33775","YDL095W","S+EMP"
"1421","P33890","YOR010C","S+EMP"
"1422","P33891","YGL145W","S+EMP"
"1423","P33892","YGL195W","S+EMP"
"1424","P33893","YBL080C","S+EMP"
"1425","P33894","YOR219C","S+EMP"
"1426","P33895","YOL069W","S+EMP"
"1427","P34072","YNL076W","S+EMP"
"1428","P34077","YFR002W","S+EMP"
"1429","P34078","YKL143W","S+EMP"
"1430","P34087","YDR404C","S+EMP"
"1431","P34110","YJL154C","S+EMP"
"1432","P34111","YAL001C","S+EMP"
"1433","P34160","YMR125W","S+EMP"
"1434","P34161","YML027W","S+EMP"
"1435","P34162","YHR041C","S+EMP"
"1436","P34163","YKL140W","S+EMP"
"1437","P34164","YGL208W","S+EMP"
"1438","P34165","YDR461W","S+EMP"
"1439","P34167","YPR163C","S+EMP"
"1440","P34216","YBL047C","S+EMP"
"1441","P34217","YBL051C","S+EMP"
"1442","P34218","YBL052C","S+EMP"
"1443","P34219","YBL054W","S+EMP"
"1444","P34220","YBL055C","S+EMP"
"1445","P34221","YBL056W","S+EMP"
"1446","P34222","YBL057C","S+EMP"
"1447","P34223","YBL058W","S+EMP"
"1448","P34224","YBL059W","S+EMP"
"1449","P34225","YBL060W","S+EMP"
"1450","P34226","YBL061C","S+EMP"
"1451","P34227","YBL064C","S+EMP"
"1452","P34228","YBL066C","S+EMP"
"1453","P34230","YKL188C","S+EMP"
"1454","P34231","YKL187C","S+EMP"
"1455","P34232","YKL186C","S+EMP"
"1456","P34233","YKL185W","S+EMP"
"1457","P34234","YKL183W","S+EMP"
"1458","P34237","YKL179C","S+EMP"
"1459","P34239","YKL176C","S+EMP"
"1460","P34240","YKL175W","S+EMP"
"1461","P34241","YKL014C","S+EMP"
"1462","P34243","YKL017C","S+EMP"
"1463","P34244","YKL101W","S+EMP"
"1464","P34246","YKL098W","S+EMP"
"1465","P34247","YKL099C","S+EMP"
"1466","P34248","YKL100C","S+EMP"
"1467","P34250","YKL105C","S+EMP"
"1468","P34251","YKL107W","S+EMP"
"1469","P34252","YKL108W","S+EMP"
"1470","P34253","YKL110C","S+EMP"
"1471","P34730","YDR099W","S+EMP"
"1472","P34756","YFR019W","S+EMP"
"1473","P34758","YOR329C","S+EMP"
"1474","P34760","YML028W","S+EMP"
"1475","P34761","YNL197C","S+EMP"
"1476","P34909","YER068W","S+EMP"
"1477","P35056","YDR244W","S+EMP"
"1478","P35127","YJR099W","S+EMP"
"1479","P35169","YJR066W","S+EMP"
"1480","P35172","YBR001C","S+EMP"
"1481","P35176","YDR304C","S+EMP"
"1482","P35177","YBR081C","S+EMP"
"1483","P35178","YDR087C","S+EMP"
"1484","P35179","YDR086C","S+EMP"
"1485","P35180","YGR082W","S+EMP"
"1486","P35182","YDL006W","S+EMP"
"1487","P35183","YBL069W","S+EMP"
"1488","P35184","YIR012W","S+EMP"
"1489","P35187","YMR190C","S+EMP"
"1490","P35189","YPL129W","S+EMP"
"1491","P35190","YGL215W","S+EMP"
"1492","P35191","YFL016C","S+EMP"
"1493","P35192","YMR021C","S+EMP"
"1494","P35193","YOL082W","S+EMP"
"1495","P35194","YBL004W","S+EMP"
"1496","P35195","YBL001C","S+EMP"
"1497","P35196","YBR002C","S+EMP"
"1498","P35197","YDL226C","S+EMP"
"1499","P35198","YDR277C","S+EMP"
"1500","P35200","YLR168C","S+EMP"
"1501","P35201","YKL089W","S+EMP"
"1502","P35206","YBR036C","S+EMP"
"1503","P35207","YLR398C","S+EMP"
"1504","P35208","YJL127C","S+EMP"
"1505","P35209","YMR179W","S+EMP"
"1506","P35210","YKL020C","S+EMP"
"1507","P35497","YJR159W","S+EMP"
"1508","P35688","YDL240W","S+EMP"
"1509","P35691","YKL056C","S+EMP"
"1510","P35718","YKL144C","S+EMP"
"1511","P35719","YKL142W","S+EMP"
"1512","P35723","YKL065C","S+EMP"
"1513","P35724","YKL064W","S+EMP"
"1514","P35725","YKL063C","S+EMP"
"1515","P35727","YKL061W","S+EMP"
"1516","P35728","YKL059C","S+EMP"
"1517","P35729","YKL057C","S+EMP"
"1518","P35731","YKL055C","S+EMP"
"1519","P35732","YKL054C","S+EMP"
"1520","P35735","YKL051W","S+EMP"
"1521","P35736","YKL050C","S+EMP"
"1522","P35817","YLR399C","S+EMP"
"1523","P35842","YAR071W","S+EMP"
"1524","P35843","YOR237W","S+EMP"
"1525","P35844","YPL145C","S+EMP"
"1526","P35845","YAR042W","S+EMP"
"1527","P35994","YKL224C","S+EMP"
"1528","P35995","YKL222C","S+EMP"
"1529","P35996","YKL170W","S+EMP"
"1530","P35997","YKL156W","S+EMP"
"1531","P35999","YKL134C","S+EMP"
"1532","P36000","YKL135C","S+EMP"
"1533","P36001","YKL132C","S+EMP"
"1534","P36002","YKL198C","S+EMP"
"1535","P36003","YKL171W","S+EMP"
"1536","P36004","YKL168C","S+EMP"
"1537","P36006","YKL129C","S+EMP"
"1538","P36007","YKL218C","S+EMP"
"1539","P36008","YKL081W","S+EMP"
"1540","P36009","YKL078W","S+EMP"
"1541","P36010","YKL067W","S+EMP"
"1542","P36012","YKL049C","S+EMP"
"1543","P36013","YKL029C","S+EMP"
"1544","P36014","YKL026C","S+EMP"
"1545","P36015","YKL196C","S+EMP"
"1546","P36016","YKL073W","S+EMP"
"1547","P36017","YOR089C","S+EMP"
"1548","P36018","YKR014C","S+EMP"
"1549","P36022","YKR054C","S+EMP"
"1550","P36023","YKR064W","S+EMP"
"1551","P36024","YKR072C","S+EMP"
"1552","P36025","YOR062C","S+EMP"
"1553","P36026","YKR098C","S+EMP"
"1554","P36027","YLR332W","S+EMP"
"1555","P36029","YKL174C","S+EMP"
"1556","P36032","YKL221W","S+EMP"
"1557","P36033","YKL220C","S+EMP"
"1558","P36034","YKL219W","S+EMP"
"1559","P36035","YKL217W","S+EMP"
"1560","P36036","YKL214C","S+EMP"
"1561","P36037","YKL213C","S+EMP"
"1562","P36039","YKL207W","S+EMP"
"1563","P36040","YKL206C","S+EMP"
"1564","P36041","YKL204W","S+EMP"
"1565","P36044","YKL201C","S+EMP"
"1566","P36046","YKL195W","S+EMP"
"1567","P36048","YKL173W","S+EMP"
"1568","P36049","YKL172W","S+EMP"
"1569","P36051","YKL165C","S+EMP"
"1570","P36052","YKL162C","S+EMP"
"1571","P36053","YKL160W","S+EMP"
"1572","P36054","YKL159C","S+EMP"
"1573","P36056","YKL155C","S+EMP"
"1574","P36057","YKL154W","S+EMP"
"1575","P36059","YKL151C","S+EMP"
"1576","P36060","YKL150W","S+EMP"
"1577","P36062","YKL146W","S+EMP"
"1578","P36064","YKL137W","S+EMP"
"1579","P36066","YKL133C","S+EMP"
"1580","P36068","YKL130C","S+EMP"
"1581","P36069","YKL128C","S+EMP"
"1582","P36070","YKL125W","S+EMP"
"1583","P36075","YKL090W","S+EMP"
"1584","P36076","YKL088W","S+EMP"
"1585","P36077","YKL086W","S+EMP"
"1586","P36078","YKL084W","S+EMP"
"1587","P36080","YKL082C","S+EMP"
"1588","P36081","YKL077W","S+EMP"
"1589","P36083","YKL075C","S+EMP"
"1590","P36084","YKL074C","S+EMP"
"1591","P36085","YKL072W","S+EMP"
"1592","P36086","YKL071W","S+EMP"
"1593","P36087","YKL070W","S+EMP"
"1594","P36088","YKL069W","S+EMP"
"1595","P36090","YKL047W","S+EMP"
"1596","P36091","YKL046C","S+EMP"
"1597","P36092","YKL044W","S+EMP"
"1598","P36093","YKL043W","S+EMP"
"1599","P36094","YKL042W","S+EMP"
"1600","P36095","YKL041W","S+EMP"
"1601","P36096","YKL034W","S+EMP"
"1602","P36097","YKL033W","S+EMP"
"1603","P36100","YKL028W","S+EMP"
"1604","P36101","YKL027W","S+EMP"
"1605","P36102","YKL025C","S+EMP"
"1606","P36103","YKL023W","S+EMP"
"1607","P36104","YKL018W","S+EMP"
"1608","P36105","YKL006W","S+EMP"
"1609","P36106","YKL005C","S+EMP"
"1610","P36107","YKL004W","S+EMP"
"1611","P36108","YKL002W","S+EMP"
"1612","P36110","YKR013W","S+EMP"
"1613","P36111","YKR015C","S+EMP"
"1614","P36112","YKR016W","S+EMP"
"1615","P36113","YKR017C","S+EMP"
"1616","P36114","YKR018C","S+EMP"
"1617","P36115","YKR019C","S+EMP"
"1618","P36116","YKR020W","S+EMP"
"1619","P36117","YKR021W","S+EMP"
"1620","P36118","YKR022C","S+EMP"
"1621","P36119","YKR023W","S+EMP"
"1622","P36120","YKR024C","S+EMP"
"1623","P36121","YKR025W","S+EMP"
"1624","P36122","YKR027W","S+EMP"
"1625","P36123","YKR028W","S+EMP"
"1626","P36124","YKR029C","S+EMP"
"1627","P36125","YKR030W","S+EMP"
"1628","P36126","YKR031C","S+EMP"
"1629","P36130","YKR036C","S+EMP"
"1630","P36132","YKR038C","S+EMP"
"1631","P36134","YKR041W","S+EMP"
"1632","P36135","YKR042W","S+EMP"
"1633","P36136","YKR043C","S+EMP"
"1634","P36137","YKR044W","S+EMP"
"1635","P36138","YKR045C","S+EMP"
"1636","P36142","YKR051W","S+EMP"
"1637","P36144","YKR060W","S+EMP"
"1638","P36145","YKR062W","S+EMP"
"1639","P36146","YKR063C","S+EMP"
"1640","P36147","YKR065C","S+EMP"
"1641","P36148","YKR067W","S+EMP"
"1642","P36149","YKR068C","S+EMP"
"1643","P36150","YKR069W","S+EMP"
"1644","P36151","YKR070W","S+EMP"
"1645","P36152","YKR071C","S+EMP"
"1646","P36154","YKR074W","S+EMP"
"1647","P36155","YKR075C","S+EMP"
"1648","P36156","YKR076W","S+EMP"
"1649","P36157","YKR077W","S+EMP"
"1650","P36158","YKR078W","S+EMP"
"1651","P36159","YKR079C","S+EMP"
"1652","P36160","YKR081C","S+EMP"
"1653","P36161","YKR082W","S+EMP"
"1654","P36163","YKR087C","S+EMP"
"1655","P36165","YKR089C","S+EMP"
"1656","P36166","YKR090W","S+EMP"
"1657","P36167","YKR091W","S+EMP"
"1658","P36168","YKR096W","S+EMP"
"1659","P36169","YKR100C","S+EMP"
"1660","P36170","YKR102W","S+EMP"
"1661","P36172","YKR105C","S+EMP"
"1662","P36173","YKR106W","S+EMP"
"1663","P36224","YMR294W","S+EMP"
"1664","P36421","YGR185C","S+EMP"
"1665","P36516","YMR024W","S+EMP"
"1666","P36517","YLR439W","S+EMP"
"1667","P36519","YDR237W","S+EMP"
"1668","P36520","YNL284C","S+EMP"
"1669","P36521","YDL202W","S+EMP"
"1670","P36523","YLR312W-A","S+EMP"
"1671","P36525","YMR193W","S+EMP"
"1672","P36526","YBR282W","S+EMP"
"1673","P36527","YDR462W","S+EMP"
"1674","P36528","YNL252C","S+EMP"
"1675","P36532","YBR268W","S+EMP"
"1676","P36533","YML009C","S+EMP"
"1677","P36534","YPL173W","S+EMP"
"1678","P36775","YBL022C","S+EMP"
"1679","P36973","YDR441C","S+EMP"
"1680","P37012","YMR105C","S+EMP"
"1681","P37020","YJR040W","S+EMP"
"1682","P37254","YNR033W","S+EMP"
"1683","P37261","YCL026C-A","S+EMP"
"1684","P37262","YCR073W-A","S+EMP"
"1685","P37263","YCR087C-A","S+EMP"
"1686","P37267","YGR174C","S+EMP"
"1687","P37291","YLR058C","S+EMP"
"1688","P37292","YBR263W","S+EMP"
"1689","P37293","YGR147C","S+EMP"
"1690","P37296","YMR054W","S+EMP"
"1691","P37297","YLR305C","S+EMP"
"1692","P37298","YDR178W","S+EMP"
"1693","P37299","YHR001W-A","S+EMP"
"1694","P37303","YEL046C","S+EMP"
"1695","P37304","YDR251W","S+EMP"
"1696","P37366","YPR025C","S+EMP"
"1697","P37838","YPL043W","S+EMP"
"1698","P37898","YHR047C","S+EMP"
"1699","P38009","YMR120C","S+EMP"
"1700","P38011","YMR116C","S+EMP"
"1701","P38013","YLR109W","S+EMP"
"1702","P38041","YBL085W","S+EMP"
"1703","P38042","YBL084C","S+EMP"
"1704","P38061","YBL092W","S+EMP"
"1705","P38063","YBL068W","S+EMP"
"1706","P38064","YBL038W","S+EMP"
"1707","P38065","YBL037W","S+EMP"
"1708","P38066","YBL033C","S+EMP"
"1709","P38067","YBR006W","S+EMP"
"1710","P38069","YBR015C","S+EMP"
"1711","P38070","YBR028C","S+EMP"
"1712","P38071","YBR026C","S+EMP"
"1713","P38072","YBR024W","S+EMP"
"1714","P38073","YBR033W","S+EMP"
"1715","P38074","YBR034C","S+EMP"
"1716","P38075","YBR035C","S+EMP"
"1717","P38077","YBR039W","S+EMP"
"1718","P38079","YBR054W","S+EMP"
"1719","P38080","YBR059C","S+EMP"
"1720","P38081","YBR056W","S+EMP"
"1721","P38082","YBR066C","S+EMP"
"1722","P38083","YBR063C","S+EMP"
"1723","P38084","YBR068C","S+EMP"
"1724","P38085","YBR069C","S+EMP"
"1725","P38086","YBR073W","S+EMP"
"1726","P38088","YBR121C","S+EMP"
"1727","P38089","YBR125C","S+EMP"
"1728","P38109","YBR139W","S+EMP"
"1729","P38110","YBL088C","S+EMP"
"1730","P38111","YBR136W","S+EMP"
"1731","P38112","YBR142W","S+EMP"
"1732","P38113","YBR145W","S+EMP"
"1733","P38114","YBR150C","S+EMP"
"1734","P38115","YBR149W","S+EMP"
"1735","P38116","YBR164C","S+EMP"
"1736","P38120","YBR146W","S+EMP"
"1737","P38121","YBL035C","S+EMP"
"1738","P38123","YBR175W","S+EMP"
"1739","P38124","YBR008C","S+EMP"
"1740","P38125","YBR180W","S+EMP"
"1741","P38126","YBR186W","S+EMP"
"1742","P38127","YBR192W","S+EMP"
"1743","P38128","YBR182C","S+EMP"
"1744","P38129","YBR198C","S+EMP"
"1745","P38130","YBR205W","S+EMP"
"1746","P38131","YBR199W","S+EMP"
"1747","P38132","YBR202W","S+EMP"
"1748","P38137","YBR222C","S+EMP"
"1749","P38138","YBR229C","S+EMP"
"1750","P38139","YBR204C","S+EMP"
"1751","P38140","YBR239C","S+EMP"
"1752","P38141","YBR240C","S+EMP"
"1753","P38142","YBR241C","S+EMP"
"1754","P38143","YBR244W","S+EMP"
"1755","P38144","YBR245C","S+EMP"
"1756","P38145","YBR256C","S+EMP"
"1757","P38146","YBR264C","S+EMP"
"1758","P38147","YBR274W","S+EMP"
"1759","P38148","YBR276C","S+EMP"
"1760","P38149","YBR281C","S+EMP"
"1761","P38150","YBR284W","S+EMP"
"1762","P38151","YBR233W","S+EMP"
"1763","P38152","YBR291C","S+EMP"
"1764","P38153","YBR288C","S+EMP"
"1765","P38155","YBR301W","S+EMP"
"1766","P38156","YBR298C","S+EMP"
"1767","P38157","YBR297W","S+EMP"
"1768","P38158","YBR299W","S+EMP"
"1769","P38162","YBL107C","S+EMP"
"1770","P38163","YBL106C","S+EMP"
"1771","P38164","YBL104C","S+EMP"
"1772","P38165","YBL103C","S+EMP"
"1773","P38166","YBL102W","S+EMP"
"1774","P38167","YBL101C","S+EMP"
"1775","P38169","YBL098W","S+EMP"
"1776","P38170","YBL097W","S+EMP"
"1777","P38174","YBL091C","S+EMP"
"1778","P38175","YBL090W","S+EMP"
"1779","P38176","YBL089W","S+EMP"
"1780","P38177","YBL086C","S+EMP"
"1781","P38179","YBL082C","S+EMP"
"1782","P38180","YBL081W","S+EMP"
"1783","P38181","YBL079W","S+EMP"
"1784","P38182","YBL078C","S+EMP"
"1785","P38185","YBL071C","S+EMP"
"1786","P38187","YBL067C","S+EMP"
"1787","P38191","YBL049W","S+EMP"
"1788","P38193","YBL046W","S+EMP"
"1789","P38194","YBL044W","S+EMP"
"1790","P38195","YBL043W","S+EMP"
"1791","P38196","YBL042C","S+EMP"
"1792","P38197","YBL036C","S+EMP"
"1793","P38198","YBL034C","S+EMP"
"1794","P38199","YBL032W","S+EMP"
"1795","P38200","YBL031W","S+EMP"
"1796","P38201","YBL029W","S+EMP"
"1797","P38202","YBL028C","S+EMP"
"1798","P38203","YBL026W","S+EMP"
"1799","P38204","YBL025W","S+EMP"
"1800","P38205","YBL024W","S+EMP"
"1801","P38206","YBL020W","S+EMP"
"1802","P38207","YBL019W","S+EMP"
"1803","P38208","YBL018C","S+EMP"
"1804","P38211","YBR004C","S+EMP"
"1805","P38212","YBR005W","S+EMP"
"1806","P38213","YBR007C","S+EMP"
"1807","P38215","YBR013C","S+EMP"
"1808","P38216","YBR016W","S+EMP"
"1809","P38217","YBR017C","S+EMP"
"1810","P38218","YBR022W","S+EMP"
"1811","P38219","YBR025C","S+EMP"
"1812","P38221","YBR029C","S+EMP"
"1813","P38222","YBR030W","S+EMP"
"1814","P38223","YBR032W","S+EMP"
"1815","P38224","YBR040W","S+EMP"
"1816","P38225","YBR041W","S+EMP"
"1817","P38226","YBR042C","S+EMP"
"1818","P38227","YBR043C","S+EMP"
"1819","P38228","YBR044C","S+EMP"
"1820","P38229","YBR045C","S+EMP"
"1821","P38230","YBR046C","S+EMP"
"1822","P38231","YBR047W","S+EMP"
"1823","P38232","YBR050C","S+EMP"
"1824","P38234","YBR052C","S+EMP"
"1825","P38235","YBR053C","S+EMP"
"1826","P38236","YBR057C","S+EMP"
"1827","P38237","YBR058C","S+EMP"
"1828","P38238","YBR061C","S+EMP"
"1829","P38239","YBR062C","S+EMP"
"1830","P38241","YBR065C","S+EMP"
"1831","P38242","YBR070C","S+EMP"
"1832","P38243","YBR071W","S+EMP"
"1833","P38244","YBR074W","S+EMP"
"1834","P38246","YBR076W","S+EMP"
"1835","P38247","YBR077C","S+EMP"
"1836","P38248","YBR078W","S+EMP"
"1837","P38249","YBR079C","S+EMP"
"1838","P38250","YBR086C","S+EMP"
"1839","P38251","YBR087W","S+EMP"
"1840","P38254","YBR094W","S+EMP"
"1841","P38255","YBR095C","S+EMP"
"1842","P38256","YBR096W","S+EMP"
"1843","P38257","YBR098W","S+EMP"
"1844","P38260","YBR101C","S+EMP"
"1845","P38261","YBR102C","S+EMP"
"1846","P38262","YBR103W","S+EMP"
"1847","P38263","YBR105C","S+EMP"
"1848","P38264","YBR106W","S+EMP"
"1849","P38265","YBR107C","S+EMP"
"1850","P38266","YBR108W","S+EMP"
"1851","P38270","YBR128C","S+EMP"
"1852","P38272","YBR130C","S+EMP"
"1853","P38273","YBR131W","S+EMP"
"1854","P38274","YBR133C","S+EMP"
"1855","P38277","YBR138C","S+EMP"
"1856","P38278","YBR141C","S+EMP"
"1857","P38279","YBR147W","S+EMP"
"1858","P38280","YBR148W","S+EMP"
"1859","P38281","YBR151W","S+EMP"
"1860","P38282","YBR152W","S+EMP"
"1861","P38283","YBR156C","S+EMP"
"1862","P38284","YBR157C","S+EMP"
"1863","P38285","YBR158W","S+EMP"
"1864","P38286","YBR159W","S+EMP"
"1865","P38287","YBR161W","S+EMP"
"1866","P38288","YBR162C","S+EMP"
"1867","P38289","YBR163W","S+EMP"
"1868","P38290","YBR165W","S+EMP"
"1869","P38292","YBR168W","S+EMP"
"1870","P38293","YBR173C","S+EMP"
"1871","P38295","YBR177C","S+EMP"
"1872","P38297","YBR179C","S+EMP"
"1873","P38298","YBR183W","S+EMP"
"1874","P38299","YBR184W","S+EMP"
"1875","P38300","YBR185C","S+EMP"
"1876","P38302","YBR188C","S+EMP"
"1877","P38304","YBR193C","S+EMP"
"1878","P38305","YBR194W","S+EMP"
"1879","P38306","YBR197C","S+EMP"
"1880","P38307","YBR201W","S+EMP"
"1881","P38308","YBR203W","S+EMP"
"1882","P38310","YBR207W","S+EMP"
"1883","P38312","YBR210W","S+EMP"
"1884","P38313","YBR211C","S+EMP"
"1885","P38314","YBR214W","S+EMP"
"1886","P38315","YBR216C","S+EMP"
"1887","P38316","YBR217W","S+EMP"
"1888","P38318","YBR220C","S+EMP"
"1889","P38319","YBR223C","S+EMP"
"1890","P38321","YBR225W","S+EMP"
"1891","P38323","YBR227C","S+EMP"
"1892","P38324","YBR228W","S+EMP"
"1893","P38325","YBR230C","S+EMP"
"1894","P38326","YBR231C","S+EMP"
"1895","P38328","YBR234C","S+EMP"
"1896","P38329","YBR235W","S+EMP"
"1897","P38330","YBR238C","S+EMP"
"1898","P38331","YBR242W","S+EMP"
"1899","P38332","YBR246W","S+EMP"
"1900","P38333","YBR247C","S+EMP"
"1901","P38334","YBR254C","S+EMP"
"1902","P38335","YBR255W","S+EMP"
"1903","P38336","YBR257W","S+EMP"
"1904","P38337","YBR258C","S+EMP"
"1905","P38338","YBR259W","S+EMP"
"1906","P38339","YBR260C","S+EMP"
"1907","P38340","YBR261C","S+EMP"
"1908","P38341","YBR262C","S+EMP"
"1909","P38342","YBR265W","S+EMP"
"1910","P38344","YBR267W","S+EMP"
"1911","P38346","YBR270C","S+EMP"
"1912","P38347","YBR271W","S+EMP"
"1913","P38348","YBR272C","S+EMP"
"1914","P38349","YBR273C","S+EMP"
"1915","P38351","YBR279W","S+EMP"
"1916","P38352","YBR280C","S+EMP"
"1917","P38353","YBR283C","S+EMP"
"1918","P38355","YBR287W","S+EMP"
"1919","P38356","YBR290W","S+EMP"
"1920","P38358","YBR293W","S+EMP"
"1921","P38359","YBR294W","S+EMP"
"1922","P38360","YBR295W","S+EMP"
"1923","P38361","YBR296C","S+EMP"
"1924","P38426","YMR261C","S+EMP"
"1925","P38427","YML100W","S+EMP"
"1926","P38430","YMR262W","S+EMP"
"1927","P38431","YPR041W","S+EMP"
"1928","P38555","YER031C","S+EMP"
"1929","P38590","YNL053W","S+EMP"
"1930","P38604","YHR072W","S+EMP"
"1931","P38615","YMR139W","S+EMP"
"1932","P38616","YNL160W","S+EMP"
"1933","P38620","YER099C","S+EMP"
"1934","P38622","YGL158W","S+EMP"
"1935","P38623","YLR248W","S+EMP"
"1936","P38624","YJL001W","S+EMP"
"1937","P38625","YMR217W","S+EMP"
"1938","P38626","YIL043C","S+EMP"
"1939","P38627","YJR103W","S+EMP"
"1940","P38628","YEL058W","S+EMP"
"1941","P38629","YNL290W","S+EMP"
"1942","P38630","YOR217W","S+EMP"
"1943","P38631","YLR342W","S+EMP"
"1944","P38632","YEL019C","S+EMP"
"1945","P38633","YGL127C","S+EMP"
"1946","P38635","YFR025C","S+EMP"
"1947","P38636","YNL259C","S+EMP"
"1948","P38637","YIR011C","S+EMP"
"1949","P38682","YER122C","S+EMP"
"1950","P38687","YPL243W","S+EMP"
"1951","P38688","YPL210C","S+EMP"
"1952","P38690","YHR033W","S+EMP"
"1953","P38691","YHR082C","S+EMP"
"1954","P38692","YHR102W","S+EMP"
"1955","P38693","YHR215W","S+EMP"
"1956","P38694","YHR039C","S+EMP"
"1957","P38695","YHR096C","S+EMP"
"1958","P38696","YHR129C","S+EMP"
"1959","P38697","YHR216W","S+EMP"
"1960","P38698","YHR201C","S+EMP"
"1961","P38699","YHR178W","S+EMP"
"1962","P38700","YHL019C","S+EMP"
"1963","P38701","YHL015W","S+EMP"
"1964","P38702","YHR002W","S+EMP"
"1965","P38703","YHL003C","S+EMP"
"1966","P38704","YHR006W","S+EMP"
"1967","P38705","YHR011W","S+EMP"
"1968","P38707","YHR019C","S+EMP"
"1969","P38708","YHR020W","S+EMP"
"1970","P38709","YHL012W","S+EMP"
"1971","P38710","YHR046C","S+EMP"
"1972","P38711","YHR021C","S+EMP"
"1973","P38712","YHR065C","S+EMP"
"1974","P38713","YHR073W","S+EMP"
"1975","P38714","YHR091C","S+EMP"
"1976","P38715","YHR104W","S+EMP"
"1977","P38716","YHR112C","S+EMP"
"1978","P38717","YNL257C","S+EMP"
"1979","P38719","YHR169W","S+EMP"
"1980","P38720","YHR183W","S+EMP"
"1981","P38721","YHL050C","S+EMP"
"1982","P38722","YHL049C","S+EMP"
"1983","P38723","YHL048W","S+EMP"
"1984","P38725","YHL046C","S+EMP"
"1985","P38727","YHL044W","S+EMP"
"1986","P38728","YHL043W","S+EMP"
"1987","P38729","YHL042W","S+EMP"
"1988","P38731","YHL040C","S+EMP"
"1989","P38732","YHL039W","S+EMP"
"1990","P38733","YHL037C","S+EMP"
"1991","P38734","YHL036W","S+EMP"
"1992","P38735","YHL035C","S+EMP"
"1993","P38737","YHL030W","S+EMP"
"1994","P38738","YHL029C","S+EMP"
"1995","P38739","YHL028W","S+EMP"
"1996","P38740","YHL026C","S+EMP"
"1997","P38741","YHL024W","S+EMP"
"1998","P38742","YHL023C","S+EMP"
"1999","P38744","YHL018W","S+EMP"
"2000","P38745","YHL017W","S+EMP"
"2001","P38746","YHL014C","S+EMP"
"2002","P38747","YHL013C","S+EMP"
"2003","P38748","YHL010C","S+EMP"
"2004","P38749","YHL009C","S+EMP"
"2005","P38750","YHL008C","S+EMP"
"2006","P38751","YHL006C","S+EMP"
"2007","P38753","YHL002W","S+EMP"
"2008","P38754","YHL001W","S+EMP"
"2009","P38755","YHR001W","S+EMP"
"2010","P38756","YHR003C","S+EMP"
"2011","P38757","YHR004C","S+EMP"
"2012","P38758","YHR009C","S+EMP"
"2013","P38760","YHR015W","S+EMP"
"2014","P38763","YHR022C","S+EMP"
"2015","P38764","YHR027C","S+EMP"
"2016","P38765","YHR029C","S+EMP"
"2017","P38766","YHR031C","S+EMP"
"2018","P38767","YHR032W","S+EMP"
"2019","P38768","YHR034C","S+EMP"
"2020","P38769","YHR035W","S+EMP"
"2021","P38770","YHR036W","S+EMP"
"2022","P38771","YHR038W","S+EMP"
"2023","P38772","YHR040W","S+EMP"
"2024","P38773","YHR043C","S+EMP"
"2025","P38774","YHR044C","S+EMP"
"2026","P38775","YHR045W","S+EMP"
"2027","P38776","YHR048W","S+EMP"
"2028","P38777","YHR049W","S+EMP"
"2029","P38778","YHR050W","S+EMP"
"2030","P38779","YHR052W","S+EMP"
"2031","P38780","YHR054C","S+EMP"
"2032","P38781","YHR056C","S+EMP"
